證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積－合併溢額,　　　　　 資本公積－員工認股權,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－合併溢額,　　　　 資本公積－員工認股權,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 資本公積－取得或處分子公司股權價格與帳面價值差額
2448,2015年09月30日,,,,              8292466,,                767533,,                 14250,,              2420574,,              7328958,,              2940407,,                908852,,                 42354,,              7760783,,              1864128,,                298171,,              1048439,             33686915,,,              1525749,,              3585915,,             35840534,,              8100007,              2568585,,              1174961,             52795751,             86482666,,,,,              3975583,,                 96145,,                 86141,,              2993792,,                562764,,              4160861,                 19734,,             10460216,             22355236,,,                              0,,              2983210,,              1201426,,              1587106,              5771742,             28126978,,,,             11015131,                              0,             11015131,,,             41539304,                 17165,                850962,                 42049,                              0,                 10966,                768320,             43228766,,              1547864,                              0,,              1388171,              2936035,,,                652394,,               -749497,,               -308932,               -406035,                908612,             55865285,              2490403,             58355688,             86482666,              0,              0,     25845732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2015年06月30日,,,,             10328155,,              1441303,,                 14950,,              3130968,,              7535884,,              2630484,,                630376,,                 43417,,              7564033,,              1970401,,                300315,,              2756643,             38346929,,,              1701197,,              3637929,,             36288072,,              6914123,              2363321,,              1178115,             52082757,             90429686,,,,,              6173629,,                277363,,                 42343,,              3193900,,                470427,,              5050605,                 45922,,              3638281,             18892470,,,              7243949,,              1819520,,              1062683,,              1372521,             11498673,             30391143,,,,             11015131,                              0,             11015131,,,             37710828,                 17165,                850962,                 43677,              3828476,                 10966,                768320,             43230394,,              1547864,                              0,,              2423871,              3971735,,,                403574,,               -445762,,               -310411,               -352599,                399536,             57465125,              2573418,             60038543,             90429686,              0,              0,      6717732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2015年03月31日,,,,             10762392,,              1147369,,                 17500,,              4101716,,              7383220,,              2954316,,                609785,,                 26720,,              6928484,,              1868866,,                198790,,              1499215,             37498373,,,              1860471,,              3739624,,             37878803,,              6600513,              2294323,,              1258037,             53631771,             91130144,,,,,              6051111,,                562172,,                 26089,,              2813845,,                372359,,              4258607,                 83262,,              4905724,             19073169,,,              7303558,,                820033,,              1082009,,              1453131,             10658731,             29731900,,,,             11016381,                              0,             11016381,,,             37710828,                 17165,                901092,                 43821,              3828476,                 10966,                767070,             43279418,,              1366831,                100596,,              3536753,              5004180,,,                503879,,               -204076,,               -326080,                -26277,                399536,             58874166,              2524078,             61398244,             91130144,              0,              0,      6717732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2014年12月31日,,,,             10514997,,              1195677,,                 15000,,              4345989,,              7421177,,              3861927,,                772989,,                 50676,,              6337694,,              1635299,,                188281,,              1770923,             38110629,,,              2022151,,              3821381,,             37499279,,              6582803,              2251396,,              1546236,             53723246,             91833875,,,,,              5965135,,              1270635,,                  1523,,              3047683,,                341490,,              4090039,                 51191,,              4886617,             19654313,,,              7769087,,                910321,,              1013621,,              1484435,             11177464,             30831777,,,,             11031787,                              0,             11031787,,,             41575478,                 27091,                923016,                 43711,                              0,                 10966,                762570,             43342832,,              1366831,                100596,,              2737708,              4205135,,,                639823,,               -149071,,               -346915,                143837,                461200,             58262391,              2739707,             61002098,             91833875,              0,              0,      7887835,             10514997,             91833875,,,,              5965135,,              1270635,,                  1523,,              3047683,,                341490,,              4090039,                 51191,,              4886617,             19654313,,,              7769087,,                910321,,              1013621,,              1484435,             11177464,             30831777,,,,             11031787,                              0,             11031787,,,             41575478,                 27091,                923016,                 43711,                              0,                 10966,                762570,             43342832,,              1366831,                100596,,              2737708,              4205135,,,                639823,,               -149071,,               -346915,                143837,                461200,             58262391,              2739707,             61002098,
2448,2014年09月30日,,,,              8238073,,              1431994,,                              0,,              3773459,,              7788776,,              3543315,,                839143,,                 41119,,              5611359,,              1224677,,                153526,,                571229,             33216670,,,              1781636,,              3613431,,             28247827,,              4309544,              1134982,,                778112,             39865532,             73082202,,,,,              3914665,,              1146834,,                 13303,,              3121683,,                537929,,              4057368,                 25449,,                908076,             13725307,,,              7421887,,              1045708,,                180671,,              1471836,             10120102,             23845409,,,,              9360789,                              0,              9360789,,,             32735896,                 27091,                923016,                 43504,                              0,                 10966,                762570,             34503043,,              1366831,                100596,,              2636070,              4103497,,,                297890,,               -141295,,               -230197,                -73602,                367400,             47526327,              1710466,             49236793,             73082202,              0,              0,      6399988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2014年06月30日,,,,              7116700,,              1594621,,                              0,,              3643903,,              7959974,,              2819219,,                284486,,                 44810,,              4896002,,              1176267,,                  4410,,                111383,             29651775,,,              1812848,,              3626817,,             28513928,,              4352114,              1469368,,                858606,             40633681,             70285456,,,,,              2435855,,              2368294,,                 11316,,              2870640,,                382168,,              3940604,                 18044,,              1000966,             13027887,,,              7242302,,              1125861,,                157255,,              1217697,              9743115,             22771002,,,,              9363389,                              0,              9363389,,,             28907419,                 27091,                923016,                 38501,              3828476,                 10966,                759970,             34495439,,              1366831,                100596,,                819717,              2287144,,,                171154,,                  1443,,               -275136,               -102539,                197622,             45845811,              1668643,             47514454,             70285456,              0,              0,      3747208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2014年03月31日,,,,              7656188,,              1525970,,                              0,,              3455356,,              6651217,,              2547623,,                339892,,                 45119,,              5302881,,              1156545,,                 15273,,                271537,             28967601,,,              1909252,,              3641174,,             27967106,,              4366203,              1602510,,                933192,             40419437,             69387038,,,,,              2016876,,              2131376,,                  5531,,              2826497,,                268186,,              3435397,                178778,,                812217,             11674858,,,              7344219,,              1526843,,                200173,,              1291034,             10362269,             22037127,,,,              9363389,                              0,              9363389,,,             29152391,                 27091,                979203,                 27333,              3828476,                 10966,                759970,             34785430,,              1362996,                239110,,                113531,              1715637,,,                327441,,                 47344,,               -352654,                 22131,                197622,             45688965,              1660946,             47349911,             69387038,              0,              0,      3747208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448,2013年12月31日,,,,,,              1418916,,                  6543,,              2679426,,              6394268,,              2554651,,                289967,,                 35337,,              4902898,,              1091637,,                 14168,,              1079925,             36249273,,,              1553140,,              3638952,,             27627752,,              4291051,              1548201,,              1087664,             39746760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         96450,      3747208,             15781537,             75996033,,,,              2480307,,              1327972,,                  8269,,              2466829,,                166641,,              2987081,                149825,,              8866214,             18453138,,,              6750446,,              1636469,,                266746,,              1286321,              9939982,             28393120,,,,              9357146,                  2565,              9359711,,,             32964355,                 27091,                979203,                 26756,                              0,                 17114,                759970,             34774489,,              1362996,                239110,,                955222,              2557328,,,                231887,,               -332483,,               -429320,               -529916,                197622,             45963990,              1638923,             47602913,
2448,2013年09月30日,,,,,,                557061,,                  7549,,              2109314,,              5996236,,              2617293,,                187805,,                 28028,,              4951220,,              1052251,,                 41086,,              1251052,             35271156,,,              1331113,,              3548007,,             28373678,,              4192892,              1454846,,                965586,             39866122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,         17070,      3747208,             16472261,             75137278,,,,              2273568,,              1228196,,                  5761,,              2297667,,                165795,,              3058712,                 85399,,              8726237,             17841335,,,              6657410,,              1514280,,                267261,,              1401335,              9840286,             27681621,,,,              9334000,                    454,              9334454,,,             32940567,                 27091,                986296,                 26117,                              0,                 25925,                774170,             34780166,,              1362996,                239110,,                949983,              2552089,,,                141034,,               -305660,,               -524315,               -688941,                197622,             45780146,              1675511,             47455657,
2448,2013年06月30日,,,,,,                954780,,                  7549,,              1425850,,              6028330,,              2582634,,                132607,,                 24353,,              4639853,,                856906,,                195263,,                990845,             28459968,,,              1181926,,              3344927,,             28898798,,              4224675,              1266482,,                984369,             39901177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,        110100,      3747208,             10620998,             68361145,,,,              1817731,,                180789,,                 12006,,              2668677,,                195041,,              3774339,                 62880,,              8826093,             17537556,,,                              0,,              1781289,,                148618,,              1465829,              3395736,             20933292,,,,              9327395,                  2929,              9330324,,,             32923226,                 27091,              1017802,                 25662,                              0,                 32430,                727458,             34753669,,              1362996,                239110,,              1033405,              2635511,,,                189236,,               -332332,,               -589801,               -732897,                197622,             45788985,              1638868,             47427853,
