證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　　 資本公積－受贈資產,　　　　　　 資本公積－受贈資產合計,　　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－實際取得或處分子公司股權價格與帳面價值差額,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額
1434,2015年09月30日,,,,              5098903,,                654998,,              1643541,,                148638,,                  5008,,              4324324,,              1337523,,                378726,,              7678386,,              1026865,,                404975,             22701887,,,             29153974,,              5796324,,              3115541,,             17232543,                456759,,                957920,             56713061,             79414948,,,,,              3495562,,              1699749,,                  6074,,                193256,,                202859,,              1616842,,                987156,,              1641633,                330427,,                684005,             10857563,,,             10500198,,                145362,,              2756515,             13402075,             24259638,,,,             16846646,             16846646,,                 12135,                    545,,                  2032,                  6699,                 21411,,              6508610,              1381824,,              3412599,             11303033,,,                734415,,             23031455,             23765870,                 22285,             51914675,              3240635,             55155310,             79414948,              0,              0,      2563228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2015年06月30日,,,,              5451106,,                654716,,              1752009,,                118668,,                  4417,,              4353615,,              1655175,,                448872,,              7450168,,                962652,,                306394,             23157792,,,             29713224,,              5470725,,              2869085,,             16936653,                461764,,                868221,             56319672,             79477464,,,,,              3502607,,              1799533,,                  1395,,                201045,,                157496,,              1429570,,                898955,,              4082718,                290422,,                656089,             13019830,,,              9270084,,                135906,,              2883649,             12289639,             25309469,,,,             16846646,             16846646,,                 12135,                    545,,                  2032,                 24694,                 39406,,              6508610,              1381824,,              2393449,             10283883,,,                104501,,             23756727,             23861228,                 22285,             51008878,              3159117,             54167995,             79477464,              0,              0,      2563228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2015年03月31日,,,,              4451062,,                654750,,              1807832,,                105383,,                  3335,,              4439398,,              1463431,,                299347,,              7695228,,                756490,,                492812,             22169068,,,             26218866,,              5442727,,              2871697,,             17594555,                461711,,                897137,             53486693,             75655761,,,,,              3359450,,              2299672,,                              0,,                233463,,                173761,,              1411625,,              1031270,,              1220022,                211022,,                611838,             10552123,,,              9278920,,                 99187,,              3037376,             12415483,             22967606,,,,             16846646,             16846646,,                 11077,                    545,,                  2032,                 24694,                 38348,,              6156773,                644262,,              5154035,             11955070,,,                239727,,             20314448,             20554175,                 22723,             49371516,              3316639,             52688155,             75655761,              0,              0,      2613228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2014年12月31日,,,,              3796868,,                654499,,              1709615,,                 93100,,                  2743,,              4154561,,              1321930,,                354982,,              7950289,,                393671,,                384755,             20817013,,,             26322249,,              5442727,,              2909436,,             17846148,                516201,,              1051206,             54087967,             74904980,,,,,              2761686,,              2349524,,                  5843,,                205567,,                288160,,              1169886,,              1186014,,              2047240,                154960,,                354132,             10523012,,,              9218895,,                 95730,,              2840680,             12155305,             22678317,,,,             16846646,             16846646,,                 11077,                    545,,                  2032,                 24694,                 38348,,              6156773,                644262,,              4636684,             11437719,,,                385721,,             20331798,             20717519,                 22723,             49017509,              3209154,             52226663,             74904980,              0,              0,      2613228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2014年09月30日,,,,              3958988,,                433651,,              1567934,,                 68989,,                  2694,,              4409540,,              1262936,,                250752,,              7396063,,                604271,,                550682,             20506500,,,             27872714,,              5442720,,              2704799,,             17752726,                538242,,                946035,             55257236,             75763736,,,,,              3489540,,              2299234,,                  7172,,                189802,,                203858,,              1325269,,              1328082,,              1467306,                 99110,,                530720,             10940093,,,              9149904,,                 87431,,              2804106,             12041441,             22981534,,,,             16846646,             16846646,,                 11077,                    545,,                  2032,                 11691,                 25345,,              6156773,                644262,,              4111687,             10912722,,,                 51987,,             21877394,             21929381,                 22723,             49691371,              3090831,             52782202,             75763736,              0,              0,      2613228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2014年06月30日,,,,              3687653,,                381953,,              1435724,,                 69576,,                  9936,,              4864802,,              1332954,,                325559,,              7259271,,                572961,,                337216,             20277605,,,             29584545,,                353142,,              7551683,,             17904122,                591336,,                932668,             56917496,             77195101,,,,,              3644970,,              1049830,,                    461,,                226975,,                287851,,              1497462,,              1334543,,              3090307,                 75479,,                368401,             11576279,,,             10044327,,                 76906,,              2716526,             12837759,             24414038,,,,             16846646,             16846646,,                  8463,                    545,,                  2032,                 98348,                109388,,              6156773,                644262,,              2533914,              9334949,,,               -192713,,             23674731,             23482018,                 22723,             49750278,              3030785,             52781063,             77195101,              0,              0,      2613228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2014年03月31日,,,,              2604958,,                400978,,              1284490,,                103833,,                  4509,,              4337214,,              1240890,,                217374,,              7723266,,                398171,,                675010,             18990693,,,             28921905,,                353145,,              7691518,,             18496978,                628285,,                908398,             57000229,             75990922,,,,,              3935765,,              1049882,,                    356,,                222475,,                321219,,              1181670,,              1429610,,                975950,                413527,,                304904,              9835358,,,             10091089,,                 63557,,              2757674,             12912320,             22747678,,,,             16846646,             16846646,,                  8463,                              0,,                  2032,                 98348,                108843,,              5943868,                326534,,              4005795,             10276197,,,                116284,,             22911224,             23027508,                 22723,             50236471,              3006773,             53243244,             75990922,              0,              0,      2613228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2014年01月01日,,,,              3064945,,                  1352,,              1422657,,                101000,,                  6963,,              3760435,,              1036415,,                266519,,              7362831,,                197527,,                660737,             17881381,,,             30486495,,                353144,,              7551755,,             19014371,                654651,,                692017,             58752433,             76633814,,,,,              3706477,,              1249862,,                    704,,                172069,,                218650,,              1032409,,              1491693,,              1309490,                307292,,                240159,              9728805,,,             10085653,,                 55383,,              2629243,             12770279,             22499084,,,,             16846646,             16846646,,                  7019,                              0,,                  2032,                 89847,                 98898,,              5943868,                326534,,              3464878,              9735280,,,                -95294,,             24614399,             24519105,                 23423,             51176506,              2958224,             54134730,             76633814,              0,              0,      2693228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2013年12月31日,,,,,,                  1352,,              1422657,,                101000,,                  6963,,              3760435,,              1036415,,                266519,,              7362831,,                197527,,                660737,             17881381,,,             30486495,,                353144,,              7551755,,             19014371,                639217,,                692017,             58736999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2693228,              3064945,             76618380,,,,              3706477,,              1249862,,                    704,,                172069,,                218650,,              1032409,,              1491693,,              1309490,                307292,,                240159,              9728805,,,             10085653,,                 55383,,              2538454,             12679490,             22408295,,,,             16846646,             16846646,,                  7019,                              0,,                  2032,                 89847,                 98898,,              5943868,                326534,,              3535764,              9806166,,,                -95294,,             24614399,             24519105,                 23423,             51247392,              2962693,             54210085
1434,2013年09月30日,,,,,,                    892,,              1926685,,                114893,,                  5746,,              4147334,,              1029856,,                303811,,              6795311,,                344610,,                381733,             17611107,,,             29063144,,                353141,,              5903491,,             19537188,                680101,,                778197,             56315262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      3043228,              2560236,             73926369,,,,              3145088,,                449932,,                    788,,                141672,,                244073,,              1182828,,              1156561,,              1380752,                277867,,                571974,              8551535,,,             10733240,,                 47084,,              2627244,             13407568,             21959103,,,,             16846646,             16846646,,                              0,                              0,,                  2032,                              0,                  2032,,              5943868,                326534,,              3054174,              9324576,,,               -230803,,             23108366,             22877563,                 26488,             49024329,              2942937,             51967266
