證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 應付建造合約款,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 與待出售非流動資產直接相關之負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 長期應付票據及款項,　　　　　　 長期應付票據及款項合計,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　　　 待出售非流動資產,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 長期應付票據及款項,　　　　　 長期應付票據及款項合計,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　 當期所得稅負債,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　　 其他長期借款,　　　　 遞延所得稅負債－其他,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計
1449,2015年09月30日,,,,                385241,,                  3349,,                165595,,                 17065,,                296685,,                  1233,                351330,,                 75677,,                  3664,,,                816175,                816175,,                 67126,,                 25299,,                155714,                 46216,                201930,              2410369,,,                 76771,,                    840,,                199007,,                108348,,              2525568,                  8242,,                 59346,,                  5100,,                 19583,                 19583,                 84029,              3002805,              5413174,,,,,                681159,,                 28393,,                248673,,                203163,,                225045,,                 32491,                  9479,,                136944,                236484,                              0,                    596,,,                 95171,                205901,                301072,              2103499,,,              1406234,,                398896,,,                  2035,                101309,                297394,                400738,              2205868,              4309367,,,,              1200000,              1200000,,                 40224,,               -765416,,,                398087,                398087,                 14323,                858572,                              0,                245235,              1103807,              5413174,              0,        318665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2015年06月30日,,,,                102617,,                  3491,,                185007,,                 23981,,                306209,,                    835,                329642,,                 89928,,                  2936,,,                787196,                787196,,                 66475,,                 25299,,                107318,                 20442,                127760,              2051376,,,                 88477,,                    840,,                195742,,                 92052,,              2525568,                  8796,,                 49446,,                  5691,,                 11264,                 11264,                 66401,              2977876,              5029252,,,,,                490008,,                 48885,,                259152,,                170018,,                205377,,                 32927,                 11051,,                143522,                228763,                              0,                    596,,,                 94162,                206852,                301014,              1891313,,,              1419507,,                398896,,,                  3254,                108549,                 14677,                126480,              1944883,              3836196,,,,              1200000,              1200000,,                 40224,,               -641450,,,                428944,                428944,                 80515,                947203,,                245853,              1193056,              5029252,              0,      1802665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2015年03月31日,,,,                 91720,,                  3992,,                193293,,                  9777,,                239709,,                    237,                304539,,                 84351,,                  3244,,,                893251,                893251,,                 57659,,                 25299,,                107284,                 13024,                120308,              2027379,,,                 92439,,                  1476,,                185550,,                 96790,,              2525568,                  8181,,                 50487,,                  5991,,                  7374,                  7374,                 63852,              2973856,              5001235,,,,,                365654,,                 28885,,                255276,,                155831,,                224492,,                 90902,                  5488,,                136596,                179162,,                    596,,,                 87286,                172484,                259770,              1702652,,,              1433571,,                398896,,,                  1300,                127169,                 13872,                142341,              1974808,              3677460,,,,              1200000,              1200000,,                 40224,,               -514700,,,                435891,                435891,                 80515,              1080900,,                242875,              1323775,              5001235,              0,      1802665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2014年12月31日,,,,                143612,,                  4121,,                184201,,                 39149,,                287045,,                  1984,                322382,,                 85646,,                  3882,,,                841331,                841331,,                 71928,,                 25299,,                113664,                 12014,                125678,              2136258,,,                 88038,,                  1476,,                182731,,                100919,,              2525568,                  8236,,                 61096,,                  6465,,                  7128,                  7128,                 74689,              2981657,              5117915,,,,,                295628,,                 49484,,                297448,,                120778,,                286909,,                124148,                  3710,,                139840,                195540,                              0,                    596,,,                 74497,                163935,                238432,              1752513,,,              1435514,,                398896,,,                  4456,                133953,                 14057,                152466,              1986876,              3739389,,,,              1200000,              1200000,,                 40224,,               -453111,,,                422101,                422101,                 80515,              1128699,                              0,                249827,              1378526,              5117915,              0,      1802665,                143612,                 25299,              5117915,,,,                295628,,                 49484,,                297448,,                120778,,                286909,,                124148,                  3710,,                139840,                195540,                    596,,,                 74497,                163935,                238432,              1752513,,,              1435514,,                398896,,,                  4456,                133953,                 14057,                152466,              1986876,              3739389,,,,              1200000,              1200000,,                 40224,,               -453111,,,                422101,                422101,                 80515,              1128699,                249827,              1378526,              0,,,,,,,
1449,2014年09月30日,,,,                167813,,                  4369,,                180409,,                 34274,,                289125,,                  3021,                367019,,                 73896,,                  3830,,,                821441,                821441,,                 68785,,                              0,,                132543,                 30187,                162730,              2176712,,,                 92880,,                 26775,,                163229,,                109394,,              2189948,                  4113,,                 71544,,                    531,,                  6259,                  6259,                 78334,              2664673,              4841385,,,,,                301809,,                 49983,,                297837,,                113939,,                217453,,                126271,                  2128,,                151664,                214805,                    459,                              0,,,              1473623,                116276,              1589899,              3066247,,,                 54769,,                371459,,,                 10076,                154760,                  9776,                174612,                600840,              3667087,,,,              1200000,              1200000,,                 28504,,               -690156,,,                425412,                425412,                 80515,                883245,                              0,                291053,              1174298,              4841385,              0,      5065404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2014年06月30日,,,,                106123,,                  4094,,                282520,,                 23939,,                254263,,                  9403,                317068,,                 82805,,                  3659,,,                767997,                767997,,                101194,,                              0,,                133915,                 23140,                157055,              2110120,,,                  5173,,                 26775,,                205685,,                119951,,              2198860,                  4111,,                 49136,,                    390,,                  4485,                  4485,                 54011,              2614566,              4724686,,,,,                382620,,                 50582,,                167266,,                 89118,,                179539,,                118666,                 35220,,                142259,                127784,                    913,                              0,,,              1438500,                135183,              1573683,              2867650,,,                              0,,                371459,,,                 11964,                165259,                 60925,                238148,                609607,              3477257,,,,              3371941,              3371941,,                 28504,,             -2802553,,,                440358,                440358,                 80515,                957735,,                289694,              1247429,              4724686,              0,      5065404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2014年03月31日,,,,                 95446,,                  5168,,                269258,,                 68154,,                242079,,                  8510,                265298,,                 70633,,                              0,,,                816284,                816284,,                140528,,                              0,,                132349,                 26338,                158687,              2140045,,,                  4782,,                 27765,,                164230,,                358676,,              1780473,                  4062,,                 50472,,                    390,,                  2994,                  2994,                 53856,              2393844,              4533889,,,,,                345353,,                 51081,,                209234,,                 60006,,                165245,,                 93064,                 32850,,                140473,                152619,,                              0,,,              1443000,                151524,              1594524,              2844449,,,                              0,,                363754,,,                              0,                208093,                 61397,                269490,                633244,              3477693,,,,              3062941,              3062941,,                 28504,,             -2496784,,,                250464,                250464,                 80515,                764610,,                291586,              1056196,              4533889,              0,      5065404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2014年01月01日,,,,                 52760,,                  9817,,                274590,,                 48780,,                305108,,                    477,                317576,,                 91187,,                              0,,,                870865,                870865,,                148592,,                              0,,                119261,                 10057,                129318,              2249070,,,                  5333,,                 31130,,                165218,,                359994,,              1780473,                  3680,,                 47879,,                    390,,                  3436,                  3436,                 51705,              2397533,              4646603,,,,,                334687,,                 31581,,                228219,,                 68122,,                187226,,                131451,                 30632,,                136970,                170912,,                              0,,,              1447500,                118482,              1565982,              2885782,,,                              0,,                363229,,,                              0,                216194,                 61334,                277528,                640757,              3526539,,,,              2762941,              2762941,,                 28504,,             -2150909,,,                255663,                255663,                 80515,                815684,,                304380,              1120064,              4646603,              0,      5065404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,2013年12月31日,,,,,,                  9817,,                274590,,                 48780,,                305108,,                    477,                317576,,                 91187,,                              0,,,                870865,                870865,,                148592,,                              0,,                119261,                 10057,                129318,              2249070,,,                  5333,,                 31130,,                165218,,                359994,,              1780473,                  3680,,                 47879,,                    390,,                  3436,                  3436,                 51705,              2397533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      5065404,                 52760,                              0,              4646603,,,,                334687,,                 31581,,                228219,,                 68122,,                187226,,                131451,                 30632,,                136970,                170912,                              0,,,              1447500,                118482,              1565982,              2885782,,,                              0,,                363229,,,                              0,                216194,                 61334,                277528,                640757,              3526539,,,,              2762941,              2762941,,                 28504,,             -2150909,,,                255663,                255663,                 80515,                815684,                304380,              1120064,              0,                              0,,,,,,
1449,2013年09月30日,,,,,,                 10745,,                253924,,                 11427,,                242974,,                  4119,                226195,,                 78552,,                    215,,,                921969,                921969,,                165811,,,,                101293,                 19882,                121175,              2141854,,,                  5898,,                 30693,,                130861,,                813549,,              1021080,                  5473,,                 44971,,                    492,,                  3692,                  3692,                 49155,              2056709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      5065404,                104748,,              4198563,,,,                216511,,                 12080,,                246283,,                 94046,,                220945,,                 20180,                 42159,,                148252,                209184,,,,                 18000,                102554,                120554,              1330194,,,              1434000,,                361818,,,                  1963,                239054,                 59346,                300363,              2096181,              3426375,,,,              2762941,              2762941,,                  5393,,             -2147556,,,                -59583,                -59583,                 80515,                480680,                291508,                772188,              0,                              0,,,,,,
