證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　　 債券換股權利證書,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他應付款－其他
2437,2015年09月30日,,,,                727960,,                 33548,,                145393,,              1203060,,                 58517,,                     42,,,                932939,                932939,,                686963,                 64656,                751619,              3853078,,,                326979,,              1148014,,                 23108,,                 25170,                 48278,                 74465,,                 37146,                  6848,,                415600,                 44367,,                 11631,                515592,              2113328,              5966406,,,,,                665818,,                  2210,,                  1339,,                568272,,                254686,                254686,                 36523,,,                              0,                  3291,                  3291,              1532139,,,                  3128,,                703473,,                 33136,,                269106,,                 22834,                 22834,              1031677,              2563816,,,,                665722,                665722,,,              1521557,              1521557,,                377463,                190104,,                443522,              1011089,,                204222,                              0,              3402590,                              0,              3402590,              5966406,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,2015年06月30日,,,,                622116,,                 34790,,                104272,,              1110758,,                 61548,,                     47,,,                890818,                890818,,                824537,                 62656,                887193,              3711542,,,                 35456,,              1119238,,                 23108,,                 26880,                 49988,                 73115,,                 22419,                  5070,,                398480,                 42845,,                 10647,                479461,              1757258,              5468800,,,,,                              0,,                    728,,                  2668,,                525679,,                218395,                552310,                 23016,,,                 66563,                 10739,                 77302,              1181703,,,                  2136,,                700184,,                152289,,                234208,,                 22916,                 22916,              1111733,              2293436,,,,                664312,                685722,,,              1561519,              1561519,,                377463,                190104,,                334493,                902060,,                 86025,                 59962,              3175364,                              0,              3175364,              5468800,              0,              0,      2000000,                333915,                 21410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,2015年03月31日,,,,                691229,,                 20634,,                 82695,,              1055795,,                 42535,,                     48,,,                936905,                936905,,                703454,                 76353,                779807,              3609648,,,                 35869,,              1099102,,                 23108,,                 28500,                 51608,                 74233,,                 15838,                  3472,,                403120,                 43654,,                 10971,                477055,              1737867,              5347515,,,,,                              0,,                    936,,                  2105,,                437292,,,                211437,                 21582,,,                 73895,                  8196,                 82091,                755443,,,                  1324,,                806425,,                154722,,                272704,,                 22995,                 22995,              1258170,              2013613,,,,                607688,                664312,,,              1473100,              1473100,,                343382,                190104,,                599228,              1132714,,                123738,                 59962,              3333902,                              0,              3333902,              5347515,              0,              0,      2000000,,                 56624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,2014年12月31日,,,,                377172,,                 67832,,                 13322,,              1222966,,                 35120,,                              0,,,                993468,                993468,,                755435,                 58718,                814153,              3524033,,,                 36310,,              1125356,,                 23108,,                 30921,                 54029,                 72358,,                  8277,                  3480,,                408080,                 44504,,                  4672,                469013,              1757066,              5281099,,,,,                537544,,                  2154,,                 75247,,                524377,,                251596,                251596,                 17474,,,                515638,                  6260,                521898,              1930290,,,                              0,,                              0,,                126464,,                277452,,                 23067,                 23067,                426983,              2357273,,,,                607688,                607688,,,              1142294,              1142294,,                343382,                190104,,                530666,              1064152,,                169654,                 59962,              2923826,                              0,              2923826,              5281099,              0,              0,      2000000,,,                377172,                              0,              5281099,,,,                537544,,                  2154,,                 75247,,                524377,,                251596,                 17474,,,                515638,                515638,                  6260,                521898,              1930290,,,                126464,,                277452,,                 23067,                 23067,                426983,              2357273,,,,                607688,                607688,,,              1142294,              1142294,,                343382,                190104,,                530666,              1064152,,                169654,                 59962,              2923826,                              0,              2923826,
2437,2014年09月30日,,,,                400778,,                 76893,,                 11301,,              1273460,,                 34230,,                  2676,,,                938578,                938578,,                641757,                 50321,                692078,              3429994,,,                 41665,,              1123756,,                 23108,,                 33344,                 56452,                 70908,,                 12740,                  3511,,                394800,                 43359,,                  5596,                460006,              1752787,              5182781,,,,,                693484,,                  1668,,                 92687,,                496731,,                256962,                256962,                 15640,,,                 23859,                  5697,                 29556,              1586728,,,                              0,,                              0,,                557302,,                251250,,                 17522,                 17522,                826074,              2412802,,,,                607688,                607688,,,              1142294,              1142294,,                343382,                190104,,                469631,              1003117,,                 76842,                 59962,              2769979,                              0,              2769979,              5182781,              0,              0,      2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,2014年06月30日,,,,                349889,,                 61694,,                 10141,,              1154060,,                 23997,,                  1860,,,                901447,                901447,,                729885,                 59056,                788941,              3292029,,,                 40627,,              1107729,,                 23108,,                 35801,                 58909,                 70654,,                 25577,                  3469,,                384968,                 42575,,                  5270,                461859,              1739778,              5031807,,,,,                912837,,                              0,,                118977,,                489327,,                343830,                579973,                 22164,,,                 24483,                  6907,                 31390,              2154668,,,                              0,,                              0,,                  7163,,                226496,,                 17661,                 17661,                251320,              2405988,,,,                607688,                607688,,,              1142294,              1142294,,                343382,                190104,,                393805,                927291,,                  8508,                 59962,              2625819,                              0,              2625819,              5031807,              0,              0,      2000000,                236143,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,2014年03月31日,,,,                471248,,                 55052,,                 16054,,                867127,,                 18279,,                  3684,,,                621310,                621310,,                435894,                 58659,                494553,              2547307,,,                 44557,,                824085,,                 23108,,                 37889,                 60997,                 72206,,                 28644,                  3570,,                392080,                 43663,,                  6756,                474713,              1476558,              4023865,,,,,                480000,,                              0,,                    905,,                301027,,,                183581,                 43615,,,                              0,                  4839,                  4839,              1013967,,,                              0,,                              0,,                              0,,                211281,,                 17787,                 17787,                229068,              1243035,,,,                607688,                607688,,,              1142294,              1142294,,                315750,                190104,,                531743,              1037597,,                 53213,                 59962,              2780830,                              0,              2780830,              4023865,              0,              0,      2000000,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,2013年12月31日,,,,,,                 68959,,                 13472,,                899241,,                 14064,,,,,                613485,                613485,,                605881,                 72232,                678113,              2579473,,,                 46396,,                816913,,                 23108,,                 40361,                 63469,                 74903,,                 33502,                  3767,,                394432,                 44228,,                  8374,                484303,              1485984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2000000,,,                288433,                  3706,              4065457,,,,                500000,,                              0,,                    954,,                366016,,                210872,                 37210,,,                              0,                              0,                  4147,                  4147,              1119199,,,                              0,,                207735,,                 17908,                 17908,                225643,              1344842,,,,                607688,                607688,,,              1142294,              1142294,,                315750,                190104,,                457195,                963049,,                 67546,                 59962,              2720615,                              0,              2720615,                210872
2437,2013年09月30日,,,,,,                 67803,,                 10431,,                839944,,                 14491,,,,,                616635,                616635,,                564265,                 81327,                645592,              2821670,,,                 49270,,                804463,,                 23108,,                 42834,                 65942,                 76080,,                 45541,                  3819,,                              0,                 43578,,                  9912,                102850,              1098605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,      2000000,,,                626774,                              0,              3920275,,,,                520000,,                              0,,                    753,,                365308,,                187136,                 32432,,,,                              0,                 10162,                 10162,              1115791,,,                              0,,                189202,,                 17749,                 17749,                206951,              1322742,,,,                607688,                607688,,,              1142294,              1142294,,                315750,                190104,,                379811,                885665,,                 21848,                 59962,              2597533,                              0,              2597533,                187136
2437,2013年06月30日,,,,                321639,,                 67826,,                  9758,,                782267,,                 12458,,,,,                596687,                596687,,                943312,                 60348,              1003660,              2794295,,,                 49716,,                814580,,                 23108,,                 44138,                 67246,                 89668,,                 38185,                  3827,,,                 44389,,                 12005,                 98406,              1119616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      2000000,,,,,              3913911,,,,                490000,,,,                    505,,                354957,,                282576,                 36652,,,,,,                  5204,              1169894,,,,,                184038,,                 17862,                 17862,                201900,              1371794,,,,                607688,                607688,,,              1142294,              1142294,,                315750,                190104,,                299290,                805144,,                 46953,                 59962,              2542117,                              0,              2542117,
