證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 其他非流動資產,　　　　 長期應收票據及款項,　　　　　 長期應收票據及款項淨額,　　　　 預付投資款,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 現金及約當現金合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 按攤銷後成本衡量之金融負債－流動,　　　 以成本衡量之金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 應付建造合約款－關係人,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 工程進度請款金額,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 避險之衍生金融負債－非流動,　　　 按攤銷後成本衡量之金融負債－非流動,　　　 以成本衡量之金融負債－非流動,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 待註銷股本股數,　　　　 預付設備款,　　　　 其他應付款－其他,　　　　 應付股利,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 長期應收租賃款,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計
1101,2015年09月30日,,,,             35931378,,                148581,,             16358225,,             12328553,,              6394069,,                980421,,                638128,,                732245,,              9248095,,              3915021,,              3511100,                628785,              4139885,             90814601,,,              4062414,,                822628,,              8054261,,            116584284,,              6002866,,             22935744,,,             34460544,                              0,              1073612,              8108283,,              3829367,              3829367,             47471806,            205934003,            296748604,,,,,             29597568,,              6131288,,              6892421,,                129035,,              8507552,              8507552,                793415,,,              3448183,,             15095365,                201276,             18744824,             70796103,,,             56537977,,             10471711,,                275396,              1028038,              1303434,             68313122,            139109225,,,,             36921759,             36921759,,             12310531,,             44337361,,             15886581,            109456232,             48183147,            157639379,            296748604,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2015年06月30日,,,,             35848634,,                145919,,             18260651,,             12528747,,              7971963,,                856627,,                794571,,              1942974,,              9795623,,              3533996,,              3383671,                539613,              3923284,             95602989,,,              5043058,,                821821,,              7565075,,            116103732,,              6007919,,             21768685,,,             34742076,                              0,              1078753,              7761855,,              3383484,              3383484,             46966168,            204276458,            299879447,,,,,             23599288,,              5643553,,              8643687,,                166974,,             10789595,             20038258,              1060679,,,              2953886,,             16650117,                162004,             19766007,             78918446,,,             57936547,,             10670566,,                275535,              1112496,              1388031,             69995144,            148913590,,,,             36921759,             36921759,,             12225088,,             43388616,,             17090614,            109626077,             41339780,            150965857,            299879447,              0,              0,              9248663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2015年03月31日,,,,             31406216,,                146388,,             19582139,,             13871378,,              7211579,,                675443,,                714044,,              2446284,,              9976103,,              4254712,,              1536545,                650265,              2186810,             92471096,,,              5101127,,                545892,,              7779030,,            110651850,,              6014636,,             19879896,,,             34961297,                695091,              1076713,              7059109,,              3547098,              3547098,             47339308,            197311739,            289782835,,,,,             26352924,,              6124655,,              6739703,,                187878,,              8261256,              8261256,              1597080,,,              2799819,,             17427542,                 89001,             20316362,             69579858,,,             46330613,,             10173593,,                285564,              1193750,              1479314,             57983520,            127563378,,,,             36921759,             36921759,,             12225234,,             50339005,,             18821699,            118307697,             43911760,            162219457,            289782835,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2014年12月31日,,,,             30514042,,                176865,,             19615395,,             17846977,,              8376953,,                319690,,                960774,,              3151864,,             10470879,,              3833064,,                792701,                546612,              1339313,             96605816,,,              5022536,,                546028,,              7671335,,            108445563,,              6021296,,             19542637,,,             35061777,              2120380,              1074673,              6980022,,              3651769,              3651769,             48888621,            196138016,            292743832,,,,,             22975404,,              6370508,,              7056837,,                210945,,              8406652,              8406652,              2226142,,,              2911537,,             18347393,                126626,             21385556,             68632044,,,             50457481,,             10078645,,                294307,              1263674,              1557981,             62094107,            130726151,,,,             36921759,             36921759,,             12225528,,             49530227,,             19281356,            117958870,             44058811,            162017681,            292743832,              0,              0,                              0,             30514042,              1074673,            292743832,,,,             22975404,,              6370508,,                              0,                              0,                              0,                              0,,                              0,,                              0,,              7056837,,                210945,                              0,                              0,,              8406652,                              0,              2226142,,                              0,                              0,                              0,,,              2911537,,             18347393,                126626,             21385556,             68632044,,,                              0,                              0,                              0,                              0,,                              0,,             50457481,,                              0,,             10078645,,                294307,              1263674,              1557981,             62094107,            130726151,,,,             36921759,             36921759,,             12225528,,             49530227,,             19281356,            117958870,             44058811,            162017681,              0,,,,,,,,,,,,,,
1101,2014年09月30日,,,,             27917164,,                176032,,             17125047,,             17602181,,              9278544,,                317310,,              1263365,,                487196,,             10197101,,              4375279,,                112164,                621545,                733709,             89472928,,,              5076401,,                557353,,              8331553,,            106972592,,              6026963,,             19321443,,,             35139453,                              0,              1131903,              6812511,,              3779825,              3779825,             46863692,            193149997,            282622925,,,,,             27455949,,              6924607,,              8490289,,                178463,,              8424316,              8424316,              1443139,,,              3476283,,             22308419,                219109,             26003811,             78920574,,,             38750230,,              9889494,,                284462,              1367130,              1651592,             50291316,            129211890,,,,             36921759,             36921759,,             12226214,,             47018226,,             15333991,            111500190,             41910845,            153411035,            282622925,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2014年06月30日,,,,             29177252,,                175677,,             17961287,,             15920604,,              8671346,,                295172,,              1307374,,                740377,,             10115835,,              4106227,,                111851,                580127,                691978,             89163129,,,              5006364,,                557352,,              7845242,,            106252824,,              6032636,,             19155139,,,             35385545,                              0,              1094451,              6702116,,              3418774,              3418774,             46600886,            191450443,            280613572,,,,,             18931653,,              5341062,,              8629940,,                182335,,              9849995,             18364708,              1468259,,,              2883757,,             25215700,                173199,             28272656,             81190613,,,             41520619,,              9802019,,                288507,                315449,                603956,             51926594,            133117207,,,,             36921759,             36921759,,             12227447,,             43802392,,             14928773,            107880371,             39615994,            147496365,            280613572,              0,              0,              8514713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2014年03月31日,,,,             29329415,,                176175,,             21266329,,             14400651,,              8049505,,                284858,,              1391900,,                811663,,             10658127,,              4796565,,                219731,                736539,                956270,             92121458,,,              4818344,,                579451,,              7914971,,            108111081,,              6039485,,             19439255,,,             35574298,                              0,              1056138,              6869517,,              3238320,              3238320,             46738273,            193640860,            285762318,,,,,             24434534,,              5247145,,              9623722,,                150645,,              8109776,              8109776,              1702730,,,              2891150,,             22055362,                173723,             25120235,             74388787,,,             41724407,,              9770177,,                296220,              1327627,              1623847,             53118431,            127507218,,,,             36921759,             36921759,,             12195117,,             49098651,,             18879413,            117094940,             41160160,            158255100,            285762318,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2013年12月31日,,,,,,                215182,,             19165866,,             16589337,,              8681572,,                326462,,              1361862,,                421572,,              9286227,,              4480308,,                873709,                674893,              1548602,             87788055,,,              4551126,,                579192,,              8028252,,            109369671,,              6045488,,             19495931,,,             35657935,                              0,,              6639099,,              3485508,              3485508,             46823024,            194892684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,             25711065,              1040482,            282680739,,,,             18521893,,              5102283,,                              0,                              0,                              0,                              0,,                              0,,                              0,,              8245257,,                183052,                              0,                              0,,              9793971,                              0,              1899948,,                              0,                              0,                              0,,,              2630423,,             23658417,                363250,             26652090,             70398494,,,                              0,                              0,                              0,                              0,,                              0,,             47342350,,                              0,,              9679623,,                303577,              1338118,              1641695,             58663668,            129062162,,,,             36921759,             36921759,,             12193297,,             47265512,,             16697377,            113077945,             40540632,            153618577,              0,,,,,,,,,,,,,,
1101,2013年09月30日,,,,,,                219373,,             14829149,,             14562063,,              8254897,,                308257,,              3311369,,                980262,,             10157813,,              3938338,,                905595,              1008975,              1914570,             77580148,,,              4507469,,                579099,,              8067842,,            109695996,,              6071537,,             19255712,,,             36165691,,,              6619613,,              1706840,              1706840,             46235138,            194412793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,             19104057,                615177,            271992941,,,,             25101401,,              5653573,,,,,,,,,,,              8228020,,                146676,,,,              8459764,,              1180194,,,,,,,              3458595,,             20815522,                689646,             24963763,             73733391,,,,,,,,              3500000,,             38396562,,,,              9569927,,                300324,              1296381,              1596705,             53063194,            126796585,,,,             36921759,             36921759,,             12192857,,             44506049,,             13008590,            106629255,             38567101,            145196356,              0,              1127817,              8459764,,,,,,,,,,,,
1101,2013年06月30日,,,,,,                275130,,             13111745,,             10870904,,              8966391,,                291091,,              3917099,,              1221314,,             10591130,,              4971492,,              2274563,                784660,              3059223,             77446686,,,              4606311,,                579264,,              7912439,,            110566117,,              6078397,,             19486078,,,             36180937,                560780,,              6727778,,              2192680,              2192680,             46898351,            196126957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,             20171167,,            273573643,,,,             16187106,,              3848811,,,,,,,,,,,              9677021,,                205078,,,,             15731120,,                913601,,,,,,,              2893731,,             18951638,                492328,             22337697,             68900434,,,,,,,,              3500000,,             50736261,,,,              9458082,,                301897,              1469801,              1771698,             65466041,            134366475,,,,             36921759,             36921759,,             12192857,,             41075425,,             11577183,            101767224,             37439944,            139207168,              0,              1236176,              8618812,              7112308,,,,,,,,,,,
