證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券債務工具投資-流動,　　　　 無活絡市場之債券債務工具投資-流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－處分資產增益,　　　　　 資本公積－合併溢額,　　　　　 資本公積－員工認股權,　　　　　 資本公積－限制員工權利股票,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 資本公積－認股權,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－其他－非流動,　　　　　 其他金融資產－非流動合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　　 資本公積－普通股股票溢價,　　　　　　 資本公積－轉換公司債轉換溢價,　　　　 現金及約當現金合計,　　　　 無活絡市場之債券投資－流動淨額,　　　　 當期所得稅資產合計,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－轉換公司債轉換溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－處分資產增益,　　　　 資本公積－合併溢額,　　　　 資本公積－員工認股權,　　　　 資本公積－認股權,　　　　 資本公積－限制員工權利股票,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　 待註銷股本股數,　　　　 無活絡市場之債券投資－流動,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 資本公積－其他,　　　 長期借款,　　　　 長期借款合計,　　　　　 一年或一營業週期內到期長期借款,　　　　 銀行長期借款,　　　　 特別盈餘公積,　　　 庫藏股票,　　　 應收票據淨額,　　　　 應收票據淨額,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　　 備供出售金融資產－流動,　　　　 應收票據,　　　　 應收帳款,　　　　 應收所得稅退稅款,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 半成品,　　　　　 在製品,　　　　　 原料,　　　　　 在途原物料,　　　　　 存貨－製造業淨額,　　　 預付款項,　　　　 其他預付費用,　　　　 留抵稅額,　　　　 預付款項合計,　　　　 暫付款,　　　　 其他流動資產－其他,　　　　 備供出售金融資產－非流動,　　　　 無活絡市場之債券投資－非流動,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 機器設備淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 其他設備淨額,　　　　 投資性不動產－土地,　　　　 投資性不動產－建築物,　　　　 銀行借款,　　　　 原始認列時指定為透過損益按公允價值衡量之金融負債－流動,　　　　 其他應付款－其他,　　　　　 累積盈虧,　　　　　 本期損益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　 非控制權益
2402,2015年09月30日,,,,              1515572,,                              0,,                690689,,              2904093,              2904093,,              2877245,,                  7388,,                694171,,                351569,              9040727,,,                     87,,                  2000,,              3160952,,                323097,                133669,,                211818,                 15165,                 12976,                174989,                414948,              4034753,             13075480,,,,,              1609249,,                  9090,,                              0,,              1868053,,                358120,                 53727,,                 17789,                 17789,              3916028,,,              1917058,,                              0,,                 12744,                 12744,              1929802,              5845830,,,,              3415431,              3415431,,,              1884398,                    167,                 46597,                149021,                304684,                124891,              2509758,,                528059,,                564289,              1092348,,,                476340,                476340,                264227,              7229650,              7229650,             13075480,              0,     11900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2015年06月30日,,,,              2731843,,                 27119,,                191019,,              2664914,              2664914,,              2593853,,                  6372,,                643340,,                339196,              9197656,,,                     87,,                  2000,,              3097483,,                323924,                139169,,                167101,                 14991,                 12758,                172250,                367100,              3929763,             13127419,,,,,              1268133,,,,                  5120,,              1651092,,              1089160,                139512,,                  7473,                  7473,              4160490,,,              1906497,,                              0,,                 11192,                 11192,              1917689,              6078179,,,,              3419331,              3419331,,,              1884398,                    167,                 46597,                149021,,                124891,              2521029,,                528059,,                488556,              1016615,,,                251885,                251885,                159620,              7049240,              7049240,             13127419,              0,      6548000,                315955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2015年03月31日,,,,              3046483,,                 19140,,                626382,,              2006590,              2006590,,              2849859,,                 14081,,                699860,,                205831,              9468226,,,                 18487,,                  2000,,              3233871,,                324751,                108294,,                 99885,                 14884,                 12529,                175213,                302511,              3989914,             13458140,,,,,              1267148,,                              0,,                  5275,,              1820528,,                425987,                152938,,                 24857,                 24857,              3696733,,,              1895993,,                              0,,                 11524,                 11524,              1907517,              5604250,,,,              3419931,              3419931,,,              1884398,                    167,                 46597,                149021,                316473,,              2521547,,                421092,,              1225965,              1647057,,,                265355,                265355,,              7853890,              7853890,             13458140,              0,              0,                124891,,                              0,                              0,,                              0,                532789,              1351609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2014年12月31日,,,,              2525422,,                  8999,,                658985,,              1462960,              1462960,,              3792531,,                  3590,,                738056,,                268459,              9459002,,,                 18487,,                  2000,,              3349106,,                325578,                 93415,,                127009,                 17176,                 12297,                179184,                335666,              4124252,             13583254,,,,,                723028,,                              0,,                  9334,,              2264263,,                565991,                128514,,                 28955,                 28955,              3720085,,,              1885547,,                  4132,,                 11353,                 11353,              1901032,              5621117,,,,              3407031,              3407031,,,              1884398,                    167,                 46597,                149021,                289153,                124891,              2494227,,                421092,,              1305850,              1726942,,,                333937,                333937,                              0,              7962137,              7962137,             13583254,              0,              0,                289153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2014年09月30日,,,,              2964832,,                  9385,,                806389,,                500273,                500273,,              3801700,,                  9138,,                668482,,                175408,              8935607,,,                 18487,,                  2000,,              3346106,,                326523,                102848,,                142303,                 13102,                  9277,                172564,                337246,              4133210,             13068817,,,,,                690738,,                              0,,                  8601,,              2431552,,                425620,                164894,,                 12460,                 12460,              3733865,,,              1875159,,                              0,,                 10761,                 10761,              1885920,              5619785,,,,              3400431,              3400431,,,              1884398,                    167,                 46597,                149021,                275719,                124891,              2480793,,                421092,,              1101909,              1523001,,,                 44807,                 44807,                              0,              7449032,              7449032,             13068817,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2014年06月30日,,,,              2293325,,                  5185,,                169399,,                233379,                233379,,              3825494,,                  9892,,                675497,,                148835,              7361006,,,                 18487,,                  2000,,              3383306,,                327354,                 76239,,                109722,                 12646,                  9023,                170664,                302055,              4109441,             11470447,,,,,              1451820,,,,                  8593,,              2382795,,                602381,                119054,,                 13658,                 13658,              4578301,,,                              0,,                              0,,                 10613,                 10613,                 10613,              4588914,,,,              3320431,              3320431,,,              1884398,                    167,                 46597,                149021,,                              0,              2080183,,                421092,,                865462,              1286554,,,                194365,                194365,                              0,              6881533,              6881533,             11470447,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2014年03月31日,,,,              2062822,,                              0,,                248763,,                305886,                305886,,              3419535,,                 10305,,                757264,,                168287,              6972862,,,                 18487,,                  5650,,              3602109,,                328176,                 11635,,                153539,                 12171,                  8757,                178488,                658690,              4624747,             11597609,,,,,              1156539,,                 15814,,                  9797,,              2319794,,                369562,                 61861,,                 58767,                790047,              4723414,,,                              0,,                              0,,                  9117,                  9117,                  9117,              4732531,,,,              3320431,              3320431,,,              1884398,                    167,                 46597,                149021,                              0,,              2080183,,                384344,,                674845,              1059189,,,                405275,                405275,,              6865078,              6865078,             11597609,              0,              0,                              0,,                305735,                305735,,                731280,                532789,              1351609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2013年12月31日,,,,,,                 20719,,                208568,,,,,              3417677,,,,                829046,,                256013,              6011988,,,                 18487,,,,              3534180,,                329079,                 14499,,                223467,                 26728,,                174415,                734798,              4636693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                299062,                299062,,,,,              1263314,                              0,                 16651,                  5650,                 11126,             10648681,,,,                509066,,                  4881,,              2377925,,                411317,                 28740,,,                715320,                 12456,                727776,              4059705,,,                              0,,                              0,,                  9010,                  9010,                  9010,              4068715,,,,              3320431,              3320431,,,                532789,              1351609,              1884398,                    167,                 46597,                149021,                              0,                              0,              2080183,,                384344,,                471384,                855728,,,                323624,                323624,              6579966,              6579966,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2013年09月30日,,,,,,                  4517,,                206686,,,,,              2676741,,,,                958493,,                150616,              5848800,,,                 18487,,,,              3635361,,                329969,                 47365,,                188264,                 26724,,                172847,                691218,              4728050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                296705,                296705,,,,,              1699483,                149101,                  3163,                  5650,                  6678,             10576850,,,,                388235,,                  7899,,              2325146,,                402923,                 90636,,,                946240,                 21316,                967556,              4182395,,,                              0,,,,                  7137,                  7137,                  7137,              4189532,,,,              3320431,              3320431,,,,,,,,,,,              2080183,,                384344,,                331312,                715656,,,                271048,                271048,              6387318,              6387318,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,2013年06月30日,,,,,,                              0,,                241856,,,,,              2614485,,,,                887202,,                170917,              5358858,,,                 18487,,,,              3745968,,                330860,                 47799,,                188262,                 26427,,                175746,                782509,              4931273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,                385693,                385693,,,,,              1444398,                              0,                              0,                  5650,                  6381,             10290131,,,,                239999,,                 11422,,              2050104,,                565075,                 70011,,,                960000,                 18844,                978844,              3916222,,,,,,,                  7201,                  7201,                  7201,              3923423,,,,              3320431,              3320431,,,,,                532789,                    167,                 46597,                149021,,,              2080183,,                384344,,                257616,                641960,,,                324134,                324134,              6366708,              6366708,              0,                              0,,                    767,              1351609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
