證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 其他金融負債－流動,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 預收股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　 待註銷股本股數,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 預收股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　 共同控制下前手權益,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他應付款－其他
2382,2015年09月30日,,,,            121783061,,              2747553,,             31653199,,                              0,,            179084389,,              3371519,,            166297399,,              9485222,              5098185,             14583407,            519520527,,,                907711,,                 60290,,                308641,,             50732069,,                 71755,,                854389,              4936533,,              5675748,             63547136,            583067663,,,,,            145897884,,                              0,,                  6061,,            210046740,,             25229528,              6775162,,                              0,,              8445890,,              7609711,             25100733,             41156334,            429111709,,,             15533427,,              1837967,,                700416,                375689,              1076105,             18447499,            447559208,,,,             38626274,                              0,             38626274,,             14042566,,             80405815,,             -4306250,                333094,            128435311,                              0,              7073144,            135508455,            583067663,              0,      8108885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2015年06月30日,,,,            196061278,,              4134725,,             15644952,,                              0,,            176690664,,              3380201,,            129670907,,,,             11428346,            537011073,,,              3526854,,                 60290,,                378600,,             49260363,,                 71917,,                845357,              4794179,,              5546490,             64484050,            601495123,,,,,            196148227,,                              0,,                              0,,            181722057,,             41506728,              5343701,,                              0,,              8302140,,                887440,             18852917,             28042497,            452763210,,,             16729131,,              1841533,,                701168,                312014,              1013182,             19583846,            472347056,,,,             38626274,,             38626274,,             14042566,,             74575092,,             -4735482,                333094,            122175356,                              0,              6972711,            129148067,            601495123,              0,      8108885,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2015年03月31日,,,,            213749600,,              4839030,,             14060419,,                              0,,            146652379,,              3786211,,            122485724,,,,             12618953,            518192316,,,              3923409,,                 60290,,                389463,,             50755240,,                 72078,,                834522,              4815159,,              5554192,             66404353,            584596669,,,,,            195394938,,                              0,,                              0,,            143896244,,             26812544,              7011456,,                              0,,              8744442,,             20988203,             23874091,             53606736,            426721918,,,             11889364,,              1841543,,                702013,                267347,                969360,             14700267,            441422185,,,,             38626274,                              0,             38626274,,             14030642,,             86652116,,             -3404380,                333094,            135571558,                              0,              7602926,            143174484,            584596669,              0,      8108885,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2014年12月31日,,,,            222057452,,              4251887,,             13837534,,                              0,,            183376661,,              3062935,,            100739763,,              9111833,              4629958,             13741791,            541068023,,,              3999716,,                 60290,,                394742,,             51163310,,                 72239,,                822591,              4836908,,              5396903,             66746699,            607814722,,,,,            189625552,,                200000,,                 20986,,            175376332,,             28180189,              6329986,,                              0,,              8277224,,             11754916,             22231444,             42263584,            441996629,,,             22953338,,              1841553,,                702734,                240372,                943106,             25737997,            467734626,,,,             38626274,                              0,             38626274,,             14030642,,             82979816,,             -2941161,                333094,            132362477,                              0,              7717619,            140080096,            607814722,              0,      8108885,              0,            222057452,            607814722,,,,            189625552,,                200000,,                 20986,,            175376332,,             28180189,              6329986,,                              0,,              8277224,,             11754916,             22231444,             42263584,            441996629,,,             22953338,,              1841553,,                702734,                240372,                943106,             25737997,            467734626,,,,             38626274,                              0,             38626274,,             14030642,,             82979816,,             -2941161,                333094,            132362477,              7717619,            140080096,,,,,,,,,,,,
2382,2014年09月30日,,,,            188392816,,              3710747,,              5910846,,                              0,,            166107239,,              2694079,,            115905540,,              7250684,              3669620,             10920304,            493641571,,,              3406836,,                109947,,                402730,,             46490284,,                 72401,,                796555,              4115980,,              5453622,             60848355,            554489926,,,,,            130496428,,                              0,,                 12470,,            203332953,,             19142181,              6870764,,                              0,,              9146159,,             12134938,             17065016,             38346113,            398200909,,,             21481610,,              2116599,,                700434,                186369,                886803,             24485012,            422685921,,,,             38626274,                              0,             38626274,,             14030035,,             77567889,,             -5653591,                333094,            124237513,                              0,              7566492,            131804005,            554489926,              0,      8108885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2014年06月30日,,,,            206805950,,              3887261,,             15753299,,                              0,,            153572764,,              3087003,,             96686285,,,,             10475521,            490268083,,,              3458520,,                109947,,                410634,,             46002250,,                 72563,,                788053,              4090184,,              5093672,             60025823,            550293906,,,,,            152378779,,                              0,,                              0,,            172920477,,             32636247,              5792322,,                              0,,              6823203,,             11614499,             17305899,             35743601,            399471426,,,             21529390,,              2116423,,                701207,                130167,                831374,             24477187,            423948613,,,,             38626274,,             38626274,,             14030035,,             72835424,,             -6310086,                333094,            118848553,                              0,              7496740,            126345293,            550293906,              0,      8108885,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2014年03月31日,,,,            226183548,,              2544804,,             16528134,,                              0,,            134157670,,              2954254,,             98243647,,,,              6829992,            487442049,,,              3345567,,                719577,,                402875,,             47519983,,                 72724,,                836553,              4104848,,              4617592,             61619719,            549061768,,,,,            164408871,,                              0,,                    539,,            166784833,,             14512794,              6711665,,                              0,,              5928497,,              2437200,             16822609,             25188306,            377607008,,,             31498732,,              2097199,,                701991,                 80096,                782087,             34378018,            411985026,,,,             38626274,                              0,             38626274,,             14018709,,             83446325,,             -6684660,                333094,            129073554,                              0,              8003188,            137076742,            549061768,              0,      8108885,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,2013年12月31日,,,,,,              2479415,,             11754728,,                              0,,            179023851,,              2419398,,             86552540,,,,              6747928,            496426129,,,              3074012,,                719577,,                386858,,             48041689,,                 72885,,                876878,              4077858,,              4409353,             61659110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      8108885,              0,            207448269,            558085239,,,,            158559106,,                600000,,                              0,,            191282728,,             16746155,              5738118,,                              0,,              5447310,,                896100,             13439551,             19782961,            392709068,,,             31400838,,              2106904,,                702707,                 78892,                781599,             34289341,            426998409,,,,             38626274,                              0,             38626274,,             14018710,,             78771169,,             -7781048,                333094,            123302011,              7784819,            131086830,                              0,,             14018710,,,,,,,,,
2382,2013年09月30日,,,,,,                340708,,              6530369,,              3012436,,            129555020,,              2066481,,            113880360,,,,             11637102,            487827264,,,              3401295,,                662829,,                387697,,             48972333,,                 73047,,                877362,              4148857,,              2414249,             60937669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      8108885,              0,            220804788,            548764933,,,,            159418652,,                              0,,                              0,,            186208178,,             15757840,              6061077,,                              0,,              5205780,,                              0,             16367594,             21573374,            389019121,,,             31977969,,              1407500,,                632389,                 93495,                725884,             34111353,            423130474,,,,             38553444,                              0,             38553444,,             13876838,,             73344481,,             -7439682,                333094,            118001987,              7632472,            125634459,                              0,,,,,,,,,,,
2382,2013年06月30日,,,,,,                314662,,             17847560,,              2129753,,            118077308,,              2378430,,             95100874,,,,             10594953,            432490904,,,              3355300,,                662829,,                390726,,             50397456,,                 73208,,                871642,              4182653,,              2453368,             62387182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,      8108885,              0,            186047364,            494878086,,,,            142039260,,                              0,,,,            149921391,,             31358746,              6109061,,                              0,,              5803029,,                              0,             16159703,             21962732,            351391190,,,             20134144,,              1500721,,                633237,                126312,                759549,             22394414,            373785604,,,,             38542584,                              0,             38542584,,             13855310,,             68691171,,             -7187743,                333094,            113568228,              7524254,            121092482,                              0,,,,,,,,,,,
