證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　　 待分配股票股利,　　　　　　 一年或一營業週期內到期長期借款,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 權益總額,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　　 應付股利,　　　　 待分配股票股利,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　　 其他應付費用,　　 非控制權益,　　　　 庫存現金,　　　　 銀行存款,　　　　 約當現金,　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－流動合計,　　　　 備供出售金融資產－流動,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 避險之衍生金融資產－流動,　　　 按攤銷後成本衡量之金融資產－流動,　　　　 按攤銷後成本衡量之金融資產－流動淨額,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 無活絡市場之債券投資－流動,　　　　 無活絡市場之債券投資－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人淨額,　　　　 應收帳款,　　　　 應收帳款－關係人,　　　 應收建造合約款,　　　 應收建造合約款－關係人,　　　　 其他應收款－其他,　　　　 其他應收款－關係人－其他,　　　 當期所得稅資產,　　　　 當期所得稅資產合計,　　　　 存貨－製造業,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 存貨－製造業淨額,　　　 生物資產－流動,　　　　 生物資產－流動淨額,　　　　 其他預付費用,　　　 待分配予業主之非流動資產（或處分群組）淨額,　　　　 待分配予業主之非流動資產（或處分群組）淨額,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 按攤銷後成本衡量之金融資產－非流動,　　　　 按攤銷後成本衡量之金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債券投資－非流動淨額,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 土地改良物淨額,　　　　　 土地改良物淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 裝卸設備淨額,　　　　　 裝卸設備淨額,　　　　 倉儲設備淨額,　　　　　 倉儲設備淨額,　　　　 售氣及輸氣設備淨額,　　　　　 售氣及輸氣設備淨額,　　　　 模具設備淨額,　　　　　 模具設備淨額,　　　　 水電設備淨額,　　　　　 水電設備淨額,　　　　 冷凍設備淨額,　　　　　 冷凍設備淨額,　　　　 漁船設備淨額,　　　　　 漁船設備淨額,　　　　 電腦通訊設備淨額,　　　　　 電腦通訊設備淨額,　　　　 試驗設備淨額,　　　　　 試驗設備淨額,　　　　 污染防治設備淨額,　　　　　 污染防治設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備成本,　　　　　 累計折舊－運輸設備,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備成本,　　　　　 累計折舊－辦公設備,　　　　　 辦公設備淨額,　　　　 租賃改良淨額,　　　　　 租賃改良淨額,　　　　 未完工程及待驗設備,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　　 應付營業稅,　　　　　 預收收入／遞延收入,　　　　　 其他預收款,　　　 應付公司債,　　　　 應付公司債合計,　　　　 銀行長期借款,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債－所得稅,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－其他,　　　　　 本期損益,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　　　 透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）合計,　　　　 重估增值,　　　　　 重估增值合計,　　　　 與待出售非流動資產直接相關之權益,　　　　　 與待出售非流動資產直接相關之權益合計,　　　 庫藏股票
4137,2015年09月30日,,,,              2370411,,                     47,,                    683,,                389753,,                 15844,,                  4871,,                441777,,                 94141,,                              0,                 14658,                 14658,              3332185,,,                 82935,,              1120853,,                 55326,                 44679,,,                              0,                              0,                              0,              1303793,              4635978,,,,,                144074,,                 22453,,                 98344,                 98344,                 11351,                 34156,,,                231202,                513170,                744372,              1054750,,,                  8090,                  8090,                  8090,              1062840,,,,                794924,                794924,,              1419463,,                178405,,                991446,              1169851,,,                188900,                188900,              3573138,              3573138,              4635978,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2015年06月30日,,,,              2675902,,                              0,,                    830,,                188809,,                  7481,,                  5794,,                295714,,                 91955,,                215023,                 11597,                226620,              3493105,,,                 80821,,              1092847,,                 55553,                 44493,,,                  2268,                  2268,                  2268,              1275982,              4769087,,,,,                 90618,,                 11861,,                 95273,                651719,                 15630,                 26640,,,                291358,                559323,                850681,              1647149,,,                  8051,                  8051,                  8051,              1655200,,,,                794924,                794924,,              1419463,,                178405,,                664862,                843267,,,                 56233,                 56233,              3113887,              3113887,              4769087,              0,              0,              0,                556446,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2015年03月31日,,,,              2742241,,                 90913,,                    671,,                 80603,,                 12792,,                  5024,,                268951,,                 73466,,                  7566,                 13462,                 21028,              3295689,,,                 81708,,              1121407,,                 59580,                 62208,,,                  2300,                  2300,                  2300,              1327203,              4622892,,,,,                 71907,,                 13241,,                102656,                102656,                 17170,                102777,,,                228735,                600195,                828930,              1136681,,,                  8009,                  8009,                  8009,              1144690,,,,                794924,                794924,,              1419463,,                102821,,              1060134,              1162955,,,                100860,                100860,              3478202,              3478202,              4622892,              0,              0,              0,,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2014年12月31日,,,,              2410252,,                     31,,                     97,,                 27466,,                  8911,,                 32492,,                239431,,                 45502,,                216827,                 13407,                230234,              2994416,,,                 85077,,              1148643,,                107244,                 61654,,,                  2322,                  2322,                  2322,              1404940,              4399356,,,,,                 34478,,                  8035,,                160765,                160765,                 18896,                 76146,,,                203731,                559753,                763484,              1061804,,,                  7969,                  7969,                  7969,              1069773,,,,                794924,                794924,,              1419463,,                102821,,                884868,                987689,,,                127507,                127507,              3329583,              3329583,              4399356,              0,              0,              0,                              0,,                              0,,                              0,                              0,                              0,              2410252,              4399356,,,,                 34478,,                  8035,,                160765,                160765,                 18896,                 76146,,,                203731,,                              0,                              0,                559753,                763484,              1061804,,,                              0,,                  7969,                  7969,                  7969,              1069773,,,,                794924,                794924,,              1419463,,                102821,,                884868,                987689,,,                127507,                127507,              3329583,              3329583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2014年09月30日,,,,              2059945,,                     12,,                    454,,                 12868,,                 10914,,                  3671,,                297609,,                 92752,,                207322,                 13341,                220663,              2698888,,,                              0,,              1108078,,                106914,                 54472,,,                  2250,                  2250,                  2250,              1271714,              3970602,,,,,                 35258,,                 53144,,                127549,                127549,                 15229,                 57368,,,                187741,                457396,                645137,                933685,,,                  9843,                  9843,                  9843,                943528,,,,                794924,                794924,,              1419463,,                102821,,                661430,                764251,,,                 48436,                 48436,              3027074,              3027074,              3970602,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2014年06月30日,,,,              2679472,,                     19,,                    510,,                  9410,,                 11556,,                  3574,,                234329,,                 77255,,                238169,                 12759,                250928,              3267053,,,                              0,,              1143435,,                 16641,                 58141,,,                              0,                              0,                              0,              1218217,              4485270,,,,,                 35120,,                 31868,,                109411,                601302,                 13461,                 63914,,,                181765,                422795,                643366,              1389031,,,                  9810,                  9810,                307611,              1696642,,,,                757070,                794924,,              1419463,,                102821,,                485879,                588700,,,                -14459,                -14459,              2788628,              2788628,              4485270,              0,              0,              0,                491891,,                 38806,,                297801,                 37854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2014年03月31日,,,,              2665071,,                 15660,,                    284,,                  4763,,                 14063,,                  3513,,                233745,,                 58045,,                154704,                 12897,                167601,              3162745,,,                              0,,              1096125,,                 30561,                 48564,,,                  7056,                  7056,                  7056,              1182306,              4345051,,,,,                 26955,,                 11402,,                 71608,                 71608,                 12059,                 86701,,,                213072,                409875,                661809,                870534,,,                  9775,                  9775,                323135,              1193669,,,,                757070,                757070,,              1419463,,                 33498,,                909097,                942595,,,                 32254,                 32254,              3151382,              3151382,              4345051,              0,              0,              0,,,                 38862,,                313360,,                 38862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2013年12月31日,,,,,,                 68030,,                    516,,                  5529,,                 11835,,                  3355,,                234843,,                 69412,,                105759,                 14137,                119896,              3159779,,,                              0,,              1109323,,                              0,                 65305,,,                  3197,                  3197,                  3197,              1177825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,              2646363,              4337604,,,,                 14373,,                 20606,,                 74523,                 74523,                 12396,                 79407,,,                242005,,                 37665,                 37665,                495663,                775333,                976638,,,                385276,,                  9739,                  9739,                395015,              1371653,,,,                757070,                757070,,              1411501,,                 33520,,                710975,                744495,,,                 52885,                 52885,              2965951,              2965951,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2013年09月30日,,,,,,                 15074,,                    106,,                  5418,,                 10386,,                  3436,,                266811,,                179266,,                  7249,                 13436,                 20685,              1400048,,,,,                607585,,                              0,                 86129,,,                257222,                257222,                257222,                950936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,                898866,              2350984,,,,                 20129,,                 25088,,                 61157,                 61157,                 16345,                 96206,,,                194702,,                 20637,                 20637,                446038,                661377,                880302,,,                184843,,                  6341,                  6341,                212932,              1093234,,,,                668000,                668000,,                    271,,                 33520,,                529433,                562953,,,                 26526,                 26526,              1257750,              1257750,,                 21748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,2013年06月30日,,,,,,                 15109,,                    536,,                  6535,,                 10320,,                  3414,,                248317,,                 78008,,                  7316,                 13304,                 20620,              1718742,,,,,                607908,,                              0,                 85104,,,                 54774,                 54774,                 54774,                747786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,              1335883,              2466528,,,,                 21113,,                  8964,,                 67018,                347578,                 14397,                 85274,,,                207907,,                 20469,                 20469,                428483,                656859,              1134185,,,                191320,,                  6311,                  6311,                265421,              1399606,,,,                668000,                668000,,                    271,,                 33520,,                330005,                363525,,,                 35126,                 35126,              1066922,              1066922,,                 67790,                280560,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
