證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 其他金融資產－非流動,　　　　　 其他金融資產－非流動合計,　　　　 長期預付租金,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 透過損益按公允價值衡量之金融負債－流動,　　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 現金及約當現金合計,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 其他流動負債,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　　 其他應付款－其他,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 應付股利,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　　 特別盈餘公積
2355,2015年09月30日,,,,              3032115,,              1380115,,                 12074,,              4880118,,                147326,,              3360776,,                128426,,              1363626,                193383,              1557009,             14497959,,,                 13413,,              7981701,                108706,,              1142457,,                380661,                 69606,,                  1839,                  1839,              1594563,              9698383,             24196342,,,,,              2078150,,                    473,,                867462,,              2543248,,              1909080,              1909080,                238108,,                253934,,,                 42075,                 42075,                167236,                209311,              8099766,,,                136060,,                102632,,                515363,,                 46717,                 46717,                800772,              8900538,,,,              3974954,              3974954,,              1574389,,              1722804,,              6788446,              8511250,,,                677117,,                 38680,                715797,             14776390,                519414,             15295804,             24196342,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2015年06月30日,,,,              3829191,,              1535334,,                 18109,,              4403216,,                139416,,              3279626,,                104122,,              1272639,                240957,              1513596,             14822610,,,                 18095,,              7852762,                108446,,                851938,,                392529,                 67334,,                  1859,                  1859,              1313660,              9292963,             24115573,,,,,              2205019,,,,                879626,,              2580394,,              1787714,              2662204,                209235,,                228110,,,                 20766,                 20766,                128324,                149090,              8913678,,,                135321,,                137564,,                515363,,                 45851,                 45851,                834099,              9747777,,,,              3974954,              3974954,,              1574389,,              1722804,,              6109525,              7832329,,,                397298,,                 48626,                445924,             13827596,                540200,             14367796,             24115573,              0,              0,              0,                874490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2015年03月31日,,,,              3781703,,              2188560,,                 25260,,              4387295,,                115668,,              3219285,,                 72806,,                617590,                214692,                832282,             14622859,,,                 19929,,              7884436,                111266,,                626735,,                541765,                 68675,,                  1924,                  1924,              1239099,              9254730,             23877589,,,,,              2303271,,                              0,,                924641,,              2496545,,,              1576511,                330024,,                201648,,,                 16933,                 16933,                142077,                159010,              7991650,,,                141696,,                 72542,,                515363,,                 45149,                 45149,                774750,              8766400,,,,              3974954,              3974954,,              1571014,,              1545905,,              6847050,              8392955,,,                511991,,                 58279,                570270,             14509193,                601996,             15111189,             23877589,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2014年12月31日,,,,              3488190,,              2323078,,                 13798,,              4288537,,                139563,,              3342630,,                 99015,,              1194607,                213278,              1407885,             15102696,,,                 19929,,              7608561,                107352,,                369485,,                692802,                 69833,,                  1925,                  1925,              1134045,              8869887,             23972583,,,,,              2383211,,                              0,,                915212,,              2613412,,              1812239,              1812239,                236056,,                171699,,,                 10589,                 10589,                235385,                245974,              8377803,,,                141208,,                 78933,,                515363,,                 44526,                 44526,                780030,              9157833,,,,              3974954,              3974954,,              1571014,,              1545905,,              6468889,              8014794,,,                577464,,                 63241,                640705,             14201467,                613283,             14814750,             23972583,              0,              0,              0,                              0,              3488190,,                              0,             23972583,,,,              2383211,,                915212,,              2613412,,              1812239,                236056,,                171699,,,                 10589,                 10589,                235385,                245974,              8377803,,,                141208,,                 78933,,                515363,,                 44526,                 44526,                780030,              9157833,,,,              3974954,              3974954,,              1571014,,              1545905,,              6468889,              8014794,,,                577464,,                 63241,                640705,             14201467,                613283,             14814750,,,,,,,,,,,,,,,,,
2355,2014年09月30日,,,,              4036055,,              2194669,,                  9907,,              3681892,,                136982,,              3272649,,                124898,,                655745,                205793,                861538,             14318590,,,                 18664,,              7220054,                104091,,                188207,,                929170,                 68242,,                  3763,                  3763,              1189382,              8532191,             22850781,,,,,              2671615,,                              0,,                922760,,              2439827,,              1778243,              1778243,                172150,,                              0,,,                              0,                              0,                139570,                139570,              8124165,,,                137889,,                              0,,                448858,,                 51697,                 51697,                638444,              8762609,,,,              3974954,              3974954,,              1570423,,              1545905,,              5944144,              7490049,,,                377529,,                 59970,                437499,             13472925,                615247,             14088172,             22850781,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2014年06月30日,,,,              3880653,,              2351867,,                 20032,,              3732247,,                120167,,              3078751,,                110072,,                572601,                185694,                758295,             14052084,,,                 29037,,              6922882,                102221,,                236641,,                893305,                 66667,,                  3682,                  3682,              1200295,              8254435,             22306519,,,,,              2002261,,,,                853176,,              2361267,,              1715624,              2749112,                219687,,                              0,,,                              0,                              0,                122754,                122754,              8308257,,,                              0,,                              0,,                448858,,                 51697,                 51697,                500555,              8808812,,,,              3974954,              3974954,,              1568318,,              1545905,,              5514423,              7060328,,,                206774,,                 68247,                275021,             12878621,                619086,             13497707,             22306519,              0,              0,              0,              1033488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2014年03月31日,,,,              3563340,,              2347396,,                  8191,,              3824977,,                108288,,              3076569,,                 61563,,              1153711,                191005,              1344716,             14335040,,,                 24236,,              6947103,                 95746,,                224478,,                416536,                 68400,,                 67615,                 67615,                777029,              7844114,             22179154,,,,,              2157376,,                  2972,,                747951,,              2327640,,,              1662062,                329571,,                              0,,,                              0,                              0,                 91963,                 91963,              7319535,,,                              0,,                              0,,                448858,,                 51697,                 51697,                500555,              7820090,,,,              3974954,              3974954,,              1568318,,              1371300,,              6406532,              7777832,,,                331611,,                 58976,                390587,             13711691,                647373,             14359064,             22179154,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355,2013年12月31日,,,,,,              3271333,,                  4600,,              3504241,,                108416,,              2923263,,                 86727,,              1741172,                198689,              1939861,             14109558,,,                 29361,,              7018906,                101568,,                169323,,                263751,                 69068,,                 65484,                 65484,                567626,              7717461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              2269877,,                  1240,             21827019,,,,              2227463,,                794233,,              2276518,,              1882660,                229516,,                              0,,,                  5000,                  5000,                 85164,                 90164,              7500554,,,                              0,,                              0,,                448858,,                 51697,                 51697,                500555,              8001109,,,,              3974954,              3974954,,              1568318,,              1371300,,              5904085,              7275385,,,                309067,,                 71010,                380077,             13198734,                627176,             13825910,,                              0,              1882660,,                              0,                              0,,,,,,,,,,,
2355,2013年09月30日,,,,,,              2965386,,                  5381,,              3526325,,                135131,,              2729511,,                 98232,,              1394231,                225045,              1619276,             13437039,,,                 42238,,              6944247,                 78062,,                149626,,                254557,                 68184,,,                    790,                473157,              7537704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              2338131,,                              0,             20974743,,,,              2338361,,                684831,,              2093221,,              1745291,                199857,,,,,,                 10000,                 89888,                 99888,              7161449,,,                              0,,,,                395755,,                 77875,                 77875,                473630,              7635079,,,,              3974954,              3974954,,              1568318,,              1371300,,              5465980,              6837280,,,                230505,,                 73909,                304414,             12684966,                654698,             13339664,,                 19666,              1745291,,,,,,,,,,,,,,
2355,2013年06月30日,,,,,,              3370507,,                 17096,,              3417181,,                104676,,              2627812,,                 65671,,              1513364,                169286,              1682650,             13968637,,,                 92223,,              7072409,                 78062,,                218211,,                254454,                 69247,,,                     46,                541958,              7784652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,              2614976,,                              0,             21753289,,,,              2446278,,                950933,,              2010817,,              2480099,                251803,,,,,,                 20000,                103928,                123928,              8263925,,,,,,,                395755,,                 76669,                 76669,                472424,              8736349,,,,              3974954,              3974954,,              1568318,,              1371300,,              5031061,              6402361,,,                300707,,                102139,                402846,             12348479,                668461,             13016940,,                 68068,              1605609,,                     67,                874490,,,,,,,,,,,
