證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 存出保證金,　　　　 淨確定福利資產-非流動,　　　　 長期預付租金,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 其他非流動負債,　　　　　 存入保證金,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－合併溢額,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 其他金融資產－流動,　　　　　 其他短期借款,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券折價,　　　　　 應付短期票券合計,　　　　　 應付帳款,　　　　　 暫估應付帳款－關係人,　　　　　 其他應付款－其他,　　　　 其他應付款項－關係人,　　　　　 其他非流動負債－其他,　　　　　 特別股轉換普通股權利證書,　　　　　　 資本公積－普通股股票溢價,　　　　　 資本公積－認股權,　　　　　 資本公積－其他,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　　 累積盈虧,　　　　　　 追溯適用及追溯重編之影響數,　　　　　　 本期損益,　　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　 現金及約當現金合計,　　　　 預付退休金－非流動,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 其他非流動負債,　　　　 存入保證金,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－合併溢額,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 應付票據,　　　　 應付票據合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期負債合計
3694,2015年09月30日,,,,                325477,,                    475,,              1916452,,                287478,,                  2147,,              1067212,,                 80862,                 80862,              3680103,,,                              0,,                  9132,                  9132,,                930992,,,                 25277,                 25277,                 19481,,                 13989,                  4358,                  1067,                 19414,              1004296,              4684399,,,,,              1189177,,                    237,,              1661439,,                 17417,,                279062,                              0,,,                              0,                 14465,                 14465,              3161797,,,                    579,                    579,                    579,              3162376,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -785387,               -785387,,,                 81333,                 81333,                              0,              1522023,                              0,              1522023,              4684399,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,2015年06月30日,,,,                291038,,                  1276,,              1096546,,                123686,,                    182,,                826343,,                 82247,                 82247,              2421318,,,                              0,,                 10000,                 10000,,                866824,,,                 27837,                 27837,                 19481,,                 14099,                  4344,                  1048,                 19491,                943633,              3364951,,,,,                599933,,                    315,,              1061293,,                  1871,,                267642,                              0,,,                              0,                 12435,                 12435,              1943489,,,                    566,                    566,                    566,              1944055,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -864159,               -864159,,,                 58978,                 58978,                              0,              1420896,                              0,              1420896,              3364951,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,2015年03月31日,,,,                429292,,                  1496,,                774871,,                 37762,,                  2644,,                742073,,                 85676,                 85676,              2073814,,,                              0,,,,,                908053,,,                 30769,                 30769,                 20910,,                 35288,                  4280,                  1064,                 40632,              1000364,              3074178,,,,,                685310,,                  6335,,                663565,,                    676,,                242545,                  1394,,,                              0,                 15798,                 15798,              1615623,,,                    571,                    571,                    571,              1616194,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -839012,               -839012,,,                 70919,                 70919,                              0,              1457984,                              0,              1457984,              3074178,              0,              0,              0,                              0,                685310,,                              0,                              0,                              0,                663565,                    676,                242545,                              0,                              0,                              0,                780504,                              0,                              0,                              0,                              0,               -757556,                              0,                -81456,                 70919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,2014年12月31日,,,,                352505,,                  1980,,              1053580,,                 96497,,                     32,,                790597,,                 71292,                 71292,              2366483,,,                              0,,                              0,                              0,,                987702,,,                 33876,                 33876,                 23778,,                 13559,                  4215,                  1086,                 18860,              1064216,              3430699,,,,,                767832,,                              0,,                842611,,                    616,,                254035,                  1394,,,                              0,                 14854,                 14854,              1881342,,,                    580,                    580,                    580,              1881922,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -757556,               -757556,,,                 80256,                 80256,                              0,              1548777,                              0,              1548777,              3430699,              0,              0,              0,                              0,                767832,,                              0,                              0,                              0,                842611,                    616,                254035,                              0,                              0,                              0,                780504,                              0,                              0,                              0,                              0,               -195058,                              0,               -562498,                 80256,                352505,                  4215,              3430699,,,,                767832,,                              0,,                842611,,                    616,,                254035,                  1394,,                 14854,                 14854,              1881342,,,                              0,,                    580,                    580,                    580,              1881922,,,,              1298388,              1298388,,,                780504,                147185,                927689,,                              0,                              0,,               -757556,               -757556,,,                 80256,                 80256,                              0,              1548777,                              0,              1548777,,,,
3694,2014年09月30日,,,,                598968,,                    178,,              1059632,,                258847,,                  1130,,              1052849,,                107918,                107918,              3079522,,,                              0,,                              0,                              0,,                993360,,,                 34821,                 34821,                 30073,,                 13634,                  4212,                  1043,                 18889,              1077143,              4156665,,,,,                726746,,                     57,,              1363840,,                 22825,,                234462,                              0,,,                152134,                 13460,                165594,              2513524,,,                    114,                    114,                    114,              2513638,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -623314,               -623314,,,                 40264,                 40264,                              0,              1643027,                              0,              1643027,              4156665,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,2014年06月30日,,,,                250177,,                    521,,                829183,,                102965,,                  1283,,                842757,,                 84922,                123753,              2150639,,,                 14933,,                              0,                              0,,                997993,,,                 37454,                 37454,                 31538,,                 13731,                  4150,                  1030,                 18911,              1100829,              3251468,,,,,                443448,,                    114,,                850765,,                    800,,                188064,                              0,,,                149325,                 15388,                164713,              1647904,,,                     15,                     15,                     15,              1647919,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -646297,               -646297,,,                 23769,                 23769,                              0,              1603549,                              0,              1603549,              3251468,              0,              0,              0,                 38831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,2014年03月31日,,,,                136372,,                    472,,              1020286,,                 66192,,                    775,,              1084965,,                 85218,                124840,              2433902,,,                 15235,,,,,              1077032,,,                 39491,                 39491,                 46197,,                 15886,                  4088,                  1057,                 21031,              1198986,              3632888,,,,,                228526,,                     57,,                968108,,                  7967,,                191375,                  3097,,,                152351,                 19077,                171428,              1650548,,,                     15,                     15,                     15,              1650563,,,,              1298388,              1298388,,,                780504,                147185,                927689,,,               -351033,               -287331,,,                 43579,                 43579,                              0,              1982325,                              0,              1982325,              3632888,              0,              0,              0,                 39622,                228526,,                 79990,                              0,                 79990,                968108,                  7967,                191375,                              0,                              0,                              0,                780504,                              0,                              0,                 13665,                 50037,               -258760,                              0,                -92273,                 43579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3694,2013年12月31日,,,,,,                    789,,              1479834,,                 91030,,                    784,,              1097933,,,                 94931,              3063383,,,                 14903,,,,,              1134903,,,                 39645,                 39645,                 46197,,                 15831,,                  1049,                 20905,              1256553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,                298082,                  4025,              4319936,,,,                426209,,                 79978,,              1321411,,                 24748,,                240027,                  3069,,                 15430,                 15430,              2110872,,,                149024,,                              0,                              0,                149024,              2259896,,,,              1298388,              1298388,,,                780504,                147185,                927689,,                 13665,                 50037,,               -258760,               -195058,,,                 29021,                 29021,                              0,              2060040,                              0,              2060040,,                              0,,                              0
3694,2013年09月30日,,,,,,                    426,,              1294579,,                295965,,                    141,,              1072146,,,                132044,              2990013,,,                 24781,,,,,              1138109,,,                 34403,                 34403,                 45096,,                 15777,,                  1037,                 20836,              1263225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,                194712,                  4022,              4253238,,,,                644626,,                 99970,,                939779,,                 20476,,                281610,                  1416,,                  7974,                  7974,              1995908,,,                147850,,                     15,                     15,                147865,              2143773,,,,              1298388,              1298388,,,                780504,                147185,                927689,,                 13665,                 50037,,               -191950,               -128248,,,                 11636,                 11636,                              0,              2109465,                              0,              2109465,,                     57,,                              0
3694,2013年06月30日,,,,,,                  1301,,              1375316,,                236453,,                    138,,              1117716,,                111823,                111823,              2960304,,,                 24996,,,,,              1164050,,,                 30706,                 30706,                 48592,,                 15783,,                  1053,                 20798,              1289142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,                117557,                  3962,              4249446,,,,                540674,,                 99951,,              1031546,,                 23125,,                207398,                  1699,,                 10357,                 10357,              1914750,,,                150000,,                     15,                     15,                150015,              2064765,,,,              1298388,              1298388,,,                780504,                147185,                927689,,                 13665,                 50037,,               -127098,                -63396,,,                 22000,                 22000,                              0,              2184681,                              0,              2184681,,                              0,,                              0
