證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 銀行存款,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款－其他,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 應付股利,　　　　 其他流動負債－其他
1446,2015年09月30日,,,,                203202,                203202,,                  2097,,                  1264,,                137337,,                  6490,,,              2645147,              2645147,,                 74877,              3070414,,,                 62670,,                119388,,                 51067,,                282389,,                 63060,                146792,,                 13088,                738454,              3808868,,,,,                 92154,,                 29977,,                  7686,,                192416,,                 17812,                 17812,                  4756,,                  7710,                352511,,,              1600000,,                 10344,,                 15844,                    477,                 16321,              1626665,              1979176,,,,              1386215,              1386215,,                297632,,                 61384,                 22529,,                 87815,                171728,,                -12062,                 13821,              1829692,                              0,              1829692,              3808868,              0,              0,        728000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2015年06月30日,,,,                184966,                184966,,                  2772,,                     68,,                112213,,                  8618,,,              2665952,              2665952,,                108271,              3082860,,,                 70532,,                112076,,                 48719,,                285048,,                 63123,                146042,,                 13086,                738626,              3821486,,,,,                 99052,,                  9997,,                 12548,,                172636,,                 15940,                 57526,                  5497,,                  6155,                363411,,,              1600000,,                  5779,,                 16537,                    477,                 17014,              1622793,              1986204,,,,              1386215,              1386215,,                297632,,                 61384,                 22529,,                 89231,                173144,,                -21709,                              0,              1835282,                              0,              1835282,              3821486,              0,              0,              0,                 41586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2015年03月31日,,,,                174404,                174404,,                  4149,,                  3218,,                128320,,                  8442,,,              2661037,              2661037,,                 94972,              3074542,,,                 72540,,                113677,,                 45791,,                289228,,                 63186,                145527,,                 13535,                743484,              3818026,,,,,                 66534,,                  9990,,                  9244,,                191498,,                 18044,                 18044,                  6928,,                  5761,                307999,,,              1600000,,                  6567,,                 16050,                    477,                 16527,              1623094,              1931093,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                136356,                218942,,                -15856,                              0,              1886933,                              0,              1886933,              3818026,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2014年12月31日,,,,                169386,                169386,,                  3467,,                  3124,,                101954,,                  8264,,,              2607431,              2607431,,                104787,              2998413,,,                 83031,,                114950,,                 42737,,                293186,,                 63250,                146527,,                 14428,                758109,              3756522,,,,,                 27090,,                  9992,,                 10983,,                178546,,                 19569,                 19569,                  5030,,                  4460,                255670,,,              1580000,,                  7892,,                 17094,                    477,                 17571,              1605463,              1861133,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                131249,                213835,,                 -2293,                              0,              1895389,                              0,              1895389,              3756522,              0,              0,              0,                              0,                169386,              3756522,,,,                 27090,,                  9992,,                 10983,,                178546,,                 19569,                 19569,                  5030,,                  4460,                255670,,,              1580000,,                  7892,,                 17094,                    477,                 17571,              1605463,              1861133,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                131249,                213835,,                 -2293,                              0,              1895389,                              0,              1895389,,
1446,2014年09月30日,,,,                190924,                190924,,                  4206,,                  2424,,                141610,,                  8981,,,              2627743,              2627743,,                 82989,              3058877,,,                 80576,,                110476,,                 42386,,                294893,,                 63313,                147686,,                 14926,                754256,              3813133,,,,,                  7476,,                              0,,                 55761,,                217101,,                 29980,                 29980,                  4792,,                  9379,                324489,,,              1580000,,                  5397,,                 15829,                    477,                 16306,              1601703,              1926192,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                135812,                218398,,                -15304,                              0,              1886941,                              0,              1886941,              3813133,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2014年06月30日,,,,                426427,                426427,,                  5350,,                    428,,                112038,,                  8911,,,              2526786,              2526786,,                 79164,              3159104,,,                 84297,,                108457,,                 44877,,                297946,,                 63376,                146355,,                 14751,                760059,              3919163,,,,,                 97633,,                              0,,                 70962,,                185084,,                 20686,                 62272,                  4873,,                  9809,                430633,,,              1580000,,                  4041,,                 16262,                    507,                 16769,              1600810,              2031443,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                137720,                220306,,                -16433,                              0,              1887720,                              0,              1887720,              3919163,              0,              0,              0,                 41586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2014年03月31日,,,,                520715,                520715,,                  5075,,                  1771,,                 85385,,                  9329,,,              2327828,              2327828,,                 73015,              3023118,,,                 99682,,                110657,,                 43343,,                302421,,                 63440,                147222,,                 15231,                781996,              3805114,,,,,                  9551,,                              0,,                 60151,,                153921,,                 21373,                 21373,                  6309,,                  6854,                258159,,,              1580000,,                  5321,,                 15112,                    879,                 15991,              1601312,              1859471,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                174945,                257531,,                  4265,                              0,              1945643,                              0,              1945643,              3805114,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,2013年12月31日,,,,                810842,,,                  5122,,                    540,,                 89729,,                  9743,,,              2205660,              2205660,,                 68507,              3190143,,,                 91231,,                108238,,                 41836,,                305299,,                 63503,                149804,,                 15375,                775286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                810842,              3965429,,,,                159661,,                 39959,,                 59036,,                155781,,                 23879,                 23879,                  5445,,                  5190,                448951,,,              1580000,,                  4058,,                 15575,                    879,                 16454,              1600512,              2049463,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                159565,                242151,,                -10032,                              0,              1915966,                              0,              1915966,                              0,
1446,2013年09月30日,,,,                231895,,,                  4011,,                    526,,                 74029,,                  8418,,,              2060908,              2060908,,                 54350,              2434137,,,                              0,,                107383,,                 41300,,                304325,,                 63567,                152139,,                 15869,                684583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                231895,              3118720,,,,                129859,,                 19975,,                 56214,,                149991,,                 22353,                 22353,                  4397,,                  9844,                392633,,,                770000,,                  3537,,                 15775,                    878,                 16653,                790190,              1182823,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                175892,                258478,,                 -6428,                              0,              1935897,                              0,              1935897,,
1446,2013年06月30日,,,,                214077,,,                  1995,,                  2580,,                 99022,,                  8639,,,              1930527,              1930527,,                 51674,              2308514,,,                              0,,                108948,,                 42653,,                306335,,                 63630,                150298,,                 15693,                687557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,                214077,              2996071,,,,                 63259,,                              0,,                 85681,,                116733,,                 26662,                 68248,                  5071,,                  5564,                344556,,,                680000,,                  4363,,                 15882,                    878,                 16760,                701123,              1045679,,,,              1386215,              1386215,,                297632,,                 60057,                 22529,,                186397,                268983,,                 -2438,                              0,              1950392,                              0,              1950392,                 41586,
