證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 備供出售金融資產－流動,　　　　 備供出售金融資產－流動淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 應收建造合約款,　　　 存貨,　　　　 存貨合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 應付設備款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債－其他,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 庫藏股票,　　　　 現金及約當現金合計,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　　 應收帳款,　　　　 備抵銷售退回及折讓,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　 應收帳款－關係人,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　 避險之衍生金融負債－流動,　　　 按攤銷後成本衡量之金融負債－流動,　　　 以成本衡量之金融負債－流動,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 應付建造合約款,　　　 應付建造合約款－關係人,　　　 其他應付款,　　　　 應付設備款,　　　　 應付股利,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 工程進度請款金額,　　　 其他流動負債,　　　　 其他金融負債－流動,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期或執行賣回權公司債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 特別股負債－流動,　　　　 暫收款,　　　　 代收款,　　　　 遞延兌換利益,　　　　 代理店往來（海陸運輸業適用）,　　　　 應付租賃款－流動,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債－其他,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 銀行長期借款,　　　 庫藏股票
2393,2015年09月30日,,,,              8834143,,                693159,,                630192,,              8508701,,                178497,                  4826,,              2694852,,              2120399,                871435,              2991834,             24536204,,,                645939,,                429469,,                188354,,             10834275,,                229586,                160954,,                675307,             13163884,             37700088,,,,,              1278518,,              4611146,,              2228732,,                674282,                674282,                429836,,,                              0,                 89651,                 89651,              1962964,              2052615,             11275129,,,              8058545,,                  6552,                  6552,,                176867,,                190619,                251066,                441685,              8683649,             19958778,,,,              4358785,              4358785,,              8949391,,              2025541,                283890,,              1890668,              4200099,,               -357787,             17150488,                590822,             17741310,             37700088,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2015年06月30日,,,,              9886343,,                699587,,              1600609,,              8116885,,                193874,                 17320,,              2570256,,              1369576,                705624,              2075200,             25160074,,,                976229,,                414437,,                224203,,              9814312,,                233144,                160954,,              1197578,             13020857,             38180931,,,,,              1229308,,              4291636,,              2203148,,                537169,              2260192,                334991,,,                              0,                 95494,                 95494,              1750382,              1845876,             12165151,,,              8272762,,,                  8046,,                167048,,                190815,                250783,                441598,              8889454,             21054605,,,,              4315983,              4315983,,              8841677,,              2025541,                283890,,              1476185,              3785616,,               -429188,             16514088,                612238,             17126326,             38180931,              0,              0,              0,              1723023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2015年03月31日,,,,              6680604,,                449029,,              1480139,,              7637516,,                284804,                 42269,,              2840726,,                970634,                643203,              1613837,             21028924,,,              1244972,,                389074,,                249435,,             10061192,,                187933,                160954,,                581233,             12874793,             33903717,,,,,              1634418,,              4204145,,              2551355,,                578416,                578416,                471332,,,,                 94179,                 94179,              1730223,              1824402,             11264068,,,              3606336,,,                 49534,,                163601,,                190225,                201034,                391259,              4210730,             15474798,,,,              4310970,              4310970,,              8455259,,              1808828,                283890,,              3100843,              5193561,,               -154113,             17805677,                623242,             18428919,             33903717,              0,              0,              0,,,              2840726,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2014年12月31日,,,,              6210707,,                402546,,              1634984,,              8631590,,                558107,                 74653,,              2897297,,                358257,                679358,              1037615,             21447499,,,              1464832,,                392743,,                273032,,             10424088,,                186977,                160954,,                688720,             13591346,             35038845,,,,,                941229,,              4795480,,              3377205,,                830835,                830835,                427550,,,                              0,                 96006,                 96006,              2102998,              2199004,             12571303,,,              3725784,,                 51016,                 51016,,                180373,,                188748,                241454,                430202,              4387375,             16958678,,,,              4285435,              4285435,,              8301857,,              1808828,                283890,,              2540065,              4632783,,                221202,             17441277,                638890,             18080167,             35038845,              0,              0,              0,                              0,,              2897297,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2014年09月30日,,,,              5169416,,                404720,,              1681561,,              8910315,,                707430,                 34119,,              2729967,,                183468,                700737,                884205,             20521733,,,              1372497,,                381089,,                307761,,              9221096,,                176346,                140385,,                976118,             12575292,             33097025,,,,,                829366,,              4755293,,              3022885,,                698030,                698030,                288499,,,                              0,                 67858,                 67858,              1975952,              2043810,             11637883,,,              3711569,,                 84203,                 84203,,                179854,,                177865,                244588,                422453,              4398079,             16035962,,,,              4283991,              4283991,,              8173505,,              1808828,                283890,,              1997186,              4089904,,               -223832,             16323568,                737495,             17061063,             33097025,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2014年06月30日,,,,              6987950,,                701078,,                713218,,              7852296,,                519001,                 44523,,              2545101,,                925882,                538225,              1464107,             20827274,,,              1751230,,                372412,,                312302,,              8762206,,                178608,                140385,,                633147,             12150290,             32977564,,,,,              1670368,,              4049297,,              2317701,,                302519,              1575946,                337802,,,                              0,                 95160,                 95160,              1860486,              1955646,             11906760,,,              3697360,,,                181807,,                188404,,                176445,                250440,                426885,              4494456,             16401216,,,,              4277276,              4277276,,              8127810,,              1808828,                283890,,              1287837,              3380555,,                -59070,             15726571,                849777,             16576348,             32977564,              0,              0,              0,              1273427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2014年03月31日,,,,              4116887,,                975933,,                526727,,              6315497,,                487336,                134506,,              2536871,,              1116816,                500320,              1617136,             16710893,,,                953212,,                379450,,              2528279,,              9093447,,                189420,                140385,,                569028,             13853221,             30564114,,,,,              1361813,,              3332572,,              2028164,,                270853,                270853,                460775,,,,                 65413,                 65413,              1703570,              1768983,              9223160,,,              3691820,,,                124711,,                192134,,                175022,                196759,                371781,              4380446,             13603606,,,,              4248647,              4248647,,              8002159,,              1661764,                718002,,              1785092,              4164858,,               -323825,             16091839,                868669,             16960508,             30564114,              0,              0,              0,,,              2536871,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2393,2013年12月31日,,,,,,              1119388,,              1740911,,              6087732,,                687039,                263116,,              2306304,,                552300,                458340,              1010640,             20361120,,,              1225469,,                382409,,              3366364,,              9454150,,                191991,                140385,,                610211,             15370979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,              7128777,,                 17213,                 17213,              6186824,                  1185,                 97907,                687039,             35732099,,,,              2809405,,                              0,,                              0,                              0,                              0,                              0,,                              0,,                              0,,              3398968,,              1787713,                              0,                              0,,                243864,                              0,                243864,                              0,                354646,,                              0,                              0,                              0,,                              0,,                              0,,                              0,                616673,                616673,                              0,                              0,                              0,                              0,                              0,                              0,              1919740,              2536413,             11131009,,,              3708979,,              3471333,,                188871,,                173598,                227284,                400882,              7770065,             18901074,,,,              4233973,              4233973,,              7913453,,              1661764,                718002,,              1366552,              3746318,,                -24289,             15869455,                961570,             16831025,,
2393,2013年09月30日,,,,,,                883730,,              1139183,,              6481424,,                685116,                136286,,              2574626,,                769449,                718534,              1487983,             16940521,,,                911865,,                374907,,              3377728,,              9558170,,                206441,                190810,,                437463,             15057384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,              2574626,,              3552173,,,,,,,,             31997905,,,,              3763308,,,,,,,,,,,,,              3716713,,              1765282,,,,                324730,,                324730,,                419291,,,,,,,,,,                              0,                 40693,                 40693,,,,,,,              1843549,              1884242,             11873566,,,                              0,,              3929822,,                171308,,                176879,                250267,                427146,              4528276,             16401842,,,,              4233973,              4233973,,              7569755,,              1661764,                718002,,                996748,              3376514,,               -553096,             14627146,                968917,             15596063,              3929822,
2393,2013年06月30日,,,,,,                346469,,                457272,,              6057678,,                816354,                              0,,              2503552,,              1551917,                629278,              2181195,             15503211,,,              1162071,,                461443,,              3387420,,              9442430,,                234502,                190810,,                483912,             15362588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,,,              3140691,,,,,,,,             30865799,,,,              3187304,,,,,,,,,,,,,              3379228,,              1785943,,,,                303676,                503041,                806717,,                306299,,,,,,,,,,                              0,                 40693,                 40693,,,,,,,              1522733,              1563426,             11028917,,,                              0,,              3939545,,                170978,,                175513,                150805,                326318,              4436841,             15465758,,,,              4192013,              4192013,,              7380419,,              1661764,                718002,,                499748,              2879514,,                -98481,             14353465,              1046576,             15400041,,
