證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 持有至到期日金融資產－流動,　　　　 持有至到期日金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 當期所得稅資產,　　　　 本期所得稅資產合計,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 投資性不動產淨額,　　　　 投資性不動產淨額,　　　 無形資產,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 避險之衍生金融負債－流動,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 其他應付款項－關係人,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 應付公司債,　　　　　 應付公司債合計,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 特別盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 其他權益合計,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　 避險之衍生金融資產－流動,　　　　　 待分配股票股利,　　　　 現金及約當現金合計,　　　　 當期所得稅資產合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 其他應付款項－關係人,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 應付公司債,　　　　 應付公司債合計,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 其他權益合計,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 避險之衍生金融負債－流動,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 透過損益按公允價值衡量之金融負債－流動,　　　　 透過損益按公允價值衡量之金融負債－流動合計,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－受贈資產,　　　　　 資本公積－受贈資產合計,　　　　 資本公積－採用權益法認列關聯企業及合資股權淨值之變動數,　　　　 資本公積－認股權,　　　　 資本公積－其他,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）合計
2603,2015年09月30日,,,,             30793560,,                650171,,                200000,,                 39001,,             11305927,,                880210,,                527073,,                482594,,                 69899,,              3035982,,                922862,,              3052259,             51959538,,,              3160122,,                170000,,             25258363,,            109177673,,              1971008,,                 19545,                524473,,              1548224,            141829408,            193788946,,,,,                659800,                 68520,,             13406637,,              1115663,,              1660363,                101619,                272152,,             23155216,             40439970,,,              3000000,,             65710524,,              1121241,,             17031969,             86863734,            127303704,,,,             35123560,             35123560,,              7986187,,              9233242,                              0,,              6215391,             15448633,,              3973901,             62532281,              3952961,             66485242,            193788946,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2015年06月30日,,,,             33333852,,                              0,,                200000,,                 46463,,             11577879,,                941671,,                372146,,                665666,,                 28023,,              4040629,,                785990,,              2529316,             54521949,,,              2953577,,                170000,,             23964518,,            102635624,,              1975365,,                 22218,                392379,,              1506631,            133620312,            188142261,,,,,                              0,                 18361,,             15197507,,                601377,,              1941303,                109494,                432862,,             22104918,             40405822,,,              3000000,,             60617599,,              1201223,,             16773073,             81591895,            121997717,,,,             34775802,             35123560,,              7985713,,              9233242,                              0,,              8629330,             17862572,,              1144404,             62116249,              4028295,             66144544,            188142261,,              0,              0,                    314,                347758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2015年03月31日,,,,             33662237,,                531065,,,,                 72274,,             11888984,,                862962,,                365174,,                468578,,                  5652,,              3763012,,                983436,,              4003434,             56606808,,,              2741913,,                370000,,             24240434,,            101882577,,              1981152,,                 20945,                397090,,              2767594,            134401705,            191008513,,,,,                              0,                  6135,,             16360030,,                656484,,              2062430,                 96090,              1061094,,             21914063,             42156326,,,              3000000,,             60297186,,              1231155,,             17317359,             81845700,            124002026,,,,             34775802,             34775802,,              7985241,,              9115638,                828940,,              8766459,             18711037,,              1438188,             62910268,              4096219,             67006487,            191008513,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2014年12月31日,,,,             32826541,,                              0,,                              0,,                 68095,,             14167175,,                451085,,                441545,,                318063,,                  2788,,              4492807,,              1005630,,              3495230,             57268959,,,              2211369,,                370000,,             23550100,,             99524289,,              1987214,,                 22578,                386009,,              3614489,            131666048,            188935007,,,,,                              0,                              0,,             14385345,,                667569,,              2399967,                118835,                900973,,             22180734,             40653423,,,              3000000,,             61022348,,              1196839,,             18226064,             83445251,            124098674,,,,             34775802,             34775802,,              7292458,,              9115638,                828940,,              7240507,             17185085,,              1627440,             60880785,              3955548,             64836333,            188935007,              0,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2014年09月30日,,,,             30792166,,                 70082,,                              0,,                 76621,,             14781532,,                394690,,                455777,,                374634,,                  8556,,              5130494,,                751100,,              4272189,             57107841,,,              1962265,,                370000,,             23838716,,             97715900,,              1991245,,                 17408,                422177,,              3207025,            129524736,            186632577,,,,,                913725,                 12329,,             12807335,,                524065,,              1941308,                118514,                462475,,             23839677,             40619428,,,              3000000,,             61705030,,              1203755,,             17850844,             83759629,            124379057,,,,             34775802,             34775802,,              7290880,,              9115638,                828940,,              6415724,             16360302,,                 98206,             58525190,              3728330,             62253520,            186632577,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2014年06月30日,,,,             30642903,,                     57,,                              0,,                 77478,,             12613639,,                308364,,                790002,,                515801,,                 13944,,              5151855,,                758592,,              2744995,             53617630,,,              2003520,,                370000,,             23834018,,             91603828,,              1996658,,                  8973,                486263,,              6341193,            126644453,            180262083,,,,,              1194540,                              0,,             11618598,,                255982,,              1967468,                125258,                295889,,             22300666,             37758401,,,              3000000,,             61116056,,              1173922,,             18248606,             83538584,            121296985,,,,             34749523,             34749523,,              7271957,,              9115638,                828940,,              4552186,             14496764,,               -634399,             55883845,              3081253,             58965098,            180262083,,              0,              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2014年03月31日,,,,             33473684,,                352397,,,,                 88054,,             13575289,,                369866,,                356404,,                394508,,                 10399,,              5399927,,              1025785,,              3151735,             58198048,,,              1948067,,                370000,,             24424726,,             87291686,,              2002394,,                 10419,                500293,,              9708594,            126256179,            184454227,,,,,              1218420,                              0,,             13361690,,                250052,,              2576410,                120310,                248625,,             20937640,             38713147,,,              3000000,,             63502719,,              1191515,,             19010522,             86704756,            125417903,,,,             34749523,             34749523,,              7271957,,              9115638,              5814993,,               -584296,             14346335,,                 98129,             56465944,              2570380,             59036324,            184454227,,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,2013年12月31日,,,,,,                  5172,,,,                102378,,             12873750,,                351973,,                503412,,                344493,,,,              5181840,,                924452,,              2941955,             56741092,,,              1933369,,                370000,,             23900852,,             76169083,,              2012006,,                  9658,                487294,,             13385937,            118268199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             33502442,                  9225,            175009291,,,,                596860,,             12225896,,                738470,,              1981136,                136125,                192053,,             18405846,             34276386,,,              3000000,,             56930059,,              1248772,,             19384485,             80563316,            114839702,,,,             34749523,             34749523,,              7271957,,              9115638,              5814993,,              1118877,             16049508,,               -828940,             57242048,              2927541,             60169589,,,,,,,,,,,,,,,,,,,,
2603,2013年09月30日,,,,,,                  6810,,,,                 86485,,             13546381,,                364157,,                385555,,                356847,,,,              5027761,,                767470,,              2298858,             53254551,,,              1697852,,                370000,,             23829922,,             71131002,,              2020191,,                  5132,                598866,,             15176907,            114949347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             30392712,                 21515,            168203898,,,,                886950,,             11680035,,                261276,,              2021078,                 93255,                176172,,             19219136,             34337902,,,              3000000,,             50832693,,              1250060,,             19430200,             74512953,            108850855,,,,             34749523,             34749523,,              7271957,,              9115638,              5814993,,                696468,             15627099,,             -1525965,             56122614,              3230429,             59353043,,                119475,                              0,,,,,,,,,,,,,,,,,
2603,2013年06月30日,,,,,,              1283910,,,,                110307,,             13157430,,                313144,,                865307,,                461313,,,,              5568730,,                831886,,              2454693,             54093961,,,              1526223,,                370000,,             23942728,,             72512715,,              2028130,,                  4461,                623558,,             13069306,            114167393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             29024961,                 22280,            168261354,,,,                600130,,             14942179,,                278299,,              1690014,                 99312,                163837,,             17413590,             35187361,,,              3554776,,             48913095,,              1282924,,             19547103,             73297898,            108485259,,,,             34749523,             34749523,,              7271957,,              9115638,              5814993,,                647918,             15578549,,             -1112236,             56487793,              3288302,             59776095,,                 90272,,,,,,,,,,,,,,,,,,
2603,2013年03月31日,,,,,,              2793068,,,,                159960,,             12469283,,                224315,,                346086,,                282683,,,,              5217122,,                863389,,              2209621,             53992074,,,              1626133,,                370000,,             23594093,,             57991919,,              2034715,,                  6610,                656923,,             17772478,            104143357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,             29403685,                 22862,            158135431,,,,              1194960,,             13587855,,                389861,,              1825481,                115475,                176747,,             13838094,             31128473,,,              3551775,,             44394688,,              1304905,,             17749674,             67001042,             98129515,,,,             34749465,             34749465,,              7271918,,              9102785,              3593280,,              3283254,             15979319,,             -1073787,             56926915,              3079001,             60005916,,                 90486,,,,,,,,,,,,,,,,,,
2603,2012年12月31日,,,,             31984708,,              1407989,,                              0,,                131332,,             12984094,,                172326,,                590067,,                224033,,,,              5233026,,                779608,,              2022878,             55558966,,,              1538132,,                370000,,             23240755,,             57895081,,              2040255,,                  6214,                620383,,             13853288,             99640756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                 28905,            155199722,,,,              1452400,,             13539719,,                687299,,              1834924,                113223,                 84948,,             12520737,             30233250,,,              3548791,,             41534538,,              1392139,,             17731755,             64207223,             94440473,,,,             34749407,             34749407,,              7271879,,              9102785,              3593280,,              5121929,             17817994,,             -2347076,             57492204,              3267045,             60759249,,                 76648,,,                              0,,                              0,,,,,,,,,,,,,
2603,2012年09月30日,,,,             32980872,,              2249559,,                              0,,                143845,,             13923482,,                198665,,                597573,,                288079,,,,              5643995,,                837171,,              1780053,             58658424,,,              1537412,,                370000,,             23544767,,             56394098,,              2047417,,                  6035,                651318,,             15540289,            100160601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                 15130,            158819025,,,,              1466725,,             15464950,,                102685,,              1636095,                123322,                161770,,              9747324,             28702871,,,              3545727,,             44679382,,              1395870,,             18943193,             68564172,             97267043,,,,             34749407,             34749407,,              7271879,,              9102785,              3593280,,              5248715,             17944780,,             -2014707,             57951359,              3600623,             61551982,,                 69265,,,                              0,,                              0,,,,,,,,,,,,,
2603,2012年06月30日,,,,             26145659,,              2825383,,                              0,,                137053,,             13227102,,                153690,,              1041285,,                435094,,,,              4902662,,                794796,,              3989542,             53680250,,,              1472799,,                370000,,             22849539,,             45225148,,              2054760,,                  6906,                663420,,             24862673,             97565420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                 27984,            151245670,,,,              4487100,,              5916233,,                119100,,             11463023,                721647,                136724,,             13622240,             36466288,,,              3000000,,             43599193,,              1301132,,              7214229,             55114554,             91580842,,,,             34749407,             34749407,,              7271805,,              9102785,              3593280,,              2708191,             15404256,,             -1266483,             56158985,              3505843,             59664828,,                 60175,,,                              0,,                    221,,,,,,,,,,,,,
2603,2012年03月31日,,,,             22171731,,              1825102,,                947745,,                 91689,,              9131555,,                364232,,                939244,,                174897,,,,              4970589,,                840619,,              3301693,             44764150,,,              1568466,,                370000,,             23573395,,             46138043,,              2060656,,                  4376,                570383,,             20714388,             95067397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,,,,                  5054,            139831547,,,,              4565673,,              5343706,,                194994,,             10326912,                736826,                182863,,              9982852,             31335576,,,                              0,,             40568571,,              1271794,,              7417614,             49257979,             80593555,,,,             34749407,             34749407,,              7271805,,              9102785,              4579324,,                937588,             14619697,,               -957976,             55682933,              3555059,             59237992,,                 67690,,,                              0,,                  1750,,              5817899,,                    372,              1388550,                 58271,                  6713,,               -613086,,               -373718,,                 28828
