證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 以成本衡量之金融資產－流動,　　　　 以成本衡量之金融資產－流動淨額,　　　 應收票據淨額,　　　　 應收票據,　　　　 應收票據淨額,　　　 應收票據－關係人淨額,　　　　 應收票據－關係人,　　　　 應收票據－關係人淨額,　　　 應收帳款淨額,　　　　 應收帳款淨額,　　　 應收帳款－關係人淨額,　　　　 應收帳款－關係人,　　　　 應收帳款－關係人淨額,　　　 其他應收款,　　　　 其他應收款－其他,　　　　 其他應收款淨額,　　　 其他應收款－關係人,　　　　 其他應收款－關係人淨額,　　　 存貨,　　　　 存貨－製造業,　　　　　 存貨－製造業淨額,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他金融資產－流動,　　　　 其他流動資產－其他,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 透過損益按公允價值衡量之金融資產－非流動,　　　　 透過損益按公允價值衡量之金融資產－非流動合計,　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動,　　　　 透過其他綜合損益按公允價值衡量之金融資產－非流動合計,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 持有至到期日金融資產－非流動,　　　　 持有至到期日金融資產－非流動淨額,　　　 按攤銷後成本衡量之金融資產－非流動,　　　　 按攤銷後成本衡量之金融資產－非流動淨額,　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動,　　　　 以成本衡量之金融資產－非流動淨額,　　　 無活絡市場之債券投資－非流動,　　　　 無活絡市場之債務工具投資－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 土地淨額,　　　　　 土地成本,　　　　　 土地淨額,　　　　 房屋及建築淨額,　　　　　 房屋及建築成本,　　　　　 累計折舊－房屋及建築,　　　　　 房屋及建築淨額,　　　　 機器設備淨額,　　　　　 機器設備成本,　　　　　 累計折舊－機器設備,　　　　　 機器設備淨額,　　　　 污染防治設備淨額,　　　　　 污染防治設備淨額,　　　　 運輸設備淨額,　　　　　 運輸設備淨額,　　　　 辦公設備淨額,　　　　　 辦公設備淨額,　　　　 租賃資產淨額,　　　　　 租賃資產淨額,　　　　 其他設備淨額,　　　　　 其他設備成本,　　　　　 累計折舊－其他設備,　　　　　 其他設備淨額,　　　　 未完工程及待驗設備,　　　　 不動產、廠房及設備合計,　　　 無形資產,　　　　 電腦軟體淨額,　　　　　 電腦軟體淨額,　　　　 商譽,　　　　 其他無形資產,　　　　　 其他無形資產淨額,　　　　 發展中無形資產淨額,　　　　　 發展中無形資產淨額,　　　　 無形資產合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 預付設備款,　　　　 長期應收票據及款項,　　　　　 長期應收款,　　　　　 備抵呆帳－長期應收款項,　　　　　 長期應收票據及款項淨額,　　　　 其他非流動資產－其他,　　　　　 其他非流動資產－其他合計,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 銀行借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付票據－關係人,　　　　　 應付票據－關係人合計,　　　　 應付帳款,　　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 應付帳款－關係人,　　　　　 應付帳款－關係人合計,　　　　 其他應付款,　　　　　 其他應付款－其他,　　　　　 其他應付款合計,　　　　 負債準備-流動,　　　　　 負債準備－流動合計,　　　　 其他流動負債,　　　　　 預收款項,　　　　　　 預收款項合計,　　　　　 一年或一營業週期內到期長期負債,　　　　　　 一年或一營業週期內到期長期借款,　　　　　　 一年或一營業週期內到期長期負債合計,　　　　　 其他流動負債－其他,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　　 長期借款,　　　　　 銀行長期借款,　　　　　 長期借款合計,　　　　 負債準備-非流動,　　　　　 負債準備－非流動合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債－所得稅,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 淨確定福利負債-非流動,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 累積盈虧,　　　　　　 本期損益,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 與待出售非流動資產直接相關之權益,　　　　　　 與待出售非流動資產直接相關之權益合計,　　　　　 其他權益－其他,　　　　　　 其他權益－其他合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 共同控制下前手權益,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　　 應付股利,　　　 待出售非流動資產（淨額）,　　　　 待出售非流動資產（淨額）,　　　　　 其他應付費用,　　　　 與待出售非流動資產直接相關之負債,　　　　　 特別盈餘公積,　　　　　　 與待出售非流動資產直接相關之權益－採用權益法之子公司,　　　　 庫存現金,　　　　 銀行存款,　　　　 現金及約當現金合計,　　　　 應收帳款,　　　　 備抵呆帳－應收帳款、分期帳款及租賃款,　　　　　 製成品,　　　　　 在製品,　　　　　 原料,　　　　　 物料,　　　　　 在途原物料,　　　　 無活絡市場之債券投資－非流動淨額,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 銀行借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付票據－關係人,　　　　 應付票據－關係人合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 應付帳款－關係人,　　　　 應付帳款－關係人合計,　　　 其他應付款,　　　　 其他應付費用,　　　　 其他應付款合計,　　　 負債準備-流動,　　　　 負債準備－流動合計,　　　 與待出售非流動資產直接相關之負債,　　　 其他流動負債,　　　　 預收款項,　　　　　 預收款項合計,　　　　 一年或一營業週期內到期長期負債,　　　　　 一年或一營業週期內到期長期借款,　　　　　 一年或一營業週期內到期長期負債合計,　　　　 其他流動負債－其他,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 透過損益按公允價值衡量之金融負債－非流動,　　　　 透過損益按公允價值衡量之金融負債－非流動合計,　　　 長期借款,　　　　 銀行長期借款,　　　　 長期借款合計,　　　 負債準備-非流動,　　　　 負債準備－非流動合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債－所得稅,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 應計退休金負債（應付退休金費用）,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－庫藏股票交易,　　　　 資本公積合計,　　　 保留盈餘,　　　　 特別盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 累積盈虧,　　　　　 本期損益,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 與待出售非流動資產直接相關之權益,　　　　　 與待出售非流動資產直接相關之權益－採用權益法之子公司,　　　　　 與待出售非流動資產直接相關之權益合計,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 共同控制下前手權益,　　 非控制權益,　　 權益總額,　　　　　 催收款項,　　　　 長期預付租金,　　　　 法定盈餘公積,　　　　　 國外營運機構財務報表換算之兌換差額－採用權益法之子公司,　　　　 約當現金,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計
2024,2015年09月30日,,,,                117662,,                  2125,,                              0,,                 74850,                 74850,,                  2689,                  2689,,                162188,,                    823,                    823,,                  1598,                  1598,,                              0,,,                418083,                418083,,                 10336,,                 84978,                  4722,                 89700,                880054,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                358305,                220888,                137417,,                475037,                133408,                341629,,                              0,,                              0,,                              0,,                              0,,                 68785,                 26352,                 42433,                 21321,              1214906,,,                              0,                              0,,                              0,,                              0,                              0,                  8500,,                 14670,,                 12409,                 12409,                              0,,                  5692,                 20362,              1244003,              2124057,,,,,                239481,                239481,,                 29993,                 29993,,                 22331,                 22331,,                              0,,                126296,                126296,,                              0,,                 41005,                 41005,,                              0,,,                              0,,                169810,                169810,                  5136,                174946,                634052,,,                              0,,                387783,                387783,,                              0,,                    876,                    876,,                 31271,                 31271,                419930,              1053982,,,,                975000,                975000,,                 10438,                 10438,,                 13511,,                 42264,                 28862,                 71126,                 84637,,,                              0,,                              0,                              0,                              0,              1070075,                              0,                              0,              1070075,              2124057,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2015年06月30日,,,,                151803,,                  1052,,                              0,,                106280,                106280,,                  3603,                  3603,,                192250,,                    681,                    681,,                  1951,                  1951,,                              0,,,                397257,                397257,,                  4757,,                111896,                  4875,                116771,                976405,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                368759,                227383,                141376,,                418127,                123590,                294537,,                              0,,                              0,,                              0,,                              0,,                110174,                 68038,                 42136,                 10663,              1160818,,,                              0,,,                              0,,                              0,                              0,                  8500,,                 48596,,                              0,,                              0,,                  4002,                 52598,              1222151,              2198556,,,,,                229941,                229941,,                 29951,                 29951,,                 17403,                 17403,,                              0,,                146408,                146408,,                              0,,                 44600,                126200,,                              0,,,                              0,,                149810,                149810,                  3752,                153562,                703465,,,                              0,,                365235,                365235,,                              0,,                    876,                    876,,                 32442,                 32442,                398553,              1102018,,,,              1020000,              1020000,,,                              0,,                 13511,,                 42264,                 20763,                 63027,                 76538,,,                              0,,                              0,                              0,                              0,              1096538,                              0,                              0,              1096538,              2198556,              0,              0,              0,                 81600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2015年03月31日,,,,                127068,,                  1101,,                              0,,                 89965,                 89965,,                  2612,                  2612,,                194977,,                  1064,                  1064,,                  1421,                  1421,,                              0,,,                449034,                449034,,                  5798,,                110344,                  5395,                115739,                988779,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                368319,                223297,                145022,,                414944,                124896,                290048,,                              0,,                              0,,                              0,,                              0,,                114020,                 69793,                 44227,                 17167,              1168570,,,                              0,                              0,,                              0,,                              0,                              0,                  8500,,                 13626,,                              0,,                              0,,                  8503,                 22129,              1199434,              2188213,,,,,                206596,                206596,,                 29989,                 29989,,                 19133,                 19133,,                              0,,                132590,                132590,,                              0,,,                 39248,,                              0,,,                              0,,                149810,                149810,                  3556,                153366,                580922,,,                              0,,                402688,                402688,,                              0,,                    876,                    876,,                 33613,                 33613,                437177,              1018099,,,,              1020000,              1020000,,,                              0,,,,                137375,                 12739,                150114,                150114,,,                              0,,                              0,                              0,                              0,              1170114,                              0,                              0,              1170114,              2188213,              0,              0,              0,,,                              0,                 39248,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2014年12月31日,,,,                140110,,                  2470,,                              0,,                105167,                105167,,                  3596,                  3596,,                213249,,                    561,                    561,,                  1965,                  1965,,                              0,,,                420261,                420261,,                  4590,,                120198,                  2724,                122922,              1014891,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                368544,                220226,                148318,,                408480,                114683,                293797,,                              0,,                              0,,                              0,,                              0,,                111254,                 67409,                 43845,                  5503,              1163569,,,                              0,                              0,,                              0,,                              0,                              0,                  8500,,                 15819,,                 12692,                 12692,                              0,,                  3958,                 19777,              1192081,              2206972,,,,,                220323,                220323,,                 29952,                 29952,,                 20594,                 20594,,                              0,,                 96562,                 96562,,                              0,,                 52527,                 52527,,                              0,,,                              0,,                149810,                149810,                  4028,                153838,                573796,,,                              0,,                440140,                440140,,                              0,,                    876,                    876,,                 34785,                 34785,                475801,              1049597,,,,              1020000,              1020000,,                              0,                              0,,                              0,,                  2263,                135112,                137375,                137375,,,                              0,,                              0,                              0,                              0,              1157375,                              0,                              0,              1157375,              2206972,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2014年09月30日,,,,                113487,,                  2118,,                              0,,                117062,                117062,,                  2169,                  2169,,                229732,,                    521,                    521,,                  1732,                  1732,,                              0,,,                474700,                474700,,                  9524,,                127544,                  4209,                131753,              1082798,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                368259,                216201,                152058,,                407742,                104938,                302804,,                              0,,                              0,,                              0,,                              0,,                112228,                 67864,                 44364,                              0,              1171332,,,                              0,                              0,,                              0,,                              0,                              0,                  8500,,                  1915,,                 12829,                 11590,                  1239,,                  2545,                  5699,              1185766,              2268564,,,,,                270626,                270626,,                 29980,                 29980,,                 23633,                 23633,,                              0,,                 93454,                 93454,,                              0,,                 49925,                 49925,,                              0,,,                              0,,                 69810,                 69810,                  3731,                 73541,                541159,,,                              0,,                547593,                547593,,                              0,,                    506,                    506,,                 31613,                 31613,                579712,              1120871,,,,              1020000,              1020000,,                              0,                              0,,                              0,,                  6433,                121260,                127693,                127693,,,                              0,,                              0,                              0,                              0,              1147693,                              0,                              0,              1147693,              2268564,              0,              0,              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2014年06月30日,,,,                121004,,                  1945,,                              0,,                 92030,                 92030,,                 19731,                 19731,,                209541,,                 16210,                 16210,,                  4080,                  4080,,                              0,,,                436563,                436563,,                  7199,,                134294,                  4497,                138791,              1047094,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                366205,                212906,                153299,,                400964,                 96781,                304183,,                              0,,                              0,,                              0,,                              0,,                114872,                 68101,                 46771,                  1350,              1177709,,,                              0,,,                              0,,                              0,                              0,                  8500,,                  1923,,                  2515,,                  2515,,                  2633,                  7071,              1193515,              2240609,,,,,                205340,                205340,,                 29940,                 29940,,                 21746,                 21746,,                              0,,                107940,                107940,,                              0,,                 55822,                 55822,,                              0,,,                              0,,                 67170,                 67170,                  3446,                 70616,                491404,,,                              0,,                525045,                525045,,                              0,,                    506,                    506,,                 32241,                 32241,                557792,              1049196,,,,              1095500,              1095500,,,                              0,,                              0,,                  7995,                 87918,                 95913,                 95913,,,                              0,,                              0,                              0,                              0,              1191413,                              0,                              0,              1191413,              2240609,              0,              0,              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2014年03月31日,,,,                110367,,                  1911,,                              0,,                 79226,                 79226,,                 22834,                 22834,,                197614,,                 12129,                 12129,,                  1136,                  1136,,                              0,,,                414823,                414823,,                  8044,,                133836,                  3758,                137594,              1270546,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,                              0,,                              0,,,                672106,                672106,,                367165,                209805,                157360,,                381566,                 84929,                296637,,                              0,,                              0,,                              0,,                              0,,                112222,                 66079,                 46143,                  2076,              1174322,,,                              0,                    116,,                              0,,                              0,                    116,                  8500,,                  3746,,                  3813,,                  3813,,                  4264,                 11823,              1194996,              2465542,,,,,                190029,                190029,,                 29974,                 29974,,                 19420,                 19420,,                              0,,                 95285,                 95285,,                              0,,,                 36632,,                              0,,,                              0,,                 78583,                 78583,                191778,                270361,                680170,,,                              0,,                547778,                547778,,                              0,,                    506,                    506,,                 32870,                 32870,                581154,              1261324,,,,              1095500,              1095500,,,                              0,,,,                -16770,                 20192,                  3422,                 28187,,,                  4476,,                              0,                  4476,                              0,              1128163,                              0,                 76055,              1204218,              2465542,              0,              0,              0,,,                284868,                 36632,                 38469,                 24765,                  4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,2013年12月31日,,,,,,                  1992,,                              0,,                 80409,                 80409,,                 16938,                 16938,,                177061,,                 16605,                 16605,,                    557,                    557,,                              0,,,                449618,                449618,,                  6592,,                102140,                  4598,                106738,              1356590,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,,,                              0,,,                672106,                672106,,                366506,                206064,                160442,,                350820,                 77532,                273288,,                              0,,                              0,,                              0,,                              0,,                111383,                 63720,                 47663,                 30931,              1184430,,,                              0,                    116,,                              0,,                              0,                    116,                  8500,,                              0,,                  5170,,                  5170,,                  4319,                  9489,              1202770,,,,,,,,                 29937,,,                 19366,,,,,                120582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                322142,,,,,                     50,                177888,                177938,                177782,                    721,                152902,                 20026,                212336,                              0,                 64354,                              0,              2559360,,,,                184353,                184353,,                 29937,,                 19366,,                              0,,                120582,,                              0,,                 45129,                 45129,,                              0,                 71538,,,                              0,,                 75250,                 75250,                190013,                265263,                736168,,,                              0,,                602583,                602583,,                              0,,                    506,                    506,,                 33499,                 33499,                636588,              1372756,,,,              1095500,              1095500,,                              0,                              0,,                 24765,,                -77439,                 60669,                -16770,                  7995,,,                              0,,                  5979,                  5979,,                              0,                  5979,                              0,              1109474,                              0,                 77130,              1186604,,,,,,,
2024,2013年09月30日,,,,,,                              0,,                              0,,                 88434,                 88434,,                 18969,                 18969,,                248710,,                 19010,                 19010,,                    725,                    725,,                              0,,,                425446,                425446,,                  8635,,                131674,                  4707,                136381,              1092757,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,,,                              0,,,                672106,                672106,,                471040,                246540,                224500,,                455255,                164704,                290551,,                              0,,                              0,,                              0,,                              0,,                172821,                116994,                 55827,                              0,              1242984,,,                              0,                    116,,                              0,,                              0,                    116,                 11801,,                 16356,,                 13321,                  3000,                 11371,,                  4748,                 74739,              1329875,,,,,,,,                 29901,,,                 18814,,,,,                115399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                              0,,,,,,,                146447,,,,,,,,                              0,              2422632,,,,                295686,                295686,,                 29901,,                 18814,,                              0,,                115399,,                              0,,                 44433,                 44433,,                              0,                              0,,,                              0,,                115250,                115250,                 16138,                131388,                635621,,,                              0,,                571396,                571396,,                              0,,                     82,                     82,,                 43176,                 43176,                614654,              1250275,,,,              1095500,              1095500,,                              0,                              0,,                 24765,,                -77439,                 44996,                -32443,                 -7678,,,                              0,,                  6192,                  6192,,                              0,                  6192,                              0,              1094014,                              0,                 78343,              1172357,                  1050,                 42264,,,,,
2024,2013年06月30日,,,,,,                              0,,                              0,,                111432,                111432,,                 18079,                 18079,,                258868,,                 21999,                 21999,,                    690,                    690,,                              0,,,                483823,                483823,,                  8324,,                 91294,                  9353,                100647,              1129711,,,                              0,,                              0,,                              0,,                              0,,                              0,,                    235,                    235,,,,                              0,,,                672106,                672106,,                471984,                242217,                229767,,                457615,                158773,                298842,,                              0,,                              0,,                              0,,                              0,,                172827,                115129,                 57698,                              0,              1258413,,,                              0,                    116,,                              0,,                              0,                    116,                 11801,,                    433,,                 13423,                  3000,                 11473,,                  4923,                 59856,              1330421,,,,,,,,                 59956,,,                 26186,,,,,                 76488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,              0,,,                              0,,,,,,,                125849,,,,,,,,                              0,              2460132,,,,                393130,                393130,,                 59956,,                 26186,,                              0,,                 76488,,                              0,,                 44554,                 44554,,                              0,                              0,,,                              0,,                245250,                245250,                 14030,                259280,                859594,,,                              0,,                390208,                390208,,                              0,,                     82,                     82,,                 44154,                 44154,                434444,              1294038,,,,              1095500,              1095500,,                              0,                              0,,                 24765,,                -77439,                 34334,                -43105,                -18340,,,                              0,,                  7995,                  7995,,                              0,                  7995,                              0,              1085155,                              0,                 80939,              1166094,                  1050,                 43027,,,,,
