證券代號,年季,　 資產,　　 流動資產,　　　 現金及約當現金,　　　　 現金及約當現金總額,　　　 透過損益按公允價值衡量之金融資產－流動,　　　　 透過損益按公允價值衡量之金融資產－流動合計,　　　 應收票據淨額,　　　　 應收票據淨額,　　　 其他應收款,　　　　 其他應收款淨額,　　　 存貨,　　　　 存貨合計,　　　 預付款項,　　　　 預付款項合計,　　　 其他流動資產,　　　　 其他流動資產合計,　　　 流動資產合計,　　 非流動資產,　　　 備供出售金融資產－非流動,　　　　 備供出售金融資產－非流動淨額,　　　 採用權益法之投資,　　　　 採用權益法之投資淨額,　　　 不動產、廠房及設備,　　　　 不動產、廠房及設備合計,　　　 遞延所得稅資產,　　　 其他非流動資產,　　　　 其他非流動資產合計,　　　 非流動資產合計,　　 資產總計,　 負債及權益,　　 負債,　　　 流動負債,　　　　 短期借款,　　　　　 短期借款合計,　　　　 應付短期票券,　　　　　 應付短期票券合計,　　　　 應付票據,　　　　　 應付票據合計,　　　　 應付帳款,　　　　　 應付帳款合計,　　　　 其他應付款,　　　　　 其他應付款合計,　　　　 本期所得稅負債,　　　　 其他流動負債,　　　　　 其他流動負債合計,　　　　 流動負債合計,　　　 非流動負債,　　　　 長期借款,　　　　　 長期借款合計,　　　　 遞延所得稅負債,　　　　　 遞延所得稅負債合計,　　　　 其他非流動負債,　　　　　 其他非流動負債合計,　　　　 非流動負債合計,　　　 負債總計,　　 權益,　　　 歸屬於母公司業主之權益,　　　　 股本,　　　　　 普通股股本,　　　　　 股本合計,　　　　 資本公積,　　　　　 資本公積－發行溢價,　　　　　　 資本公積－發行溢價合計,　　　　　 資本公積－庫藏股票交易,　　　　　 資本公積－其他,　　　　　 資本公積合計,　　　　 保留盈餘,　　　　　 法定盈餘公積,　　　　　 未分配盈餘（或待彌補虧損）,　　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　　 保留盈餘合計,　　　　 其他權益,　　　　　 國外營運機構財務報表換算之兌換差額,　　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　　 備供出售金融資產未實現損益,　　　　　　 備供出售金融資產未實現損益合計,　　　　　 其他權益合計,　　　　 庫藏股票,　　　　 歸屬於母公司業主之權益合計,　　　 非控制權益,　　　 權益總額,　　 負債及權益總計,　　 待註銷股本股數,　　 預收股款（權益項下）之約當發行股數,　　 母公司暨子公司所持有之母公司庫藏股股數（單位：股）,　　　　 現金及約當現金合計,　　 資產總額,　 負債,　　 流動負債,　　　 短期借款,　　　　 短期借款合計,　　　 應付短期票券,　　　　 應付短期票券合計,　　　 應付票據,　　　　 應付票據合計,　　　 應付帳款,　　　　 應付帳款合計,　　　 其他應付款,　　　　 其他應付款合計,　　　 當期所得稅負債,　　　 其他流動負債,　　　　 其他流動負債合計,　　　 流動負債合計,　　 非流動負債,　　　 長期借款,　　　　 長期借款合計,　　　 遞延所得稅負債,　　　　 遞延所得稅負債合計,　　　 其他非流動負債,　　　　 其他非流動負債合計,　　　 非流動負債合計,　　 負債總額,　 權益,　　 歸屬於母公司業主之權益,　　　 股本,　　　　 普通股股本,　　　　 股本合計,　　　 資本公積,　　　　 資本公積－發行溢價,　　　　　 資本公積－發行溢價合計,　　　　 資本公積－庫藏股票交易,　　　　 資本公積－其他,　　　　 資本公積合計,　　　 保留盈餘,　　　　 法定盈餘公積,　　　　 未分配盈餘（或待彌補虧損）,　　　　　 未分配盈餘（或待彌補虧損）合計,　　　　 保留盈餘合計,　　　 其他權益,　　　　 國外營運機構財務報表換算之兌換差額,　　　　　 國外營運機構財務報表換算之兌換差額合計,　　　　 備供出售金融資產未實現損益,　　　　　 備供出售金融資產未實現損益合計,　　　　 其他權益合計,　　　 庫藏股票,　　　 歸屬於母公司業主之權益合計,　　 非控制權益,　　 權益總額,　　　　 其他權益－其他,　　　　　 其他權益－其他合計,　　　　 待分配股票股利
2548,2015年09月30日,,,,                200614,,                695137,,                113625,,                 43645,,             30491800,,                719008,,              4424640,             36688469,,,                              0,,                 43654,,                 23364,                 16480,,                 39899,                123397,             36811866,,,,,             12018235,,                769315,,                197100,,                855334,,                461326,                 86102,,              6759534,             21146946,,,              1242000,,                 50460,,                276724,              1569184,             22716130,,,,              2768127,              2768127,,,                350594,                 22830,                  1051,                374475,,              2306572,,              8122270,             10428842,,,                150276,,                              0,                150276,                    850,             13720870,                374866,             14095736,             36811866,              0,              0,        174354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2015年06月30日,,,,                516556,,                689755,,                 99827,,                 53624,,             29437495,,                725574,,              4869912,             36392743,,,                              0,,                 42680,,                 17080,                 16771,,                 39222,                115753,             36508496,,,,,             11758200,,                449786,,                226333,,                788558,,              1776784,                107300,,              6654800,             21761761,,,                761000,,                 40489,,                276457,              1077946,             22839707,,,,              2768127,              2768127,,,                350594,                 22830,                  1051,                374475,,              2306572,,              7761886,             10068458,,,                101590,,                              0,                101590,                    850,             13311800,                356989,             13668789,             36508496,              0,              0,        174354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2015年03月31日,,,,              1226659,,                513983,,                 72978,,                 41558,,             28266271,,                695467,,              5051872,             35868788,,,                              0,,                 44334,,                 18488,                 16771,,                 37205,                116798,             35985586,,,,,             11697557,,                229766,,                209407,,                688485,,                347309,                284113,,              6866700,             20323337,,,                989300,,                 43932,,                273950,              1307182,             21630519,,,,              2768127,              2768127,,,                489001,                 22830,                  1051,                512882,,              2165952,,              8429921,             10595873,,,                118405,,                              0,                118405,                    850,             13994437,                360630,             14355067,             35985586,              0,              0,        174354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2014年12月31日,,,,                926000,,                812174,,                 82104,,                 44704,,             27032777,,                712632,,              5210894,             34821285,,,                              0,,                 44061,,                 18013,                 16848,,                 38629,                117551,             34938836,,,,,             11394845,,                429882,,                 46676,,              1085821,,                448041,                266314,,              6531917,             20203496,,,              1217600,,                 46250,,                271518,              1535368,             21738864,,,,              2768127,              2768127,,,                489001,                 22830,                  1051,                512882,,              2165952,,              7262869,              9428821,,,                129719,,                              0,                129719,                    850,             12838699,                361273,             13199972,             34938836,              0,              0,        174354,                926000,             34938836,,,,             11394845,,                429882,,                 46676,,              1085821,,                448041,                266314,,              6531917,             20203496,,,              1217600,,                 46250,,                271518,              1535368,             21738864,,,,              2768127,              2768127,,,                489001,                 22830,                  1051,                512882,,              2165952,,              7262869,              9428821,,,                129719,,                              0,                129719,                    850,             12838699,                361273,             13199972,,,
2548,2014年09月30日,,,,              1985572,,                623002,,                 12499,,                 60862,,             28573673,,                786034,,              5583181,             37624823,,,                              0,,                 42765,,                 18932,                 14727,,                 22772,                 99196,             37724019,,,,,             13726012,,              1798245,,                215113,,                620897,,                387432,                259581,,              7506918,             24514198,,,              1369800,,                 28719,,                268587,              1667106,             26181304,,,,              2768127,              2768127,,,                489001,                 21872,                  1051,                511924,,              2165952,,              5655259,              7821211,,,                 93129,,                              0,                 93129,                    850,             11193541,                349174,             11542715,             37724019,              0,              0,        174354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2014年06月30日,,,,                510024,,                881337,,                 19601,,                 52924,,             28037321,,                739728,,              6177909,             36418844,,,                 10046,,                 37891,,                 20424,                 14968,,                 23314,                106643,             36525487,,,,,             13283798,,              1408425,,                124114,,                584237,,              1835183,                253405,,              6576004,             24065166,,,                622500,,                 20688,,                354330,                997518,             25062684,,,,              2768127,              2768127,,,                489001,                 21872,                  1051,                511924,,              2165952,,              5515325,              7681277,,,                 53924,,                    996,                 54920,                    850,             11015398,                447405,             11462803,             36525487,              0,              0,        174354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2014年03月31日,,,,                599932,,                554155,,                 57075,,                 47651,,             27365574,,                632777,,              3906267,             33163431,,,                  9003,,                 41391,,                 21618,                 15142,,                 40524,                127678,             33291109,,,,,             11554600,,                499176,,                122434,,                602948,,                230354,                127912,,              5701552,             18838976,,,                809250,,                 26348,,                347846,              1183444,             20022420,,,,              2768127,              2768127,,,                627406,                 21872,                  1051,                650329,,              1859398,,              7467988,              9327386,,,                 81554,,                   -847,                 80707,                    850,             12825699,                442990,             13268689,             33291109,              0,              0,        174354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548,2013年12月31日,,,,,,                660977,,                 60195,,                 46960,,             26868445,,                529722,,              3685114,             32112052,,,                  8225,,                 41392,,                 23014,                 15192,,                 41208,                129031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        174354,                260639,             32241083,,,,             10383483,,                698965,,                 33386,,                969505,,                413288,                 26276,,              5195976,             17720879,,,                809250,,                 27866,,                341362,              1178478,             18899357,,,,              2768127,              2768127,,,                627406,                 21872,                  1051,                650329,,              1859398,,              7547666,              9407064,,,                 88967,,                 -1625,                 87342,                    850,             12912012,                429714,             13341726,,,
2548,2013年09月30日,,,,,,                433535,,                132584,,                 66295,,             26881089,,                649785,,              2382666,             30928438,,,                  8796,,                 38086,,                 16495,                 27104,,                 58044,                148525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        170936,                382484,             31076963,,,,              9784100,,                658932,,                110893,,                581789,,                315842,                 30694,,              5021867,             16504117,,,              1120500,,                 12717,,                335140,              1468357,             17972474,,,,              2768127,              2768127,,,                627406,                 21000,                  1051,                649457,,              1859398,,              7418236,              9277634,,,                 62089,,                 -1054,                 61035,                    850,             12755403,                349086,             13104489,,,
2548,2013年06月30日,,,,,,                 31709,,                 34094,,                 47358,,             24911041,,                128186,,              1997818,             27772316,,,                  8865,,                 37909,,                 15381,                 25070,,              1443815,              1531040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              0,              0,        174354,                622110,             29303356,,,,              8435400,,                698855,,                 79087,,                560784,,              1687684,                 30098,,              3509496,             15001404,,,                750000,,                 15531,,                327099,              1092630,             16094034,,,,              2768127,              2768127,,,                627406,                 21000,                  1051,                649457,,              1859398,,              7503011,              9362409,,,                 75825,,                   -985,                 74840,                    850,             12853983,                355339,             13209322,,,
