證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 應收承購帳款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 附賣回票債券投資利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 結構型商品利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 放款手續費收入(企金),　　　　　 放款手續費收入(消金),　　　　　 保證手續費收入,　　　　　 承購帳款手續費收入,　　　　　 經紀手續費收入,　　　　　 信託業務收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 跨行手續費,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產股利收入,　　　　　 透過損益按公允價值衡量之金融資產利息收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現利益,　　　　　 持有至到期日金融資產之已實現利益合計,　　　　 持有至到期日金融資產之已實現損失,　　　　　 持有至到期日金融資產之已實現損失合計,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損迴轉利益,　　　　　 持有至到期日金融資產減損迴轉利益,　　　　　 其他金融資產減損迴轉利益,　　　　　 承受擔保品減損迴轉利益,　　　　　 資產減損迴轉利益合計,　　　　 資產減損損失,　　　　　 其他金融資產減損損失,　　　　　 資產減損損失合計,　　　　 資產減損（損失）迴轉利益淨額,　　　 採用權益法認列之關聯企業及合資損益之份額,　　　　 採用權益法認列之關聯企業及合資利益之份額,　　　　　 採用權益法認列之關聯企業及合資利益之份額,　　　　　 採用權益法認列之關聯企業及合資利益之份額合計,　　　　 採用權益法認列之關聯企業及合資損失之份額,　　　　　 採用權益法認列之關聯企業及合資損失之份額,　　　　　 採用權益法認列之關聯企業及合資損失之份額合計,　　　　 採用權益法認列之關聯企業及合資損益之份額,　　　 其他利息以外淨損益,　　　　 避險工具之淨損益－公允價值避險,　　　　　 避險工具之淨損益－公允價值避險,　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產損失,　　　　　 以成本衡量之金融資產淨損益,　　　　 以成本衡量之金融負債淨損益,　　　　　 以成本衡量之金融負債淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 投資性不動產損益,　　　　　 投資性不動產損益,　　　　 信託投資淨損益,　　　　　 信託投資淨損益,　　　　 出售不良債權淨損益,　　　　　 出售不良債權收入,　　　　　 出售不良債權淨損益,　　　　 出售承受擔保品淨損益,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨損益,　　　　 證券經紀收入淨額,　　　　　 證券經紀收入淨額,　　　　 證券承銷收入淨額,　　　　　 證券承銷收入淨額,　　　　 證券自營費用,　　　　　 證券自營費用合計,　　　　 保費收入淨額,　　　　　 保費收入淨額,　　　　 儲運業務淨損益,　　　　　 儲運業務淨損益,　　　　 銷貨淨損益,　　　　　 銷貨收入,　　　　　 銷貨淨損益,　　　　 顧問服務收入,　　　　　 顧問服務收入合計,　　　　 存款管理費收入,　　　　　 存款管理費收入合計,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租淨損益,　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 賠償收入,　　　　　 賠償收入,　　　　　 賠償收入合計,　　　　 財產交易淨損益－資產證券化,　　　　　 財產交易淨損益－資產證券化,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 災害損失,　　　　　 災害損失,　　　　　 災害損失合計,　　　　 （提存）收回保費準備淨額,　　　　　 （提存）收回保費準備淨額,　　　　 （提存）收回未決賠款準備淨額,　　　　　 （提存）收回未決賠款準備淨額,　　　　 （提存）收回輸出保險準備淨額,　　　　　 （提存）收回輸出保險準備淨額,　　　　 （提存）收回特別準備淨額,　　　　　 （提存）收回特別準備淨額,　　　　 提存意外損失準備,　　　　　 提存意外損失準備,　　　　　 提存意外損失準備合計,　　　　 其他營業準備提存,　　　　　 其他營業準備提存,　　　　　 其他營業準備提存合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 收益,　　 費損 ,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 其他應收款呆帳費用,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 租金,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 綜合損益總額,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 稀釋每股盈餘合計
2812,2017年01月01日至2017年03月31日,,,,              2526225,                    442,                 47220,                  5901,                287193,                  9968,                 81151,              2958100,,                796558,                  1909,                 46896,                  6684,                  1042,                 82445,                    502,                936036,              2022064,,,,                 41047,                 26727,                 24532,                    424,                528358,                176068,                 85978,                883134,,                  7720,                309917,                317637,                565497,,,                              0,                 31707,                485496,                240890,                 27404,                    389,                785886,,                 17646,                  3335,                111380,                387184,                519545,                266341,,,                              0,                              0,,                              0,                              0,                              0,,,                              0,,                              0,                              0,,,                 78725,                 78725,,                342686,                342686,               -263961,,,                              0,                  8424,                              0,                  8424,,                              0,                              0,                  8424,,,                              0,                              0,,                  1246,                  1246,                 -1246,,,                              0,,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                    752,                    752,,                              0,,                    200,                    200,,                              0,,                              0,                    519,                   -519,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                  6216,                    719,                  5497,                  7168,                  1238,                  5930,                580985,              4721437,              3636018,              2603049,,                 60032,                 28840,                 88872,,,                766496,                 28041,                794537,,                 54845,                 29294,                 84139,,                 61215,                488867,                550082,              1428758,,              1085419,               -207827,                877592,,              1085419,               -207827,                877592,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                -33380,               -100581,                 -1343,               -135304,               -135304,,                951458,               -209170,                742288,,                877592,,                742288,,                              0.27,                              0.00,                              0.27,,                              0.27,                              0.00,                              0.27
2812,2016年01月01日至2016年03月31日,,,,              2483427,                    272,                162665,                  5739,                143650,                  9995,                 55572,              2861320,,                857851,                  2520,                 26405,                  1599,                              0,                 99824,                    187,                988386,              1872934,,,,                 46291,                 16270,                 20702,                    268,                439045,                101225,                 74875,                698676,,                  7350,                259269,                266619,                432057,,,                              0,                 31876,                214884,                213677,                 74850,                109626,                644913,,                146147,                 88320,                200066,                219207,                653740,                 -8827,,,                              0,                              0,,                              0,                              0,                              0,,,                              0,,                              0,                              0,,,                328343,                328343,,                237452,                237452,                 90891,,,                              0,                 24509,                              0,                 24509,,                              0,                              0,                 24509,,,                              0,                              0,,                  1932,                  1932,                 -1932,,,                              0,,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                    756,                    756,,                              0,,                              0,                              0,,                              0,,                     54,                      1,                     53,,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                    100,                   -100,,                              0,                              0,,                  3394,                    256,                  3138,                  4204,                    357,                  3847,                540545,              4561965,              3641470,              2413479,,                 76355,                 31728,                108083,,,                744519,                 28149,                772668,,                 45551,                 14508,                 60059,,                 54878,                497296,                552174,              1384901,,                920495,               -130724,                789771,,                920495,               -130724,                789771,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                -19610,                155259,                    899,                136548,                136548,,              1056144,               -129825,                926319,,                789771,,                926319,,                              0.24,                              0.00,                              0.24,,                              0.24,                              0.00,                              0.24
