證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計
1456,2016年第3季,,                122029,,                 99664,                 22365,                 22365,,,                  1619,,                 11135,                 12754,,                              0,                  9611,,,                     29,,                    -72,,                              0,,                              0,,                 12785,,                              0,                -12828,                 -3217,,                              0,                 -3217,                 -3217,,,                  5591,,                              0,                              0,                  5591,                  5591,                  2374,,                 -3217,,                  2374,,                             -0.03
1456,2016年01月01日至2016年09月30日,,                342727,,                284450,                 58277,                 58277,,,                  4345,,                 48071,                 52416,,                              0,                  5861,,,                  1407,,                 -1240,,                              0,,                              0,,                 39055,,                              0,                -38888,                -33027,,                              0,                -33027,                -33027,,,                 -9513,,                              0,                              0,                 -9513,                 -9513,                -42540,,                -33027,,                -42540,,                             -0.35
1456,2015年第3季,,                158439,,                140025,                 18414,                 18414,,,                  1211,,                 19774,                 20985,,                              0,                 -2571,,,                  1838,,                    -22,,                              0,,                              0,,                 13944,,                   -119,                -12247,                -14818,,                              0,                -14818,                -14818,,,                 -8428,,                              0,                              0,                 -8428,                 -8428,                -23246,,                -14818,,                -23246,,                             -0.16
1456,2015年01月01日至2015年09月30日,,                432768,,                372067,                 60701,                 60701,,,                  5643,,                 67657,                 73300,,                              0,                -12599,,,                  2022,,                    114,,                              0,,                              0,,                 46100,,                 -1552,                -45516,                -58115,,                              0,                -58115,                -58115,,,                 26370,,                   -123,                              0,                 26247,                 26247,                -31868,,                -58115,,                -31868,,                             -0.62
