證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 應收承購帳款利息收入,　　　　 買入匯款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 附賣回票債券投資利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 結構型商品利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入(企金),　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 承購帳款手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 信託手續費,　　　　　 保管手續費,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產利息收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債利息費用,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 其他利息以外淨損益,　　　　 避險工具之淨損益－公允價值避險,　　　　　 避險工具之利益－公允價值避險,　　　　　 避險工具之淨損益－公允價值避險,　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之利益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之損失－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具投資損失,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 證券經紀收入淨額,　　　　　 證券經紀收入,　　　　　 證券經紀費用,　　　　　 證券經紀收入淨額,　　　　 證券承銷收入淨額,　　　　　 證券承銷收入,　　　　　 證券承銷費用,　　　　　 證券承銷收入淨額,　　　　 證券自營費用,　　　　　 證券自營費用,　　　　　 證券自營費用合計,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租費用,　　　　　 營業資產出租淨損益,　　　　 租賃收入,　　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易淨損益,　　　　 災害損失,　　　　　 災害損失,　　　　　 災害損失合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 收益,　　 費損 ,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 放款呆帳費用調整,　　 應收承購帳款呆帳費用,　　 應收承購帳款呆帳費用調整,　　 應收承兌票款呆帳費用,　　 保證責任準備提存,　　 應收信用卡帳款呆帳費用,　　 應收信用卡帳款呆帳費用調整,　　 其他應收款呆帳費用,　　 其他應收款呆帳費用調整,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 員工訓練費用,　　　 研究發展費用,　　　 租金,　　　 佣金支出,　　　 現金運送費,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計
2801,2016年01月01日至2016年03月31日,,,,              6874526,                 18429,                     58,                574930,                      1,                797232,                 13239,                  1195,              8279610,,              2496049,                227960,                  4553,                  3982,                  9436,                175005,                    376,              2917361,              5362249,,,,                 85731,                  3160,                117459,                 34720,                203386,                 56979,                    766,                  3051,                138647,                 62202,                  9017,                 63153,                565960,              1344231,,                  3032,                 33764,                  4341,                 22280,                180888,                244305,              1099926,,,                230893,              2568707,              5611259,                635575,                320271,              9366705,,                481339,                275077,                310730,              2222018,              5248706,              8537870,                828835,,,                101741,                101741,,                 15332,                 15332,                 86409,,,                              0,                              0,,                171367,                171367,               -171367,,,                 28201,                 28201,,                              0,                 18375,                -18375,,                363822,                363822,,                      1,                     -1,,                 12149,                    844,                 11305,,                              0,                              0,                              0,,                     57,                    -57,,                 11652,                 15649,                 -3997,,                 42765,                 42765,,                              0,                              0,,                      2,                     -2,,                 23434,                  6501,                 16933,                482023,                 41429,                440594,              2284397,             19574308,             15606642,              7646646,,                196346,               -295901,                 -7325,                   -250,                 -8161,                  1145,                  6560,                 -2941,                 58477,                   -247,                -52297,,,              2235051,                239453,              2474504,,                139731,                 38879,                178610,,                  1823,                    291,                198541,                     36,                  8530,                868942,              1078163,              3731277,,              3967666,               -573552,              3394114,,              3967666,               -573552,              3394114,,,               -246595,                480521,                 27478,                261404,                261404,,              4201592,               -546074,              3655518,,              3394114,,              3655518,,                              0.40,                              0.40,,                              0.40,                              0.40
2801,2015年01月01日至2015年03月31日,,,,              6570296,                 20658,                     84,                830562,                              0,                634486,                 11391,                    913,              8068390,,              2560879,                176739,                  2714,                  7425,                  1357,                277161,                    398,              3026673,              5041717,,,,                 89677,                  3229,                111124,                 34890,                129253,                 49954,                    759,                  2974,                217748,                 65378,                  7907,                 61720,                618460,              1393073,,                  2969,                 33249,                 10841,                 21950,                151462,                220471,              1172602,,,                 51628,              1791683,              2830627,                602116,                 49137,              5325191,,                351352,                 50513,                575489,              1957746,              1999106,              4934206,                390985,,,                 30676,                 30676,,                     79,                     79,                 30597,,,                 69410,                 69410,,                              0,                              0,                 69410,,,                 32636,                 32636,,                 10623,                 24672,                -14049,,                              0,                              0,,                      1,                     -1,,                 14337,                    910,                 13427,,                    418,                     29,                    389,,                     36,                    -36,,                  6962,                 12054,                 -5092,,                 45589,                 45589,,                     31,                     31,,                              0,                              0,,                 20174,                  4236,                 15938,                130770,                 41938,                 88832,              1752426,             15017510,             11618150,              6794143,,                269505,               -573874,                 -7276,                              0,                 -3594,                 10825,                  4117,                 -2212,                 23434,                 -5551,               -284626,,,              2179989,                233629,              2413618,,                143740,                 31617,                175357,,                  1093,                    849,                201747,                     18,                  9272,                877455,              1090434,              3679409,,              3399360,               -517303,              2882057,,              3399360,               -517303,              2882057,,,               -253874,                129546,                 20284,               -104044,               -104044,,              3275032,               -497019,              2778013,,              2882057,,              2778013,,                              0.34,                              0.34,,                              0.34,                              0.34
