證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 結構型商品利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損迴轉利益,　　　　　 資產減損迴轉利益合計,　　　　 資產減損損失,　　　　　 資產減損損失合計,　　　　 資產減損（損失）迴轉利益淨額,　　　 採用權益法認列之關聯企業及合資損益之份額,　　　　 採用權益法認列之關聯企業及合資利益之份額,　　　　　 採用權益法認列之關聯企業及合資利益之份額合計,　　　　 採用權益法認列之關聯企業及合資損失之份額,　　　　　 採用權益法認列之關聯企業及合資損失之份額合計,　　　　 採用權益法認列之關聯企業及合資損益之份額,　　　 其他利息以外淨損益,　　　　 財產交易淨損益,　　　　　 財產交易淨損益,　　　　 其他什項損益,　　　　　 其他什項損益,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　 國外營運機構淨投資避險屬有效避險部分之避險工具利益（損失）,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-可能重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 減：重分類調整數─處分國外營運機構財務報表換算之兌換差額,　　　 減：重分類調整數─除列備供出售金融資產未實現損益,　　　 減：重分類調整數─現金流量避險中屬有效避險之避險工具損益,　　　 減：重分類調整數─國外營運機構淨投資避險屬有效避險部分之避險損益,　　　 其他可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 綜合損益總額,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　　 本期稅後淨利（損）歸屬於共同控制下前手權益,　　 本期稅後淨利（損）歸屬於非控制權益,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　　 本期稅後綜合損益總額歸屬於共同控制下前手權益,　　 本期稅後綜合損益總額歸屬於非控制權益,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計
5854,2017年01月01日至2017年03月31日,,,,              9709894,                534874,              1942508,                214956,             12402232,,              3834088,                121186,                288743,                  6026,                  3298,                245418,                  1822,              4500581,              7901651,,,,              1498579,,                203198,              1295381,,,              4717512,,              7047631,             -2330119,,,                 84850,,                 20640,                 64210,,,              3644611,,                950366,              2694245,,,                  8097,,                              0,                  8097,,,                  2669,,                              0,                  2669,,,                              0,,                 -7035,                 -7035,              1727448,              9629099,,                771311,,,              3147070,                449057,              3596127,,                214081,                 39854,                253935,,              1410685,              5260747,,              3597041,               -489510,              3107531,,                              0,,              3597041,               -489510,              3107531,,,                              0,                              0,                 -1113,                              0,                              0,                              0,                              0,                 -1113,,               -679312,                790751,                              0,                              0,                     92,                              0,                              0,                              0,                              0,                              0,                              0,                107583,                219114,                218001,,              3707459,               -381927,              3325532,,              3105149,                              0,                  2382,,              3331981,                              0,                 -6449,,                              0.36,                              0.00,                              0.36
5854,2016年01月01日至2016年03月31日,,,,             10250398,              1326009,              1063290,                192041,             12831738,,              4442514,                160391,                115773,                 11950,                 10352,                241964,                 11054,              4993998,              7837740,,,,              1627819,,                193097,              1434722,,,              6618496,,              7800137,             -1181641,,,                227963,,                  7353,                220610,,,              3299909,,              1513343,              1786566,,,                  6516,,                              0,                  6516,,,                  2332,,                              0,                  2332,,,                              0,,                547126,                547126,              2816231,             10653971,,              1864327,,,              3161695,                426850,              3588545,,                231275,                 45292,                276567,,              1598256,              5463368,,              3326276,               -521466,              2804810,,                              0,,              3326276,               -521466,              2804810,,,                              0,                              0,                    -16,                              0,                              0,                              0,                              0,                    -16,,               -182357,              1324050,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                 29575,              1171268,              1171252,,              4467953,               -491891,              3976062,,              2802706,                              0,                  2104,,              3971204,                              0,                  4858,,                              0.34,                              0.00,                              0.34
