年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2017,2,1101,台泥,勤業眾信聯合會計師事務所,翁雅玲,邵志明,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1102,亞泥,勤業眾信聯合會計師事務所,郭俐雯,范有偉,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1103,嘉泥,勤業眾信聯合會計師事務所,虞成全,張耿禧,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1104,環球水泥,勤業眾信聯合會計師事務所,廖鴻儒,楊朝欽,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1108,幸福水泥,勤業眾信聯合會計師事務所,會 計 師黃海悅,會 計 師劉永富,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1109,信大水泥,資誠聯合會計師事務所,賴宗羲,徐明釧,2017-08-14,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1110,東泥,國富浩華聯合會計師事務所,蔡淑滿,謝仁耀,2017-08-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1201,味全公司,資誠聯合會計師事務所,蕭金木,張明輝,2017-08-11,保留(附加其他事項說明段)-欲強調某一事項、非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1203,味王公司,大中國際聯合會計師事務所,溫明郁,徐靖賢,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1210,大成長城,安侯建業會計師事務所,李逢暉,陳眉芳,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1213,大飲,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,2017-08-08,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1215,卜蜂企業,資誠聯合會計師事務所,謝智政,翁世榮,2017-07-31,標準式無保留核閱報告
2017,2,1216,統一,資誠聯合會計師事務所,林姿妤,林永智,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1217,愛之味,國富浩華聯合會計師事務所,黃玲雯,李青霖,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1218,泰山企業,安侯建業聯合會計師事務所,池世欽,陳嘉修,2017-08-10,保留(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1219,福壽實業,群智聯合會計師事務所,呂松裕,陳芓?,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,林淑萍,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,陳招美,2017-08-11,標準式無保留核閱報告
2017,2,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,龔則立,2017-08-03,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,柯志賢,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1232,大統益,資誠聯合會計師事務所,林姿妤,林永智,2017-08-03,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1233,天仁,安永聯合會計師事務所,蕭翠慧,曾祥裕,2017-08-11,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1234,黑松,勤業眾信聯合會計師事務所,李麗凰,陳慧銘,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1235,興泰,廣信益群聯合會計師事務所,萬益東,翁子霖,2017-08-06,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1236,宏亞食品,安永聯合會計師事務所,徐榮煌,張正道,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1256,鮮活果汁-KY,勤業眾信聯合會計師事務所,李麗凰,蘇郁琇,2017-08-10,標準式無保留核閱報告
2017,2,1262,綠悅-KY,勤業眾信聯合會計師事務所,江明南,施景彬,2017-08-07,標準式無保留核閱報告
2017,2,1301,台塑,安侯建業聯合會計師事務所,陳秀蘭,于紀隆,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1303,南亞塑膠,安侯建業聯合會計師事務所,郭欣頤,于紀隆,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1304,台聚,勤業眾信聯合會計師事務所,郭慈容,吳世宗,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1305,華夏,勤業眾信聯合會計師事務所,吳世宗,郭慈容,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1307,三芳化工,勤業眾信聯合會計師事務所,江佳玲,陳珍麗,2017-08-03,標準式無保留核閱報告
2017,2,1308,亞聚,勤業眾信聯合會計師事務所,黃秀椿,吳世宗,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1309,台達化工,勤業眾信聯合會計師事務所,吳世宗,郭慈容,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1310,台苯,正風聯合會計師事務所,周銀來,吳欣亮,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1312,國喬石化,國富浩華聯合會計師事務所,蕭英嘉,王戊昌,2017-08-14,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1313,聯成,勤業眾信聯合會計師事務所,郭文吉,劉建良,2017-08-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1314,中石化,安侯建業聯合會計師事務所,陳俊光,鍾丹丹,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1315,達新工業,國富浩華聯合會計師事務所,張福郎,王戊昌,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1316,上曜,安侯建業聯合會計師事務所,陳國宗,陳惠媛,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1319,東陽,安永聯合會計師事務所,胡子仁,黃世杰,2017-08-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1321,大洋,安侯建業聯合會計師事務所,余 聖 河,李 慈 慧,2017-08-03,保留(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、其他
2017,2,1323,永裕,資誠聯合會計師事務所,劉子猛,林姿妤,2017-08-03,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1324,地球工業,安永聯合會計師事務所,張志銘,徐榮煌,2017-08-10,標準式無保留核閱報告
2017,2,1325,恒大,勤業眾信聯合會計師事務所,姚勝雄,劉江抱,2017-08-10,標準式無保留核閱報告
2017,2,1326,台化,資誠聯合會計師事務所,周建宏,阮呂曼玉,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1337,再生-KY,勤業眾信聯合會計師事務所,許瑞軒,江佳玲,2017-08-05,標準式無保留核閱報告
2017,2,1338,廣華-KY,安侯建業聯合會計師事務所,陳宜君,林琬琬,2017-08-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1339,昭輝,勤業眾信聯合會計師事務所,吳麗冬,曾棟鋆,2017-08-12,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1340,勝悅-KY,勤業眾信聯合會計師事務所,葉淑娟,吳恪昌,2017-08-09,標準式無保留核閱報告
2017,2,1402,遠東新,勤業眾信聯合會計師事務所,施景彬,郭政弘,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1409,新纖,勤業眾信聯合會計師事務所,王錦燕,施錦川,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1410,南染,資誠聯合會計師事務所,徐聖忠,馮敏娟,2017-08-09,標準式無保留核閱報告
2017,2,1413,宏洲纖維,安侯建業聯合會計師事務所,連淑凌,池世欽,2017-08-02,標準式無保留核閱報告
2017,2,1414,東和,勤業眾信聯合會計師事務所,趙永祥,鄭欽宗,2017-08-09,標準式無保留核閱報告
2017,2,1416,廣豐,國富浩華聯合會計師事務所,高佩,林志隆,2016-08-12,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1417,嘉裕,勤業眾信聯合會計師事務所,許秀明,邵志明,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1418,東華,勤業眾信聯合會計師事務所,陳招美,何瑞軒,2017-08-04,修正式無保留核閱報告-繼續經營能力存在重大不確定性/繼續經營假設存有重大疑慮、欲強調某一事項
2017,2,1419,新紡,勤業眾信聯合會計師事務所,陳慧銘,池瑞全,2017-08-10,標準式無保留核閱報告
2017,2,1423,利華羊毛,安永聯合會計師事務所,曾祥裕,許新民,2017-08-09,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1432,大魯閣實業,資誠聯合會計師事務所,王方瑜,蕭金木,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1434,福懋興業,資誠聯合會計師事務所,周建宏,阮呂曼玉,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1435,中福國際,勤業眾信聯合會計師事務所,姚勝雄,陳昭伶,2017-08-08,標準式無保留核閱報告
2017,2,1436,華友聯,勤業眾信聯合會計師事務所,劉裕祥,郭麗園,2017-08-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1437,勤益投控,安侯建業聯合會計師事務所,呂莉莉,俞安恬,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1438,裕豐,安泰聯合會計師事務所,潘自新,蔡聰慧,2017-08-10,無保留意見
2017,2,1439,中和羊毛,安永聯合會計師事務所,徐榮煌,黃建澤,2017-08-09,標準式無保留核閱報告
2017,2,1440,南紡,資誠聯合會計師事務所,林姿妤,劉子猛,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1441,大東紡織,資誠聯合會計師事務所,周建宏,徐聖忠,2017-08-09,標準式無保留核閱報告
2017,2,1442,名軒,惠眾聯合會計師事務所,項文婷,林欣如,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1443,立益紡織,國富浩華聯合會計師事務所,邱繼盛,陳桂美,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1444,力麗,勤業眾信聯合會計師事務所,余鴻賓,邱明玉,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1445,大宇紡織,勤業眾信聯合會計師事務所,簡明彥,郭慈容,2017-08-02,標準式無保留核閱報告
2017,2,1446,宏和,安永聯合會計師事務所,黃世杰,胡子仁,2017-08-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1447,力鵬,勤業眾信聯合會計師事務所,邱明玉,余鴻賓,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1449,佳和實業,安侯建業聯合會計師事務所,陳惠媛,陳國宗,2017-06-30,保留(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1451,年興紡織,勤業眾信聯合會計師事務所,江明南,葉淑娟,2017-08-07,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1452,宏益,立本台灣聯合會計師事務所,柯俊輝,林淑萍,2017-07-31,修正式無保留核閱報告-欲強調某一事項
2017,2,1453,大將,勤業眾信聯合會計師事務所,楊靜婷,楊清鎮,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1454,台富,勤業眾信聯合會計師事務所,游素環,翁博仁,2017-08-02,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1455,集盛,國富浩華聯合會計師事務所,蕭英嘉,林美玲,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1456,怡華,安侯建業聯合會計師事務所,張淑瑩,林琇宜,2017-08-10,標準式無保留核閱報告
2017,2,1457,宜進,安侯建業聯合會計師事務所,連淑凌,池世欽,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1459,聯發紡織,勤業眾信聯合會計師事務所,黃海悅,劉永富,2017-08-02,標準式無保留核閱報告
2017,2,1460,宏遠,勤業眾信聯合會計師事務所,王燕景,李季珍,2017-08-08,修正式無保留核閱報告-採用其他會計師查核(核閱)報告且欲區分責任
2017,2,1463,強盛染整,安侯建業聯合會計師事務所,黃泳華,陳振乾,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1464,得力實業,勤業眾信聯合會計師事務所,楊朝欽,王燕景,2017-08-07,修正式無保留核閱報告-採用其他會計師查核(核閱)報告且欲區分責任
2017,2,1465,偉全實業,立本台灣聯合會計師事務所,劉克宜,許坤錫,2017-08-10,標準式無保留核閱報告
2017,2,1466,聚隆,建智聯合會計師事務所,廖年傑,曹永仁,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1467,南緯實業,安侯建業聯合會計師事務所,簡蒂暖,池世欽,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1468,昶和纖維,勤業眾信聯合會計師事務所,許庭禎,楊清鎮,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1470,大統染,勤業眾信聯合會計師事務所,謝建新,何瑞軒,2017-08-08,標準式無保留核閱報告
2017,2,1471,首利,資誠聯合會計師事務所,徐聖忠,吳漢期,2017-08-11,標準式無保留核閱報告
2017,2,1472,三洋紡,勤業眾信聯合會計師事務所,黃海悅,謝建新,2017-08-10,標準式無保留核閱報告
2017,2,1473,台南企業,資誠聯合會計師事務所,劉子猛,林姿妤,2017-08-04,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1474,弘裕,資誠聯合會計師事務所,洪淑華,徐建業,2017-08-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1475,本盟光電,資誠聯合會計師事務所,游淑芬,張淑瓊,2017-08-11,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1476,儒鴻,安侯建業聯合會計師事務所,郭欣頤,陳秀蘭,2017-08-03,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1477,聚陽實業,安侯建業聯合會計師事務所,陳蓓琪,于紀隆,2017-08-09,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,2,1503,士電,勤業眾信聯合會計師事務所,許庭禎,劉建良,2017-08-09,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
