年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2022,1,1101,台泥,勤業眾信聯合會計師事務所,黃惠敏,郭政弘,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,陳培德,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1103,嘉泥,勤業眾信聯合會計師事務所,陳薔旬,梁盛泰,2022-05-03,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1104,環泥,勤業眾信聯合會計師事務所,李季珍,楊朝欽,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1108,幸福,勤業眾信聯合會計師事務所,陳招美,陳薔旬,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1109,信大,資誠聯合會計師事務所,李秀玲,徐明釧,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1110,東泥,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1201,味全,資誠聯合會計師事務所,黃世鈞,吳郁隆,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1203,味王,大中國際聯合會計師事務所,林寬照,張卉諭,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1210,大成,安侯建業會計師事務所,鍾丹丹,李逢暉,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1213,大飲,南台聯合會計師事務所,丁澤祥,蔡玉琴,2021-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1215,卜蜂,資誠聯合會計師事務所,廖福銘,林一帆,2022-05-09,無保留結論/意見
2022,1,1216,統一,資誠聯合會計師事務所,林姿妤,田中玉,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1217,愛之味,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1218,泰山,安侯建業聯合會計師事務所,黃　欣　婷,曾　國　禓,2022-05-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2022,1,1219,福壽,群智聯合會計師事務所,呂松裕,陳芓?,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳怡琳,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1225,福懋油,勤業眾信聯合會計師事務所,廖婉怡,陳招美,2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1227,佳格,勤業眾信聯合會計師事務所,龔則立,方涵妮,2022-05-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1229,聯華,安侯建業聯合會計師事務所,許淑敏,江曉苓,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1231,聯華食,勤業眾信聯合會計師事務所,趙永祥,劉明賢,2022-05-06,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1232,大統益,資誠聯合會計師事務所,林姿妤,林永智,2022-04-29,無保留結論/意見
2022,1,1233,天仁,安永聯合會計師事務所,呂倩雯,劉慧媛,2022-05-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1234,黑松,勤業眾信聯合會計師事務所,郭乃華,池瑞全,2022-05-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2022,1,1235,興泰,群智聯合會計師事務所,呂　松　裕,陳　芓　(人予),2022-05-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
