年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2017,3,1101,台泥,勤業眾信聯合會計師事務所,翁雅玲,邵志明,2017-11-10,保留(附加其他事項說明段)-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1102,亞泥,勤業眾信聯合會計師事務所,郭俐雯,范有偉,2017-11-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1103,嘉泥,勤業眾信聯合會計師事務所,虞成全,張耿禧,2017-11-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1104,環球水泥,勤業眾信聯合會計師事務所,廖鴻儒,楊朝欽,2017-11-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1108,幸福水泥,勤業眾信聯合會計師事務所,會 計 師黃海悅,會 計 師劉永富,2017-11-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1109,信大水泥,資誠聯合會計師事務所,賴宗羲,徐明釧,2017-11-14,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1110,東泥,國富浩華聯合會計師事務所,蔡淑滿,謝仁耀,2017-11-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1201,味全公司,資誠聯合會計師事務所,蕭金木,張明輝,2017-11-13,保留(附加其他事項說明段)-欲強調某一事項、非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1203,味王公司,大中國際聯合會計師事務所,溫明郁,徐靖賢,2017-11-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1210,大成長城,安侯建業會計師事務所,李逢暉,陳眉芳,2017-08-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1213,大飲,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,2017-11-07,保留(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1215,卜蜂企業,資誠聯合會計師事務所,謝智政,翁世榮,2017-10-30,標準式無保留核閱報告
2017,3,1216,統一,資誠聯合會計師事務所,林姿妤,林永智,2017-11-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1217,愛之味,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2017-11-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1218,泰山企業,安侯建業聯合會計師事務所,池世欽,陳嘉修,2017-11-10,保留(附加其他事項說明段)-採用其他會計師查核(核閱)報告且欲區分責任、非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1219,福壽實業,群智聯合會計師事務所,呂松裕,陳芓?,2017-11-13,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,林淑萍,2017-11-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1225,福懋油,勤業眾信聯合會計師事務所,謝建新,陳招美,2017-11-09,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1227,佳格,勤業眾信聯合會計師事務所,許庭禎,龔則立,2017-11-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1229,聯華實業,安侯建業聯合會計師事務所,楊柳鋒,許淑敏,2017-11-10,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1231,聯華食品,勤業眾信聯合會計師事務所,張清福,柯志賢,2017-11-08,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
2017,3,1232,大統益,資誠聯合會計師事務所,林姿妤,林永智,2017-10-26,保留式核閱報告-非重要子公司或採用權益法之投資未經會計師查核或核閱
