年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2007,1,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,96-04-21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,96-04-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1103,嘉泥,勤業眾信會計師事務所,仲  偉,涂三遷,96-05-02,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1104,環泥,資誠會計師事務所,陳美姿,蕭金木,96-04-27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1108,幸福,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,96-04-24,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2007,1,1109,信大,致遠會計師事務所,賴宗羲,周育正,96-04-20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,96-04-24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1201,味全,資誠會計師事務所,吳郁隆,吳漢期,96-04-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1203,味王,大中國際聯合會計師事務所,林寬照,溫明郁,96-04-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益、其他
2007,1,1210,大成,安侯建業會計師事務所,鍾丹丹,丁玉山,96-04-27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1213,大飲,致 遠 會 計 師 事 務 所,"黃 敏 全 (YYY代表會�/td>鄭 戊 水 (YYY代表會�/td>96/04/20
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","鄭 戊 水 (YYY代表會�/td>96/04/20
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",96-04-20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1215,卜蜂,資誠會計師事務所,李燕松,王輝賢,96-04-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,1,1216,統一,資誠會計師事務所,李明憲,劉子猛,96-04-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
