年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2019,4,1101,台泥,勤業眾信聯合會計師事務所,翁雅玲,邵志明,2020-03-20,無保留結論/意見
2019,4,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,范有偉,2020-03-25,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1103,嘉泥,勤業眾信聯合會計師事務所,虞成全,張耿禧,2020-03-30,無保留結論/意見
2019,4,1104,環泥,勤業眾信聯合會計師事務所,廖鴻儒,楊朝欽,2020-03-26,無保留結論/意見
2019,4,1108,幸福,勤業眾信聯合會計師事務所,黃海悅,劉永富,2020-03-27,無保留結論/意見
2019,4,1109,信大,資誠聯合會計師事務所,賴宗羲,徐明釧,2020-03-31,無保留結論/意見
2019,4,1110,東泥,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2020-03-17,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1201,味全,資誠聯合會計師事務所,吳郁隆,蕭金木,2020-03-30,無保留結論/意見
2019,4,1203,味王,大中國際聯合會計師事務所,林寬照,溫明郁,2020-03-26,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1210,大成,安侯建業會計師事務所,鍾丹丹,陳眉芳,2020-03-27,無保留結論/意見
2019,4,1213,大飲,南台聯合會計師事務所,丁澤祥,蔡玉琴,2020-03-24,無保留結論/意見
2019,4,1215,卜蜂,資誠聯合會計師事務所,翁世榮,林一帆,2020-03-24,無保留結論/意見
2019,4,1216,統一,資誠聯合會計師事務所,林姿妤,林永智,2020-03-27,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1217,愛之味,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2020-03-26,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1218,泰山,安侯建業聯合會計師事務所,池世欽,陳宗哲,2020-03-26,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1219,福壽,群智聯合會計師事務所,呂松裕,吳乾萌,2020-03-25,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任
2019,4,1220,台榮,立本台灣聯合會計師事務所,陳玉芳,陳怡琳,2020-03-25,無保留結論/意見
2019,4,1225,福懋油,勤業眾信聯合會計師事務所,廖婉怡,陳招美,2020-03-30,無保留結論/意見(強調事項或其他事項)-其他
2019,4,1227,佳格,勤業眾信聯合會計師事務所,龔則立,楊清鎮,2020-03-18,無保留結論/意見
2019,4,1229,聯華,安侯建業聯合會計師事務所,江曉苓,楊柳鋒,2020-03-30,無保留結論/意見(強調事項或其他事項)
2019,4,1231,聯華食,勤業眾信聯合會計師事務所,張　清　福,趙　永　祥,2020-03-18,無保留結論/意見
2019,4,1232,大統益,資誠聯合會計師事務所,林姿妤,林永智,2020-03-20,無保留結論/意見
2019,4,1233,天仁,安永聯合會計師事務所,呂倩雯,劉慧媛,2020-03-23,無保留結論/意見
2019,4,1234,黑松,勤業眾信聯合會計師事務所,郭乃華,謝明忠,2020-03-25,無保留結論/意見
2019,4,1235,興泰,國富浩華聯合會計師事務所,李青霖,謝仁耀,2020-03-27,無保留結論/意見(強調事項或其他事項)-其他事項－前期由其他會計師查核（核閱）
2019,4,1236,宏亞,安永聯合會計師事務所,張正道,黃建澤,2020-02-26,無保留結論/意見(強調事項或其他事項)-其他事項－採用其他會計師查核（核閱）報告且欲區分責任、其他
2019,4,1256,鮮活果汁-KY,勤業眾信聯合會計師事務所,謝明忠,呂宜真,2020-03-30,無保留結論/意見
