年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2005,4,1101,台泥,勤業眾信會計師事務所,郭政弘,魏永篤,95-03-29,修正式無保留意見--會計原則變動、前期由其他會計師查核
2005,4,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,95-03-13,無保留意見
2005,4,1103,嘉泥,勤業眾信會計師事務所,涂三遷,方小萍,95-03-17,修正式無保留意見--會計原則變動
2005,4,1104,環泥,資誠會計師事務所,陳美姿,張明輝,95-04-05,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1108,幸福,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,95-03-20,無保留意見
2005,4,1109,信大,致遠會計師事務所,賴宗羲,李秀玲,95-02-21,無保留意見
2005,4,1110,東泥,建興聯合會計師事務所,劉吉雄,蔡淑滿,95-03-11,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1201,味全,資誠會計師事務所,吳郁隆,吳漢期,95-04-10,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1203,味王,大中國際聯合會計師事務所,林寬照,溫明郁,95-04-06,修正式無保留意見--採用其他會計師查核且欲區分責任、會計原則變動
2005,4,1210,大成,安侯建業會計師事務所,鍾丹丹,陳眉芳,95-04-19,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1213,大飲,致遠會計師事務所,何 志 儒(YYY代表會計,阮 呂 艷(YYY代表會計,95-02-17,無保留意見
2005,4,1215,卜蜂,資誠會計師事務所,李燕松,王輝賢,95-04-14,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1216,統一,資誠會計師事務所,李明憲,劉子猛,95-03-31,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,95-03-31,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1218,泰山,安侯建業會計師事務所,簡蒂暖,林瞳,95-04-11,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1219,福壽,群智聯合會計師事務所,黃春生,陳郁惠,95-02-25,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,95-02-21,修正式無保留意見--會計原則變動
2005,4,1225,福懋油,勤業眾信會計師事務所,謝建新,吳恩銘,95-02-24,無保留意見
2005,4,1229,聯華,安侯建業會計師事務所,許淑敏,江忠儀,95-03-31,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1231,聯華食,勤業眾信會計師事務所,張清福,陳清祥,95-03-06,修正式無保留意見--採用其他會計師查核且欲區分責任
2005,4,1232,大統益,資誠會計師事務所,李明憲,劉子猛,95-03-10,無保留意見
