年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2003,4,1101,台泥,致遠會計師事務所,李明昱,陳慕賢,93-04-16,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1102,亞泥,勤業眾信會計師事務所,顏漏有,王金山,93-03-05,無保留意見
2003,4,1103,嘉泥,勤業眾信會計師事務所,方小萍,仲偉,93-03-18,修正式無保留意見--欲強調某一事項
2003,4,1104,環泥,資誠會計師事務所,王嘉瑜,陳美姿,93-03-19,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1108,幸福,勤業眾信 會 計 師 事 務 所,施景彬(YYY代表會計師,陳招美(YYY代表會計師,93-03-16,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1109,信大,致遠會計師事務所,賴宗羲,李秀玲,93-02-20,無保留意見
2003,4,1110,東泥,建興聯合會計師事務所,劉吉雄,黃鈴雯,93-02-24,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1201,味全,資誠會計師事務所,陳永清,吳郁隆,93-03-29,修正式無保留意見--欲強調某一事項
2003,4,1203,味王,大中國際聯合會計師事務所,林寬照,李聰明,92-03-26,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1210,大成,安侯建業會計師事務所,鍾丹丹,陳眉芳,93-04-12,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1213,大飲,致 遠 會 計 師 事 務 所,"黃 學 平 (YYY代表會�/td>何 志 儒 (YYY代表會�/td>93/02/05
無保留意見","何 志 儒 (YYY代表會�/td>93/02/05
無保留意見",93-02-05,無保留意見
2003,4,1215,卜蜂,資誠會計師事務所,李燕松,王輝賢,93-04-12,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1216,統一,資誠會計師事務所,李明憲,蔡金拋,93-03-30,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,93-03-08,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1218,泰山,安侯建業聯合會計師事務所,陳嘉修,吳昭德,93-03-24,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1219,福壽,群智聯合會計師事務所,黃春生,方文寶,93-02-20,修正式無保留意見--採用其他會計師查核且欲區分責任
2003,4,1220,台榮,立本台灣聯合會計師事務所,陶鴻文,郭昌華,93-02-06,無保留意見
