年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2004,3,1101,台泥,致遠會計師事務所,陳慕賢,楊智惠,93-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,93-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1103,嘉泥,勤業眾信會計師事務所,方小萍,涂三遷,93-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1104,環泥,資誠會計師事務所,王嘉瑜,陳美姿,93-10-27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1108,幸福,勤業眾信會計師事務所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,93-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1109,信大,致遠會計師事務所,李秀玲,鄧泗堂,93-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1110,東泥,建興聯合會計師事務所,劉吉雄,黃鈴雯,93-10-16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1201,味全,資誠會計師事務所,陳永清,陳順發,93-10-18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1203,味王,大中國際聯合會計師事務所,林寬照,李聰明,93-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1210,大成,安侯建業會計師事務所,鍾丹丹,陳眉芳,93-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1213,大飲,志 遠 會 計 師 事 務 所,"黃 學 平 (YYY代表會�/td>何 志 儒 (YYY代表會�/td>93/10/20
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","何 志 儒 (YYY代表會�/td>93/10/20
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",93-10-20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1215,卜蜂,資誠會計師事務所,王輝賢,吳郁隆,93-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1216,統一,資誠會計師事務所,蔡金拋,劉子猛,93-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2004,3,1217,愛之味,建 興 聯 合 會 計 師 事 務 所,劉吉雄,黃有慶,93-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
