年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2007,3,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,96-10-15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1102,亞泥,勤業眾信會計師事務所,戴信維,郭俐雯,96-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1103,嘉泥,勤業眾信會計師事務所,仲  偉,涂三遷,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1104,環泥,資誠會計師事務所,王嘉瑜,蕭金木,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1108,幸福,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,96-10-24,保留式核閱報告--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2007,3,1109,信大,資誠會計師事務所,賴宗羲,周育正,96-10-29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,96-10-17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1201,味全,資誠會計師事務所,吳郁隆,吳漢期,96-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1203,味王,大中國際聯合會計師事務所,林寬照,溫明郁,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1210,大成,安侯建業會計師事務所,鍾丹丹,丁玉山,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1213,大飲,安永會計師事務所,黃 敏 全(YYY代表會計,鄭 戊 水(YYY代表會計,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1215,卜蜂,資誠會計師事務所,李燕松,翁世榮,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1216,統一,資誠會計師事務所,李明憲,林姿妤,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1218,泰山,安侯建業會計師事務所,簡蒂暖,陳嘉修,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1219,福壽,群智聯合會計師事務所,黃奕睿,陳郁惠,96-10-18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1225,福懋油,勤業眾信會計師事務所,吳恩銘,陳招美,96-10-16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,96-10-16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1229,聯華,安侯建業會計師事務所,許淑敏,江忠儀,96-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1231,聯華食,勤業眾信會計師事務所,蔡振財,陳清祥,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1232,大統益,資誠會計師事務所,劉子猛,林姿妤,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1233,天仁,致遠 聯 合 會 計 師 事 務 所,"蕭翠慧 (YYY代表會計�/td>鄧泗堂 (YYY代表會計�/td>96/10/18
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","鄧泗堂 (YYY代表會計�/td>96/10/18
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",96-10-18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1234,黑松,勤業眾信會計師事務所,林義峰,游素環,96-10-16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1235,興泰,第一聯合會計師事務所,林克武,王戊昌,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1236,宏亞,安永會計師事務所,徐榮煌,鄭戊水,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1301,台塑,安侯建業會計師事務所,寇惠植,李慈慧,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1303,南亞,安侯建業會計師事務所,李慈慧,寇惠植,96-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1304,台聚,勤業眾信會計師事務所,郭慈容,黃秀椿,96-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,郭慈容,黃秀椿,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1307,三芳,安侯建業會計師事務所,楊博任,陳國宗,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,黃 秀 椿,王 小 蕙,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1309,台達化,勤業眾信會計師事務所,韋亮發,王小蕙,96-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1310,台苯,正風聯合會計師事務所,黃國師,周銀來,96-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1312,國喬,第一聯合會計師事務所,張福郎,林克武,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,96-10-18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1314,中石化,安侯建業會計師事務所,陳眉芳,林琬琬,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1315,達新,第一聯合會計師事務所,林克武,王戊昌,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1316,上曜,資誠會計師事務所,李明憲,林姿妤,96-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1319,東陽,安永會計師事務所,黃世杰,王金來,96-10-18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1321,大洋,安侯建業會計師事務所,呂觀文,楊美雪,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1323,永裕,勤業眾信會計師事務所,林卉娟,李季珍,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1324,地球,安永會計師事務所,黃素珍,楊文安,96-10-19,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1325,恆大,勤業眾信會計師事務所,蕭天厚,張瑞娜,96-10-16,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1326,台化,安永會計師事務所,鄭戊水,游朝堂,96-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1402,遠東新,勤業眾信會計師事務所,施景彬,吳恩銘,96-10-23,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1409,新纖,勤業眾信會計師事務所,"王錦燕 (YYY代表會計�/td>李麗凰 (YYY代表會計�/td>96/10/24
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益","李麗凰 (YYY代表會計�/td>96/10/24
保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益",96-10-24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1410,南染,安永會計師事務所,黃敏全,游朝堂,96-10-15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2007,3,1413,宏洲,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,96-10-26,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
