年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2007,2,1101,台泥,勤業眾信會計師事務所,郭政弘,邵志明,96-08-21,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1102,亞泥,勤業眾信會計師事務所,戴信維,郭俐雯,96-08-06,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1103,嘉泥,勤業眾信會計師事務所,仲  偉,涂三遷,96-08-27,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1104,環泥,資誠會計師事務所,王嘉瑜,蕭金木,96-08-22,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1108,幸福,勤業眾信會計師事務所,吳恩銘(YYY代表會計師,施景彬(YYY代表會計師,96-08-10,保留意見--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2007,2,1109,信大,資誠會計師事務所,賴宗羲,周育正,96-08-03,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1110,東泥,建興聯合會計師事務所,蔡淑滿,劉奕宏,96-08-17,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1201,味全,資誠會計師事務所,吳郁隆,吳漢期,96-08-17,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1203,味王,大中國際聯合會計師事務所,林寬照,溫明郁,96-08-16,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1210,大成,安侯建業會計師事務所,丁玉山,鍾丹丹,96-08-29,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1213,大飲,致遠會計師事務所,黃 敏 全(YYY代表會計,鄭 戊 水(YYY代表會計,96-08-14,無保留意見
2007,2,1215,卜蜂,資誠會計師事務所,李燕松,王輝賢,96-08-24,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1216,統一,資誠會計師事務所,李明憲,林姿妤,96-08-25,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1217,愛之味,建興聯合會計師事務所,劉奕宏,柯清泉,96-08-19,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1218,泰山,安侯建業會計師事務所,簡蒂暖,林瞳,96-08-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1219,福壽,群智聯合會計師事務所,黃奕睿,陳郁惠,96-07-31,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,96-07-27,無保留意見
2007,2,1225,福懋油,勤業眾信會計師事務所,吳恩銘,陳招美,96-08-02,無保留意見
2007,2,1227,佳格,勤業眾信會計師事務所,許庭禎,郭文吉,96-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1229,聯華,安侯建業會計師事務所,許淑敏,江忠儀,96-08-24,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1231,聯華食,勤業眾信會計師事務所,蔡振財,陳清祥,96-08-15,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1232,大統益,資誠會計師事務所,劉子猛,林姿妤,96-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1233,天仁,致遠 聯 合 會 計 師 事 務 所,"蕭翠慧 (YYY代表會計�/td>鄧泗堂 (YYY代表會計�/td>96/08/15
無保留意見","鄧泗堂 (YYY代表會計�/td>96/08/15
無保留意見",96-08-15,無保留意見
2007,2,1234,黑松,勤 業 眾 信 會 計 師 事 務 所,林義峰,游素環,96-07-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1235,興泰,第一聯合會計師事務所,林克武,王戊昌,96-08-03,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1236,宏亞,致遠會計師事務所,徐榮煌,鄭戊水,96-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1301,台塑,安侯建業會計師事務所,吳秋華,寇惠植,96-08-15,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1303,南亞,安侯建業會計師事務所,吳秋華,李慈慧,96-08-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1304,台聚,勤業眾信會計師事務所,郭慈容,黃秀椿,96-08-11,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,郭慈容,黃秀椿,96-07-31,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1307,三芳,安侯建業會計師事務所,陳國宗,楊博任,96-08-15,無保留意見
2007,2,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,黃 秀 椿,王 小 蕙,96-08-07,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1309,台達化,勤業眾信會計師事務所,韋亮發,王小蕙,96-08-08,無保留意見
2007,2,1310,台苯,正風聯合會計師事務所,黃國師,周銀來,96-08-23,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1312,國喬,第一聯合會計師事務所,張福郎,林克武,96-08-17,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,96-08-18,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1314,中石化,安侯建業會計師事務所,陳眉芳,林琬琬,96-08-24,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1315,達新,第一聯合會計師事務所,林克武,王戊昌,96-08-21,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1316,上曜,資誠會計師事務所,李明憲,林姿妤,96-08-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1319,東陽,致遠會計師事務所,黃世杰,王金來,96-08-21,修正式無保留意見--採用其他會計師查核且欲區分責任
2007,2,1321,大洋,安侯建業會計師事務所,呂觀文,楊美雪,96-08-13,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1323,永裕,勤業眾信會計師事務所,黃李松,林卉娟,96-08-01,無保留意見
2007,2,1324,地球,致遠會計師事務所,楊文安,黃素珍,96-07-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1325,恆大,勤 業 眾 信 會 計 師 事 務 所,蕭 天 厚,張 瑞 娜,96-07-26,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1326,台化,致遠會計師事務所,鄭戊水,游朝堂,96-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1402,遠東新,勤業眾信會計師事務所,施景彬,吳恩銘,96-08-06,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1409,新纖,勤業眾信會計師事務所,"王錦燕 (YYY代表會計�/td>李麗凰 (YYY代表會計�/td>96/08/23
修正式無保留意見--採用其他會計師查核且欲區分責任","李麗凰 (YYY代表會計�/td>96/08/23
修正式無保留意見--採用其他會計師查核且欲區分責任",96-08-23,修正式無保留意見--採用其他會計師查核且欲區分責任
2007,2,1410,南染,致遠會計師事務所,黃敏全,游朝堂,96-07-25,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1413,宏洲,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,96-08-11,修正式無保留意見--會計原則變動
2007,2,1414,東和,安侯建業會計師事務所,陳國宗,楊博任,96-08-08,無保留意見
2007,2,1416,廣豐,第一聯合會計師事務所,張福郎,高佩,96-08-06,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1417,嘉裕,勤業眾信會計師事務所,郭政弘,邵志明,96-07-26,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1418,東華,勤業眾信會計師事務所,劉永富,陳杰忠,96-08-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1419,新紡,勤業眾信會計師事務所,林義峰,林宜慧,96-07-22,無保留意見
2007,2,1423,利華,致遠會計師事務所,鄧泗堂,戴興鉦,96-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1432,大魯閣,資誠會計師事務所,周筱姿,蕭金木,96-08-29,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1434,福懋,致遠會計師事務所,鄭戊水,游朝堂,96-07-27,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1435,中福,勤業眾信會計師事務所,陳照敏會計師,劉江抱會計師,96-08-14,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1436,華友聯,勤業眾信會計師事務所,吳恩銘,施景彬,96-07-19,修正式無保留意見--會計原則變動
2007,2,1437,勤益控,安侯建業會計師事務所,呂莉莉,關春修,96-08-15,修正式無保留意見--採用其他會計師查核且欲區分責任
2007,2,1438,裕豐,安泰聯合會計師事務所,萬文慧,陳兆宏,96-08-10,保留意見--適用新公報、依被投資公司未經會計師查核報告認列投資損益
2007,2,1439,中和,致遠會計師事務所,"戴興鉦 (YYY代表會計�/td>潘愛華 (YYY代表會計�/td>96/07/26
修正式無保留意見--會計原則變動","潘愛華 (YYY代表會計�/td>96/07/26
修正式無保留意見--會計原則變動",96-07-26,修正式無保留意見--會計原則變動
2007,2,1440,南紡,資誠會計師事務所,李明憲,林姿妤,96-08-20,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1441,大東,安侯建業會計師事務所,李慈慧,吳秋華,96-08-23,保留意見--依被投資公司未經會計師查核報告認列投資損益
2007,2,1442,名軒,惠 眾 會 計 師 事 務 所,盧聯生,項文婷,96-08-10,修正式無保留意見--採用其他會計師查核且欲區分責任
2007,2,1443,立益,第一聯合會計師事務所,甘有財,張福郎,96-08-21,保留意見--依被投資公司未經會計師查核報告認列投資損益
