年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2021,3,1101,台泥,勤業眾信聯合會計師事務所,邵志明,黃惠敏,2021-11-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1102,亞泥,勤業眾信聯合會計師事務所,戴信維,陳培德,2021-11-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1103,嘉泥,勤業眾信聯合會計師事務所,陳薔旬,張耿禧,2021-11-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1104,環泥,勤業眾信聯合會計師事務所,李季珍,楊朝欽,2021-11-15,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1108,幸福,勤業眾信聯合會計師事務所,會 計 師陳招美,會 計 師陳薔旬,2021-11-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1109,信大,資誠聯合會計師事務所,賴宗羲,徐明釧,2021-11-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1110,東泥,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2021-11-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1201,味全,資誠聯合會計師事務所,吳郁隆,黃世鈞,2021-11-08,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1203,味王,大中國際聯合會計師事務所,林寬照,溫明郁,2021-11-12,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1210,大成,安侯建業聯合會計師事務所,鍾丹丹,陳眉芳,2021-11-05,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1213,大飲,南台聯合會計師事務所,丁澤祥,蔡玉琴,2021-11-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1215,卜蜂,資誠聯合會計師事務所,廖福銘,林一帆,2021-11-08,無保留結論/意見
2021,3,1216,統一,資誠聯合會計師事務所,林姿妤,田中玉,2021-11-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1217,愛之味,國富浩華聯合會計師事務所,蔡淑滿,李青霖,2021-11-11,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1218,泰山,安侯建業聯合會計師事務所,黃欣婷,曾國禓,2021-11-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱、其他
2021,3,1219,福壽,群智聯合會計師事務所,呂松裕,陳芓?,2021-11-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳怡琳,2021-11-09,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1225,福懋油,勤業眾信聯合會計師事務所,廖婉怡,陳招美,2021-11-10,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
2021,3,1227,佳格,勤業眾信聯合會計師事務所,龔則立,方涵妮,2021-11-08,保留結論/意見-非重要子公司或採用權益法之投資未經會計師查核或核閱
