年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2003,3,1101,台泥,致遠會計師事務所,李明昱,陳慕賢,92-10-21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1102,亞泥,勤業眾信會計師事務所,顏漏有,王金山,92-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1103,嘉泥,勤業眾信會計師事務所,仲偉,方小萍,92-10-20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1104,環泥,資誠會計師事務所,王嘉瑜,陳美姿,92-10-29,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1108,幸福,勤業眾信會計師事務所,施景彬(YYY代表會計師,陳招美(YYY代表會計師,92-10-21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1109,信大,致遠會計師事務所,賴宗羲,李秀玲,92-10-20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1110,東泥,建興聯合會計師事務所,蘇炳章,黃鈴雯,92-10-15,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1201,味全,資誠會計師事務所,陳永清,吳郁隆,92-10-24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1203,味王,大中國際聯合會計師事務所,林寬照,李聰明,92-10-24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1210,大成,安侯建業會計師事務所,丁玉山,林賢郎,91-10-22,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1213,大飲,致 遠 會 計 師 事 務 所,黃 敏 全(YYY代表會計,黃 學 平(YYY代表會計,92-10-20,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1215,卜蜂,資誠會計師事務所,李燕松,王輝賢,92-10-21,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1216,統一,資誠會計師事務所,李明憲,蔡金拋,92-10-27,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1217,愛之味,建 興 聯 合 會 計 師 事 務 所,蘇炳章,黃鈴雯,92-10-25,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1218,泰山,安侯建業聯合會計師事務所,陳嘉修,吳昭德,92-10-18,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1219,福壽,群智聯合會計師事務所,黃春生,方文寶,92-10-24,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
2003,3,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,92-10-21,標準式無保留核閱報告
2003,3,1225,福懋油,勤業眾信會計師事務所,吳恩銘,謝建新,92-10-17,保留式核閱報告--依被投資公司未經會計師查核報告認列投資損益
