年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2004,4,1101,台泥,致遠會計師事務所,陳慕賢,楊智惠,94-03-31,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1102,亞泥,勤業眾信會計師事務所,范有偉,郭俐雯,94-03-08,無保留意見
2004,4,1103,嘉泥,勤業眾信會計師事務所,涂三遷,方小萍,94-03-18,無保留意見
2004,4,1104,環泥,資誠會計師事務所,王嘉瑜,陳美姿,94-03-21,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1108,幸福,勤業眾信 會 計 師 事 務 所,吳恩銘(YYY代表會計師,陳招美(YYY代表會計師,94-03-25,無保留意見
2004,4,1109,信大,致遠會計師事務所,李秀玲,鄧泗堂,94-02-25,無保留意見
2004,4,1110,東泥,建興聯合會計師事務所,劉吉雄,蔡淑滿,94-03-05,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1201,味全,資誠會計師事務所,陳永清,吳漢期,94-04-08,修正式無保留意見--欲強調某一事項
2004,4,1203,味王,大中國際聯合會計師事務所,溫明郁,許伯彥,94-04-01,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1210,大成,安侯建業會計師事務所,鍾丹丹,陳眉芳,94-04-18,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1213,大飲,致 遠 會 計 師 事 務 所,"何 志 儒 (YYY代表會�/td>阮 呂 艷 (YYY代表會�/td>94/02/28
無保留意見","阮 呂 艷 (YYY代表會�/td>94/02/28
無保留意見",94-02-28,無保留意見
2004,4,1215,卜蜂,資誠會計師事務所,賴春田,王輝賢,94-04-22,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1216,統一,資誠會計師事務所,蔡金拋,劉子猛,94-03-29,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1217,愛之味,建興聯合會計師事務所,劉吉雄,黃有慶,94-03-28,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1218,泰山,安侯建業聯合會計師事務所,簡蒂暖,吳昭德,93-03-15,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1219,福壽,群智聯合會計師事務所,陳北緯,呂亞哲,94-02-04,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1220,台榮,立本台灣聯合會計師事務所,柯俊輝,柯俊榮,94-02-19,無保留意見
2004,4,1225,福懋油,勤業眾信會計師事務所,吳恩銘,謝建新,94-03-04,修正式無保留意見--欲強調某一事項
2004,4,1227,佳格,勤業眾信會計師事務所,郭文吉,何瑞軒,94-08-16,無保留意見
2004,4,1229,聯華,安侯建業會計師事務所,許淑敏,江忠儀,94-03-30,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1231,聯華食,勤業眾信會計師事務所,張清福,陳清祥,94-02-21,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1232,大統益,資誠會計師事務所,李明憲,林姿妤,94-03-17,無保留意見
2004,4,1233,天仁,致遠 聯 合 會 計 師 事 務 所,"梁再添 (YYY代表會計�/td>陳添益 (YYY代表會計�/td>94/02/17
無保留意見","陳添益 (YYY代表會計�/td>94/02/17
無保留意見",94-02-17,無保留意見
2004,4,1234,黑松,勤業眾信  會 計 師 事 務 所,陳慧銘,游素環,94-03-07,無保留意見
2004,4,1235,興泰,第一聯合會計師事務所,張福郎,甘有財,94-03-25,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1236,宏亞,致遠會計師事務所,徐榮煌,徐憶芳,94-01-31,無保留意見
2004,4,1301,台塑,安侯建業會計師事務所,吳秋華,寇惠植,94-02-25,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1303,南亞,安候建業會計師事務所,吳秋華,李慈慧,94-04-12,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1304,台聚,勤 業 眾 信 會 計 師 事 務 所,韋 亮 發,范 有 偉,94-03-03,無保留意見
2004,4,1305,華夏,勤 業 眾 信 會 計 師 事 務 所,范有偉,王小蕙,94-02-22,無保留意見
2004,4,1307,三芳,安侯建業聯合會計師事務所,楊博任,陳惠媛,94-03-08,無保留意見
2004,4,1308,亞聚,勤 業 眾 信 會 計 師 事 務 所,王 小 蕙,范 有 偉,94-02-24,無保留意見
2004,4,1309,台達化,勤業眾信會計師事務所,王小蕙,范有偉,94-02-24,無保留意見
2004,4,1310,台苯,正風聯合會計師事務所,黃國師,周銀來,94-03-18,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1312,國喬,第一聯合會計師事務所,蕭英嘉,林志隆,94-03-30,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1313,聯成,勤業眾信會計師事務所,郭文吉,許庭禎,94-03-25,無保留意見
2004,4,1314,中石化,安侯建業會計師事務所,陳眉芳,鍾丹丹,94-03-18,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1315,達新,第一聯合會計師事務所,張福郎,林克武,94-03-21,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1316,上曜,資誠會計師事務所,劉子猛,林姿妤,94-03-20,無保留意見
2004,4,1319,東陽,致遠會計師事務所,吳健源,游朝堂,94-03-15,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1321,大洋,安侯建業會計師事務所,吳清堅,蔡松棋,94-03-14,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1323,永裕,勤業眾信會計師事務所,黃李松,林卉娟,94-02-23,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1324,地球,致遠會計師事務所,佟韻玲,李惠美,94-02-19,無保留意見
2004,4,1325,恆大,勤業眾信會計師事務所,陳照敏,曾有財,94-02-18,無保留意見
2004,4,1326,台化,致遠會計師事務所,阮呂豔,何志儒,94-02-24,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1402,遠東新,勤業眾信會計師事務所,游智惠,魏永篤,94-03-08,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1409,新纖,勤業眾信會計師事務所,"劉水恩 (YYY代表會計�/td>王錦燕 (YYY代表會計�/td>94/04/16
修正式無保留意見--採用其他會計師查核且欲區分責任","王錦燕 (YYY代表會計�/td>94/04/16
修正式無保留意見--採用其他會計師查核且欲區分責任",94-04-16,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1410,南染,致遠會計師事務所,何志儒,阮呂艷,94-01-19,無保留意見
2004,4,1413,宏洲,立本台灣聯合會計師事務所,柯俊輝,陳玉芳,94-02-26,無保留意見
2004,4,1414,東和,安侯建業會計師事務所,方惠玲,楊博任,94-02-22,無保留意見
2004,4,1416,廣豐,第 一 聯 合 會 計 師 事 務 所,林志隆,高  佩,94-04-19,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1417,嘉裕,致 遠 會 計 師 事 務 所,賴明陽,徐憶芳,94-03-11,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1418,東華,勤業眾信會計師事務所,黃海悅,林谷同,94-03-18,無保留意見
2004,4,1419,新紡,勤業眾信會計師事務所,陳慧銘,林義峰,94-03-04,無保留意見
2004,4,1423,利華,致遠會計師事務所,戴興鉦,潘愛華,94-03-05,無保留意見
2004,4,1432,大魯閣,致 遠 會 計 師 事 務 所,蕭翠慧,梁再添,94-04-12,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1434,福懋,致遠會計師事務所,何志儒,阮呂艷,94-02-02,修正式無保留意見--採用其他會計師查核且欲區分責任
2004,4,1435,中福,勤業眾信會計師事務所,黃廷育會計師,吳恩銘會計師,95-10-27,修正式無保留意見--欲強調某一事項
2004,4,1436,華友聯,勤業眾信會計師事務所,卓明信,游智惠,94-03-16,無保留意見
2004,4,1437,勤益控,安侯建業會計師事務所,俞安恬,呂莉莉,94-03-25,修正式無保留意見--採用其他會計師查核且欲區分責任
