年,季,公司代號,公司簡稱,簽證會計師事務所名稱,簽證會計師,簽證會計師,核閱或查核日期,核閱或查核報告類型
2003,2,1101,台泥,致遠會計師事務所,李明昱,陳慕賢,92-08-14,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1102,亞泥,勤業眾信會計師事務所,李振銘,王金山,92-08-08,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1103,嘉泥,勤業眾信會計師事務所,仲偉,方小萍,92-08-04,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1104,環泥,資誠會計師事務所,王嘉瑜,陳美姿,92-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1108,幸福,勤業眾信會計師事務所,施景彬(YYY代表會計師,陳招美(YYY代表會計師,92-08-06,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1109,信大,致遠會計師事務所,賴宗羲,李秀玲,92-07-25,無保留意見
2003,2,1110,東泥,建興聯合會計師事務所,蘇炳章,黃鈴雯,92-08-05,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1201,味全,資誠會計師事務所,陳永清,吳郁隆,92-08-25,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1203,味王,大中國際聯合會計師事務所,林寬照,李聰明,92-08-13,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1210,大成,安侯建業會計師事務所,丁玉山,林賢郎,92-08-15,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1213,大飲,致遠會計師事務所,黃 敏 全(YYY代表會計,黃 學 平(YYY代表會計,92-08-11,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1215,卜蜂,資誠會計師事務所,賴春田,李燕松,92-08-22,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1216,統一,資誠會計師事務所,李明憲,蔡金拋,92-08-15,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1217,愛之味,建興聯合會計師事務所,蘇炳章,黃鈴雯,92-08-10,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1218,泰山,安侯建業會計師事務所,陳嘉修,吳昭德,92-08-15,保留意見--依被投資公司未經會計師查核報告認列投資損益
2003,2,1219,福壽,群智聯合會計師事務所,黃春生,方文寶,92-07-31,保留意見--依被投資公司未經會計師查核報告認列投資損益
