證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
1440,2015年第3季,,              5445721,,              4745166,                700555,                700555,,,                314165,,                197882,,                  8406,                520453,                180102,,,                 99103,,                 71917,,                 24625,,                109694,                256089,                436191,,                 81969,                354222,                354222,,,                310222,                -71995,,                 33859,                  5657,                266429,                266429,                620651,,                378469,                -24247,,                644908,                -24257,,                              0.23,                              0.23,,                              0.23,                              0.23,,,,,,
1440,2015年第2季,,              5965110,,              5124164,                840946,                840946,,,                328277,,                175915,,                  7610,                511802,                329144,,,                105906,,                 16510,,                 24741,,                 86601,                184276,                513420,,                109060,                404360,                404360,,,               -132393,               -396810,,                -10373,                  1292,               -540868,               -540868,               -136508,,                426378,                -22018,,               -114483,                -22025,,                              0.26,                              0.26,,                              0.26,                              0.26,,,,,,
1440,2015年01月01日至2015年09月30日,,             16690084,,             14505560,              2184524,              2184524,,,              1019863,,                554620,,                 23954,              1598437,                586087,,,                309396,,                 79216,,                 74255,,                286366,                600723,              1186810,,                237420,                949390,                949390,,,                 63005,               -560055,,                 16197,                 10751,               -491604,               -491604,                457786,,              1008360,                -58970,,                516773,                -58987,,                              0.61,                              0.61,,                              0.61,                              0.61,,,,,,
1440,2015年01月01日至2015年06月30日,,             11244363,,              9760394,              1483969,              1483969,,,                705698,,                356738,,                 15548,              1077984,                405985,,,                210293,,                  7299,,                 49630,,                176672,                344634,                750619,,                155451,                595168,                595168,,,               -247217,               -488060,,                -17662,                  5094,               -758033,               -758033,               -162865,,                629891,                -34723,,               -128135,                -34730,,                              0.38,                              0.38,,                              0.38,                              0.38,,,,,,
1440,2015年01月01日至2015年03月31日,,              5279253,,              4636230,                643023,                643023,,,                377421,,                180823,,                  7938,                566182,                 76841,,,                104387,,                 -9211,,                 24889,,                 90071,                160358,                237199,,                 46391,                190808,                190808,,,               -114824,                -91250,,                 -7289,                  3802,               -217165,               -217165,                -26357,,                203513,                -12705,,                -13652,                -12705,,                              0.12,                              0.12,,                              0.12,                              0.12,,,,,,
1440,2014年第3季,,              5506991,,              5123446,                383545,                383545,,,                205684,,                173956,,                  9096,                388736,                 -5191,,,                 81482,,                 30616,,                  1767,,                 35632,                145963,                140772,,                 21804,                118968,                118968,,,                 93977,               -261808,,                 13264,                  1708,               -156275,               -156275,                -37307,,                133817,                -14849,,                -22452,                -14855,,                              0.08,                              0.08,,                              0.08,                              0.08,,,,,,
1440,2014年第2季,,              5213569,,              4730841,                482728,                482728,,,                192303,,                147854,,                  8241,                348398,                134330,,,                 55066,,                 11821,,                 15961,,                 -2419,                 48507,                182837,,                 64380,                118457,                118457,,,               -146528,               -249297,,                -13265,                 -1019,               -408071,               -408071,               -289614,,                132459,                -14002,,               -275602,                -14012,,                              0.08,                              0.08,,                              0.08,                              0.08,,,,,,
1440,2014年度,,             20764981,,             19018173,              1746808,              1746808,,,                819894,,                676994,,                 35041,              1531929,                214879,,,                162970,,                103684,,                 30710,,                 81129,                317073,                531952,,                153063,                378889,                378889,,,,,,,,,               -489919,               -111030,,                474995,                -96106,,                -14911,                -96119,,                              0.29,                              0.29,,                              0.29,                              0.29,                263108,               -781646,                 -3355,,                 34240,                  2266
1440,2014年01月01日至2014年09月30日,,             15282449,,             13990241,              1292208,              1292208,,,                558238,,                473712,,                 27000,              1058950,                233258,,,                145770,,                 62525,,                 22705,,                 50331,                235921,                469179,,                125339,                343840,                343840,,,                 53866,               -656534,,                 -2003,                  4869,               -609540,               -609540,               -265700,,                385764,                -41924,,               -223760,                -41940,,                              0.23,                              0.23,,                              0.23,                              0.23,,,,,,
1440,2014年01月01日至2014年06月30日,,              9775458,,              8866795,                908663,                908663,,,                352554,,                299756,,                 17904,                670214,                238449,,,                 64288,,                 31909,,                 20938,,                 14699,                 89958,                328407,,                103535,                224872,                224872,,,                -40111,               -394726,,                -15267,                  3161,               -453265,               -453265,               -228393,,                251947,                -27075,,               -201308,                -27085,,                              0.15,                              0.15,,                              0.15,                              0.15,,,,,,
1440,2014年01月01日至2014年03月31日,,              4561889,,              4135954,                425935,                425935,,,                160251,,                151902,,                  9663,                321816,                104119,,,                  9222,,                 20088,,                  4977,,                 17118,                 41451,                145570,,                 39155,                106415,                106415,,,                106417,               -145429,,                 -2002,                  4180,                -45194,                -45194,                 61221,,                119488,                -13073,,                 74294,                -13073,,                              0.07,                              0.07,,                              0.07,                              0.07,,,,,,
1440,2013年第3季,,              5728143,,              5036155,                691988,                691988,,,                196669,,                173340,,                 10618,                380627,                311361,,,                 80963,,                 14768,,                  4328,,                 14685,                106088,                417449,,                104985,                312464,                312464,,,,,,,,,                327074,                639538,,                315702,                 -3238,,                642776,                 -3238,,                              0.19,                              0.19,,                              0.19,                              0.19,                -63098,                397096,,,                 -6906,                     18
1440,2013年第2季,,              5527926,,              4783164,                744762,                744762,,,                175209,,                130576,,                 10105,                315890,                428872,,,                 47461,,                 21356,,                  4879,,                 44569,                108507,                537379,,                143103,                394276,                394276,,,,,,,,,               -106968,                287308,,                397300,                 -3024,,                290332,                 -3024,,                              0.25,                              0.25,,                              0.25,                              0.25,                -10188,               -103605,,,                 11661,                  4836
1440,2013年度,,             21549291,,             18972240,              2577051,              2577051,,,                711520,,                584284,,                 46160,              1341964,              1235087,,,                150613,,                 99509,,                 18088,,                126612,                358646,              1593733,,                396772,              1196961,              1196961,,,,,,,,,                643704,              1840665,,              1212397,                -15436,,              1856101,                -15436,,                              0.74,                              0.74,,                              0.74,                              0.74,                 97923,                480058,                 26161,,                 50404,                 10842
1440,2013年07月01日至2013年09月30日,,              5728143,,              5036155,                691988,                691988,,,                196669,,                173340,,                 10618,                380627,                311361,,,                 80963,,                 14768,,                  4328,,                 14685,                106088,                417449,,                104985,                312464,                312464,,,,,,,,,                327074,                639538,,                315702,                 -3238,,                642776,                 -3238,,                              0.20,                              0.20,,                              0.20,                              0.20,                -63098,                397096,,,                 -6906,                     18
1440,2013年04月01日至2013年06月30日,,              5527926,,              4783164,                744762,                744762,,,                175209,,                130576,,                 10105,                315890,                428872,,,                 47461,,                 21356,,                  4879,,                 44569,                108507,                537379,,                143103,                394276,                394276,,,,,,,,,               -106968,                287308,,                397300,                 -3024,,                290332,                 -3024,,                              0.25,                              0.25,,                              0.25,                              0.25,                -10188,               -103605,,,                 11661,                  4836
1440,2013年01月01日至2013年12月31日,,             21549291,,             18972240,              2577051,              2577051,,,                711520,,                584284,,                 46160,              1341964,              1235087,,,                150613,,                 99509,,                 18088,,                126612,                358646,              1593733,,                396772,              1196961,              1196961,,,,,,,,,                643704,              1840665,,              1212397,                -15436,,              1856101,                -15436,,                              0.76,                              0.76,,                              0.76,                              0.76,                 97923,                480058,                 26161,,                 50404,                 10842
1440,2013年01月01日至2013年09月30日,,             16363477,,             14269632,              2093845,              2093845,,,                539648,,                441737,,                 33783,              1015168,              1078677,,,                139476,,                 76358,,                 13854,,                106288,                308268,              1386945,,                348050,              1038895,              1038895,,,,,,,,,                493955,              1532850,,              1047737,                 -8842,,              1541692,                 -8842,,                              0.64,                              0.64,,                              0.64,                              0.64,                 60786,                409286,,,                 26281,                  2398
1440,2013年01月01日至2013年06月30日,,             10635334,,              9233477,              1401857,              1401857,,,                342979,,                268397,,                 23165,                634541,                767316,,,                 58513,,                 61590,,                  9526,,                 91603,                202180,                969496,,                243065,                726431,                726431,,,,,,,,,                166881,                893312,,                732035,                 -5604,,                898916,                 -5604,,                              0.46,                              0.46,,                              0.46,                              0.46,                123884,                 12190,,,                 33187,                  2380
1440,2013年01月01日至2013年03月31日,,              5107408,,              4450313,                657095,                657095,,,                167770,,                137821,,                 13060,                318651,                338444,,,                 11052,,                 40234,,                  4647,,                 47034,                 93673,                432117,,                 99962,                332155,                332155,,,,,,,,,                273849,                606004,,                334735,                 -2580,,                608584,                 -2580,,                              0.21,                              0.21,,                              0.21,                              0.21,                134072,                115795,,,                 21526,                 -2456
1440,2012年07月01日至2012年09月30日,,              5533159,,              4952858,                580301,                580301,,,                199007,,                138294,,                 12200,                349501,                230800,,,                 36529,,                -10001,,                  6611,,                 66036,                 85953,                316753,,                 59741,                257012,                257012,,,,,,,,,                 45382,                302394,,                259389,                 -2377,,                304771,                 -2377,,                              0.16,                              0.16,,                              0.16,                              0.16,                -51323,                129443,,,                -33830,                 -1092
1440,2012年04月01日至2012年06月30日,,              5440074,,              4984853,                455221,                455221,,,                200254,,                127839,,                 12033,                340126,                115095,,,                148550,,                 13178,,                  7324,,                  8734,                163138,                278233,,                 54325,                223908,                223908,,,,,,,,,                  3567,                227475,,                227478,                 -3570,,                231045,                 -3570,,                              0.14,                              0.14,,                              0.14,                              0.14,                 24751,                -30978,,,                  8476,                 -1318
1440,2012年01月01日至2012年12月31日,,             21840705,,             20008966,              1831739,              1831739,,,                749779,,                537584,,                 48132,              1335495,                496244,,,                264858,,                -18349,,                 27117,,                 96960,                316352,                812596,,                136836,                675760,                675760,,,,,,,,,                392386,              1068146,,                691192,                -15432,,              1083578,                -15432,,                              0.43,                              0.43,,                              0.43,                              0.43,               -173816,                647272,                -37997,,                -52025,                 -8952
1440,2012年01月01日至2012年09月30日,,             16370504,,             15124998,              1245506,              1245506,,,                572626,,                402149,,                 35312,              1010087,                235419,,,                198102,,                -12856,,                 23068,,                116134,                278312,                513731,,                 64467,                449264,                449264,,,,,,,,,                236981,                686245,,                460258,                -10994,,                697239,                -10994,,                              0.29,                              0.29,,                              0.29,                              0.29,               -118100,                399012,,,                -46257,                 -2326
1440,2012年01月01日至2012年06月30日,,             10837345,,             10172140,                665205,                665205,,,                373619,,                263855,,                 23112,                660586,                  4619,,,                161573,,                 -2855,,                 16457,,                 50098,                192359,                196978,,                  4726,                192252,                192252,,,,,,,,,                191599,                383851,,                200869,                 -8617,,                392468,                 -8617,,                              0.13,                              0.13,,                              0.13,                              0.13,                -66777,                269569,,,                -12427,                 -1234
1440,2012年01月01日至2012年03月31日,,              5397271,,              5187287,                209984,                209984,,,                173365,,                136016,,                 11079,                320460,               -110476,,,                 13023,,                -16033,,                  9133,,                 41364,                 29221,                -81255,,                -49599,                -31656,                -31656,,,,,,,,,                188032,                156376,,                -26609,                 -5047,,                161423,                 -5047,,                             -0.02,                             -0.02,,                             -0.02,                             -0.02,                -91528,                300547,,,                -20903,                     84
