證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 與可能重分類之項目相關之所得稅,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　　 薪資支出,　　　 租金支出,　　　 文具用品,　　　 旅費,　　　 運費,　　　 郵電費,　　　 修繕費,　　　 廣告費,　　　 水電瓦斯費,　　　 保險費,　　　 交際費,　　　 捐贈,　　　 稅捐,　　　 折舊,　　　 各項攤提,　　　 伙食費,　　　 職工福利,　　　 佣金支出,　　　 訓練費,　　　 進出口費用,　　　 其他費用,　　　 薪資支出[duplicate]45,　　　 租金支出[duplicate]46,　　　 文具用品[duplicate]47,　　　 旅費[duplicate]48,　　　 運費[duplicate]49,　　　 郵電費[duplicate]50,　　　 修繕費[duplicate]51,　　　 廣告費[duplicate]52,　　　 水電瓦斯費[duplicate]53,　　　 保險費[duplicate]54,　　　 交際費[duplicate]55,　　　 捐贈[duplicate]56,　　　 稅捐[duplicate]57,　　　 呆帳損失,　　　 折舊[duplicate]59,　　　 各項攤提[duplicate]60,　　　 伙食費[duplicate]61,　　　 職工福利[duplicate]62,　　　 研究發展費用,　　　 訓練費[duplicate]64,　　　 網路服務費,　　　 保全費,　　　 其他費用[duplicate]67,　　　 薪資支出[duplicate]70,　　　 租金支出[duplicate]71,　　　 文具用品[duplicate]72,　　　 旅費[duplicate]73,　　　 運費[duplicate]74,　　　 郵電費[duplicate]75,　　　 修繕費[duplicate]76,　　　 水電瓦斯費[duplicate]77,　　　 保險費[duplicate]78,　　　 交際費[duplicate]79,　　　 捐贈[duplicate]80,　　　 稅捐[duplicate]81,　　　 折舊及折耗,　　　 各項攤提[duplicate]83,　　　 伙食費[duplicate]84,　　　 職工福利[duplicate]85,　　　 委託研究費,　　　 訓練費[duplicate]87,　　　 其他費用[duplicate]88,　　　　 銀行存款利息,　　　 租金收入,　　　 手續費收入,　　　　 手續費收入合計,　　　 外幣兌換損失,　　　 減損損失,　　　　 減損損失合計,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 薪資支出[duplicate]38,　　　 租金支出[duplicate]39,　　　 文具用品[duplicate]40,　　　 旅費[duplicate]41,　　　 運費[duplicate]42,　　　 郵電費[duplicate]43,　　　 修繕費[duplicate]44,　　　 水電瓦斯費[duplicate]46,　　　 保險費[duplicate]47,　　　 交際費[duplicate]48,　　　 稅捐[duplicate]50,　　　 折舊[duplicate]52,　　　 各項攤提[duplicate]53,　　　 伙食費[duplicate]54,　　　 職工福利[duplicate]55,　　　 訓練費[duplicate]57,　　　 其他費用[duplicate]58,　　　 薪資支出[duplicate]61,　　　 租金支出[duplicate]62,　　　 文具用品[duplicate]63,　　　 旅費[duplicate]64,　　　 運費[duplicate]65,　　　 郵電費[duplicate]66,　　　 修繕費[duplicate]67,　　　 水電瓦斯費[duplicate]68,　　　 保險費[duplicate]69,　　　 交際費[duplicate]70,　　　 稅捐[duplicate]71,　　　 各項攤提[duplicate]73,　　　 伙食費[duplicate]74,　　　 職工福利[duplicate]75,　　　 訓練費[duplicate]77,　　　 其他費用[duplicate]78,　　　 手續費支出,　　　　 手續費支出合計,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 當期所得稅費用（利益）,　　　 薪資支出[duplicate]40,　　　 租金支出[duplicate]41,　　　 文具用品[duplicate]42,　　　 旅費[duplicate]43,　　　 運費[duplicate]44,　　　 郵電費[duplicate]45,　　　 修繕費[duplicate]46,　　　 廣告費[duplicate]47,　　　 水電瓦斯費[duplicate]48,　　　 保險費[duplicate]49,　　　 交際費[duplicate]50,　　　 捐贈[duplicate]51,　　　 稅捐[duplicate]52,　　　 折舊[duplicate]54,　　　 各項攤提[duplicate]55,　　　 伙食費[duplicate]56,　　　 職工福利[duplicate]57,　　　 訓練費[duplicate]59,　　　 其他費用[duplicate]60,　　　 薪資支出[duplicate]63,　　　 租金支出[duplicate]64,　　　 文具用品[duplicate]65,　　　 旅費[duplicate]66,　　　 運費[duplicate]67,　　　 郵電費[duplicate]68,　　　 修繕費[duplicate]69,　　　 水電瓦斯費[duplicate]70,　　　 保險費[duplicate]71,　　　 交際費[duplicate]72,　　　 稅捐[duplicate]73,　　　 各項攤提[duplicate]75,　　　 伙食費[duplicate]76,　　　 職工福利[duplicate]77,　　　 訓練費[duplicate]79,　　　 其他費用[duplicate]80,　　　 捐贈[duplicate]71,　　　 稅捐[duplicate]72,　　　 各項攤提[duplicate]74,　　　 伙食費[duplicate]75,　　　 職工福利[duplicate]76,　　　 訓練費[duplicate]78,　　　 其他費用[duplicate]79,　　 勞務成本,　　　 其他勞務成本,　　　 勞務成本合計,　　　 薪資支出[duplicate]48,　　　 租金支出[duplicate]49,　　　 文具用品[duplicate]50,　　　 旅費[duplicate]51,　　　 運費[duplicate]52,　　　 郵電費[duplicate]53,　　　 修繕費[duplicate]54,　　　 廣告費[duplicate]55,　　　 水電瓦斯費[duplicate]56,　　　 保險費[duplicate]57,　　　 交際費[duplicate]58,　　　 捐贈[duplicate]59,　　　 稅捐[duplicate]60,　　　 折舊[duplicate]62,　　　 各項攤提[duplicate]63,　　　 伙食費[duplicate]64,　　　 職工福利[duplicate]65,　　　 訓練費[duplicate]67,　　　 其他費用[duplicate]70,　　　 薪資支出[duplicate]73,　　　 租金支出[duplicate]74,　　　 文具用品[duplicate]75,　　　 旅費[duplicate]76,　　　 運費[duplicate]77,　　　 郵電費[duplicate]78,　　　 修繕費[duplicate]79,　　　 水電瓦斯費[duplicate]80,　　　 保險費[duplicate]81,　　　 交際費[duplicate]82,　　　 捐贈[duplicate]83,　　　 稅捐[duplicate]84,　　　 各項攤提[duplicate]86,　　　 伙食費[duplicate]87,　　　 職工福利[duplicate]88,　　　 訓練費[duplicate]90,　　　 其他費用[duplicate]91,　　　 漁業作業費用,　　　 漁貨銷售費用,　　　 薪資支出[duplicate]42,　　　 租金支出[duplicate]43,　　　 文具用品[duplicate]44,　　　 旅費[duplicate]45,　　　 運費[duplicate]46,　　　 郵電費[duplicate]47,　　　 修繕費[duplicate]48,　　　 廣告費[duplicate]49,　　　 水電瓦斯費[duplicate]50,　　　 保險費[duplicate]51,　　　 交際費[duplicate]52,　　　 捐贈[duplicate]53,　　　 稅捐[duplicate]54,　　　 折舊[duplicate]56,　　　 各項攤提[duplicate]57,　　　 伙食費[duplicate]58,　　　 職工福利[duplicate]59,　　　 訓練費[duplicate]61,　　　 其他費用[duplicate]64,　　　 薪資支出[duplicate]67,　　　 租金支出[duplicate]68,　　　 文具用品[duplicate]69,　　　 旅費[duplicate]70,　　　 運費[duplicate]71,　　　 郵電費[duplicate]72,　　　 修繕費[duplicate]73,　　　 水電瓦斯費[duplicate]74,　　　 保險費[duplicate]75,　　　 交際費[duplicate]76,　　　 捐贈[duplicate]77,　　　 稅捐[duplicate]78,　　　 各項攤提[duplicate]80,　　　 伙食費[duplicate]81,　　　 職工福利[duplicate]82,　　　 訓練費[duplicate]84,　　　 其他費用[duplicate]85
4536,2014年01月01日至2014年03月31日,,              1275111,,                976918,                298193,                298193,,,                 54096,,                125414,,                 70864,                250374,                 47819,,,,                  2866,                  1593,                 52130,                 56589,,                 39351,                -54054,                    268,                  1257,,                -16228,,                  6935,                  6935,                 33426,                 81245,,                 20964,                 60281,                 60281,,,                 41178,                 34684,                 34684,                 94965,,                 61501,                 -1220,,                 93209,                  1756,,                              0.68,                              0.68,,                              0.67,                              0.67,                  6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年第3季,,              1719922,,              1268897,                451025,                451025,,,                 55281,,                113583,,                 70908,                239772,                211253,,,,                  2830,                     10,                 21534,                 24374,,                 -9054,                 13175,                  5459,                    301,,                 -1639,,                  9557,                  9557,                 13178,                224431,,                 73032,                151399,                151399,,,,,                -33655,                117744,,                141188,                 10211,,                110276,                  7468,,                              1.72,                              1.72,,                              1.72,                              1.72,,,,              1719922,              1719922,,,              1719922,,,,,              1268897,              1268897,                 19666,                    259,                    274,                  2044,                  5688,                    258,                   -178,                  1476,                    231,                  4017,                  1568,                              0,                     69,                    368,                     10,                    294,                    226,                  9011,                              0,                  8501,                  2975,,,,,,,,,,,,,,                 -5115,,,,,                    922,,,,,,,,,,,,,,,,,                  1182,,,,                  4263,,,                  2830,,,                              0,,,                              0,,                              0,                -39986,,                              0,                 -6331,                 61689,                  4547,                  1723,                  2205,                      9,                    258,                  3733,                  2508,                  5244,                    923,                  4662,                  7073,                     43,                    622,                  6725,                    327,                 14009,                 20633,                     18,                    149,                    636,                     37,                     24,                  1529,                    210,                  1532,                     31,                    133,                    116,                    351,                    439,                     33,                 39592,,                              0,,                              0,,                              0,,                              0,                 73032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年第2季,,              1448561,,              1034121,                414440,                414440,,,                 66086,,                100464,,                 62272,                228822,                185618,,,,                  1456,                     18,                 46403,                 47877,,                 15896,                 -1476,                  2452,                  1197,,                 10771,,                  9075,                  9075,                 49573,                235191,,                 63432,                171759,                171759,,,,,                 62116,                233875,,                148944,                 22815,,                206388,                 27487,,                              1.82,                              1.82,,                              1.80,                              1.80,,,,              1448561,              1448561,,,              1448561,,,,,              1034121,              1034121,                 34498,                    259,                    316,                  2237,                  5159,                    272,                    281,                              0,                    156,                  3979,                  1323,                              0,                      7,                    795,                    -57,                    291,                    211,                  6871,                              0,                  6668,                  2820,,,,,,,,,,,,,,                 -4587,,,,,                  1084,,,,,,,,,,,,,,,,,                    999,,,,                  5448,,,                  1456,,,                              0,,,                              0,,                              0,                 73881,,                              0,                 11765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,                              0,,                              0,,                              0,                 63432,                 43795,                  6224,                  1592,                  1347,                     10,                    313,                  6923,                  1536,                  2729,                  4366,                    555,                    200,                  4658,                 11803,                 -1180,                  1238,                  6052,                     41,                 11765,                 17246,                     19,                    104,                    367,                     55,                     26,                  3737,                    198,                  1431,                     -4,                     16,                   -122,                    331,                    356,                     12,                 32053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年度,,              6047619,,              4401741,              1645878,              1645878,,,                236328,,                466129,,                270679,                973136,                672742,,,,                 10292,                  1459,                148248,                162310,,                 55532,                 20147,                 46071,                  5655,,                 23953,,                 36927,                 36927,                149336,                822078,,                235834,                586244,                586244,,,,,                160443,                746687,,                529340,                 56904,,                678128,                 68559,,                              6.31,                              6.31,,                              6.27,                              6.27,,,,              6130545,              6130545,                 57510,                 26322,              6046713,,                    906,                    906,,              4401741,              4401741,                103377,                  1034,                  1065,                  8716,                 24496,                  1009,                    388,                     48,                    624,                 16069,                  5969,                              0,                     84,                  1955,                     39,                  1148,                    862,                 33893,                     11,                 27921,                  7620,                248554,                 15620,                  5579,                  5802,                     35,                  1161,                 13249,                  5998,                  9353,                 18818,                  3981,                  1572,                 18530,                 -6052,                 38470,                    148,                  3201,                 24737,                  4149,                  1055,                              0,                              0,                 52169,                 78824,                     74,                    568,                  2647,                    388,                     97,                 11396,                    726,                  5558,                    113,                              0,                    217,                  6054,                    566,                  1348,                  1494,                 12077,                    106,                148426,                 10292,                  2311,,                              0,                              0,,                              0,,                              0,                190918,,                              0,                 30475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年07月01日至2013年09月30日,,              1719922,,              1268897,                451025,                451025,,,                 55281,,                113583,,                 70908,                239772,                211253,,,,                  2830,                     10,                 19996,                 24374,,                 -3353,                  7474,                  5459,                    301,,                 -1639,,                  9557,                  9557,                 13178,                224431,,                 73032,                151399,                151399,,,,,                -33655,                117744,,                141188,                 10211,,                110276,                  7468,,                              1.72,                              1.72,,                              1.72,                              1.72,,,,              1774709,              1774709,                 37694,                 17093,              1719922,,,                              0,,              1268897,              1268897,                 19667,                    259,                    275,                  2045,                  5688,                    258,                   -178,                              0,                    231,                  4017,                  1568,                              0,                     70,                    368,                     10,                    294,                    226,                  9011,                              0,                  8501,                  2971,,,,,,,,,,,,,,                 -5115,,,,,                    922,,                              0,                              0,,,,,,,,,,,,,,                  1182,,,,                  4263,,,                  2830,                  1538,,                              0,,,                              0,,                              0,                -33655,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 61690,                  4547,                  1723,                  2205,                      9,                    258,                  3733,                  1476,                  2508,                  5244,                    923,                              0,                  4662,                  7073,                     43,                    622,                  6725,                    327,                 14008,                 20633,                     18,                    149,                    636,                     37,                     25,                  1529,                    210,                  1532,                     31,                              0,                    133,                    116,                    351,                    439,                     33,                 39591,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年04月01日至2013年06月30日,,              1448561,,              1034121,                414440,                414440,,,                 66086,,                100464,,                 62272,                228822,                185618,,,,                  1456,                     18,                 46403,                 47877,,                 15090,                   -670,                  2452,                  1197,,                 10771,,                  9075,                  9075,                 49573,                235191,,                 63432,                171759,                171759,,,,,                 62116,                233875,,                148944,                 22815,,                206388,                 27487,,                              1.82,                              1.82,,                              1.80,                              1.80,,,,              1448561,              1448561,,,              1448561,,,,,              1034121,              1034121,                 34497,                    259,                    315,                  2238,                  5159,                    272,                    280,                              0,                    157,                  3979,                  1323,                              0,                      8,                    795,                    -57,                    291,                    211,                  6871,                              0,                  6667,                  2821,,,,,,,,,,,,,,                 -4588,,,,,                  1085,,                              0,                              0,,,,,,,,,,,,,,                    999,,,,                  5448,,,                  1456,                              0,,                              0,,,                              0,,                              0,                 62116,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 63432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                 43794,                  6224,                  1592,                  1346,                     10,                    313,                  6924,                  1535,                  2729,                  4366,                    556,                    200,                  4658,                 11803,                 -1180,                  1238,                  6052,                     42,                 11765,                 17245,                     19,                    105,                    367,                     56,                     25,                  3737,                    198,                  1430,                     -3,                              0,                     16,                   -122,                    332,                    356,                     12,                 32052
4536,2013年01月01日至2013年12月31日,,              6047619,,              4401741,              1645878,              1645878,,,                236328,,                466129,,                270679,                973136,                672742,,,,                 10292,                  1459,                148248,                162310,,                 50435,                 25244,                 46071,                  5655,,                 23953,,                 36927,                 36927,                149336,                822078,,                235834,                586244,                586244,,,,,                160443,                746687,,                529340,                 56904,,                678128,                 68559,,                              6.31,                              6.31,,                              6.27,                              6.27,,,,              6130545,              6130545,                 57510,                 26322,              6046713,,                    906,                    906,,              4399424,              4399424,                103377,                  1034,                  1065,                  8716,                 24496,                  1009,                    388,                     48,                    624,                 16069,                  5969,                              0,                     84,                  1955,                     39,                  1148,                    862,                 33893,                     11,                 27921,                  7620,,,,,,,,,,,,,,                 -6052,,,,,                  4149,,                              0,                              0,,,,,,,,,,,,,,                  6054,,,,                 12077,,,                 10292,                  2311,,                              0,                              0,,                              0,,                              0,                190918,,                              0,                 30475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2317,                  2317,                248554,                 15620,                  5579,                  5802,                     35,                  1161,                 13249,                  5998,                  9353,                 18818,                  3981,                  1572,                 18530,                 38470,                    148,                  3201,                 24737,                  1055,                 52169,                 78824,                     74,                    568,                  2647,                    388,                     97,                 11396,                    726,                  5558,                    113,                              0,                    217,                    566,                  1348,                  1494,                    106,                148426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年01月01日至2013年09月30日,,              4529710,,              3282692,              1247018,              1247018,,,                162980,,                344503,,                192462,                699945,                547073,,,,                  7965,                  1458,                 98535,                107958,,                 28047,                 17427,                  8348,                  1929,,                 35197,,                 30977,                 30977,                112178,                659251,,                176045,                483206,                483206,,,,,                104995,                588201,,                441534,                 41672,,                539107,                 49094,,                              5.39,                              5.39,,                              5.35,                              5.35,,,,              4529710,              4529710,,,              4529710,,,,,              3282692,              3282692,                 67243,                    776,                    801,                  5267,                 17314,                    774,                     57,                  4440,                    491,                 12045,                  4311,                    620,                     80,                  1582,                     30,                    854,                    644,                 25480,                      3,                 21136,                  4092,,,,,,,,,,,,,,                   -692,,,,,                  2968,,,,,,,,,,,,,,,,,                  3549,,,,                 11002,,,                  7965,,,                              0,,,                              0,,                              0,                124980,,                              0,                 19985,                174985,                 13375,                  4461,                  4512,                     25,                    857,                 13022,                  7171,                 14303,                  2662,                 13699,                 28200,                    130,                  2349,                 21137,                    606,                 35673,                 54552,                     55,                    467,                  1449,                    128,                     71,                  8038,                    555,                  4049,                     98,                    179,                    450,                  1008,                  1069,                     55,                105688,,                              0,,                              0,,                              0,,                              0,                176045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年01月01日至2013年06月30日,,              2809788,,              2013795,                795993,                795993,,,                107699,,                230920,,                121554,                460173,                335820,,,,                  5135,                  1448,                 77001,                 83584,,                 37101,                  4252,                  2889,                  1628,,                 36836,,                 21420,                 21420,                 99000,                434820,,                103013,                331807,                331807,,,,,                138650,                470457,,                300346,                 31461,,                428831,                 41626,,                              3.67,                              3.67,,                              3.62,                              3.62,,,,              2809788,              2809788,,,              2809788,,,,,              2013795,              2013795,                 47577,                    517,                    527,                  3223,                 11626,                    516,                    235,                              0,                    260,                  8028,                  2743,                              0,                     10,                  1214,                     20,                    560,                    418,                 16469,                      3,                 12635,                  1118,,,,,,,,,,,,,,                  4423,,,,,                  2046,,,,,,,,,,,,,,,,,                  2367,,,,                  6739,,,                  5135,,,                              0,,,                              0,,                              0,                164966,,                              0,                 26316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,                              0,,                              0,,                              0,                103013,                113296,                  8828,                  2738,                  2307,                     16,                    599,                  9289,                  2964,                  4663,                  9059,                  1738,                    620,                  9037,                 21127,                     87,                  1727,                 14412,                    279,                 21665,                 33919,                     37,                    318,                    813,                     91,                     47,                  6509,                    345,                  2517,                     66,                     46,                    334,                    657,                    630,                     22,                 66097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2013年01月01日至2013年03月31日,,              1361227,,                979674,                381553,                381553,,,                 41613,,                130456,,                 59282,                231351,                150202,,,,                  3679,                  1430,                 30598,                 35707,,                 16310,                 10623,                    437,                    431,,                 26065,,                 12345,                 12345,                 49427,                199629,,                 39581,                160048,                160048,,,,,                 76534,                236582,,                151402,                  8646,,                222443,                 14139,,                              1.85,                              1.85,,                              1.82,                              1.82,,,,              1361227,              1361227,,,              1361227,,,,,                979674,                979674,                 13080,                    258,                    211,                    985,                  6467,                    244,                    -45,                  1429,                    103,                  4049,                  1420,                    420,                      3,                    419,                     77,                    269,                    207,                  9598,                      3,                  5968,                 -1703,,,,,,,,,,,,,,                  9011,,,,,                    961,,,,,,,,,,,,,,,,,                  1368,,,,                  1291,,,                  3679,                              0,,                              0,                              0,,                              0,,                              0,                 61983,,                              0,                -14551,                 69501,                  2604,                  1146,                    961,                      6,                    286,                  2365,                  1934,                  4693,                  1183,                  4379,                  9324,                  1267,                    489,                  8360,                    237,                  9900,                 16674,                     18,                    213,                    446,                     35,                     21,                  2772,                    147,                  1087,                     70,,,,,,,,,,,,,,,                 39581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                     30,                    456,                    325,                    274,                     10,                 34045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2012年07月01日至2012年09月30日,,              1819929,,              1307728,                512201,                512201,,,                 58272,,                152302,,                 45203,                255777,                256424,,,,                  6040,                      1,                 18325,                 24366,,                  5525,                -10945,                    886,                  1923,,                 -8229,,                 19223,                 19223,                 -3086,                253338,,                 63799,                189539,                189539,,,,,                -41203,                148336,,                198902,                 -9363,,                157896,                 -9560,,                              2.43,                              2.43,,                              2.41,                              2.41,,,,              1848419,              1848419,                 11326,                 17164,              1819929,,,                              0,,              1307728,              1307728,                 14087,                    250,                    287,                  1411,                  5868,                    251,                    257,                              0,                    209,                  3359,                  1276,                              0,                     23,                    177,                     23,                    261,                    212,                 12134,                     10,                  8140,                 10037,,,,,,,,,,,,,,                 24559,,,,,                    633,,                              0,                              0,,,,,,,,,,,,,,                    909,,,,                  3399,,,                  6040,                              0,,                              0,,,                              0,,                              0,                -41203,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 83096,                  2104,                  1218,                  2681,                      9,                    303,                  5916,                  1434,                  2529,                  3541,                    680,                              0,                  2655,                  6133,                    737,                    553,                  3331,                    137,                 10053,                  4316,                     18,                     88,                    447,                     20,                     28,                  1639,                    211,                    888,                     55,                              0,                      1,                    236,                    292,                    234,                     18,                 32404,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,2012年04月01日至2012年06月30日,,              1474003,,              1147797,                326206,                326206,,,                 81620,,                102373,,                 62086,                246079,                 80127,,,,                    381,                  1328,                 58452,                 60161,,                -34493,                  2215,                    580,                 -4298,,                -28560,,                 11165,                 11165,                 20436,                100563,,                 52283,                 48280,                 48280,,,,,                 22626,                 70906,,                 50011,                 -1731,,                 70196,                    710,,                              0.61,                              0.61,,                              0.61,                              0.61,,,,              1474003,              1474003,,,              1474003,,,,,              1147797,              1147797,                 14093,                    270,                    277,                  1485,                  5875,                    186,                    280,                              0,                    194,                  3215,                  1019,                              0,                     14,                    945,                              0,                    244,                    238,                 11333,                      2,                  6005,                 35945,,,,,,,,,,,,,,                  3345,,,,,                    935,,                              0,                              0,,,,,,,,,,,,,,                  1004,,,,                    955,,,                    381,                              0,,                              0,,,                              0,,                              0,                 22626,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 52283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                 57468,                  2449,                  1234,                  1887,                      3,                    277,                  5096,                  1480,                  1620,                  2757,                    598,                              0,                  3019,                  7782,                    341,                    544,                  3976,                     33,                  7529,                 25124,                     19,                     68,                    556,                     11,                     24,                  1004,                    167,                    814,                     44,                              0,                      1,                    213,                    277,                    196,                    215,                 31394
4536,2012年01月01日至2012年12月31日,,              6269984,,              4697486,              1572498,              1572498,,,                207237,,                555488,,                224459,                987184,                585314,,,,                  5043,                  1327,                156746,                166032,,                              0,                  5571,                 17973,                  9817,,                -83649,,                 48690,                 48690,                 33693,                619007,,                186771,                432236,                432236,,,,,                -72362,                359874,,                444211,                -11975,,                374267,                -14393,,                              5.42,                              5.42,,                              5.35,                              5.35,,,,              6310754,              6310754,                 20898,                 22991,              6266865,,                  3119,                  3119,,              4694875,              4694875,                 52156,                  1011,                  1115,                  5937,                 24493,                    877,                  1943,                     29,                    609,                 14312,                  5287,                              0,                     77,                  1766,                    304,                  1042,                    865,                 46068,                     34,                 30892,                 18420,,,,,,,,,,,,,,                 96699,,,,,                  3021,,                              0,                              0,,,,,,,,,,,,,,                  2923,,,,                  9894,,,                  5043,                  2916,,                              0,                 61430,,                              0,,                              0,                -86688,,                              0,                -14326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2611,                  2611,                271989,                  8946,                  3938,                  8088,                     19,                  1142,                  6985,                  5825,                  7701,                 12930,                  3090,                    400,                 15573,                 30810,                 20716,                  2170,                 16998,                    847,                 37601,                 59715,                     74,                    315,                  3092,                     79,                     98,                  5047,                    689,                  3417,                    177,                              0,                     10,                  3480,                  1178,                    793,                    249,                133229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
