證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計
3532,2015年第3季,,,              2491295,              2491295,,,              1952564,              1952564,                538731,                538731,,,                 50956,,                 50708,                101664,                437067,,,                  6840,,                 55799,,                     64,                 62575,                499642,,                 85562,                414080,                414080,,,                 23603,                     -3,                 23600,                 23600,                437680,,                414080,,                437680,,                              0.53,                              0.53,,                              0.53,                              0.53
3532,2015年第2季,,,              2720751,              2720751,,,              2198971,              2198971,                521780,                521780,,,                 39518,,                 43319,                 82837,                438943,,,                  8634,,                -20102,,                  2569,                -14037,                424906,,                 92903,                332003,                332003,,,                  3006,                     35,                  3041,                  3041,                335044,,                332003,,                335044,,                              0.43,                              0.43,,                              0.43,                              0.43
3532,2015年01月01日至2015年09月30日,,,              8124942,              8124942,,,              6481287,              6481287,              1643655,              1643655,,,                150195,,                137437,                287632,              1356023,,,                 23253,,                 25528,,                  5572,                 43209,              1399232,,                259341,              1139891,              1139891,,,                 26609,                     31,                 26640,                 26640,              1166531,,              1139891,,              1166531,,                              1.47,                              1.47,,                              1.47,                              1.47
3532,2015年01月01日至2015年06月30日,,,              5633647,              5633647,,,              4528723,              4528723,              1104924,              1104924,,,                 99239,,                 86729,                185968,                918956,,,                 16413,,                -30271,,                  5508,                -19366,                899590,,                173779,                725811,                725811,,,                  3006,                     34,                  3040,                  3040,                728851,,                725811,,                728851,,                              0.94,                              0.94,,                              0.94,                              0.94
3532,2014年第3季,,,              2786738,              2786738,,,              2311863,              2311863,                474875,                474875,,,                 42783,,                 43049,                 85832,                389043,,,                 24301,,                 17672,,                  3754,                 38219,                427262,,                 71349,                355913,                355913,,,                              0,                    -13,                    -13,                    -13,                355900,,                355913,,                355900,,                              0.46,                              0.46,,                              0.46,                              0.46
3532,2014年第2季,,,              2858039,              2858039,,,              2505698,              2505698,                352341,                352341,,,                 41582,,                 39604,                 81186,                271155,,,                  3499,,                -29164,,                  4365,                -30030,                241125,,                 40444,                200681,                200681,,,                              0,                      1,                      1,                      1,                200682,,                200681,,                200682,,                              0.26,                              0.26,,                              0.26,                              0.26
3532,2014年01月01日至2014年09月30日,,,              8383028,              8383028,,,              7282858,              7282858,              1100170,              1100170,,,                118840,,                123290,                242130,                858040,,,                 30204,,                  5081,,                 13727,                 21558,                879598,,                153908,                725690,                725690,,,                              0,                    -26,                    -26,                    -26,                725664,,                725690,,                725664,,                              0.94,                              0.94,,                              0.94,                              0.94
3532,2014年01月01日至2014年06月30日,,,              5596290,              5596290,,,              4970995,              4970995,                625295,                625295,,,                 76057,,                 80241,                156298,                468997,,,                  5903,,                -12591,,                  9973,                -16661,                452336,,                 82559,                369777,                369777,,,                              0,                    -13,                    -13,                    -13,                369764,,                369777,,                369764,,                              0.48,                              0.48,,                              0.48,                              0.48
