證券代號,年季,　 營業收入,　　 保費收入,　　　 簽單保費收入,　　　 再保費收入,　　　 保費收入合計,　　 再保費支出,　　 未滿期保費準備淨變動,　　　 未滿期保費準備淨變動,　　 自留滿期保費收入,　　 再保佣金收入,　　 淨投資損益,　　　 利息收入,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　 以成本衡量之金融資產及負債之已實現損益,　　　 兌換損益－投資,　　　 投資性不動產損益,　　　 投資減損損失及迴轉利益,　　　　 投資減損損失及迴轉利益淨額,　　　 淨投資損益,　　 營業收入合計,　 營業成本,　　 保險賠款與給付,　　　 保險賠款與給付合計,　　 攤回再保賠款與給付,　　 自留保險賠款與給付,　　 其他保險負債淨變動,　　　 賠款準備淨變動,　　　　 賠款準備淨變動,　　　 特別準備淨變動,　　　　 特別準備淨變動,　　　 保費不足準備淨變動,　　　　 保費不足準備淨變動,　　　 其他保險負債淨變動合計,　　 佣金費用,　　　 佣金費用合計,　　 財務成本,　　 其他營業成本,　　　 其他營業成本合計,　　 營業成本合計,　 營業費用,　　 業務費用,　　 管理費用,　　 員工訓練費用,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 處分不動產及設備損益,　　　 處分不動產及設備損益淨額,　　 資產報廢損失,　　 其他營業外收入及支出,　　　 其他營業外收入及支出淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）淨額,　 繼續營業單位本期純益（純損）,　 本期淨利（淨損）,　 其他綜合損益（稅後淨額）,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產之未實現評價利益（損失）,　　　 後續可能重分類至損益之項目,　　 其他綜合損益（稅後淨額）合計,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘 ,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計
2816,2015年第3季,,,              1920150,                161143,              2081293,                753501,,                 69565,              1258227,                172445,,                 15144,                -62780,                -16065,                              0,                 19747,                  5972,,                              0,                -37982,              1392690,,,              1211088,                512646,                698442,,,                 44338,,                -15051,,                 10867,                 40154,,                330057,                     51,,                 -1492,              1067212,,                344145,                 82196,                    551,                426892,               -101414,,,                     52,                              0,,                  6862,                  6914,                -94500,,                    935,                -95435,                -95435,,,                   -751,                -11936,                -12687,                -12687,               -108122,,                -94514,                   -921,,               -106252,                 -1870,,                             -0.44,,                             -0.44
2816,2015年第2季,,,              2009636,                175026,              2184662,                808874,,                 62754,              1313034,                184254,,                 15810,                  2430,                -10157,                    840,                 -9596,                  4997,,                -17788,                -13464,              1483824,,,              1085746,                419683,                666063,,,                 15834,,                -30260,,                  4488,                 -9938,,                360144,                     38,,                  3307,              1019614,,                313815,                 81157,                    519,                395491,                 68719,,,                              0,                              0,,                  7607,                  7607,                 76326,,                    813,                 75513,                 75513,,,                 -1364,                  1319,                    -45,                    -45,                 75468,,                 75586,                    -73,,                 76042,                   -574,,                              0.35,,                              0.35
2816,2015年01月01日至2015年09月30日,,,              6177015,                426996,              6604011,              2632418,,                143848,              3827745,                571529,,                 44623,                -27625,                -35854,                    840,                -12244,                 21694,,                -19606,                -28172,              4371102,,,              3310207,              1351515,              1958692,,,                 52714,,                -80388,,                 16896,                -10778,,              1006704,                    108,,                  3953,              2958679,,                963516,                243220,                  1252,              1207988,                204435,,,                     46,                     -1,,                 19864,                 19909,                224344,,                  1748,                222596,                222596,,,                 -2115,                 -2579,                 -4694,                 -4694,                217902,,                223590,                   -994,,                220346,                 -2444,,                              1.05,,                              1.05
2816,2015年01月01日至2015年06月30日,,,              4256865,                265853,              4522718,              1878917,,                 74283,              2569518,                399084,,                 29479,                 35155,                -19789,                    840,                -31991,                 15722,,                -19606,                  9810,              2978412,,,              2099119,                838869,              1260250,,,                  8376,,                -65337,,                  6029,                -50932,,                676647,                     57,,                  5445,              1891467,,                619371,                161024,                    701,                781096,                305849,,,                     -6,                     -1,,                 13002,                 12995,                318844,,                    813,                318031,                318031,,,                 -1364,                  9357,                  7993,                  7993,                326024,,                318104,                    -73,,                326598,                   -574,,                              1.49,,                              1.49
2816,2014年第3季,,,              1846463,                 63335,              1909798,                687691,,                    108,              1221999,                162952,,                 12929,                -30488,                195414,                              0,                  1512,                    741,,                -15724,                164384,              1549335,,,              1098954,                418789,                680165,,,                  6625,,                 27723,,                   -370,                 33978,,                296430,                     50,,                  3129,              1013752,,                310249,                 77912,                    289,                388450,                147133,,,                              0,                              0,,                  4881,                  4881,                152014,,                  1910,                150104,                150104,,,                              0,               -192770,               -192770,               -192770,                -42666,,                150104,                              0,,                -42666,                              0,,                              0.70,,                              0.70
2816,2014年第2季,,,              1879448,                 82073,              1961521,                706031,,                 56308,              1199182,                166029,,                 13271,                 11301,                109744,                              0,                 -8647,                 11485,,                 -8108,                129046,              1494257,,,              1088866,                490929,                597937,,,                 13651,,                   -512,,                  2421,                 15560,,                300156,                    255,,                  3869,                917777,,                296368,                 80947,                    437,                377752,                198728,,,                              0,                              0,,                  5500,                  5500,                204228,,                -24209,                228437,                228437,,,                              0,                  9686,                  9686,                  9686,                238123,,                228437,                              0,,                238123,                              0,,                              1.07,,                              1.07
2816,2014年01月01日至2014年09月30日,,,              5851390,                206770,              6058160,              2382181,,                161801,              3514178,                535167,,                 39183,                 17257,                310592,                              0,                 -3960,                 20692,,                -23832,                359932,              4409277,,,              3778561,              1936736,              1841825,,,                317466,,               -285843,,                 -1351,                 30272,,                896128,                    305,,                 11266,              2779796,,                869209,                225659,                    937,              1095805,                533676,,,                              0,                              0,,                 15569,                 15569,                549245,,                -22299,                571544,                571544,,,                              0,               -218994,               -218994,               -218994,                352550,,                571544,                              0,,                352550,                              0,,                              2.68,,                              2.68
2816,2014年01月01日至2014年06月30日,,,              4004927,                143435,              4148362,              1694490,,                161693,              2292179,                372215,,                 26254,                 47745,                115178,                              0,                 -5472,                 19951,,                 -8108,                195548,              2859942,,,              2679607,              1517947,              1161660,,,                310841,,               -313566,,                   -981,                 -3706,,                599698,                    255,,                  8137,              1766044,,                558960,                147747,                    648,                707355,                386543,,,                              0,                              0,,                 10688,                 10688,                397231,,                -24209,                421440,                421440,,,                              0,                -26224,                -26224,                -26224,                395216,,                421440,                              0,,                395216,                              0,,                              1.98,,                              1.98
