證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 利息費用
2524,2015年第3季,,,,                483526,                              0,                              0,                483526,                483526,,                277077,                206449,                206449,,,                 31961,,                 31227,                 63188,                143261,,,                  1295,,                    621,,                 29925,                -28009,                115252,,                  6959,                108293,                108293,,,                              0,                              0,,                              0,                              0,                              0,                108293,,                108293,,                108293,,                              0.28,,                              0.28,
2524,2015年第2季,,,,                389931,,                              0,                389931,                389931,,                200200,                189731,                189731,,,                 53574,,                 28683,                 82257,                107474,,,                  1351,,                    498,,                 28380,                -26531,                 80943,,                 70665,                 10278,                 10278,,,,,,,,,                 10278,,                 10278,,                 10278,,                              0.03,,                              0.03,                 28380
2524,2015年01月01日至2015年09月30日,,,,              1247847,                              0,                              0,              1247847,              1247847,,                665260,                582587,                582587,,,                110921,,                 89395,                200316,                382271,,,                  3810,,                  1798,,                 88255,                -82647,                299624,,                114130,                185494,                185494,,,                              0,                              0,,                              0,                              0,                              0,                185494,,                185494,,                185494,,                              0.48,,                              0.48,
2524,2015年01月01日至2015年06月30日,,,,                764321,,                              0,                764321,                764321,,                388183,                376138,                376138,,,                 78960,,                 58168,                137128,                239010,,,                  2515,,                  1177,,                 58330,                -54638,                184372,,                107171,                 77201,                 77201,,,,,,,,,                 77201,,                 77201,,                 77201,,                              0.21,,                              0.21,                 58330
2524,2014年第3季,,,,              1397715,                 25505,                              0,              1372210,              1372210,,                770557,                601653,                601653,,,                 32558,,                 34470,                 67028,                534625,,,                  1812,,                    835,,                 21037,                -18390,                516235,,                 18490,                497745,                497745,,,                              0,                              0,,                              0,                              0,                              0,                497745,,                497745,,                497745,,                              1.30,,                              1.30,
2524,2014年第2季,,,,                615623,,                              0,                615623,                615623,,                301266,                314357,                314357,,,                 45388,,                 14655,                 60043,                254314,,,                  1445,,                  2637,,                 14760,                -10678,                243636,,                169390,                 74246,                 74246,,,,,,,,,                 74246,,                 74246,,                 74246,,                              0.20,,                              0.20,                 14760
2524,2014年01月01日至2014年09月30日,,,,              2413836,                 25505,                              0,              2388331,              2388331,,              1264558,              1123773,              1123773,,,                119042,,                 77093,                196135,                927638,,,                  5725,,                  4392,,                 53014,                -42897,                884741,,                200062,                684679,                684679,,,                              0,                              0,,                              0,                              0,                              0,                684679,,                684679,,                684679,,                              1.78,,                              1.78,
2524,2014年01月01日至2014年06月30日,,,,              1016121,,                              0,              1016121,              1016121,,                494001,                522120,                522120,,,                 86484,,                 42623,                129107,                393013,,,                  3913,,                  3557,,                 31977,                -24507,                368506,,                181572,                186934,                186934,,,,,,,,,                186934,,                186934,,                186934,,                              0.50,,                              0.50,                 31977
