證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 天然氣銷貨收入（天然氣業）,　　　　 銷貨收入合計,　　　 專櫃銷貨收入（百貨業適用）,　　　 分期付款銷貨收入,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 投資收入（投資公司適用）合計,　　 租賃收入,　　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 旅遊服務收入合計,　　 營建工程收入,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 天然氣銷貨成本（天然氣業）,　　　 銷貨成本合計,　　 租賃成本,　　　 租賃成本,　　　 租賃成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分無形資產損失,　　　 其他利益及損失淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之國外營運機構財務報表換算之兌換差額,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　　 銀行存款利息,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－國外營運機構財務報表換算之兌換差額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－其他,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益
1203,2013年第2季,,,,              1415699,                              0,              1415699,                              0,                              0,                              0,                              0,              1415699,,                              0,,                 10498,                 10498,,                              0,,                              0,,                              0,,                              0,              1426197,,,              1119456,                              0,              1119456,,                  7295,                  7295,              1126751,                299446,                              0,                              0,                299446,,,                146261,,                 69173,,                  1618,                217052,                 82394,,,,                              0,                              0,,                  2308,                  2308,,,,                  1507,,                              0,                -24671,                    343,,                 25835,,                              0,,                  7331,,                 16083,                              0,                 16083,                 36895,                119289,,                 26912,                 92377,,                              0,                 92377,,,,,,,,,,,,,,,                -72275,                 20102,,                 78672,                 13705,,                 47805,                -27703,,                              0.33,,,,,,,,                -77757,                  4789,                              0,,                    693,                              0,                    693,
1203,2013年度,,,,              5954190,                              0,              5954190,                              0,                              0,                              0,                              0,              5954190,,                              0,,                 41961,                 41961,,                              0,,                              0,,                              0,,                              0,              5996151,,,              4660356,                              0,              4660356,,                 27878,                 27878,              4688234,              1307917,                              0,                              0,              1307917,,,                621185,,                234829,,                  6107,                862121,                445796,,,,                              0,                  6761,                  5804,                              0,                 12565,,,,                              0,,                 27006,                -76446,                              0,                              0,                103452,,                              0,,                 30059,,                              0,                  1058,                 -1058,                 84900,                530696,,                167473,                363223,,                              0,                363223,,,,,,,,,,,,,,,                -20455,                342768,,                263475,                 99748,,                295460,                 47308,,                              1.11,,,,,,,                  6761,                -91199,                 50843,                 17769,,                  2132,                              0,                  2132,                              0
1203,2013年07月01日至2013年09月30日,,,,              1582048,                              0,              1582048,                              0,                              0,                              0,                              0,              1582048,,                              0,,                 10943,                 10943,,                              0,,                              0,,                              0,,                              0,              1592991,,,              1219616,                              0,              1219616,,                  7255,                  7255,              1226871,                366120,                              0,                              0,                366120,,,                173911,,                 41095,,                  1537,                216543,                149577,,,,                  1274,                  1274,                  4971,                              0,                  6245,,,,                 -1146,,                              0,                -24749,                  7390,                              0,                 16213,,                              0,,                  8804,,                 -8925,                              0,                 -8925,                  4729,                154306,,                 31495,                122811,,                              0,                122811,,,,,,,,,,,,,,,                -30494,                 92317,,                 96349,                 26462,,                 87909,                  4408,,                              0.41,,,,,,,,                -43102,                 14106,,,                 -1498,                              0,                 -1498,
1203,2013年04月01日至2013年06月30日,,,,              1415699,                              0,              1415699,                              0,                              0,                              0,                              0,              1415699,,                              0,,                 10498,                 10498,,                              0,,                              0,,                              0,,                              0,              1426197,,,              1119456,                              0,              1119456,,                  7295,                  7295,              1126751,                299446,                              0,                              0,                299446,,,                146261,,                 69173,,                  1618,                217052,                 82394,,,,                              0,                              0,,                  2308,                  2308,,,,                  1507,,                              0,                -24671,                    343,,                 25835,,                              0,,                  7331,,                 16083,                              0,                 16083,                 36895,                119289,,                 26912,                 92377,,                              0,                 92377,,,,,,,,,,,,,,,                -72275,                 20102,,                 78672,                 13705,,                 47805,                -27703,,                              0.33,,,,,,,,                -77757,                  4789,,,                    693,                              0,                    693,
1203,2013年01月01日至2013年12月31日,,,,              5954190,                              0,              5954190,                              0,                              0,                              0,                              0,              5954190,,                              0,,                 41961,                 41961,,                              0,,                              0,,                              0,,                              0,              5996151,,,              4660356,                              0,              4660356,,                 27878,                 27878,              4688234,              1307917,                              0,                              0,              1307917,,,                621185,,                234829,,                  6107,                862121,                445796,,,,                              0,                  6761,                  5804,                              0,                 12565,,,,                              0,,                 27006,                -76446,                              0,                              0,                103452,,                              0,,                 30059,,                              0,                  1058,                 -1058,                 84900,                530696,,                167473,                363223,,                              0,                363223,,,,,,,,,,,,,,,                -20455,                342768,,                263475,                 99748,,                295460,                 47308,,                              1.11,,,,,,,                  6761,                -91199,                 50843,                 17769,,                  2132,                              0,                  2132,                              0
1203,2013年01月01日至2013年09月30日,,,,              4631502,                              0,              4631502,                              0,                              0,                              0,                              0,              4631502,,                              0,,                 31011,                 31011,,                              0,,                              0,,                              0,,                              0,              4662513,,,              3637005,                              0,              3637005,,                 21873,                 21873,              3658878,              1003635,                              0,                              0,              1003635,,,                472487,,                161888,,                  4653,                639028,                364607,,,,                  6033,                  6033,                  5057,                              0,                 11090,,,,                  2199,,                 30599,                -55764,                  7985,                              0,                 80577,,                              0,,                 26720,,                -14421,                              0,                -14421,                 50526,                415133,,                 79745,                335388,,                              0,                335388,,,,,,,,,,,,,,,                  1054,                336442,,                258761,                 76627,,                282364,                 54078,,                              1.09,,,,,,,,                -34894,                 34532,                              0,,                  1416,                              0,                  1416,
1203,2013年01月01日至2013年06月30日,,,,              3049454,                              0,              3049454,                              0,                              0,                              0,                              0,              3049454,,                              0,,                 20068,                 20068,,                              0,,                              0,,                              0,,                              0,              3069522,,,              2417389,                              0,              2417389,,                 14618,                 14618,              2432007,                637515,                              0,                              0,                637515,,,                298576,,                120793,,                  3116,                422485,                215030,,,,                              0,                              0,,                  4845,                  4845,,,,                  3345,,                 30599,                -31015,                    595,,                 64364,,                              0,,                 17916,,                 -5496,                              0,                 -5496,                 45797,                260827,,                 48250,                212577,,                              0,                212577,,,,,,,,,,,,,,,                 31548,                244125,,                162412,                 50165,,                194455,                 49670,,                              0.68,,,,,,,,                  8208,                 20426,                              0,,                  2914,                              0,                  2914,
1203,2013年01月01日至2013年03月31日,,,,              1633755,                              0,              1633755,                              0,                              0,                              0,                              0,              1633755,,                              0,,,                  9570,,                              0,,                              0,,                              0,,                              0,              1643325,,,              1297933,                              0,              1297933,,                  7323,                  7323,              1305256,                338069,                              0,                              0,                338069,,,                152315,,                 51620,,                  1498,                205433,                132636,,,,                  2537,                  2537,,                  7930,                 10467,,,,,,                 30599,,,,                 30599,,                              0,,                 10585,,,                 21579,                -21579,                  8902,                141538,,                 21338,                120200,,                              0,                120200,,,,,,,,,,,,,,,                103823,                224023,,                 83740,                 36460,,                146650,                 77373,,                              0.35,,,,,,,,                 85965,                 15637,                              0,,,                  2221,                  2221,
1203,2012年07月01日至2012年09月30日,,,,              1519820,                              0,              1519820,                              0,                              0,                              0,                              0,              1519820,,                              0,,                 10122,                 10122,,                              0,,                              0,,                              0,,                              0,              1529942,,,              1219573,                              0,              1219573,,                  5717,                  5717,              1225290,                304652,                              0,                              0,                304652,,,                155692,,                 57818,,                  1576,                215086,                 89566,,,,                  5122,                  5122,                  2724,                              0,                  7846,,,,                    -11,,                              0,                 11408,                     15,                              0,                -11434,,                              0,,                  7183,,                -16236,                              0,                -16236,                -27007,                 62559,,                 38847,                 23712,,                              0,                 23712,,,,,,,,,,,,,,,                 16634,                 40346,,                 26359,                 -2647,,                 32870,                  7476,,                              0.11,,,,,,,,                 11857,                  6569,,,                 -1792,                              0,                 -1792,
1203,2012年04月01日至2012年06月30日,,,,              1591540,                              0,              1591540,                              0,                              0,                              0,                              0,              1591540,,                              0,,                 10794,                 10794,,                              0,,                              0,,                              0,,                              0,              1602334,,,              1295875,                              0,              1295875,,                  5468,                  5468,              1301343,                300991,                              0,                              0,                300991,,,                151381,,                 53698,,                  1465,                206544,                 94447,,,,                              0,                              0,,                  9827,                  9827,,,,                    303,,                              0,                   -316,                      8,,                    611,,                              0,,                  9799,,                 -7628,                              0,                 -7628,                 -6989,                 87458,,                 24837,                 62621,,                              0,                 62621,,,,,,,,,,,,,,,                -31225,                 31396,,                 53835,                  8786,,                 37863,                 -6467,,                              0.23,,,,,,,,                -24923,                 -7629,,,                  1327,                              0,                  1327,
1203,2012年01月01日至2012年12月31日,,,,              6070725,                              0,              6070725,                              0,                              0,                              0,                              0,              6070725,,                              0,,                 40928,                 40928,,                              0,,                              0,,                              0,,                              0,              6111653,,,              4874356,                              0,              4874356,,                 21259,                 21259,              4895615,              1216038,                              0,                              0,              1216038,,,                600157,,                211145,,                  6151,                817453,                398585,,,,                              0,                 32707,                  4582,                              0,                 37289,,,,                              0,,                              0,                  8844,                              0,                              0,                 -8844,,                              0,,                 35685,,                              0,                111706,               -111706,               -118946,                279639,,                118248,                161391,,                              0,                161391,,,,,,,,,,,,,,,                -15147,                146244,,                113391,                 48000,,                 91869,                 54375,,                              0.48,,,,,,,                 32707,                 -4374,                 16587,                -22633,,                 -4727,                              0,                 -4727,                              0
1203,2012年01月01日至2012年09月30日,,,,              4622674,                              0,              4622674,                              0,                              0,                              0,                              0,              4622674,,                              0,,                 31322,                 31322,,                              0,,                              0,,                              0,,                              0,              4653996,,,              3760856,                              0,              3760856,,                 16876,                 16876,              3777732,                876264,                              0,                              0,                876264,,,                455429,,                158524,,                  4607,                618560,                257704,,,,                 24153,                 24153,                  2910,                              0,                 27063,,,,                   -902,,                              0,                 12438,                     24,                              0,                -13364,,                              0,,                 30562,,                -92644,                              0,                -92644,               -109507,                148197,,                 87553,                 60644,,                              0,                 60644,,,,,,,,,,,,,,,                -17082,                 43562,,                 60304,                    340,,                 49860,                 -6298,,                              0.25,,,,,,,,                -24651,                 11404,,,                 -3835,                              0,                 -3835,
1203,2012年01月01日至2012年06月30日,,,,              3102854,                              0,              3102854,                              0,                              0,                              0,                              0,              3102854,,                              0,,                 21200,                 21200,,                              0,,                              0,,                              0,,                              0,              3124054,,,              2541283,                              0,              2541283,,                 11159,                 11159,              2552442,                571612,                              0,                              0,                571612,,,                299737,,                100706,,                  3031,                403474,                168138,,,,                              0,                              0,,                 19217,                 19217,,,,                   -891,,                              0,                  1030,                      9,,                 -1930,,                              0,,                 23379,,                -76408,                              0,                -76408,                -82500,                 85638,,                 48706,                 36932,,                              0,                 36932,,,,,,,,,,,,,,,                -33716,                  3216,,                 33945,                  2987,,                 16990,                -13774,,                              0.14,,,,,,,,                -36508,                  4835,,,                 -2043,                              0,                 -2043,
1203,2012年01月01日至2012年03月31日,,,,              1511314,                              0,              1511314,                              0,                              0,                              0,                              0,              1511314,,                              0,,,                 10406,,                              0,,                              0,,                              0,,                              0,              1521720,,,              1245408,                              0,              1245408,,                  5691,                  5691,              1251099,                270621,                              0,                              0,                270621,,,                148356,,                 47008,,                  1566,                196930,                 73691,,,,                  9390,                  9390,,                 -2541,                  6849,,,,,,                              0,,,,                              0,,                              0,,                 13580,,,                 68780,                -68780,                -75511,                 -1820,,                 23869,                -25689,,                              0,                -25689,,,,,,,,,,,,,,,                 -2491,                -28180,,                -19890,                 -5799,,                -20873,                 -7307,,                             -0.08,,,,,,,,                -11585,                 12464,,,,                 -3370,                 -3370,
