證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 天然氣銷貨收入（天然氣業）,　　　　 銷貨收入合計,　　　 專櫃銷貨收入（百貨業適用）,　　　 分期付款銷貨收入,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 投資收入（投資公司適用）合計,　　 租賃收入,　　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 旅遊服務收入合計,　　 營建工程收入,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 天然氣銷貨成本（天然氣業）,　　　 銷貨成本合計,　　 租賃成本,　　　 租賃成本,　　　 租賃成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分無形資產損失,　　　 其他利益及損失淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之國外營運機構財務報表換算之兌換差額,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　　 銀行存款利息,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－國外營運機構財務報表換算之兌換差額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－其他,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益
1203,2015年第3季,,,,              1790477,                              0,              1790477,                              0,                              0,                              0,                              0,              1790477,,                              0,,                 11010,                 11010,,                              0,,                              0,,                              0,,                              0,              1801487,,,              1362515,                              0,              1362515,,                  6191,                  6191,              1368706,                432781,                              0,                              0,                432781,,,                182000,,                 66573,,                  1794,                250367,                182414,,,,                 12101,                 12101,                  4232,                              0,                 16333,,                    526,                   -901,                 19638,,                              0,                  7725,                              0,                              0,                 11538,,                              0,,                  2810,,                 -1739,                              0,                 -1739,                 23322,                205736,,                 50274,                155462,,                              0,                155462,,,                      3,,                              0,                              0,                      3,,                 17235,                -21050,,                  6730,                  6730,                  2915,                  2918,                158380,,                111976,                 43486,,                124038,                 34342,,                              0.47,,,,,,,,,,,,,,,
1203,2015年第2季,,,,              1639683,                              0,              1639683,                              0,                              0,                              0,                              0,              1639683,,                              0,,                 11205,                 11205,,                              0,,                              0,,                              0,,                              0,              1650888,,,              1259104,                              0,              1259104,,                  6212,                  6212,              1265316,                385572,                              0,                              0,                385572,,,                153806,,                 61549,,                  1723,                217078,                168494,,,,                              0,                              0,,                  4052,                  4052,,,                 -1362,                 -4158,,                              0,                 -7403,                    464,,                  1419,,                              0,,                  2783,,                -14113,                              0,                -14113,                -11425,                157069,,                 43858,                113211,,                              0,                113211,,,                   -149,,                              0,                              0,                   -149,,               -116142,                  1165,,                 -1681,                 -1681,               -116658,               -116807,                 -3596,,                 84660,                 28551,,                 15571,                -19167,,                              0.36,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,
1203,2015年01月01日至2015年09月30日,,,,              5073611,                              0,              5073611,                              0,                              0,                              0,                              0,              5073611,,                              0,,                 33213,                 33213,,                              0,,                              0,,                              0,,                              0,              5106824,,,              3869064,                              0,              3869064,,                 18758,                 18758,              3887822,              1219002,                              0,                              0,              1219002,,,                500104,,                178295,,                  5018,                683417,                535585,,,,                 20946,                 20946,                  4232,                              0,                 25178,,                     62,                 64175,                 14929,,                              0,                -39636,                              0,                              0,                118802,,                              0,,                 11650,,                -48224,                              0,                -48224,                 84106,                619691,,                147787,                471904,,                              0,                471904,,,                   -188,,                              0,                              0,                   -188,,                -91053,                -13522,,                  3934,                  3934,               -100641,               -100829,                371075,,                314934,                156970,,                269761,                101314,,                              1.32,,,,,,,,,,,,,,,
1203,2015年01月01日至2015年06月30日,,,,              3283134,                              0,              3283134,                              0,                              0,                              0,                              0,              3283134,,                              0,,                 22203,                 22203,,                              0,,                              0,,                              0,,                              0,              3305337,,,              2506549,                              0,              2506549,,                 12567,                 12567,              2519116,                786221,                              0,                              0,                786221,,,                318104,,                111722,,                  3224,                433050,                353171,,,,                              0,                              0,,                  8845,                  8845,,,                 65076,                 -4556,,                              0,                -47208,                    464,,                107264,,                              0,,                  8840,,                -46485,                              0,                -46485,                 60784,                413955,,                 97513,                316442,,                              0,                316442,,,                   -191,,                              0,                              0,                   -191,,               -108288,                  7528,,                 -2796,                 -2796,               -103556,               -103747,                212695,,                202958,                113484,,                145723,                 66972,,                              0.85,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,
1203,2015年01月01日至2015年03月31日,,,,              1643451,                              0,              1643451,                              0,                              0,                              0,                              0,              1643451,,                              0,,,                 10998,,                              0,,                              0,,                              0,,                              0,              1654449,,,              1247445,                              0,              1247445,,                  6355,                  6355,              1253800,                400649,                              0,                              0,                400649,,,                164298,,                 50173,,                  1501,                215972,                184677,,,,                  4793,                  4793,,                 39407,                 44200,,,                 66438,,,                              0,,,,                 66438,,                              0,,                  6057,,,                 32372,                -32372,                 72209,                256886,,                 53655,                203231,,                              0,                203231,,,                    -42,,                              0,                              0,                    -42,,                  7854,                  6363,,,                 -1115,                 13102,                 13060,                216291,,                118298,                 84933,,                130152,                 86139,,                              0.50,,,,,,,,,,,,,,,
1203,2014年第3季,,,,              1426323,                              0,              1426323,                              0,                              0,                              0,                              0,              1426323,,                              0,,                 10951,                 10951,,                              0,,                              0,,                              0,,                              0,              1437274,,,              1111278,                              0,              1111278,,                  6277,                  6277,              1117555,                319719,                              0,                              0,                319719,,,                193012,,                 49373,,                  1582,                243967,                 75752,,,,                  3576,                  3576,                  7236,                              0,                 10812,,                              0,                              0,                  6154,,                              0,                 -7711,                  4692,                              0,                  9173,,                              0,,                  6576,,                 -8883,                              0,                 -8883,                  4526,                 80278,,                 31816,                 48462,,                              0,                 48462,,,                      1,,                              0,                              0,                      1,,                 69759,                  5717,,                  1393,                  1393,                 76869,                 76870,                125332,,                 41433,                  7029,,                 91559,                 33773,,                              0.17,,,,,,,,,,,,,,,
1203,2014年第2季,,,,              1566994,                              0,              1566994,                              0,                              0,                              0,                              0,              1566994,,                              0,,                 10951,                 10951,,                              0,,                              0,,                              0,,                              0,              1577945,,,              1195485,                              0,              1195485,,                  6298,                  6298,              1201783,                376162,                              0,                              0,                376162,,,                167880,,                 59833,,                  1595,                229308,                146854,,,,                              0,                              0,,                  3691,                  3691,,,                              0,                 -1922,,                              0,                -21092,                    657,,                 18513,,                              0,,                  6427,,                -21734,                              0,                -21734,                 -5957,                140897,,                 49917,                 90980,,                              0,                 90980,,,                   -157,,                              0,                              0,                   -157,,                 -7807,                 13863,,                 -2894,                 -2894,                  3162,                  3005,                 93985,,                 67927,                 23053,,                107267,                -13282,,                              0.29,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,
1203,2014年度,,,,              6252729,                              0,              6252729,                              0,                              0,                              0,                              0,              6252729,,                              0,,                 43818,                 43818,,                              0,,                              0,,                              0,,                              0,              6296547,,,              4843147,                              0,              4843147,,                 25943,                 25943,              4869090,              1427457,                              0,                              0,              1427457,,,                680761,,                235221,,                  6766,                922748,                504709,,,,                              0,                 13722,                  9530,                              0,                 23252,,,,                 15202,,                              0,                -55781,                    887,                              0,                 70096,,                              0,,                 26597,,                              0,                 38227,                -38227,                 28524,                533233,,                172115,                361118,,                              0,                361118,,,,,,,,,,,,,,,                182124,                543242,,                266931,                 94187,,                401692,                141550,,                              1.12,,,,,,,                 13722,                186586,                   -726,                -12020,,                  8284,                              0,                  8284,                              0
1203,2014年01月01日至2014年09月30日,,,,              4481321,                              0,              4481321,                              0,                              0,                              0,                              0,              4481321,,                              0,,                 32852,                 32852,,                              0,,                              0,,                              0,,                              0,              4514173,,,              3420092,                              0,              3420092,,                 18840,                 18840,              3438932,              1075241,                              0,                              0,              1075241,,,                509606,,                161022,,                  4816,                675444,                399797,,,,                 10123,                 10123,                  7236,                              0,                 17359,,                              0,                              0,                  7074,,                              0,                -37601,                  5502,                              0,                 39173,,                              0,,                 22449,,                -36470,                              0,                -36470,                 -2387,                397410,,                130098,                267312,,                              0,                267312,,,                    213,,                              0,                              0,                    213,,                163557,                 10665,,                  2164,                  2164,                176386,                176599,                443911,,                194717,                 72595,,                333206,                110705,,                              0.82,,,,,,,,,,,,,,,
1203,2014年01月01日至2014年06月30日,,,,              3054998,                              0,              3054998,                              0,                              0,                              0,                              0,              3054998,,                              0,,                 21901,                 21901,,                              0,,                              0,,                              0,,                              0,              3076899,,,              2308814,                              0,              2308814,,                 12563,                 12563,              2321377,                755522,                              0,                              0,                755522,,,                316594,,                111649,,                  3234,                431477,                324045,,,,                              0,                              0,,                  6547,                  6547,,,                              0,                    920,,                              0,                -29890,                    810,,                 30000,,                              0,,                 15873,,                -27587,                              0,                -27587,                 -6913,                317132,,                 98282,                218850,,                              0,                218850,,,                    212,,                              0,                              0,                    212,,                 93798,                  4948,,                    771,                    771,                 99517,                 99729,                318579,,                153284,                 65566,,                241647,                 76932,,                              0.64,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,
1203,2014年01月01日至2014年03月31日,,,,              1488004,                              0,              1488004,                              0,                              0,                              0,                              0,              1488004,,                              0,,,                 10950,,                              0,,                              0,,                              0,,                              0,              1498954,,,              1113329,                              0,              1113329,,                  6265,                  6265,              1119594,                379360,                              0,                              0,                379360,,,                148714,,                 51816,,                  1639,                202169,                177191,,,,                  2856,                  2856,,                 11487,                 14343,,,                              0,,,                              0,,,,                              0,,                              0,,                  9446,,,                  5853,                 -5853,                   -956,                176235,,                 48365,                127870,,                              0,                127870,,,                    369,,                              0,                              0,                    369,,                101605,                 -8915,,,                  3665,                 96355,                 96724,                224594,,                 85357,                 42513,,                134380,                 90214,,                              0.36,,,,,,,,,,,,,,,
1203,2013年第3季,,,,              1582048,                              0,              1582048,                              0,                              0,                              0,                              0,              1582048,,                              0,,                 10943,                 10943,,                              0,,                              0,,                              0,,                              0,              1592991,,,              1219616,                              0,              1219616,,                  7255,                  7255,              1226871,                366120,                              0,                              0,                366120,,,                173911,,                 41095,,                  1537,                216543,                149577,,,,                  1274,                  1274,                  4971,                              0,                  6245,,,,                 -1146,,                              0,                -24749,                  7390,                              0,                 16213,,                              0,,                  8804,,                 -8925,                              0,                 -8925,                  4729,                154306,,                 31495,                122811,,                              0,                122811,,,,,,,,,,,,,,,                -30494,                 92317,,                 96349,                 26462,,                 87909,                  4408,,                              0.41,,,,,,,,                -43102,                 14106,                              0,,                 -1498,                              0,                 -1498,
