證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 承購帳款手續費收入,　　　　　 簽證手續費收入,　　　　　 承銷手續費收入,　　　　　 經紀手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費及佣金收入合計,　　　　 手續費費用及佣金支出,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 保管手續費,　　　　　 代理費用,　　　　　 經紀經手費支出,　　　　　 自營經手費支出,　　　　　 轉融通手續費支出,　　　　　 承銷作業手續費支出,　　　　　 結算交割服務費支出,　　　　　 其他手續費費用,　　　　　 手續費費用及佣金支出合計,　　　　 手續費及佣金淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 處分投資性不動產利益,　　　　 處分投資性不動產損失,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　 備供出售金融資產之已實現損失,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現利益,　　　　 持有至到期日金融資產之已實現損失,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　 兌換損失,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損迴轉利益,　　　　 資產減損損失,　　　　 資產減損（損失）迴轉利益,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨利益（損失）,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產淨利益（損失）,　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　　 無活絡市場之債務工具投資利益,　　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　 出售承受擔保品淨利益（損失）,　　　　　 出售承受擔保品利益,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨利益（損失）,　　　　 發行認購（售）權證費用,　　　　　 發行認購（售）權證費用,　　　　　 發行認購（售）權證費用合計,　　　　 銷貨淨利益（損失）,　　　　　 銷貨收入 ,　　　　　 銷貨淨利益（損失）,　　　　 顧問服務收入,　　　　　 顧問服務收入,　　　　　 顧問服務收入合計,　　　　 營業資產租金淨利益（損失）,　　　　　 營業資產租金收入,　　　　　 營業資產租金淨利益（損失）,　　　　 租賃收入,　　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 賠償收入,　　　　　 賠償收入,　　　　　 賠償收入合計,　　　　 財產交易利益淨利益（損失）,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易利益淨利益（損失）,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項淨利益（損失）,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項淨利益（損失）,　　　　 其他利息以外淨收益,　　　　 其他利息以外淨損失,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 放款呆帳費用,　　 應收承購帳款呆帳費用,　　 應收承兌票款呆帳費用,　　 保證責任準備提存及其呆帳費用,　　 應收信用卡帳款呆帳費用,　　 其他應收款呆帳費用-銀行業,　　 其他各項提存,　　 呆帳費用及保證責任準備提存合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]141,　　 非控制股權,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 繼續營業單位稅後淨利（淨損）[duplicate]147,　　 稀釋每股盈餘合計,　　 母公司業主[duplicate]136,　　 繼續營業單位稅後淨利（淨損）[duplicate]142,　　　　　 以成本衡量之金融資產損失,　　 母公司業主[duplicate]135,　　 繼續營業單位稅後淨利（淨損）[duplicate]141,　　　　　 現金卡手續費收入,　　　　　 承購帳款手續費,　　　　 公允價值調整損失-投資性不動產,　　　　　 無活絡市場之債務商品投資利益,　　　　　 無活絡市場之債務商品投資損失,　　　　　 銷貨成本,　　　　　 營業資產出租費用,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]140,　　 繼續營業單位稅後淨利（淨損）[duplicate]146,　　 共同控制下前手權益,　　 母公司業主[duplicate]130,　　 繼續營業單位稅後淨利（淨損）[duplicate]136,　　 母公司業主[duplicate]128,　　 繼續營業單位稅後淨利（淨損）[duplicate]134,　　　　 投資性不動產利益,　　　　 投資性不動產損失,　　　　 資產減損損失（迴轉利益）,　　 母公司業主[duplicate]133,　　　　　 信託手續費,　　　 保險業務淨收益,　　　　 保險業務收益,　　　　　 保險業務收益合計,　　　　 保險業務費用,　　　　　 保險業務費用合計,　　　　 保險業務淨收益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法之投資處分損益,　　　　　 採用權益法之投資處分利益,　　　　　 採用權益法之投資處分損失 ,　　　　　 採用權益法之投資處分損益,　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　　 避險工具之損益－公允價值避險,　　　　　 避險工具之損益－公允價值避險,　　　　 歸因於所規避風險之被避險項目之損益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之損益－公允價值避險,　　　　 以成本衡量之金融負債淨利益（損失）,　　　　　 以成本衡量之金融負債利益,　　　　　 以成本衡量之金融負債損失,　　　　　 以成本衡量之金融負債淨利益（損失）,　　　　 信託投資淨利益（損失）,　　　　　 信託投資利益,　　　　　 信託投資淨利益（損失）,　　　　 出售不良債權淨利益（損失）,　　　　　 出售不良債權收入,　　　　　 出售不良資產損失,　　　　　 出售不良債權淨利益（損失）,　　　　 股務代理收入,　　　　　 股務代理收入合計,　　　　 股利收入,　　　　　 股利收入合計,　　　　 儲運淨利益（損失）,　　　　　 儲運淨利益（損失）,　　　　 存款管理費收入,　　　　　 存款管理費收入合計,　　　　 財產交易淨利益（損失）－資產證券化,　　　　　 財產交易淨利益（損失）－資產證券化,　　　　 災害損失,　　　　　 災害損失合計,　　　　 提存意外損失準備,　　　　　 提存意外損失準備合計,　　　　 其他營業準備提存,　　　　　 其他營業準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 停業單位損益,　　 停業單位營業稅前損益,　　 停業單位資產或處分群組處分損益（稅前）,　　 停業單位資產或處分群組按公允價值減出售成本衡量損益（稅前）,　　 與停業單位損益組成部分相關之所得稅（費用）利益,　　 停業單位損益合計,　　 母公司業主[duplicate]197,　　 繼續營業單位稅後淨利（淨損）[duplicate]203,　　 母公司業主[duplicate]127,　　 繼續營業單位稅後淨利（淨損）[duplicate]132,　　 母公司業主[duplicate]124,　　 繼續營業單位稅後淨利（淨損）[duplicate]129
2884,2014年01月01日至2014年03月31日,,,              6220881,              2722464,              3498417,,,,                 42061,                  1771,                 34421,                 33145,                276136,                 18412,                  7622,                 12325,                    856,                  1505,                178831,                619800,                 45014,                  3873,                963093,                606215,              2845080,,                    429,                 60955,                 18095,                151924,                 14468,                    296,                    207,                     26,                  1703,                103843,                351946,              2493134,,              5982920,              4663033,              1319887,,                  1486,,                  1486,,                158669,                     23,                158646,,,                              0,                              0,,                479459,                 -5817,                485276,,,                              0,                              0,,,                  5055,                  5055,,                     36,                     36,,,                              0,                              0,,                  2474,                 -2474,,                  2463,                  2463,,                  1419,                  1419,,                    684,                    684,,,,,                    390,                    390,,                    439,                  2541,                 -2102,,                      1,                     -1,,                  3161,                     63,                  3098,                 13647,                  5079,                  8568,              4466997,              7965414,,                362714,                 14688,                    717,                    461,                 -4650,                    192,                              0,                374122,,              2025608,                264684,              1712280,              4002572,              3588720,               -712201,              2876519,              2876519,,,                              0,                              0,,                207661,                -29103,                -41778,                136780,                136780,              3013299,,              2860909,                 15610,,,                 31509,,                              0.46,                              0.46,,,                              0.46,,,                              0,              2981790,                              0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年第3季,,,              5860107,              2422162,              3437945,,,,                 35910,                  1049,                 37441,                 31190,                292087,                 15858,                  6019,                  6314,                    604,                    910,                160744,                443328,                 45779,                 12356,                939195,                652215,              2680999,,                    424,                 57897,                 17967,                156152,                 13388,                     79,                    139,                     14,                  2387,                102683,                351130,              2329869,,              6094684,              5277777,                816907,,                 35852,                 12400,                 23452,,                 81384,                 15972,                 65412,,,,,,                211136,                 74606,                136530,,                              0,                 22088,                -22088,,,                 56814,                 56814,,,                              0,,,                  2972,                 -2972,,                    200,                   -200,,                  3716,                  3716,,                    143,                    143,,                    696,                    696,,,,,                  1417,                  1417,,                    291,                     27,                    264,,                  2586,                 -2586,,                 11665,                    777,                 10888,                 74742,                  6562,                 68180,              3418262,              6856207,,                416143,                  1921,                    120,                 -5708,                 21785,                 -9050,                     47,                425258,,              1738194,                232304,              1795294,              3765792,,               -457938,              2207219,              2207219,,,,,,,,,,,              2058788,,              2202877,                  4342,,,                 -5160,,                              0.37,                              0.37,,,                              0.35,,,                              0,,,,,,                              0,,,,              2665157,               -148974,                -22146,,                 22689,               -148431,,,                              0,              2063948,                              0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年第2季,,,              5492875,              2321057,              3171818,,,,                 37361,                    620,                 35360,                 28380,                280035,                 17477,                  4732,                  5999,                    424,                    859,                148268,                538270,                 48299,                 33895,                849382,                402946,              2432307,,                    540,                 54309,                 18873,                136229,                 12369,                     62,                    167,                     15,                  2268,                 80976,                305808,              2126499,,              3315392,              1602237,              1713155,,                  1848,,                  1848,,                 97591,                 12351,                 85240,,                              0,                              0,                              0,,               -531698,                 13185,               -544883,,                              0,                 87169,                -87169,,,                 12761,                 12761,,,                    104,,,                   -869,                    869,,,,,                  5091,                  5091,,                  1923,                  1923,,                    693,                    693,,,,,                  1551,                  1551,,                     40,                      7,                     33,,                  6309,                 -6309,,                 29631,                     -4,                 29635,                 51794,                  5443,                 46351,              3341041,              6512859,,                399954,                 46864,                 -3437,                 34694,                 24269,,                 10125,                512469,,              1682221,                232420,              1539241,              3453882,,               -451242,              2095266,              2095266,,,,,,,,,,,              1765714,,              2095266,                              0,,,                              0,,                              0.35,                              0.35,,,                              0.34,,,                              0,,,,,,                    104,,,,              2546508,                 26560,               -389349,,                 33237,               -329552,,,,,,              1765714,                              0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年度,,,             22573791,              9539118,             13034673,,,,                149057,                  4186,                142252,                120187,              1084527,                 72379,                 27094,                 23036,                  2228,                  4649,                611573,              1949325,                183377,                130759,              3620074,              2309308,             10434011,,                  1839,                224971,                 68085,                574349,                 50777,                    412,                    712,                    102,                  8992,                380161,              1310400,              9123611,,              8303197,              4091044,              4212153,,                 46834,                 17685,                 29149,,                316689,                 40298,                276391,,                              0,                              0,                              0,,                -99989,                 29185,               -129174,,                  8160,                178133,               -169973,,,                307966,                307511,,,                    113,,                    869,                  9196,                 -8327,,                  2522,                 -2522,,                 16887,                 16887,,                  3544,                  3544,,                  2766,                  2766,,,,,                  3026,                  3026,,                  1176,                    816,                    360,,                      2,                     -2,,                 47646,                    406,                 47240,                383993,                 13397,                370596,             13712753,             26747426,,              1451420,                114728,                 -3362,                 34068,                108587,                  1081,,              1706522,,              6947048,                965233,              6914326,             14826607,,             -1798246,              8416051,              8416051,,,,,,,,,,,              9235249,,              8416145,                    -94,,,                 -3878,,                              1.40,                              1.40,,,                              1.40,,,                    455,,,                              0,                              0,                              0,                    113,                              0,                              0,                              0,             10214297,                150708,                587010,                 78863,                  2617,                819198,              9239127,                              1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年07月01日至2013年09月30日,,,              5860107,              2422162,              3437945,,,,                 35910,                  1049,                 37441,                 31190,                292087,                 15858,                  6019,                  6314,                    604,                    910,                160744,                443329,                 45779,                 12356,                939195,                652215,              2681000,,                    424,                 57897,                 17967,                156153,                 13388,                     79,                    139,                     14,                  2387,                102683,                351131,              2329869,,              6094684,              5277777,                816907,,,,                 23452,,                 81384,                 15972,                 65412,,                              0,                              0,                              0,,                211136,                 74606,                136530,,                              0,                 22088,,,,                 56814,                 56814,,,                              0,,                              0,                  2972,                 -2972,,                    200,                   -200,,                  3716,                  3716,,                    143,                    143,,                    696,                    696,,,                              0,,                  1417,                  1417,,                    291,                     27,                    264,,                  2586,                 -2586,,                 11665,                    777,                 10888,                 74742,                  6562,                 68180,              3418262,              6856207,,                416143,                  1921,                    120,                 -5708,                 21785,                 -9050,                     47,                425258,,              1738194,                232304,              1795294,              3765792,,               -457938,              2207219,              2207219,,,,,,,,,,,              2058788,,              2202877,                  4342,,,                 -5160,,                              0.40,                              0.40,,,                              0.38,,,                              0,,,                              0,                              0,,                              0,                              0,,,              2665157,               -148974,                -22146,,                 22689,               -148431,,,,,,,,                 35852,                 12400,                -22088,,                              0,,,                              0,,                              0,                              0,,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,              2063948,                              0.38,,,,
2884,2013年04月01日至2013年06月30日,,,              5492875,              2321057,              3171818,,,,                 37361,                    620,                 35360,                 28380,                280034,                 17477,                  4732,                  5999,                    424,                    859,                148268,                538271,                 48299,                 33895,                849383,                402945,              2432307,,                    540,                 54310,                 18873,                136228,                 12369,                     62,                    167,                     15,                  2268,                 80976,                305808,              2126499,,              3315392,              1602237,              1713155,,,,                  1848,,                 97591,                 12351,                 85240,,                              0,                   -122,                    122,,               -531698,                 13185,               -544883,,                              0,                 87169,,,,                 12761,                 12761,,,                    104,,,                   -869,                    869,,,,,                  5091,                  5091,,                  1923,                  1923,,                    693,                    693,,,,,                  1551,                  1551,,                     40,                      7,                     33,,                  6309,                 -6309,,                 29631,                    118,                 29513,                 51794,                  5565,                 46229,              3341041,              6512859,,                399954,                 46864,                 -3437,                 34694,                 24269,,                 10125,                512469,,              1682221,                232420,              1539241,              3453882,,               -451242,              2095266,              2095266,,,,,,,,,,,              1765714,,              2095266,,,,,,                              0.38,                              0.38,,,                              0.37,,,                              0,,,,,,                    104,,,,              2546508,                 26560,               -389349,,                 33237,               -329552,,,,,,,,                  1848,,                -87169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              1765714,                              0.37,,
2884,2013年01月01日至2013年12月31日,,,             22573791,              9539118,             13034673,,,,                149057,                  4186,                142252,                120187,              1084527,                 72379,                 27094,                 23036,                  2228,                  4649,                611573,              1949325,                183377,                130759,              3620074,              2309308,             10434011,,                  1839,                224971,                 68085,                574349,                 50777,                    412,                    712,                    102,                  8992,                380161,              1310400,              9123611,,              8302529,              4090376,              4212153,,,,                 29149,,                316689,                 40298,                276391,,                              0,                              0,                              0,,                -99989,                 29185,               -129174,,                  8160,                178133,,,,                307966,                307511,,,                    113,,                    869,                  9196,                 -8327,,                  2522,                 -2522,,                 16887,                 16887,,                  3544,                  3544,,                  2766,                  2766,,,,,                  3026,                  3026,,                  1176,                    816,                    360,,                      2,                     -2,,                 47646,                    406,                 47240,                383993,                 13397,                370596,             13712753,             26747426,,,,,,,,,              1706522,,              6947048,                965233,              6914326,             14826607,,             -1798246,              8416051,              8416051,,,,,,,,,,,              9235249,,              8416145,                    -94,,,                 -3878,,,                              1.53,,,                              1.52,,,                    455,,,                              0,                              0,,                    113,                              0,                              0,                              0,             10214297,                150708,                587010,                 78863,                  2617,                819198,,,,,,,,                 46834,                 17685,               -169973,              9239127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年01月01日至2013年09月30日,,,             16703600,              7016485,              9687115,,,,                103249,                  2322,                106351,                 87841,                793796,                 44898,                 18197,                 15510,                  1673,                  2525,                449067,              1472669,                138809,                121724,              2641811,              1602076,              7602518,,                  1351,                165461,                 50897,                431774,                 37612,                    239,                    437,                     30,                  6909,                280415,                975125,              6627393,,             20871663,             17387205,              3484458,,                 40009,                 12400,                 27609,,                287082,                 31674,                255408,,,,,,               -204810,                 48987,               -253797,,                              0,                157135,               -157135,,,                306129,                305674,,,                    104,,,                  5846,                 -5846,,                    200,                   -200,,                 12713,                 12713,,                  3401,                  3401,,                  2062,                  2062,,,,,                  2980,                  2980,,                    567,                    250,                    317,,                  9651,                 -9651,,                 44597,                    465,                 44132,                372553,                 16867,                355686,             10339622,             20026737,,              1144285,                 48784,                 -3317,                 28902,                 68517,                  1106,                      8,              1288285,,              5173861,                696332,              4888906,             10759099,,             -1408684,              6570669,              6570669,,,,,,,,,,,              6948911,,              6566327,                  4342,,,                 -5160,,                              1.09,                              1.09,,,                              1.09,,,                    455,,,,,,                    104,,,,              7979353,                 66812,                297812,,                 13618,                378242,,,                              0,              6954071,                              1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年01月01日至2013年06月30日,,,             10843493,              4594323,              6249170,,,,                 67340,                  1273,                 68910,                 56651,                501709,                 29040,                 12178,                  9196,                  1069,                  1615,                288323,              1029341,                 93030,                109368,              1702616,                949860,              4921519,,                    928,                107564,                 32930,                275622,                 24223,                    160,                    298,                     16,                  4523,                177731,                623995,              4297524,,              4201985,              1534434,              2667551,,                  4157,,                  4157,,                205698,                 15702,                189996,,                              0,                              0,                              0,,               -415945,                -25618,               -390327,,                              0,                135047,               -135047,,,                249315,                248860,,,                    104,,,                  2874,                 -2874,,,,,                  8997,                  8997,,                  3258,                  3258,,                  1365,                  1365,,,,,                  1563,                  1563,,                    277,                    224,                     53,,                  7065,                 -7065,,                 33397,                    152,                 33245,                298276,                 10770,                287506,              6921360,             13170530,,                728141,                 46864,                 -3437,                 34610,                 46732,,                 10117,                863027,,              3435667,                464028,              3093612,              6993307,,               -950746,              4363450,              4363450,,,,,,,,,,,              4890123,,              4363450,                              0,,,                              0,,                              0.73,                              0.73,,,                              0.72,,,                    455,,,,,,                    104,,,,              5314196,                215786,                319958,,                 -9071,                526673,,,,,,              4890123,                              0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2013年01月01日至2013年03月31日,,,              5350618,              2273266,              3077352,,,,                 29979,                    654,                 33550,                 28271,                221674,                 11563,                  7446,                  3197,                    645,                    756,                140055,                491071,                 44731,                 75473,                853234,                546913,              2489212,,                    388,                 53255,                 14058,                139393,                 11854,                     98,                    131,                      1,                  2255,                 96754,                318187,              2171025,,                983577,                 29181,                954396,,                  2309,,                  2309,,                108107,                  3351,                104756,,,                    122,                   -122,,                115752,                -38804,                154556,,,                 47878,                -47878,,,                236554,                236099,,,                              0,,,                  3743,                 -3743,,                              0,                              0,,                  3906,                  3906,,                  1336,                  1336,,                    672,                    672,,,,,                     11,                     11,,                    236,                    217,                     19,,                    756,                   -756,,                  3767,                     34,                  3733,                246482,                  5205,                241277,              3580319,              6657671,,                328187,                              0,                              0,                    -84,                 22463,                              0,                     -8,                350558,,              1753446,                231608,              1554371,              3539425,,               -499504,              2268184,              2268184,,,,,,,,,,,              3124409,,              2268184,                              0,,,                              0,,                              0.41,                              0.41,,,                              0.41,,,                    455,,,,,,                              0,,,,              2767688,                189226,                709307,,                -42308,                856225,,,,              3124409,                              0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2012年07月01日至2012年09月30日,,,              5764278,              2395930,              3368348,,,,                 29187,                    780,                 31436,                 27048,                235558,                 11807,                  5979,                  3757,                    724,                    719,                132652,                287939,                 37573,                 83582,                682319,                477506,              2048566,,                    364,                 51260,                 14684,                153581,                 10737,                    229,                    137,                              0,                  1913,                 97626,                330531,              1718035,,              2446983,              2058518,                388465,,,,                  3865,,                 30621,                    952,                 29669,,                              0,                              0,                              0,,                102210,                 84562,                 17648,,                     31,                 12000,,,,                 51211,                 51211,,,                      5,,                              0,                              0,                              0,,                              0,                              0,,                  1926,                  1926,,                    905,                    905,,                    670,                    670,,,                              0,,                    738,                    738,,                     23,                              0,                     23,,                      3,                     -3,,                 17915,                    468,                 17447,                 73393,                    471,                 72922,              2218635,              5586983,,                133814,                              0,                              0,                -19867,                 58973,                              0,                     23,                172943,,              1601791,                227541,              1467743,              3297075,,               -276625,              1840340,              1840340,,,,,,,,,,,              1923867,,              1840340,                              0,,,                              0,,                              0.35,                              0.35,,,                              0.34,,,                              0,,,                              0,                              0,,                      5,                              0,,,              2116965,               -126187,                210369,,                   -655,                 83527,,,,,,,,                  3865,                              0,                -11969,,                              0,,,                              0,,                              0,                              0,,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,              1923867,                              0.34,,,,
2884,2012年04月01日至2012年06月30日,,,              5596639,              2311285,              3285354,,,,                 28004,                    652,                 30124,                 26658,                257911,                 24144,                  4392,                  3939,                    502,                    555,                122853,                251101,                 35172,                 62293,                535700,                461764,              1845764,,                    571,                 50880,                  8631,                160225,                 10064,                    245,                     55,                              0,                  2668,                 89303,                322642,              1523122,,                522329,                118497,                403832,,,,                  3922,,                 63468,                  2557,                 60911,,                              0,                              0,                              0,,                 50665,                -23359,                 74024,,                              0,                 26428,,,,                 14782,                 14782,,,                     -2,,,                  1992,                 -1992,,,,,                  2989,                  2989,,                  1415,                  1415,,                  3171,                  3171,,,,,                              0,                              0,,                    131,                              0,                    131,,                     18,                    -18,,                  3516,                     41,                  3475,                 26002,                  2051,                 23951,              2063334,              5348688,,                 31566,                              0,                              0,                    -10,                 51317,,                     -9,                 82864,,              1507759,                215897,              1454487,              3178143,,               -337951,              1749730,              1749730,,,,,,,,,,,              1732743,,              1749730,,,,,,                              0.33,                              0.33,,,                              0.32,,,                              0,,,,,,                     -2,,,,              2087681,                 73372,                -78133,,                -12226,                -16987,,,,,,,,                  3922,,                -26428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              1732743,                              0.32,,
2884,2012年01月01日至2012年12月31日,,,             22800297,              9381551,             13418746,,,,                112958,                  2868,                120460,                108845,                904474,                 69752,                 20518,                 14041,                  3111,                  3724,                568666,              1188742,                140804,                291670,              2553388,              1868199,              7972220,,                  2108,                204254,                 45412,                684068,                 45397,                    739,                    512,                     43,                  8435,                366825,              1357793,              6614427,,              6023829,              4739900,              1283929,,,,                 40260,,              1796492,                180760,              1615732,,                      7,                  2150,                 -2143,,                494199,                227479,                266720,,                 49779,                110919,,,,                136620,                130101,,,                  2497,,                              0,                  6525,                 -6525,,                              0,                              0,,                 10250,                 10250,,                  3778,                  3778,,                  7688,                  7688,,,,,                  1350,                  1350,,                    361,                    167,                    194,,                     19,                    -19,,                 23250,                    341,                 22909,                185794,                 13571,                172223,              9930008,             23348754,,,,,,,,,              2019962,,              6267446,                885632,              5839624,             12992702,,             -1291585,              7044505,              7044505,,,,,,,,,,,              7286810,,              7044505,                              0,,,                              0,,,                              1.32,,,                              1.26,,,                  6519,,,                              0,                              0,,                  2497,                              0,                              0,                              0,              8336090,               -268035,                562155,                -44726,                 -7089,                242305,,,,,,,,                 40272,                     12,                -61140,              7286810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2012年01月01日至2012年09月30日,,,             16956373,              7055708,              9900665,,,,                 83267,                  2102,                 89839,                 81127,                686434,                 48227,                 15247,                  9718,                  1937,                  2069,                434148,                815915,                101743,                199664,              1957058,              1382176,              5910671,,                  1633,                152101,                 32193,                545343,                 34392,                    616,                    329,                              0,                  6255,                265541,              1038403,              4872268,,              6221392,              5255692,                965700,,,,                 10922,,              1784675,                 89033,              1695642,,                      7,                              0,                      7,,                356700,                157136,                199564,,                     32,                 38429,,,,                 68264,                 61745,,,                  2258,,                              0,                  4571,                 -4571,,                              0,                              0,,                  6874,                  6874,,                  3634,                  3634,,                  7006,                  7006,,,                              0,,                    738,                    738,,                    304,                              0,                    304,,                     21,                    -21,,                 23916,                  1546,                 22370,                112994,                 12657,                100337,              7806043,             17706708,,              1245990,                              0,                              0,                 40112,                194175,                              0,                     34,              1480311,,              4690563,                654466,              4207463,              9552492,,             -1030981,              5642924,              5642924,,,,,,,,,,,              5824499,,              5642924,                              0,,,                              0,,                              1.07,                              1.07,,,                              1.02,,,                  6519,,,                              0,                              0,,                  2258,                              0,,,              6673905,               -212601,                404933,,                -10757,                181575,,,,,,,,                 10922,                              0,                -38397,,                              0,,,                              0,,                              0,                              0,,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,,                              0,                              0,,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,              5824499,                              1.02,,,,
