證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 承購帳款手續費收入,　　　　　 簽證手續費收入,　　　　　 承銷手續費收入,　　　　　 經紀手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費及佣金收入合計,　　　　 手續費費用及佣金支出,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 保管手續費,　　　　　 代理費用,　　　　　 經紀經手費支出,　　　　　 自營經手費支出,　　　　　 轉融通手續費支出,　　　　　 承銷作業手續費支出,　　　　　 結算交割服務費支出,　　　　　 其他手續費費用,　　　　　 手續費費用及佣金支出合計,　　　　 手續費及佣金淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 處分投資性不動產利益,　　　　 處分投資性不動產損失,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　 備供出售金融資產之已實現損失,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現利益,　　　　 持有至到期日金融資產之已實現損失,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　 兌換損失,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損迴轉利益,　　　　 資產減損損失,　　　　 資產減損（損失）迴轉利益,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨利益（損失）,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產淨利益（損失）,　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　　 無活絡市場之債務工具投資利益,　　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　 出售承受擔保品淨利益（損失）,　　　　　 出售承受擔保品利益,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨利益（損失）,　　　　 發行認購（售）權證費用,　　　　　 發行認購（售）權證費用,　　　　　 發行認購（售）權證費用合計,　　　　 銷貨淨利益（損失）,　　　　　 銷貨收入 ,　　　　　 銷貨淨利益（損失）,　　　　 顧問服務收入,　　　　　 顧問服務收入,　　　　　 顧問服務收入合計,　　　　 營業資產租金淨利益（損失）,　　　　　 營業資產租金收入,　　　　　 營業資產租金淨利益（損失）,　　　　 租賃收入,　　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 賠償收入,　　　　　 賠償收入,　　　　　 賠償收入合計,　　　　 財產交易利益淨利益（損失）,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易利益淨利益（損失）,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項淨利益（損失）,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項淨利益（損失）,　　　　 其他利息以外淨收益,　　　　 其他利息以外淨損失,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 放款呆帳費用,　　 應收承購帳款呆帳費用,　　 應收承兌票款呆帳費用,　　 保證責任準備提存及其呆帳費用,　　 應收信用卡帳款呆帳費用,　　 其他應收款呆帳費用-銀行業,　　 其他各項提存,　　 呆帳費用及保證責任準備提存合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]141,　　 非控制股權,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 繼續營業單位稅後淨利（淨損）[duplicate]147,　　 稀釋每股盈餘合計,　　 母公司業主[duplicate]136,　　 繼續營業單位稅後淨利（淨損）[duplicate]142,　　　　　 以成本衡量之金融資產損失,　　 母公司業主[duplicate]135,　　 繼續營業單位稅後淨利（淨損）[duplicate]141,　　　　　 現金卡手續費收入,　　　　　 承購帳款手續費,　　　　 公允價值調整損失-投資性不動產,　　　　　 無活絡市場之債務商品投資利益,　　　　　 無活絡市場之債務商品投資損失,　　　　　 銷貨成本,　　　　　 營業資產出租費用,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]140,　　 繼續營業單位稅後淨利（淨損）[duplicate]146,　　 共同控制下前手權益,　　 母公司業主[duplicate]130,　　 繼續營業單位稅後淨利（淨損）[duplicate]136,　　 母公司業主[duplicate]128,　　 繼續營業單位稅後淨利（淨損）[duplicate]134,　　　　 投資性不動產利益,　　　　 投資性不動產損失,　　　　 資產減損損失（迴轉利益）,　　 母公司業主[duplicate]133,　　　　　 信託手續費,　　　 保險業務淨收益,　　　　 保險業務收益,　　　　　 保險業務收益合計,　　　　 保險業務費用,　　　　　 保險業務費用合計,　　　　 保險業務淨收益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法之投資處分損益,　　　　　 採用權益法之投資處分利益,　　　　　 採用權益法之投資處分損失 ,　　　　　 採用權益法之投資處分損益,　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　　 避險工具之損益－公允價值避險,　　　　　 避險工具之損益－公允價值避險,　　　　 歸因於所規避風險之被避險項目之損益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之損益－公允價值避險,　　　　 以成本衡量之金融負債淨利益（損失）,　　　　　 以成本衡量之金融負債利益,　　　　　 以成本衡量之金融負債損失,　　　　　 以成本衡量之金融負債淨利益（損失）,　　　　 信託投資淨利益（損失）,　　　　　 信託投資利益,　　　　　 信託投資淨利益（損失）,　　　　 出售不良債權淨利益（損失）,　　　　　 出售不良債權收入,　　　　　 出售不良資產損失,　　　　　 出售不良債權淨利益（損失）,　　　　 股務代理收入,　　　　　 股務代理收入合計,　　　　 股利收入,　　　　　 股利收入合計,　　　　 儲運淨利益（損失）,　　　　　 儲運淨利益（損失）,　　　　 存款管理費收入,　　　　　 存款管理費收入合計,　　　　 財產交易淨利益（損失）－資產證券化,　　　　　 財產交易淨利益（損失）－資產證券化,　　　　 災害損失,　　　　　 災害損失合計,　　　　 提存意外損失準備,　　　　　 提存意外損失準備合計,　　　　 其他營業準備提存,　　　　　 其他營業準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 停業單位損益,　　 停業單位營業稅前損益,　　 停業單位資產或處分群組處分損益（稅前）,　　 停業單位資產或處分群組按公允價值減出售成本衡量損益（稅前）,　　 與停業單位損益組成部分相關之所得稅（費用）利益,　　 停業單位損益合計,　　 母公司業主[duplicate]197,　　 繼續營業單位稅後淨利（淨損）[duplicate]203,　　 母公司業主[duplicate]127,　　 繼續營業單位稅後淨利（淨損）[duplicate]132,　　 母公司業主[duplicate]124,　　 繼續營業單位稅後淨利（淨損）[duplicate]129
2884,2015年第3季,,,              7748109,              3175647,              4572462,,,,                 47308,                 -1401,                 50461,                 37712,                504011,                 19229,                  6649,                 18805,                    886,                  2562,                201604,                716169,                 11215,                  5761,              1116519,              1406965,              4144455,,                    403,                 72441,                 24146,                172568,                 18844,                    936,                    504,                     47,                  4535,                133706,                428130,              3716325,,             10731163,              6903981,              3827182,,                    164,                              0,                    164,,                166311,                 64734,                101577,,                              0,                     22,                    -22,,             -1908520,                238720,             -2147240,,                              0,                 17445,                -17445,,,                 35810,                 35810,,                              0,                              0,,                  8506,                              0,                  8506,,                  4012,                 -4012,,                  2470,                  2470,,                 58325,                 58325,,                    838,                    838,,                  1376,                  1376,,                      4,                      4,,                     59,                    -16,                     75,,                      2,                     -2,,                  5990,                    144,                  5846,                113378,                  4142,                109236,              5589777,             10162239,,                848042,                -49673,                    550,                 21666,                -59758,                  2303,                    450,                763580,,              2292129,                315991,              2452238,              5060358,              4338301,               -593778,              3744523,              3744523,,,               -175897,               -175897,,              1355570,                 47495,               -216298,              1186767,              1010870,              4755393,,              3716221,                 28302,,              4673802,                 81591,,                              0.47,                              0.47,,                              0.47,                              0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2015年第2季,,,              7384789,              3128882,              4255907,,,,                 46376,                  2279,                 47204,                 33997,                395542,                 16255,                  5530,                 15131,                    576,                    809,                205723,                915354,                  8287,                  3991,              1066186,              1381790,              4145030,,                    638,                 68829,                 22414,                141547,                 18186,                  1052,                    195,                     27,                  3599,                126083,                382570,              3762460,,              7495514,              6148097,              1347417,,                              0,,                              0,,                110510,                 19604,                 90906,,,                  2109,                 -2109,,                385524,                 46209,                339315,,,                   -156,                    156,,,                 29544,                 29544,,                              0,                              0,,,                              0,                              0,,                  3263,                 -3263,,                  6147,                  6147,,                 40690,                 40690,,                    777,                    777,,                  1379,                  1379,,                     11,                     11,,                    175,                              0,                    175,,                              0,                              0,,                 33451,                 27917,                  5534,                112174,                 31180,                 80994,              5619139,              9875046,,              1026609,                 84455,                  2457,                 -1482,                -74182,,                -10270,              1027587,,              2224666,                312386,              2359464,              4896516,              3950943,               -446703,              3504240,              3504240,,,                128226,                128226,,               -121440,               -250580,                 25011,               -347009,               -218783,              3285457,,              3496708,                  7532,,,                 -1971,,                              0.44,                              0.44,,,                              0.44,              3287428,                              0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2015年01月01日至2015年09月30日,,,             22307093,              9346764,             12960329,,,,                137217,                  1984,                141612,                104906,              1209867,                 52191,                 17622,                 47627,                  2552,                 10389,                570300,              2496316,                 24514,                 13358,              3232143,              3681848,             11744446,,                  1381,                213874,                 68493,                468594,                 51380,                  2813,                    893,                    134,                 10976,                374182,              1192720,             10551726,,              6762368,                686936,              6075432,,                    164,                              0,                    164,,                483766,                 84337,                399429,,                              0,                  2132,                 -2132,,               -620564,                310102,               -930666,,                              0,                 35913,                -35913,,,                 69861,                 69861,,                              0,                              0,,                  8506,                    116,                  8390,,                 11208,                -11208,,                 11229,                 11229,,                209810,                209810,,                  2352,                  2352,,                  3888,                  3888,,                     15,                     15,,                    458,                    -15,                    473,,                      4,                     -4,,                 14530,                  1033,                 13497,                320649,                 12346,                308303,             16366343,             29326672,,              2909406,                 52491,                  2415,                 17597,               -189491,                 -5649,                    535,              2787304,,              6725700,                934682,              6890371,             14550753,             11988615,             -1544986,             10443629,             10443629,,,                -95162,                -95162,,                883797,               -195581,               -130792,                557424,                462262,             10905891,,             10394006,                 49623,,             10821947,                 83944,,                              1.32,                              1.32,,                              1.30,                              1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2015年01月01日至2015年06月30日,,,             14558984,              6171117,              8387867,,,,                 89908,                  3385,                 91152,                 67193,                705856,                 32962,                 10974,                 28822,                  1666,                  7827,                368696,              1780147,                 13298,                  7597,              2115624,              2274884,              7599991,,                    978,                141433,                 44347,                296026,                 32536,                  1877,                    389,                     87,                  6440,                240477,                764590,              6835401,,             10226326,              7978076,              2248250,,                              0,,                              0,,                317455,                 19603,                297852,,,                  2109,                 -2109,,              1287957,                 71383,              1216574,,,                 18468,                -18468,,,                 34051,                 34051,,                              0,                              0,,,                    116,                   -116,,                  7196,                 -7196,,                  8758,                  8758,,                151484,                151484,,                  1514,                  1514,,                  2512,                  2512,,                     11,                     11,,                    399,                      1,                    398,,                      2,                     -2,,                 67848,                 60196,                  7652,                266577,                 67511,                199066,             10776566,             19164433,,              2061364,                102164,                  1865,                 -4070,               -129732,,                 -7867,              2023724,,              4433571,                618691,              4438133,              9490395,              7650314,               -951208,              6699106,              6699106,,,                 80735,                 80735,,               -471773,               -243076,                 85506,               -629343,               -548608,              6150498,,              6677785,                 21321,,,                  2353,,                              0.85,                              0.85,,,                              0.84,              6148145,                              0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2015年01月01日至2015年03月31日,,,              7174195,              3042235,              4131960,,,,                 43533,                  1105,                 43948,                 33196,                310314,                 16707,                  5443,                 13691,                  1090,                  7018,                162973,                864793,                  5011,                  3606,              1049438,                893095,              3454961,,                    340,                 72604,                 21933,                154479,                 14350,                    825,                    194,                     60,                  2841,                114394,                382020,              3072941,,              4607039,              3706206,                900833,,                              0,,                              0,,                206946,                              0,                206946,,,                              0,                              0,,                902433,                 25174,                877259,,,                 18624,                -18624,,,                  4507,                  4507,,                              0,                              0,,,                    116,                   -116,,                  3932,                 -3932,,                  2611,                  2611,,                110795,                110795,,                    736,                    736,,,,,                  1132,                  1132,,                    224,                      1,                    223,,                      1,                     -1,,                  2980,                    863,                  2117,                122985,                  4913,                118072,              5157427,              9289387,,              1034755,                 17709,                   -592,                 -2588,                -55551,                  2404,                              0,                996137,,              2208905,                306305,              2078669,              4593879,              3699371,               -504505,              3194866,              3194866,,,                -47491,                -47491,,               -350333,                  7504,                 60495,               -282334,               -329825,              2865041,,              3181077,                 13789,,,                  4324,,                              0.45,                              0.45,,,                              0.43,,,                              0,              2860717,                              0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2014年第3季,,,              7032882,              2985383,              4047499,,,,                 55617,                  1602,                 44862,                 35599,                315091,                 21924,                  7196,                 15196,                    746,                 47466,                207721,                645992,                 58012,                  4073,              1051289,              1123802,              3636188,,                    356,                 66371,                 19769,                169110,                 17952,                  1226,                     81,                    172,                  3552,                113711,                392300,              3243888,,                671730,                549855,                121875,,                  1066,                  1638,                   -572,,                 60715,                  6424,                 54291,,                              0,                              0,                              0,,              1113083,                 -6575,              1119658,,                    857,                 49963,                -49106,,,                 83275,                 83275,,                      1,                      1,,                              0,                              0,                              0,,                  1957,                 -1957,,                  4196,                  4196,,                              0,                              0,,                    753,                    753,,                              0,                              0,,                              0,                              0,,                    315,                     -5,                    320,,                      6,                     -6,,                  3978,                    131,                  3847,                 92518,                  2089,                 90429,              4580463,              8627962,,                667730,                 54798,                 -7836,                    538,                -70929,                    400,                   -377,                644324,,              2032648,                274376,              2163753,              4470777,              3512861,               -618219,              2894642,              2894642,,,                              0,                              0,,                307212,                115370,                -47689,                374893,                374893,              3269535,,              2865752,                 28890,,              3226110,                 43425,,                              0.37,                              0.37,,                              0.37,                              0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2014年第2季,,,              6746610,              2984025,              3762585,,,,                 57302,                  1955,                 42728,                 33724,                294032,                 21075,                  6434,                 13329,                    610,                  2366,                209137,                687420,                 47056,                  3727,                976569,                773735,              3171199,,                    514,                 62355,                 18088,                145361,                 17553,                    608,                     93,                    442,                  2376,                120937,                368327,              2802872,,              2885694,              1555969,              1329725,,                    885,,                    885,,                260409,                              0,                260409,,,                              0,                              0,,               -212553,                 50755,               -263308,,,                 18001,                -18001,,,                 15004,                 15004,,                     37,                     37,,,                      3,                     -3,,                              0,                              0,,                  2156,                  2156,,                  1000,                  1000,,                    702,                    702,,                              0,                              0,,                              0,                              0,,                 14834,                  4066,                 10768,,                      2,                     -2,,                  9511,                  3905,                  5606,                 43244,                  7976,                 35268,              4147850,              7910435,,                254262,                 10655,                 -3911,                  4072,                -88611,,                    222,                176689,,              2201892,                258430,              2060792,              4521114,              3212632,               -506299,              2706333,              2706333,,,                              0,                              0,,               -253832,                239666,                 31006,                 16840,                 16840,              2723173,,              2685920,                 20413,,,                  5486,,                              0.37,                              0.37,,,                              0.35,              2717687,                              0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2014年度,,,             27147256,             11662630,             15484626,,,,                206260,                  6677,                167392,                140074,              1286787,                 81240,                 26625,                 55511,                  3294,                 90300,                777534,              2660330,                205034,                 26235,              4036467,              3189270,             12959170,,                  1804,                257825,                 76796,                616417,                 66581,                  3200,                    504,                    808,                 11514,                453537,              1488986,             11470184,,              7360225,              4220147,              3140078,,                  4291,                  1637,                  2654,,                489564,                  6448,                483116,,                              0,                              0,                              0,,              2098185,                 39210,              2058975,,                  5788,                 86065,                -80277,,,                120728,                120728,,,                     96,,                              0,                  2926,                 -2926,,                 13208,                -13208,,                 11178,                 11178,,                 41336,                 41336,,                  2902,                  2902,,,,,                    762,                    762,,                 15894,                  6624,                  9270,,                     75,                    -75,,                 25417,                    317,                 25100,                218313,                 23150,                195163,             17269893,             32754519,,              2166328,                 69256,                -10154,                  1774,               -205959,                 12444,,              2033689,,              8356860,              1089802,              8503101,             17949763,,             -2165739,             10605328,             10605328,,,,,,,,,,,             11732421,,             10528552,                 76776,,,                122267,,                              1.56,                              1.56,,,                              1.55,,,                              0,,,                    140,                              0,                              0,                     96,                              0,                              0,                              0,             12771067,                873966,                335678,                 66864,               -149415,              1127093,             11610154,                              1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2014年01月01日至2014年09月30日,,,             20000373,              8691872,             11308501,,,,                154980,                  5328,                122011,                102468,                885259,                 61411,                 21252,                 40850,                  2212,                 51337,                595689,              1953212,                150082,                 11673,              2990951,              2503752,              9652467,,                  1299,                189681,                 55952,                466395,                 49973,                  2130,                    381,                    640,                  7631,                338491,              1112573,              8539894,,              4978000,              2206513,              2771487,,                  3437,                  1637,                  1800,,                479793,                  6447,                473346,,                              0,                              0,                              0,,              1379989,                 38363,              1341626,,                    857,                 67964,                -67107,,,                103334,                103334,,                     74,                     74,,                              0,                      3,                     -3,,                  8254,                 -8254,,                  8816,                  8816,,                  2419,                  2419,,                  2138,                  2138,,                              0,                              0,,                    390,                    390,,                 15588,                  6602,                  8986,,                      9,                     -9,,                 16279,                    -94,                 16373,                149038,                 14774,                134264,             13195310,             24503811,,              1284706,                 80141,                -11030,                  5071,               -164190,                    400,                     37,              1195135,,              6260148,                797490,              5936825,             12994463,             10314213,             -1836719,              8477494,              8477494,,,                              0,                              0,,                261041,                325933,                -58461,                528513,                528513,              9006007,,              8412581,                 64913,,              8925587,                 80420,,                              1.16,                              1.16,,                              1.14,                              1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,2014年01月01日至2014年06月30日,,,             12967491,              5706489,              7261002,,,,                 99363,                  3726,                 77149,                 66869,                570168,                 39487,                 14056,                 25654,                  1466,                  3871,                387968,              1307220,                 92070,                  7600,              1939662,              1379950,              6016279,,                    943,                123310,                 36183,                297285,                 32021,                    904,                    300,                    468,                  4079,                224780,                720273,              5296006,,              5724735,              3075123,              2649612,,                  2371,,                  2371,,                419078,                     23,                419055,,,                              0,                              0,,                266906,                 44938,                221968,,,                 18001,                -18001,,,                 20059,                 20059,,                     73,                     73,,,                      3,                     -3,,                  6296,                 -6296,,                  4619,                  4619,,                  2419,                  2419,,                  1386,                  1386,,                              0,                              0,,                    390,                    390,,                 15273,                  6607,                  8666,,                      3,                     -3,,                 12672,                    146,                 12526,                 56891,                 13055,                 43836,              8614847,             15875849,,                616976,                 25343,                 -3194,                  4533,                -93261,,                    414,                550811,,              4227500,                523114,              3773072,              8523686,              6801352,             -1218500,              5582852,              5582852,,,                              0,                              0,,                -46171,                210563,                -10772,                153620,                153620,              5736472,,              5546829,                 36023,,,                 36995,,                              0.79,                              0.79,,,                              0.77,              5699477,                              0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
