證券代號,年季,　 營業收入,　　 保費收入,　　　 簽單保費收入,　　　 保費收入合計,　　 再保費支出,　　 未滿期保費準備淨變動,　　　 未滿期保費準備淨變動,　　 自留滿期保費收入,　　 再保佣金收入,　　 手續費收入,　　　 手續費收入合計,　　 淨投資損益,　　　 利息收入,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　 以成本衡量之金融資產及負債之已實現損益,　　　 無活絡市場之債務工具投資損益之已實現損益,　　　 採用權益法認列之關聯企業及合資損益之份額,　　　 兌換損益－投資,　　　 外匯價格變動準備淨變動,　　　　 外匯價格變動準備淨變動,　　　 投資性不動產損益,　　　 淨投資損益,　　 其他營業收入,　　　 其他營業收入合計,　　 分離帳戶保險商品收益,　　 營業收入合計,　 營業成本,　　 保險賠款與給付,　　　 保險賠款與給付合計,　　 攤回再保賠款與給付,　　 自留保險賠款與給付,　　 其他保險負債淨變動,　　　 賠款準備淨變動,　　　　 提存賠款準備,　　　　 收回賠款準備,　　　　 分出賠款準備淨變動數,　　　　 賠款準備淨變動,　　　 責任準備淨變動,　　　　 提存責任準備,　　　　 收回責任準備,　　　　 退保收益,　　　　 責任準備淨變動,　　　 特別準備淨變動,　　　　 提存特別準備,　　　　 特別準備淨變動,　　　 保費不足準備淨變動,　　　　 提存保費不足準備 ,　　　　 收回保費不足準備,　　　　 保費不足準備淨變動,　　　 其他保險負債淨變動合計,　　 具金融商品性質之保險契約準備淨變動,　　 承保費用,　　 佣金費用,　　　 佣金費用合計,　　 其他營業成本,　　　 其他營業成本合計,　　 分離帳戶保險商品費用,　　 營業成本合計,　 營業費用,　　 業務費用,　　 管理費用,　　 員工訓練費用,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）淨額,　 繼續營業單位本期純益（純損）,　 本期淨利（淨損）,　 其他綜合損益（稅後淨額）,　　 後續可能重分類至損益之項目,　　　 備供出售金融資產之未實現評價利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目,　　 其他綜合損益（稅後淨額）合計,　 本期綜合損益總額,　 基本每股盈餘 ,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 持有至到期日金融資產之已實現損益,　　　 投資減損損失及迴轉利益,　　　　 投資減損損失及迴轉利益淨額,　　　　 分出責任準備淨變動數,　　　　 收回特別準備,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 採用權益法認列之關聯企業及合資之其他綜合損益份額-不重分類至損益之項目,　　　 採用權益法之子公司、關聯企業及合資之其他綜合損益份額-不重分類至損益之項目,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售資產直接相關之權益-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 現金流量避險中屬有效避險部份之避險工具利益（損失）,　　　 採用權益法之子公司、關聯企業及合資之其他綜合損益份額-可能重分類至損益之項目,　　　 與待出售資產直接相關之權益-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　 合併前非屬共同控制股權綜合損益淨額,　　　 無活絡市場之債券投資損益之已實現損益,　 繼續營業單位稅前純益（純損）,　　 其他綜合損益-稅前,　　　 確定福利計畫精算利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益份額,　　　 其他綜合損益－稅前合計,　　 與其他綜合損益組成部分相關之所得稅,　　 保險負債淨變動,　　　 保險負債淨變動,　　　 國外營運機構淨投資避險,　　　 重估價之利益（損失）,　　　 再保費收入,　　　 其他淨投資損益,　　　 保險賠款與給付,　　　 佣金費用,　　 處分不動產及設備損益,　　　 處分不動產及設備損益淨額,　　 其他營業外收入及支出,　　　 雜項收入,　　　 其他營業外支出,　　　 其他營業外收入及支出淨額
2867,2015年第3季,,,             31165944,             31165944,                 68786,,                 29805,             31067353,                  5875,,                121758,,              5920217,            -13123175,                484832,                              0,                              0,                 -6885,             14471786,,               -875012,                118384,              6990147,,                 14481,               -736607,             37463007,,,             10390782,                 83027,             10307755,,,                134232,               -229202,                  5054,                -89916,,             30782730,             -7645460,               -176048,             22961222,,                 10711,                 10711,,               -152505,                -11495,               -164000,             22718017,                              0,                 15679,,              2700576,,                104210,               -736607,             35109630,,                130995,              1051964,                 99445,              1282404,              1070973,,                 -5240,              1065733,,               -148193,              1213926,              1213926,,,             -3735280,                   -681,               -125644,             -3610317,             -3610317,             -2396391,,                              0.82,,                              0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2015年第2季,,,             25288994,             25288994,                 72869,,               -344521,             25560646,                 10467,,                131378,,              5466331,              1873900,              2117012,                              0,                 14643,                 17083,             -2395400,,                198052,                127836,              7419457,,                 17007,              1004699,             34143654,,,              8157704,                118171,              8039533,,,                362789,               -229190,                 -8228,                125371,,             24718305,             -5510514,               -185262,             19022529,,                 10412,                 10412,,                171581,                 -8916,                162665,             19320977,                     -9,                 13178,,              2394056,,                 92817,              1004699,             30865251,,                148553,                990976,                 81531,              1221060,              2057343,,                 -3022,              2054321,,                 68081,              1986240,              1986240,,,             -2535575,                  2239,                 34477,             -2567813,             -2567813,               -581573,,                              1.47,,                              1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2015年01月01日至2015年09月30日,,,             96394899,             96394899,                549814,,                622727,             95222358,                 54101,,                373233,,             16671066,             -8626623,              4098289,                  1312,                797075,                 43095,              9201789,,               -732956,                372781,             21825828,,                 46389,              2763983,            120285892,,,             52114948,                590322,             51524626,,,                815370,               -687587,                 -4258,                123525,,             93004736,            -44284389,               -535520,             48184827,,                 25540,                 25540,,                410761,                -28032,                382729,             48716621,                 20737,                 40717,,              8559632,,                313788,              2763983,            111940104,,                419963,              2982342,                417249,              3819554,              4526234,,                 -4412,              4521822,,                594308,              3927514,              3927514,,,             -5371926,                  1344,                -97663,             -5272919,             -5272919,             -1345405,,                              2.64,,                              2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2015年01月01日至2015年06月30日,,,             65228955,             65228955,                481028,,                592922,             64155005,                 48226,,                251475,,             10750849,              4496552,              3613457,                  1312,                797075,                 49980,             -5269997,,                142056,                254397,             14835681,,                 31908,              3500590,             82822885,,,             41724166,                507295,             41216871,,,                681138,               -458385,                 -9312,                213441,,             62222006,            -36638929,               -359472,             25223605,,                 14829,                 14829,,                563266,                -16537,                546729,             25998604,                 20737,                 25038,,              5859056,,                209578,              3500590,             76830474,,                288969,              1930377,                317804,              2537150,              3455261,,                    828,              3456089,,                742501,              2713588,              2713588,,,             -1636646,                  2025,                 27981,             -1662602,             -1662602,              1050986,,                              2.01,,                              2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2015年01月01日至2015年03月31日,,,             39939961,             39939961,                408159,,                937443,             38594359,                 37759,,                120097,,              5284518,              2622652,              1496445,                  1312,                782432,                 32897,             -2874597,,                -55996,                126561,              7416224,,                 14901,              2495891,             48679231,,,             33566462,                389124,             33177338,,,                318349,               -229195,                 -1084,                 88070,,             37503701,            -31128415,               -174210,              6201076,,                  4417,                  4417,,                391685,                 -7621,                384064,              6677627,                 20746,                 11860,,              3465000,,                116761,              2495891,             45965223,,                140416,                939401,                236273,              1316090,              1397918,,                  3850,              1401768,,                674420,                727348,                727348,,,                898929,                   -214,                 -6496,                905211,                905211,              1632559,,                              0.54,,                              0.54,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,
2867,2014年第3季,,,             32767418,             32767418,              1335242,,                -18890,             31451066,                380482,,                118611,,              4895929,             -2080409,              1883788,                  1480,                              0,                 11017,              1832913,,                -88359,                125664,              6582023,,                 13315,                 91803,             38637300,,,              8638375,                913000,              7725375,,,                  4415,               -234872,                   -465,               -230922,,             30666039,             -6049740,               -148659,             24467640,,                 14867,                 14867,,                803217,                 -7589,                795628,             25047213,                   -236,                 12277,,              3069401,,                 56140,                 91803,             36001973,,                118615,                994413,                102818,              1215846,              1419481,,                -16823,              1402658,,                 44696,              1357962,              1357962,,,             -2293016,                  1180,                -26702,             -2265134,             -2265134,               -907172,,                              0.91,,                              0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2014年第2季,,,             25607274,             25607274,              1292497,,                166177,             24148600,                380785,,                127320,,              4203696,              2077572,              2150544,                              0,                179123,                 38641,             -2757620,,                 98178,                115895,              6106029,,                 10425,              2612019,             33385178,,,              9750313,                896512,              8853801,,,                348642,               -234872,                  1994,                115764,,             23704330,             -7253063,               -147517,             16303750,,                -19396,                -19396,,                405850,                 -4160,                401690,             16801808,                   -140,                 10821,,              2282270,,                 34018,              2612019,             30594597,,                133628,                941560,                118323,              1193511,              1597070,,                -15395,              1581675,,                128446,              1453229,              1453229,,,                482058,                   -521,                 44212,                437325,                437325,              1890554,,                              1.16,,                              1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2014年度,,,            125658622,            125658622,              5313823,,                618272,            119726527,              1621709,,                484868,,             19506049,            -11352054,              5822786,                -12822,,                110834,              9419312,,               -211671,                466758,             24250974,,                 63407,              8575449,            154722934,,,             56982442,              3572594,             53409848,,,                918360,               -939500,                  2168,                -18972,,            119882844,            -47009200,               -604748,             72268896,,                 29470,                 29470,,              2008358,                -22342,              1986016,             74265410,                 79627,                 46045,,             11018701,,                183705,              8575449,            147578785,,                539158,              3756815,                461204,              4757177,              2386972,,                -77982,,,               -102682,              2411672,              2411672,,,              1829297,,,,              1293584,              3705256,,                              1.82,,                              1.82,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,                501782,              2308990,,               -199188,                  4371,              1634480,                340896,,,,,,,,,,,,,,
2867,2014年01月01日至2014年09月30日,,,             94211890,             94211890,              3957784,,                388948,             89865158,              1237366,,                365462,,             13762555,             -3562596,              5101822,                  1480,                187225,                 85790,              2119944,,                -26914,                340628,             18009934,,                 50663,              6372536,            115901119,,,             28031524,              2621438,             25410086,,,                696509,               -704619,                   -462,                 -8572,,             88764005,            -20671400,               -433048,             67659557,,                 24882,                 24882,,              1883318,                -14592,              1868726,             69544593,                 79678,                 33601,,              8320099,,                137231,              6372536,            109897824,,                381843,              2748589,                367238,              3497670,              2505625,,                -44881,              2460744,,                278679,              2182065,              2182065,,,                126136,                    783,                124043,                  2876,                  2876,              2184941,,                              1.50,,                              1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2014年01月01日至2014年06月30日,,,             61444472,             61444472,              2622542,,                407838,             58414092,                856884,,                246851,,              8866626,             -1482187,              3218034,                              0,                187225,                 74773,                287031,,                 61445,                214964,             11427911,,                 37348,              6280733,             77263819,,,             19393149,              1708438,             17684711,,,                692094,               -469747,                      3,                222350,,             58097966,            -14621660,               -284389,             43191917,,                 10015,                 10015,,              1080101,                 -7003,              1073098,             44497380,                 79914,                 21324,,              5250698,,                 81091,              6280733,             73895851,,                263228,              1754176,                264420,              2281824,              1086144,,                -28058,              1058086,,                233983,                824103,                824103,,,              2419152,                   -397,                150745,              2268010,              2268010,              3092113,,                              0.66,,                              0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,2014年01月01日至2014年03月31日,,,             35837198,             35837198,              1330045,,                241661,             34265492,                476099,,                119531,,              4662930,             -3559759,              1067490,                              0,                  8102,                 36132,              3044651,,                -36733,                 99069,              5321882,,                 26923,              3668714,             43878641,,,              9642836,                811926,              8830910,,,                343452,               -234875,                 -1991,                106586,,             34393636,             -7368597,               -136872,             26888167,,                 29411,                 29411,,                674251,                 -2843,                671408,             27695572,                 80054,                 10503,,              2968428,,                 47073,              3668714,             43301254,,                129600,                812616,                146097,              1088313,               -510926,,                -12663,               -523589,,                105537,               -629126,               -629126,,,              1937094,                    124,                106533,              1830685,              1830685,              1201559,,                             -0.51,,                             -0.51,                              0,,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,
2867,2013年第3季,,,             29423880,             29423880,              1558161,,                  1971,             27863748,                522670,,                119115,,              3646289,              1004416,              1414589,                  4846,,                 21788,             -1319644,,                 -3416,                 62507,              4859267,,                 31664,              3963595,             37360059,,,              5826963,                972546,              4854417,,,                 71239,               -166333,                 12451,                -82643,,             27692680,             -3528391,               -172250,             23992039,,                 24790,               -229221,,                650139,                 -2459,                647680,             24327855,                 -1323,                 10518,,              2363733,,                 55528,              3963595,             35574323,,                110017,                888645,                 66508,              1065170,                720566,,                 -2708,,,                -37768,                755626,                755626,,,             -1042455,,,,             -1010538,               -254912,,                              0.59,,                              0.59,                              0,,                              0,                              0,               -254011,,,,,,,,,,,,,,,,,                 27892,                717858,,                              0,                 -1732,             -1044187,                -33649,,,,,,,,,,,,,,
2867,2013年第2季,,,             23484093,             23484093,              1488822,,                 64933,             21930338,                472797,,                131973,,              3502482,                114506,              1969042,                 -3976,,                 14360,               -430231,,                -49454,                 58016,              5216096,,                 19637,             -1236918,             26533923,,,              5780089,                942658,              4837431,,,                343593,               -166333,                 -1734,                175526,,             22091872,             -3456533,               -125345,             18509994,,                 17854,                -66817,,                 67471,                 -1827,                 65644,             18684347,                   -206,                  9088,,              1902304,,                 36982,             -1236918,             24233028,,                164683,                806037,                116079,              1086799,              1214096,,                -20530,,,                137919,              1055647,              1055647,,,             -4349184,,,,             -3883808,             -2828161,,                              0.86,,                              0.86,                              0,,                              0,                              0,                -84671,,,,,,,,,,,,,,,,,                 41351,              1193566,,                              0,                 -1245,             -4350429,               -466621,,,,,,,,,,,,,,
2867,2013年度,,,            123309382,            123309382,              6160076,,                241621,            116907685,              2214672,,                488857,,             15204422,             -3776827,              5830249,                   -331,,                 92111,              2489067,,               -196419,              1116185,             20917725,,                103658,              9937185,            150569782,,,             24836682,              3690815,             21145867,,,                933113,               -665319,                  4613,                272407,,            117323644,            -15635763,               -565104,            101122777,,                 88184,               -504510,,              1674005,                 -8928,              1665077,            102555751,                 78182,                 38446,,              9874355,,                173831,              9937185,            143803617,,                463270,              3594811,                362765,              4420846,              2345319,,                -54860,,,               -158153,              2448612,              2448612,,,             -6487802,,,,             -5638976,             -3190364,,                              1.99,,                              1.99,                              0,,                              0,                              0,               -592694,,,,,,,,,,,,,,,,,                159268,              2290459,,                174759,                 -4268,             -6317311,               -678335,,,,,,,,,,,,,,
2867,2013年07月01日至2013年09月30日,,,             29423880,             29423880,              1558161,,                  1971,             27863748,                522670,,                119115,,              3646289,              1004416,              1414589,                  4846,,                 21788,             -1319644,,                 -3416,                 62507,              4859267,,                 31664,              3963595,             37360059,,,              5826963,                972546,              4854417,,,                 71239,               -166333,                 12451,                -82643,,             27692680,             -3528391,               -172250,             23992039,,                 24790,               -229221,,                650139,                 -2459,                647680,,                 -1323,                 10518,,              2363733,,                 55528,              3963595,             35574323,,                110017,                888645,                 66508,              1065170,                720566,,                 -2708,,,                -37768,                755626,                755626,,,             -1044028,,,,             -1010538,               -254912,,                              0.62,,                              0.00,                              0,,                              0,                              0,               -254011,,,,,,,,,,,                   -159,                              0,,,,,                 27892,                717858,,                              0,                              0,             -1044187,                -33649,,             24327855,                              0,                              0,,,,,,,,,,
2867,2013年04月01日至2013年06月30日,,,             23484093,             23484093,              1488822,,                 64933,             21930338,                472797,,                131973,,              3502482,                114506,              1969042,                 -3976,,                 14360,               -430231,,                -49454,                 58016,              5216096,,                 19637,             -1236918,             26533923,,,              5780089,                942658,              4837431,,,                343593,               -166333,                 -1734,                175526,,             22091872,             -3456533,                              0,             18509994,,                 17854,                -66817,,                 67471,                 -1827,                 65644,,                   -206,                  9088,,              1902304,,                 36982,             -1236918,             24233028,,                164683,                806037,                116079,              1086799,              1214096,,                -20530,,,                137919,              1055647,              1055647,,,             -4352786,,,,             -3883808,             -2828161,,                              0.91,,                              0.91,                              0,,                              0,               -125345,                -84671,,,,,,,,,,,                  2357,                              0,,,,,                 41351,              1193566,,                              0,                              0,             -4350429,               -466621,,             18684347,                              0,                              0,,,,,,,,,,
2867,2013年01月01日至2013年12月31日,,,            123309382,            123309382,              6160076,,                241621,            116907685,              2214672,,                488857,,             15204422,             -3776827,              5830249,                   -331,,                 92111,              2489067,,               -196419,              1116185,             20917725,,                103658,              9937185,            150569782,,,             24836682,              3690815,             21145867,,,                933113,               -665319,                  4613,                272407,,            117323644,            -15635763,               -565104,            101122777,,                 88184,               -504510,,              1674005,                 -8928,              1665077,,                 78182,                 38446,,              9874355,,                173831,              9937185,            143803617,,                463270,              3594811,                362765,              4420846,              2345319,,                -54860,,,               -158153,              2448612,              2448612,,,             -6487802,,,,             -5638976,             -3190364,,                              1.99,,                              1.99,                              0,,                              0,                              0,               -592694,,,,,,,,,,,,,,,,,                159268,              2290459,,                174759,                 -4268,             -6317311,               -678335,,            102555751,,,,,,,,,,,,
2867,2013年01月01日至2013年09月30日,,,             86845744,             86845744,              4590994,,                 50598,             82204152,              1617808,,                370974,,             10881708,             -2194463,              4837743,                  3008,,                 59662,              1081579,,                -13138,                180072,             14945586,,                 82410,              6860364,            106081294,,,             16807751,              2724794,             14082957,,,                722170,               -498992,                  3319,                226497,,             82350795,            -10060554,               -445908,             71844333,,                 64120,               -274562,,                657886,                 -5871,                652015,             72448283,                 77803,                 27774,,              7066058,,                130612,              6860364,            100693851,,                356362,              2499991,                303380,              3159733,              2227710,,                -39494,,,                -96909,              2285125,              2285125,,,             -5998982,,,,             -5283242,             -2998117,,                              1.77,,                              1.77,                              0,,                              0,                              0,               -338682,,,,,,,,,,,,,,,,,                109415,              2188216,,                              0,                 -4120,             -6003102,               -719860,,,,,,,,,,,,,,
2867,2013年01月01日至2013年06月30日,,,             57421864,             57421864,              3032833,,                 48627,             54340404,              1095138,,                251859,,              7235419,             -3198879,              3423154,                 -1838,,                 37874,              2401223,,                 -9722,                117565,             10086319,,                 50746,              2896769,             68721235,,,             10980788,              1752248,              9228540,,,                650931,               -332659,                 -9132,                309140,,             54658115,             -6532163,               -273658,             47852294,,                 39330,                -45341,,                  7747,                 -3412,                  4335,             48120428,                 79126,                 17256,,              4702325,,                 75084,              2896769,             65119528,,                246345,              1611346,                236872,              2094563,              1507144,,                -36786,,,                -59141,              1529499,              1529499,,,             -4956527,,,,             -4272704,             -2743205,,                              1.24,,                              1.24,                              0,,                              0,                              0,                -84671,,,,,,,,,,,,,,,,,                 81523,              1470358,,                              0,                 -2388,             -4958915,               -686211,,,,,,,,,,,,,,
2867,2013年01月01日至2013年03月31日,,,             33937771,             33937771,              1544011,,                -16306,             32410066,                622341,,                119886,,              3732937,             -3313385,              1454112,                  2138,,                 23514,              2831454,,                 39733,                 59549,              4870224,,                 31109,              4133687,             42187313,,,              5200699,                809590,              4391109,,,                307338,               -166326,                 -7398,                133614,,             32566243,             -3075630,               -148313,             29342300,,                 21476,                 21476,,                -59724,                 -1585,                -61309,             29436081,                 79332,                  8168,,              2800021,,                 38102,              4133687,             40886500,,                 81662,                805310,                120793,              1007765,                293048,,                -16256,,,               -197060,                473852,                473852,,,               -607343,,,,               -388896,                 84956,,                              0.39,,,                              0,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,                 40172,                276792,,                              0,                 -1143,               -608486,               -219590,,,,,,,,,,,,,,
