證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 確定福利計畫之再衡量數,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]61,　　 非控制股權,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額－不重分類至損益之項目,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額 ,　　 其他綜合損益－其他,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]55,　　 母公司業主[duplicate]54,　　　　 資產減損損失（迴轉利益）,　　 共同控制下前手權益,　　 母公司業主[duplicate]53
2891,2015年第3季,,,             19640659,              5324172,             14316487,,,              6273054,,             25043933,,               -453579,,                  3870,,                813037,,                    104,,              2295007,,                   -401,,                 38972,,                 23054,             34037051,             48353538,,              1444698,,             25658749,,              5155542,                796767,              5889864,             11842173,              9407918,             -1683469,              7724449,              7724449,,,                    -44,              2102415,                              0,                              0,              2102371,,              3968993,             -3719254,                 14600,                  4151,                268490,              2370861,             10095310,,              7722797,                  1652,,             10095095,                    215,,                              0.47,,,,,,,,,,,,,,
2891,2015年第2季,,,             18699059,              5290619,             13408440,,,              5938455,,             21908967,,              2277185,,                  3061,,              2565579,,                     99,,                -97875,,                -40725,,                 -5512,,                 91755,             32640989,             46049429,,               -367614,,             22192728,,              9118993,                857689,              5495691,             15472373,              8751942,             -1302368,              7449574,              7449574,,,                  3276,                 57105,,                              0,                 60381,,             -1076400,             -5338973,                 -2635,              1004955,             -5413053,             -5352672,              2096902,,              7448592,                    982,,              2098031,                 -1129,,                              0.45,                              0,,,,,,,,,,,,,
2891,2015年01月01日至2015年09月30日,,,             56905608,             16137308,             40768300,,,             19534489,,             77060685,,              5950390,,                 11157,,              5141000,,                    304,,                735426,,                -97438,,                 48144,,               -538547,            107845610,            148613910,,                837990,,             77530488,,             21712231,              2299704,             16587030,             40598965,             29646467,             -4696931,             24949536,             24949536,,,                  5518,              2245251,                    956,                  1244,              2252969,,              1805281,             -8117081,                 21932,              1008128,             -5281740,             -3028771,             21920765,,             24945781,                  3755,,             21924486,                 -3721,,                              1.51,,,,,,,,,,,,,,
2891,2015年01月01日至2015年06月30日,,,             37264949,             10813136,             26451813,,,             13261435,,             52016752,,              6403969,,                  7287,,              4327963,,                    200,,             -1559581,,                -97037,,                  9172,,               -561601,             73808559,            100260372,,               -606708,,             51871739,,             16556689,              1502937,             10697166,             28756792,             20238549,             -3013462,             17225087,             17225087,,,                  5562,                142836,,                  1244,                150598,,             -2163712,             -4397827,                  7332,              1003977,             -5550230,             -5399632,             11825455,,             17222984,                  2103,,             11829391,                 -3936,,                              1.04,                    956,,,,,,,,,,,,,
2891,2015年01月01日至2015年03月31日,,,             18565890,              5522517,             13043373,,,              7196312,,             30107785,,              4126784,,                  4226,,              1762384,,                    101,,             -1461706,,                -56312,,                 14684,,               -526688,             41167570,             54210943,,               -239094,,             29679011,,              7437696,                645248,              5201475,             13284419,             11486607,             -1711094,              9775513,              9775513,,,                  2286,                 85731,                    956,                  1244,                 90217,,             -1087312,                941146,                  9967,                   -978,               -137177,                -46960,              9728553,,              9774392,                  1121,,              9731360,                 -2807,,                              0.64,,,,,,,,,,,,,,
2891,2014年第3季,,,             19070414,              5850373,             13220041,,,              5723599,,             37227259,,               -658177,,                 -1592,,              1865992,,                 66812,,              2706371,,                  8682,,                -70306,,                 64783,             46933423,             60153464,,               -737961,,             36160869,,              7877793,                598982,              5492659,             13969434,             10761122,             -1949018,              8812104,              8812104,,,                      7,                              0,                              0,                              0,                      7,,               -563137,             -3008737,                 21907,                282454,             -3267513,             -3267506,              5544598,,              8810555,                  1549,,              5543869,                    729,,                              0.53,,,,,,,,,,,,,,
2891,2014年第2季,,,             15788783,              4956758,             10832025,,,              5413202,,             19254456,,              1798940,,                  2021,,              1049858,,                     65,,               -977101,,                    904,,                 23804,,             14986025,             41552174,             52384199,,                359074,,             18922789,,              6552784,                502340,              4298733,             11353857,             21748479,             -1063700,             20684779,             20684779,,,                 -4005,                              0,,                              0,                 -4005,,               -956007,                927803,                 18921,                -65874,                -75157,                -79162,             20605617,,             20682720,                  2059,,             20607079,                 -1462,,                              1.25,                              0,,,,,,,,,,,,,
2891,2014年度,,,             67442151,             20880860,             46561291,,,             22160700,,            105653900,,              8922345,,                  4708,,              5262394,,                 67073,,               -897655,,                -66099,,                -11428,,             13769458,            154865396,            201426687,,              3644750,,            104063750,,             26826683,              2191849,             19538441,             48556973,,             -5717634,             39443580,             39443580,,,,,,,,,,,,,,,             42183264,,             39437007,                  6573,,,                  9987,,                              2.58,,             45161214,                495747,              2388355,               -304687,                 45772,                464012,               -349515,              2739684,             42173277,,,,
2891,2014年01月01日至2014年09月30日,,,             48734828,             15126159,             33608669,,,             17663857,,             76860678,,              8912215,,                  3539,,              4576800,,                 66974,,             -3508952,,                  9635,,                -26620,,             13961433,            118519559,            152128228,,                132439,,             75372384,,             20287697,              1560719,             13361914,             35210330,             41413075,             -4118807,             37294268,             37294268,,,                 -3273,                              0,                              0,                   -123,                 -3396,,               -462321,               -488314,                 16468,                -43776,               -977943,               -981339,             36312929,,             37288452,                  5816,,             36306060,                  6869,,                              2.26,,,,,,,,,,,,,,
2891,2014年01月01日至2014年06月30日,,,             29664414,              9275786,             20388628,,,             11940258,,             39633419,,              9570392,,                  5131,,              2710808,,                    162,,             -6215323,,                    953,,                 43686,,             13896650,             71586136,             91974764,,                870400,,             39211515,,             12409904,                961737,              7869255,             21240896,             30651953,             -2169789,             28482164,             28482164,,,                 -3280,                              0,,                              0,                 -3280,,                100816,              2520423,                 -5439,               -326353,              2289447,              2286167,             30768331,,             28477897,                  4267,,             30762191,                  6140,,                              1.73,                              0,,,,,,,,,,,,,
2891,2014年01月01日至2014年03月31日,,,             13875631,              4319028,              9556603,,,              6527056,,             20378963,,              7771452,,                  3110,,              1660950,,                     97,,             -5238222,,                     49,,                 19882,,             -1089375,             30033962,             39590565,,                511326,,             20288726,,              5857120,                459397,              3570522,              9887039,              8903474,             -1106089,              7797385,              7797385,,,                    725,                              0,                              0,                   -123,                    602,,              1056823,              1592620,                -24360,               -260356,              2364727,              2365329,             10162714,,              7795177,                  2208,,             10155112,                  7602,,                              0.51,,,,,,,,,,,,,,
2891,2013年第3季,,,             12079973,              3727900,              8352073,,,              5244986,,             14711737,,              2137977,,                  4033,,              1110356,,                     64,,               -472951,,                  4053,,                 31711,,                -47035,             22724931,             31077004,,              1147063,,             14300518,,              5920168,                482618,              3698929,             10101715,,               -555137,              4972571,              4972571,,,,,,,,,,,,,,,              2901497,,              4969904,                  2667,,,                 -7658,,                              0.33,,              5527708,             -1531590,               -760372,                              0,                -18844,,                239732,             -2071074,,              2909155,,,
2891,2013年第2季,,,             11729759,              3611309,              8118450,,,              5648033,,             10782629,,              1386268,,                  3997,,              1153893,,                    127,,              1379533,,                 -3380,,                  9324,,               -193768,             20166656,             28285106,,                 48268,,             10880197,,              5338335,                482590,              3679531,              9500456,,               -998726,              6857459,              6857459,,,,,,,,,,,,,,,                948993,,              6856414,                  1045,,,                   -886,,                              0.47,,              7856185,               -172279,             -6397197,                              0,                -64150,,                725160,             -5908466,,                949879,,,
2891,2013年度,,,             47789311,             14629089,             33160222,,,             22249981,,             60870646,,              5718164,,                 15723,,              3377680,,                    382,,              3353101,,                -41563,,                 75806,,             -1613523,             94006397,            127166619,,              6415749,,             60001187,,             22270993,              1946234,             14980341,             39197568,,                -41875,             21510240,             21510240,,,,,,,,,,,,,,,             14419903,,             21502785,                  7455,,,                 -5330,,                              1.45,,             21552115,               -863175,             -7323009,                  7514,                -68159,                              0,              1156492,             -7090337,             14425233,,,,
2891,2013年07月01日至2013年09月30日,,,             12079973,              3727900,              8352073,,,              5244986,,             14711737,,              2137977,,                  4033,,              1110356,,                     64,,               -472951,,,,                 31711,,                -47035,             22724931,             31077004,,              1147063,,             14300518,,              5920168,                482618,              3698929,             10101715,,               -555137,              4972571,              4972571,,,,,,,,,,,,,,,              2901497,,              4969904,                  2667,,,                 -7658,,                              0.34,,              5527708,             -1531590,               -760372,,                -18844,,                239732,             -2071074,,,                  4053,,              2909155
2891,2013年04月01日至2013年06月30日,,,             11729759,              3611309,              8118450,,,              5648033,,             10782629,,              1386268,,                  3997,,              1153893,,                    127,,              1379533,,,,                  9324,,               -193768,             20166656,             28285106,,                 48268,,             10880197,,              5338335,                482590,              3679531,              9500456,,               -998726,              6857459,              6857459,,,,,,,,,,,,,,,                948993,,              6856414,                  1045,,,                   -886,,                              0.53,,              7856185,               -172279,             -6397197,,                -64150,,                725160,             -5908466,,,                 -3380,,                949879
2891,2013年01月01日至2013年12月31日,,,             47789311,             14629089,             33160222,,,             22249981,,             60870646,,              5718164,,                 15723,,              3377680,,                    382,,              3353101,,,,                 75806,,             -1613523,             94006397,            127166619,,              6415749,,             60001187,,             22270993,              1946234,             14980341,             39197568,,                -41875,             21510240,             21510240,,,,,,,,,,,,,,,             14419903,,             21502785,                  7455,,,                 -5330,,                              1.50,,             21552115,               -863175,             -7323009,                  7514,                -68159,,              1156492,             -7090337,             14425233,,                -41563,                              0,
2891,2013年01月01日至2013年09月30日,,,             35121533,             10773713,             24347820,,,             17355242,,             33744786,,              5065999,,                 12008,,              2881665,,                    286,,              2284124,,                 10999,,                 62805,,             -1330609,             60087305,             84435125,,                950081,,             33475812,,             16863521,              1459363,             10668266,             28991150,,             -2742132,             18275950,             18275950,,,,,,,,,,,,,,,              9624728,,             18270216,                  5734,,,                 -4878,,                              1.24,,             21018082,               -882590,             -8977937,                              0,                 -7030,,              1216335,             -8651222,,              9629606,,,
2891,2013年01月01日至2013年06月30日,,,             23041560,              7045813,             15995747,,,             12110256,,             19033049,,              2928022,,                  7975,,              1771309,,                    222,,              2757075,,                  6946,,                 31094,,             -1283574,             37362374,             53358121,,               -196982,,             19175294,,             10943353,                976745,              6969337,             18889435,,             -2186995,             13303379,             13303379,,,,,,,,,,,,,,,              6723231,,             13300312,                  3067,,,                  2780,,                              0.96,,             15490374,                649000,             -8217565,                              0,                 11814,,                976603,             -6580148,,              6720451,,,
2891,2013年01月01日至2013年03月31日,,,             11311801,              3434504,              7877297,,,              6462223,,              8250420,,              1541754,,                  3978,,                617416,,                     95,,              1377542,,                 10326,,                 21770,,             -1089806,             17195718,             25073015,,               -245250,,              8295097,,              5605018,                494155,              3289806,              9388979,,             -1188269,              6445920,              6445920,,,,,,,,,,,,,,,              5774238,,              6443898,                  2022,,,                  3666,,                              0.49,,              7634189,                821279,             -1820368,                              0,                 75964,,                251443,               -671682,,              5770572,,,
2891,2012年07月01日至2012年09月30日,,,             11446204,              3541275,              7904929,,,              5456668,,             13239394,,                764515,,                  3329,,                942226,,                              0,,                 82547,,,,                 16446,,                -60194,             20447967,             28352896,,                766153,,             13005614,,              5320718,                496973,              3399822,              9217513,,               -656979,              4706637,              4706637,,,,,,,,,,,,,,,              6472860,,              4705257,                  1380,,,                   -820,,                              0.33,,              5363616,               -570066,              2583977,,               -148900,,                -98788,              1766223,,,                  3036,,              6473680
2891,2012年04月01日至2012年06月30日,,,             11193071,              3410971,              7782100,,,              4362313,,             11767980,,                847254,,                  1805,,                690579,,                              0,,                403775,,,,                 28239,,               -451017,             17640276,             25422376,,               -625278,,             11032825,,              4838190,                511441,              3199031,              8548662,,               -802219,              5663948,              5663948,,,,,,,,,,,,,,,              7301683,,              5662900,                  1048,,,                    825,,                              0.45,,              6466167,                226293,              1741793,,                  6761,,               -337112,              1637735,,,                -10652,,              7300858
2891,2012年01月01日至2012年12月31日,,,             45432502,             13892200,             31540302,,,             21912894,,             34604041,,              2955181,,                  8610,,              2582185,,                              0,,                995383,,,,                 80837,,               -538556,             62532413,             94072715,,                538544,,             33269976,,             20097409,              2034297,             13417528,             35549234,,             -3417186,             21297775,             21297775,,,,,,,,,,,,,,,             22644399,,             21291590,                  6185,,,                    916,,                              1.55,,             24714961,             -1279561,              3247710,               -563265,                 -1594,,                -56666,              1346624,             22643483,,                -68162,                              0,
2891,2012年01月01日至2012年09月30日,,,             34006162,             10429443,             23576719,,,             15621979,,             32247183,,              2495325,,                  5134,,              1805325,,                              0,,                528185,,,,                 64159,,               -842141,             51929052,             75505771,,                312872,,             30757874,,             15237121,              1531910,              9730002,             26499033,,             -2332277,             15603715,             15603715,,,,,,,,,,,,,,,             18541874,,             15599346,                  4369,,,                   -195,,                              1.14,,             17935992,             -1016429,              4378775,,               -142485,,               -281702,              2938159,,,                  3903,,             18542069
2891,2012年01月01日至2012年06月30日,,,             22559958,              6888168,             15671790,,,             10165311,,             19007789,,              1730810,,                  1805,,                863099,,                              0,,                445638,,,,                 47713,,               -781947,             31481085,             47152875,,               -453281,,             17752260,,              9916403,              1034937,              6330180,             17281520,,             -1675298,             10897078,             10897078,,,,,,,,,,,,,,,             12069014,,             10894089,                  2989,,,                    625,,                              0.86,,             12572376,               -446363,              1794798,,                  6415,,               -182914,              1171936,,,                    867,,             12068389
2891,2012年01月01日至2012年03月31日,,,             11366887,              3477197,              7889690,,,              5802998,,              7239809,,                883556,,                              0,,                172520,,                              0,,                 41863,,,,                 19474,,               -330930,             13840809,             21730499,,                171997,,              6719435,,              5078213,                523496,              3131149,              8732858,,               -873079,              5233130,              5233130,,,,,,,,,,,,,,,              4767331,,              5231189,                  1941,,,                   -200,,                              0.43,,              6106209,               -672656,                 53005,,                   -346,,                154198,               -465799,,,                 11519,,              4767531
