證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出,　　　 租金支出,　　　 文具用品,　　　 旅費,　　　 運費,　　　 郵電費,　　　 修繕費,　　　 廣告費,　　　 水電瓦斯費,　　　 保險費,　　　 交際費,　　　 稅捐,　　　 折舊,　　　 各項攤提,　　　 伙食費,　　　 職工福利,　　　 佣金支出,　　　 訓練費,　　　 進出口費用,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出[duplicate]45,　　　 租金支出[duplicate]46,　　　 文具用品[duplicate]47,　　　 旅費[duplicate]48,　　　 運費[duplicate]49,　　　 郵電費[duplicate]50,　　　 修繕費[duplicate]51,　　　 廣告費[duplicate]52,　　　 水電瓦斯費[duplicate]53,　　　 保險費[duplicate]54,　　　 交際費[duplicate]55,　　　 捐贈,　　　 稅捐[duplicate]57,　　　 呆帳損失,　　　 折舊[duplicate]59,　　　 各項攤提[duplicate]60,　　　 伙食費[duplicate]61,　　　 職工福利[duplicate]62,　　　 研究發展費用,　　　 訓練費[duplicate]64,　　　 網路服務費,　　　 保全費,　　　 其他費用[duplicate]67,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出[duplicate]70,　　　 租金支出[duplicate]71,　　　 文具用品[duplicate]72,　　　 旅費[duplicate]73,　　　 運費[duplicate]74,　　　 郵電費[duplicate]75,　　　 修繕費[duplicate]76,　　　 水電瓦斯費[duplicate]77,　　　 保險費[duplicate]78,　　　 交際費[duplicate]79,　　　 稅捐[duplicate]80,　　　 折舊及折耗,　　　 各項攤提[duplicate]82,　　　 伙食費[duplicate]83,　　　 職工福利[duplicate]84,　　　 訓練費[duplicate]85,　　　 其他費用[duplicate]86,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 減損損失,　　　　 無形資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 水電瓦斯費[duplicate]52,　　　 保險費[duplicate]53,　　　 交際費[duplicate]54,　　　 稅捐[duplicate]56,　　　 折舊[duplicate]58,　　　 各項攤提[duplicate]59,　　　 伙食費[duplicate]60,　　　 職工福利[duplicate]61,　　　 訓練費[duplicate]63,　　　 其他費用[duplicate]66,　　　 薪資支出[duplicate]69,　　　 租金支出[duplicate]70,　　　 文具用品[duplicate]71,　　　 旅費[duplicate]72,　　　 運費[duplicate]73,　　　 郵電費[duplicate]74,　　　 修繕費[duplicate]75,　　　 水電瓦斯費[duplicate]76,　　　 保險費[duplicate]77,　　　 交際費[duplicate]78,　　　 稅捐[duplicate]79,　　　 各項攤提[duplicate]81,　　　 伙食費[duplicate]82,　　　 職工福利[duplicate]83,　　　 訓練費[duplicate]84,　　　 其他費用[duplicate]85,　　　 薪資支出[duplicate]43,　　　 租金支出[duplicate]44,　　　 文具用品[duplicate]45,　　　 旅費[duplicate]46,　　　 運費[duplicate]47,　　　 郵電費[duplicate]48,　　　 修繕費[duplicate]49,　　　 水電瓦斯費[duplicate]50,　　　 保險費[duplicate]51,　　　 交際費[duplicate]52,　　　 折舊[duplicate]55,　　　 各項攤提[duplicate]56,　　　 伙食費[duplicate]57,　　　 職工福利[duplicate]58,　　　 訓練費[duplicate]60,　　　 其他費用[duplicate]63,　　　 薪資支出[duplicate]66,　　　 租金支出[duplicate]67,　　　 文具用品[duplicate]68,　　　 旅費[duplicate]69,　　　 運費[duplicate]70,　　　 郵電費[duplicate]71,　　　 修繕費[duplicate]72,　　　 水電瓦斯費[duplicate]73,　　　 保險費[duplicate]74,　　　 交際費[duplicate]75,　　　 各項攤提[duplicate]77,　　　 伙食費[duplicate]78,　　　 職工福利[duplicate]79,　　　 訓練費[duplicate]80,　　　 其他費用[duplicate]81,　　 勞務收入,　　　 其他勞務收入,　　　　 其他勞務收入,　　　　 其他勞務收入淨額,　　　 勞務收入合計,　　　 薪資支出[duplicate]49,　　　 租金支出[duplicate]50,　　　 文具用品[duplicate]51,　　　 旅費[duplicate]52,　　　 運費[duplicate]53,　　　 郵電費[duplicate]54,　　　 修繕費[duplicate]55,　　　 廣告費[duplicate]56,　　　 水電瓦斯費[duplicate]57,　　　 保險費[duplicate]58,　　　 交際費[duplicate]59,　　　 稅捐[duplicate]61,　　　 折舊[duplicate]63,　　　 各項攤提[duplicate]64,　　　 伙食費[duplicate]65,　　　 職工福利[duplicate]66,　　　 訓練費[duplicate]68,　　　 其他費用[duplicate]71,　　　 薪資支出[duplicate]74,　　　 租金支出[duplicate]75,　　　 文具用品[duplicate]76,　　　 旅費[duplicate]77,　　　 運費[duplicate]78,　　　 郵電費[duplicate]79,　　　 修繕費[duplicate]80,　　　 水電瓦斯費[duplicate]81,　　　 保險費[duplicate]82,　　　 交際費[duplicate]83,　　　 稅捐[duplicate]84,　　　 各項攤提[duplicate]86,　　　 伙食費[duplicate]87,　　　 職工福利[duplicate]88,　　　 訓練費[duplicate]89,　　　 其他費用[duplicate]90,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　　 金融資產減損損失,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 薪資支出[duplicate]50,　　　 租金支出[duplicate]51,　　　 文具用品[duplicate]52,　　　 旅費[duplicate]53,　　　 運費[duplicate]54,　　　 郵電費[duplicate]55,　　　 修繕費[duplicate]56,　　　 廣告費[duplicate]57,　　　 水電瓦斯費[duplicate]58,　　　 保險費[duplicate]59,　　　 交際費[duplicate]60,　　　 稅捐[duplicate]62,　　　 折舊[duplicate]64,　　　 各項攤提[duplicate]65,　　　 伙食費[duplicate]66,　　　 職工福利[duplicate]67,　　　 訓練費[duplicate]69,　　　 其他費用[duplicate]72,　　　 薪資支出[duplicate]75,　　　 租金支出[duplicate]76,　　　 文具用品[duplicate]77,　　　 旅費[duplicate]78,　　　 運費[duplicate]79,　　　 郵電費[duplicate]80,　　　 修繕費[duplicate]81,　　　 水電瓦斯費[duplicate]82,　　　 保險費[duplicate]83,　　　 交際費[duplicate]84,　　　 稅捐[duplicate]85,　　　 各項攤提[duplicate]87,　　　 伙食費[duplicate]88,　　　 職工福利[duplicate]89,　　　 訓練費[duplicate]90,　　　 其他費用[duplicate]91,　　　 專櫃銷貨收入（百貨業適用）,　　　 分期付款銷貨收入,　　　 薪資支出[duplicate]52,　　　 租金支出[duplicate]53,　　　 文具用品[duplicate]54,　　　 旅費[duplicate]55,　　　 運費[duplicate]56,　　　 郵電費[duplicate]57,　　　 修繕費[duplicate]58,　　　 水電瓦斯費[duplicate]59,　　　 保險費[duplicate]60,　　　 交際費[duplicate]61,　　　 稅捐[duplicate]63,　　　 折舊[duplicate]65,　　　 各項攤提[duplicate]66,　　　 伙食費[duplicate]67,　　　 職工福利[duplicate]68,　　　 訓練費[duplicate]70,　　　 其他費用[duplicate]73,　　　 薪資支出[duplicate]76,　　　 租金支出[duplicate]77,　　　 文具用品[duplicate]78,　　　 旅費[duplicate]79,　　　 運費[duplicate]80,　　　 郵電費[duplicate]81,　　　 修繕費[duplicate]82,　　　 水電瓦斯費[duplicate]83,　　　 保險費[duplicate]84,　　　 交際費[duplicate]85,　　　 稅捐[duplicate]86,　　　 各項攤提[duplicate]88,　　　 伙食費[duplicate]89,　　　 職工福利[duplicate]90,　　　 訓練費[duplicate]91,　　　 其他費用[duplicate]92,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 權益工具投資之利益（損失）,　　　 薪資支出[duplicate]48,　　　 租金支出[duplicate]49,　　　 文具用品[duplicate]50,　　　 旅費[duplicate]51,　　　 運費[duplicate]52,　　　 郵電費[duplicate]53,　　　 修繕費[duplicate]54,　　　 水電瓦斯費[duplicate]55,　　　 保險費[duplicate]56,　　　 交際費[duplicate]57,　　　 折舊[duplicate]60,　　　 各項攤提[duplicate]61,　　　 伙食費[duplicate]62,　　　 職工福利[duplicate]63,　　　 訓練費[duplicate]65,　　　 其他費用[duplicate]68,　　　 薪資支出[duplicate]71,　　　 租金支出[duplicate]72,　　　 文具用品[duplicate]73,　　　 旅費[duplicate]74,　　　 運費[duplicate]75,　　　 郵電費[duplicate]76,　　　 修繕費[duplicate]77,　　　 水電瓦斯費[duplicate]78,　　　 保險費[duplicate]79,　　　 交際費[duplicate]80,　　　 捐贈[duplicate]61,　　　 股利收入,　　　 壞帳轉回利益,　　 遞延所得稅費用（利益）,　　　 水電瓦斯費[duplicate]56,　　　 保險費[duplicate]57,　　　 交際費[duplicate]58,　　　 稅捐[duplicate]60,　　　 折舊[duplicate]62,　　　 各項攤提[duplicate]63,　　　 伙食費[duplicate]64,　　　 職工福利[duplicate]65,　　　 訓練費[duplicate]67,　　　 其他費用[duplicate]70,　　　 薪資支出[duplicate]73,　　　 租金支出[duplicate]74,　　　 文具用品[duplicate]75,　　　 旅費[duplicate]76,　　　 運費[duplicate]77,　　　 郵電費[duplicate]78,　　　 修繕費[duplicate]79,　　　 水電瓦斯費[duplicate]80,　　　 保險費[duplicate]81,　　　 交際費[duplicate]82,　　　 稅捐[duplicate]83,　　　 各項攤提[duplicate]85,　　　 伙食費[duplicate]86,　　　 職工福利[duplicate]87,　　　 訓練費[duplicate]88,　　　 其他費用[duplicate]89,　　 其他費用,　　　 各項攤提[duplicate]84,　　　 伙食費[duplicate]85,　　　 職工福利[duplicate]86,　　　 訓練費[duplicate]87,　　　 其他費用[duplicate]88,　　　 透過損益按公允價值衡量之金融資產（負債）利益
2465,2015年第3季,,,,                579955,                579955,                  1163,                    165,                578627,,                  1794,                  1794,                580421,,,                487623,                487623,                487623,                 92798,                      2,                 92796,,,                 26546,                  1054,                     79,                  5085,                  1684,                    288,                     65,                  2815,                    447,                  2479,                  1081,                      6,                    951,                    771,                    606,                    120,                    172,                      9,                  1820,                 22097,                 68175,,                 17652,                    958,                    200,                  1052,                    112,                    119,                     51,                              0,                    514,                    842,                     95,                              0,                    122,                    310,                  1484,                    499,                    248,                     53,                      5,                    119,                      3,                     26,                  4637,                 29101,,                 25293,                  1209,                     13,                    191,                      7,                    433,                    100,                    346,                  1958,                      2,                      6,                    508,                  1297,                    711,                     90,                              0,                  3565,                 35729,                133005,                -40209,,,,                    141,                              0,                    141,                     10,                     35,                    186,,                              0,                  1904,                              0,                              0,                              0,,                              0,                              0,                  1904,,                  2666,                  2666,,                    538,                   -538,                 -1114,                -41323,,                      1,                      1,                -41324,                -41324,,,                  3041,                    517,                  2524,                  2524,                -38800,,                -39723,                 -1601,,                -37829,                   -971,,                             -0.37,                             -0.37,,                             -0.37,                             -0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2015年第2季,,,,                587059,                587059,                  1716,                    602,                584741,,                  3436,                  3436,                588177,,,                511449,                511449,                511449,                 76728,                              0,                 76728,,,                 24624,                  1157,                     85,                  3453,                  2693,                    353,                     24,                  8087,                    268,                  2444,                    591,                    176,                    861,                    444,                    428,                    127,                    662,                      4,                  1675,                  7178,                 55334,,                 16215,                    625,                     66,                    982,                     88,                    181,                    146,,,,,                    195,,                    -16,,,,,                              0,,                     23,                     15,,                 25914,,,,,,,,,,,,,                    442,,,,,,                 36443,                117691,                -40963,,,,                    212,                      7,                    219,                     32,                  1905,                  2156,,                  3919,                              0,                      1,                              0,                  1480,,                              0,                              0,                  2438,,                  2340,                  2340,,                    583,                   -583,                  1671,                -39292,,                  3359,                  3359,                -42651,                -42651,,,                   -807,                   -137,                   -670,                   -670,                -43321,,                -40984,                 -1667,,                -41583,                 -1738,,                             -0.39,                             -0.39,,                             -0.39,                             -0.39,                    299,                    791,                    105,                    865,                  1358,                    322,                    180,                     50,                     31,                  3393,                 24662,                  1209,                     11,                    282,                     14,                    397,                    100,                    240,                  1948,                              0,                     11,                    954,                    550,                     97,                              0,                  5526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2015年01月01日至2015年09月30日,,,,              1667214,              1667214,                  4840,                  1228,              1661146,,                 48542,                 48542,              1709688,,,              1413072,              1413072,              1413072,                296616,                      2,                296614,,,                 74011,                  3028,                    216,                 11211,                  5858,                    932,                    101,                 15353,                    965,                  7599,                  2250,                    182,                  3095,                  1361,                  1447,                    373,                  1079,                     30,                  4984,                 34987,                169062,,                 47826,                  1254,                    332,                  2929,                    315,                    465,                    243,                              0,                  1110,                  2513,                    268,                    195,                  1000,                    295,                  4498,                  1144,                    610,                    318,                     13,                    198,                     43,                     56,                 10780,                 76405,,                 72950,                  3604,                     33,                    778,                     26,                  1161,                    263,                    799,                  6053,                     10,                     17,                  1339,                  2958,                  1805,                    299,                              0,                 12831,                104926,                350393,                -53779,,,,                    486,                     10,                    496,                     53,                  2814,                  3363,,                146892,                              0,                    125,                              0,                    658,,                  4519,                  4519,                141590,,                  8092,                  8092,,                  1417,                 -1417,                135444,                 81665,,                  3408,                  3408,                 78257,                 78257,,,                  1648,                    280,                  1368,                  1368,                 79625,,                 82813,                 -4556,,                 83674,                 -4049,,                              0.77,                              0.77,,                              0.77,                              0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2015年01月01日至2015年06月30日,,,,              1087259,              1087259,                  3677,                  1063,              1082519,,                 46748,                 46748,              1129267,,,                925449,                925449,                925449,                203818,                              0,                203818,,,                 47465,                  1974,                    137,                  6126,                  4174,                    644,                     36,                 12538,                    518,                  5120,                  1169,                    176,                  2144,                    590,                    841,                    253,                    907,                     21,                  3164,                 12890,                100887,,                 30174,                    296,                    132,                  1877,                    203,                    346,                    192,,,,,                    195,,                    -15,,,,,                      8,,                     40,                     30,,                 47304,,,,,,,,,,,,,                    831,,,,,,                 69197,                217388,                -13570,,,,                    345,                     10,                    355,                     43,                  2779,                  3177,,                146892,                              0,                    125,                              0,                  2562,,                  4519,                  4519,                139686,,                  5426,                  5426,,                    879,                   -879,                136558,                122988,,                  3407,                  3407,                119581,                119581,,,                 -1393,                   -237,                 -1156,                 -1156,                118425,,                122536,                 -2955,,                121503,                 -3078,,                              1.14,                              1.14,,                              1.14,                              1.14,                    596,                  1671,                    173,                    878,                  3014,                    645,                    362,                    265,                     79,                  6143,                 47657,                  2395,                     20,                    587,                     19,                    728,                    163,                    453,                  4095,                      8,                     11,                  1661,                  1094,                    209,                              0,                  9266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2015年01月01日至2015年03月31日,,,,                500200,                500200,                  1961,                    461,                497778,,                 43312,                 43312,                541090,,,                414000,                414000,                414000,                127090,,                127090,,,                 22841,                    817,                     52,                  2673,                  1481,                    291,                     12,                  4451,                    250,                  2676,                    578,                     13,                  1283,                    146,                    413,                    126,                    245,                     17,                  1489,                  5712,                 45553,,,,,,,,,,,,,,,                      1,,,,,                      8,,                     17,                     15,,                 21390,,,,,,,,,,,,,                    389,,,,,,                 32754,                 99697,                 27393,,,,                    133,                      3,                    136,                     11,                    874,                  1021,,                142973,                              0,                    124,                              0,                  1082,,                  4519,                  4519,                137248,,                  3086,                  3086,,                    296,                   -296,                134887,                162280,,                     48,                     48,                162232,                162232,,,                   -586,                   -100,                   -486,                   -486,                161746,,                163520,                 -1288,,                163086,                 -1340,,                              1.53,                              1.53,,                              1.53,                              1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,                 13959,                   -329,                     66,                    895,                    115,                    165,                     46,                    297,                    880,                     68,                  1656,                    323,                    182,                    215,                     48,                  2750,                 22995,                  1186,                      9,                    305,                      5,                    331,                     63,                    213,                  2147,                      8,                    707,                    544,                    112,                              0,                  3740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2014年第3季,,,,                541723,                541723,                  1172,                    465,                540086,,                  2115,                  2115,                542201,,,                448984,                448984,                448984,                 93217,                    -29,                 93246,,,                 24157,                  1041,                     43,                  4184,                  2596,                    289,                    197,                  3171,                    351,                  2644,                    568,                     11,                  1529,                     38,                    396,                    131,                    227,                              0,                  1408,                  7017,                 49998,,                 16912,                   -262,                     38,                  1291,                    138,                    141,                     67,                    -48,                    391,                    809,                    292,                              0,                     56,                     53,                  1584,                    325,                    185,                     55,                     60,                     42,                              0,                     10,                  2748,                 24887,,                 23089,                  1306,                     15,                    214,                              0,                    425,                     59,                    361,                  1812,                      8,                      6,                  1193,                    877,                    511,                     88,                      2,                  7484,                 37450,                112335,                -19089,,,,                    141,                              0,                    141,                      5,                    941,                  1087,,                     96,                  1190,                              0,                     44,                              0,,                              0,                              0,                  1242,,                  3050,                  3050,,                    338,                   -338,                 -1059,                -20148,,                              0,                              0,                -20148,                -20148,,,                  1059,                    182,                    877,                    877,                -19271,,                -19330,                   -818,,                -18550,                   -721,,                             -0.18,                             -0.18,,                             -0.18,                             -0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2014年第2季,,,,                490058,                490058,                  1064,                    530,                488464,,                  3291,                  3291,                491755,,,                431774,                431774,                431774,                 59981,                     29,                 59952,,,                 23920,                  1143,                     55,                  2503,                  2393,                    310,                    314,                  2181,                    312,                  2462,                    579,                    184,                  1621,                     38,                    386,                    109,                    149,                              0,                  1685,                  4404,                 44748,,                 14601,                   -302,                     47,                    849,                    112,                    130,                     54,,,,,                              0,,                      3,,,,,                     30,,                              0,                     11,,                 23677,,,,,,,,,,,,,                  1689,,,,,,                 37760,                106185,                -46233,,,,                    242,                   -227,                     15,                      5,                  1049,                  1069,,                              0,                              0,                              0,                      1,                    634,,                              0,                              0,                   -635,,                  2510,                  2510,,                    266,                   -266,                 -2342,                -48575,,                     -1,                     -1,                -48574,                -48574,,,                   -674,                   -114,                   -560,                   -560,                -49134,,                -47296,                 -1278,,                -47835,                 -1299,,                             -0.44,                             -0.44,,                             -0.44,                             -0.44,                    289,                    802,                     27,                    946,                  1612,                    232,                    184,                     47,                     63,                  3940,                 22662,                  1312,                      9,                    214,                      7,                    491,                     71,                    315,                  1796,                     11,                     11,                    845,                    500,                     82,                              0,                  7745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2014年度,,,,              2125402,              2125402,                  5272,                  3184,              2116946,,                 12532,                 12532,              2129478,,,              1812387,              1812387,              1812387,                317091,,                317091,,,                 96711,                  3960,                    226,                 12730,                  9780,                  1139,                    780,                 13088,                  1225,                 10558,                  2148,                    245,                  6178,                    233,                  1562,                    465,                    991,                      3,                  6056,                 31216,                199294,,,,,,,,,,,,,                    300,,                     23,,,,,                    234,,                              0,                     41,,                 94777,,,,,,,,,,,,,                  5339,,,,,,                150595,                444666,               -127575,,,,                    724,                     18,                    742,                     55,                  5849,                  6646,,                     96,                  4383,                              0,                    518,,,                 12148,                 12148,                 -8187,,                 10632,                 10632,,                  1296,                 -1296,                -13469,               -141044,,,                    312,               -141356,               -141356,,,,,,                  1591,               -139765,,               -135116,                 -6240,,               -133809,                 -5956,,                             -1.26,                             -1.26,,                             -1.26,                             -1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                              0,                 63105,                 -1103,                    191,                  4157,                    473,                    546,                    230,                    -48,                  1293,                  3379,                    697,                  1084,                  6497,                  1131,                    743,                    247,                    246,                 11311,                 94779,                  5366,                     62,                  1111,                     32,                  1784,                    282,                  1225,                  7513,                     72,                     65,                  4456,                  2037,                    338,                     20,                 26114,                              0,                              0,                              0,                    312,                  2555,                              0,                   -637,                    327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2014年01月01日至2014年09月30日,,,,              1569569,              1569569,                  4535,                  1882,              1563152,,                  9931,                  9931,              1573083,,,              1339205,              1339205,              1339205,                233878,                              0,                233878,,,                 71227,                  3178,                    191,                  9155,                  7850,                    830,                    768,                  9915,                    922,                  7682,                  1474,                    195,                  4617,                    133,                  1144,                    364,                    591,                      3,                  4705,                 23191,                148135,,                 46580,                   -892,                    138,                  2932,                    357,                    397,                    176,                    -48,                  1002,                  2573,                    417,                              0,                  1002,                     57,                  4806,                    792,                    557,                    207,                     90,                    107,                              0,                     31,                  8932,                 70213,,                 69133,                  4053,                     46,                    808,                     28,                  1333,                    202,                    925,                  5586,                     72,                     17,                  4782,                  2629,                  1508,                    262,                     13,                 21682,                113079,                331427,                -97549,,,,                    500,                      9,                    509,                     12,                  3401,                  3922,,                     96,                  1331,                              0,                    514,                              0,,                              0,                              0,                    913,,                  7562,                  7562,,                    823,                   -823,                 -3550,               -101099,,                     53,                     53,               -101152,               -101152,,,                    721,                    122,                    599,                    599,               -100553,,                -97896,                 -3256,,                -97387,                 -3166,,                             -0.91,                             -0.91,,                             -0.91,                             -0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2014年01月01日至2014年06月30日,,,,              1027846,              1027846,                  3363,                  1417,              1023066,,                  7816,                  7816,              1030882,,,                890221,                890221,                890221,                140661,                     29,                140632,,,                 47070,                  2137,                    148,                  4971,                  5254,                    541,                    571,                  6744,                    571,                  5038,                    906,                    184,                  3088,                     95,                    748,                    233,                    364,                      3,                  3297,                 16174,                 98137,,                 29668,                   -630,                    100,                  1641,                    219,                    256,                    109,,,,,                              0,,                      4,,,,,                     30,,                              0,                     21,,                 45326,,,,,,,,,,,,,                  3589,,,,,,                 75629,                219092,                -78460,,,,                    359,                      9,                    368,                      7,                  2460,                  2835,,                              0,                    141,                              0,                    470,                              0,,                              0,                              0,                   -329,,                  4512,                  4512,,                    485,                   -485,                 -2491,                -80951,,                     53,                     53,                -81004,                -81004,,,                   -338,                    -60,                   -278,                   -278,                -81282,,                -78566,                 -2438,,                -78837,                 -2445,,                             -0.73,                             -0.73,,                             -0.73,                             -0.73,                    611,                  1764,                    125,                    946,                  3222,                    467,                    372,                    152,                     65,                  6184,                 46044,                  2747,                     31,                    594,                     28,                    908,                    143,                    564,                  3774,                     64,                     11,                  1752,                    997,                    174,                     11,                 14198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
