證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益(後續可能),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 其他營業收入,　　　 其他營業收入淨額,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
1231,2015年第3季,,              1750957,,              1379087,                371870,                              0,                              0,                371870,,,                199674,,                 61013,,                 17560,                278247,                 93623,,,                 15636,,                 42642,,                  8351,,                              0,                 49927,                143550,,                 24098,                119452,,                              0,                119452,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                  4885,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                  4885,                  4885,                124337,,                117741,                  1711,,                122256,                  2081,,                              0.80,                              0.80,,                              0.80,                              0.80,,,,,,,
1231,2015年第2季,,              1464398,,              1230885,                233513,,,                233513,,,                140649,,                 49436,,                 20655,                210740,                 22773,,,                 14420,,                 15492,,                  8310,,,                 21602,                 44375,,                 13107,                 31268,,,                 31268,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -1770,,,,,,,,,                 -1770,                 -1770,                 29498,,                 30869,                    399,,                 29235,                    263,,                              0.21,                              0.21,,                              0.21,                              0.21,,,,,,,
1231,2015年01月01日至2015年09月30日,,              4893025,,              3920128,                972897,                              0,                              0,                972897,,,                522687,,                164643,,                 55052,                742382,                230515,,,                 44244,,                 56322,,                 25046,,                              0,                 75520,                306035,,                 57332,                248703,,                              0,                248703,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                    252,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                    252,                    252,                248955,,                247062,                  1641,,                247301,                  1654,,                              1.67,                              1.67,,                              1.67,                              1.67,,,,,,,
1231,2015年01月01日至2015年06月30日,,              3142068,,              2541041,                601027,,,                601027,,,                323013,,                103630,,                 37492,                464135,                136892,,,                 28608,,                 13680,,                 16695,,,                 25593,                162485,,                 33234,                129251,,,                129251,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -4633,,,,,,,,,                 -4633,                 -4633,                124618,,                129321,                    -70,,                125045,                   -427,,                              0.87,                              0.87,,                              0.87,                              0.87,,,,,,,
1231,2015年01月01日至2015年03月31日,,              1677670,,              1310156,                367514,                              0,                              0,                367514,,,                182364,,                 54194,,                 16837,                253395,                114119,,,                 14188,,                 -1812,,                  8385,,,                  3991,                118110,,                 20127,                 97983,,,                 97983,,,,,,,,,,,,,,                 -2863,,,,,,,,,                 -2863,                 -2863,                 95120,,                 98452,                   -469,,                 95810,                   -690,,                              0.66,                              0.66,,                              0.66,                              0.66,,,,,,,
1231,2014年第3季,,              1710202,,              1366704,                343498,                              0,                              0,                343498,,,                215413,,                 54713,,                 17507,                287633,                 55865,,,                 18388,,                   -952,,                  8309,,                 -2884,                  6243,                 62108,,                  8745,                 53363,,                              0,                 53363,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                  3523,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                  3523,                  3523,                 56886,,                 53250,                    113,,                 56500,                    386,,                              0.36,                              0.36,,                              0.36,                              0.36,,,,,,,
1231,2014年第2季,,              1379860,,              1118142,                261718,,,                261718,,,                172822,,                 48765,,                 16435,                238022,                 23696,,,                 25572,,                -13545,,                  8030,,,                  3997,                 27693,,                 11751,                 15942,,,                 15942,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -2870,,,,,,,,,                 -2870,                 -2870,                 13072,,                 17917,                 -1975,,                 15271,                 -2199,,                              0.12,                              0.12,,                              0.12,                              0.12,,,,,,,
1231,2014年度,,              5893261,,              4654789,              1238472,                              0,                              0,              1238472,,,                733781,,                204406,,                 73951,              1012138,                226334,,,                 57725,,                 13647,,                 32107,,                 -2278,                 36987,                263321,,                 41247,                222074,,,                222074,,,,,,,,,,,,,,,,,,,,,,,,                 -1811,                220263,,                222809,                   -735,,                220174,                     89,,                              1.50,                              1.50,,                              1.50,                              1.50,,              5893241,,                     20,                 10734,                -15115,                 -2570
1231,2014年01月01日至2014年09月30日,,              4380197,,              3497971,                882226,                              0,                              0,                882226,,,                580814,,                154214,,                 57015,                792043,                 90183,,,                 51470,,                 -1455,,                 23872,,                 -2884,                 23259,                113442,,                 17435,                 96007,,                              0,                 96007,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                  2253,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                  2253,                  2253,                 98260,,                 97084,                 -1077,,                 99163,                   -903,,                              0.65,                              0.65,,                              0.65,                              0.65,,,,,,,
1231,2014年01月01日至2014年06月30日,,              2669995,,              2131267,                538728,,,                538728,,,                365401,,                 99501,,                 39508,                504410,                 34318,,,                 36988,,                 -4409,,                 15563,,,                 17016,                 51334,,                  8690,                 42644,,,                 42644,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -1270,,,,,,,,,                 -1270,                 -1270,                 41374,,                 43834,                 -1190,,                 42663,                 -1289,,                              0.29,                              0.29,,                              0.29,                              0.29,,,,,,,
1231,2014年01月01日至2014年03月31日,,              1290135,,              1013125,                277010,                              0,                              0,                277010,,,                192579,,                 50736,,                 23073,                266388,                 10622,,,                 11416,,                  9136,,                  7533,,,                 13019,                 23641,,                 -3061,                 26702,,,                 26702,,,,,,,,,,,,,,                  1600,,,,,,,,,                  1600,                  1600,                 28302,,                 25917,                    785,,                 27392,                    910,,                              0.17,                              0.17,,                              0.17,                              0.17,,,,,,,
1231,2013年第3季,,              1364611,,              1027560,                337051,                              0,                              0,                337051,,,                203859,,                 64823,,                 17869,                286551,                 50500,,,                  6244,,                 18845,,                  3870,,                              0,                 21219,                 71719,,                 12388,                 59331,,,                 59331,,,,,,,,,,,,,,,,,,,,,,,,                 -1980,                 57351,,                 59706,                   -375,,                 57881,                   -530,,                              0.40,                              0.40,,                              0.40,                              0.40,,              1364595,,                     16,                 -1980,,
1231,2013年第2季,,              1172043,,                906757,                265286,                              0,                              0,                265286,,,                166440,,                 61358,,                 16529,                244327,                 20959,,,                  5598,,                 43877,,                  5136,,,                 44339,                 65298,,                 17228,                 48070,,,                 48070,,,,,,,,,,,,,,,,,,,,,,,,                  3874,                 51944,,                 49394,                 -1324,,                 52874,                   -930,,                              0.37,                              0.37,,                              0.37,                              0.37,,,,,                  3874,,
1231,2013年度,,              5386837,,              4011794,              1375043,                              0,                              0,              1375043,,,                753435,,                231102,,                 64891,              1049428,                325615,,,                 60997,,                 49800,,                  5532,,                              0,                105265,                430880,,                 91698,                339182,,,                339182,,,,,,,,,,,,,,,,,,,,,,,,                  4459,                343641,,                342639,                 -3457,,                344791,                 -1150,,                              2.31,                              2.31,,                              2.31,                              2.31,,              5386821,,                     16,                 10116,                 -6815,                 -1158
1231,2013年07月01日至2013年09月30日,,              1364611,,              1027560,                337051,,,                337051,,,                203859,,                 64823,,                 17869,                286551,                 50500,,,                  5647,,                 19442,,                  3870,,,                 21219,                 71719,,                 12388,                 59331,,,                 59331,,,,,,,,,,,,,,,,,,,,,,,,                 -1980,                 57351,,                 59706,                   -375,,                 57881,                   -530,,                              0.45,                              0.45,,                              0.45,                              0.45,,              1364595,,                     16,                 -1980,,
1231,2013年04月01日至2013年06月30日,,              1172043,,                906757,                265286,,,                265286,,,                166440,,                 61358,,                 16529,                244327,                 20959,,,                  5598,,                 43877,,                  5136,,,                 44339,                 65298,,                 17228,                 48070,,,                 48070,,,,,,,,,,,,,,,,,,,,,,,,                  3874,                 51944,,                 49394,                 -1324,,                 52874,                   -930,,                              0.40,                              0.40,,                              0.40,                              0.40,,              1172043,,                              0,                  3874,,
1231,2013年01月01日至2013年12月31日,,              5386837,,              4011794,              1375043,                              0,                              0,              1375043,,,                753435,,                231102,,                 64891,              1049428,                325615,,,                 23419,,                 87378,,                  5532,,,                105265,                430880,,                 91698,                339182,,,                339182,,,,,,,,,,,,,,,,,,,,,,,,                  4459,                343641,,                342639,                 -3457,,                344791,                 -1150,,                              2.59,                              2.59,,                              2.59,                              2.59,,              5386821,,                     16,                 10116,                 -6815,                 -1158
1231,2013年01月01日至2013年09月30日,,              4019155,,              3011961,              1007194,                              0,                              0,              1007194,,,                586929,,                181909,,                 49630,                818468,                188726,,,                 17459,,                 79072,,                 14068,,                              0,                 82463,                271189,,                 52292,                218897,,,                218897,,,,,,,,,,,,,,,,,,,,,,,,                  6716,                225613,,                221087,                 -2190,,                225761,                   -148,,                              1.49,                              1.49,,                              1.49,                              1.49,,              4019139,,                     16,                  6716,,
1231,2013年01月01日至2013年06月30日,,              2654544,,              1984401,                670143,                              0,                              0,                670143,,,                383070,,                117086,,                 31761,                531917,                138226,,,                 11125,,                 60317,,                 10198,,,                 61244,                199470,,                 39904,                159566,,,                159566,,,,,,,,,,,,,,,,,,,,,,,,                  8696,                168262,,                161381,                 -1815,,                167880,                    382,,                              1.22,                              1.22,,                              1.22,                              1.22,,,,,                  8696,,
1231,2013年01月01日至2013年03月31日,,              1482501,,              1077644,                404857,                              0,                              0,                404857,,,                216630,,                 55728,,                 15232,                287590,                117267,,,                  5527,,                 16440,,                  5062,,,                 16905,                134172,,                 22676,                111496,,,                111496,,,,,,,,,,,,,,,,,,,,,,,,                  4822,                116318,,                111987,                   -491,,                115006,                  1312,,                              0.85,                              0.85,,                              0.85,                              0.85,,,,,                  4822,,
1231,2012年07月01日至2012年09月30日,,              1418859,,              1015991,                402868,,,                402868,,,                194318,,                 53256,,                 15364,                262938,                139930,,,                  5517,,                    901,,                  5483,,,                    935,                140865,,                 23814,                117051,,,                117051,,,,,,,,,,,,,,,,,,,,,,,,                 -3707,                113344,,                117667,                   -616,,                114216,                   -872,,                              0.89,                              0.89,,                              0.89,                              0.89,,              1418840,,                     19,                 -3707,,
1231,2012年04月01日至2012年06月30日,,              1187257,,                873783,                313474,,,                313474,,,                126061,,                 47536,,                 15091,                188688,                124786,,,                  5724,,                  9803,,                  5732,,,                  9795,                134581,,                 37426,                 97155,,,                 97155,,,,,,,,,,,,,,,,,,,,,,,,                  1453,                 98608,,                 97733,                   -578,,                 99087,                   -479,,                              0.80,                              0.80,,                              0.80,                              0.80,,              1187257,,                              0,                  1453,,
1231,2012年01月01日至2012年12月31日,,              5120652,,              3770906,              1349746,                              0,                              0,              1349746,,,                667376,,                203612,,                 60221,                931209,                418537,,,                 24195,,                 42034,,                 22179,,,                 44050,                462587,,                 92920,                369667,,,                369667,,,,,,,,,,,,,,,,,,,,,,,,                -41457,                328210,,                370328,                   -661,,                329368,                 -1158,,                              2.80,                              2.80,,                              2.79,                              2.79,,              5120538,,                    114,                 -7101,                -41393,                 -7037
