證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 拆放銀行及同業利息收入,　　　　 附賣回票債券投資利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 簽證手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 信託手續費,　　　　　 保管手續費,　　　　　 代理費用,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產股利收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產股利收入,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損迴轉利益,　　　　　 備供出售金融資產減損迴轉利益,　　　　　 承受擔保品減損迴轉利益,　　　　　 資產減損迴轉利益合計,　　　　 資產減損損失,　　　　　 備供出售金融資產減損損失,　　　　　 其他資產減損損失,　　　　　 資產減損損失合計,　　　　 資產減損（損失）迴轉利益淨額,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產損失,　　　　　 以成本衡量之金融資產淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具投資利益,　　　　　 無活絡市場之債務工具投資損失,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 出售不良債權淨損益,　　　　　 出售不良債權收入,　　　　　 出售不良債權淨損益,　　　　 出售承受擔保品淨損益,　　　　　 出售承受擔保品利益,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨損益,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租費用,　　　　　 營業資產出租淨損益,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 收益,　　 費損 ,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 放款呆帳費用調整,　　 保證責任準備提存,　　 其他應收款呆帳費用,　　 其他應收款呆帳費用調整,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 離職福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 員工訓練費用,　　　 租金,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　　 央行及同業存款利息費用,　　 提存呆帳,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　　　　 承受擔保品減損損失,　　　　　 無活絡市場之債務商品投資利益,　　　　　 無活絡市場之債務商品投資損失,　　　　　 無活絡市場之債務商品淨投資損益,　　 提存呆帳調整,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　 國外營運機構淨投資避險屬有效避險部分之避險工具利益（損失）,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額,　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額,　　 其他綜合損益－其他
2809,2015年第3季,,,,                969056,                107381,                    520,                  5156,                554925,                     14,                  5561,              1642613,,                300811,                 30494,                 28236,                              0,                              0,                359541,              1283072,,,,                    241,                      9,                 14737,                  1770,                218663,                 16215,                              0,                     67,                 11565,                              0,                114560,                    676,                 15947,                394450,,                    196,                  3069,                    535,                              0,                     72,                  4686,                  8558,                385892,,,                159945,                 70297,               -209015,                              0,                149620,                170847,,                278966,                527697,                542050,                              0,              1348713,             -1177866,,,                 56837,                182577,                239414,,                 51999,                 51999,                187415,,,                 31600,                 31600,,               -100024,               -100024,                131624,,,                 22419,                              0,                 22419,,                              0,                              0,                              0,                 22419,,,                 22506,                              0,                 22506,,                  2695,                              0,                  2695,,                              0,                              0,,                              0,                              0,                              0,,                  3664,                              0,                  3664,,                 77876,                              0,                 77876,,                     14,                    -14,,                  4514,                    204,                  4310,                111255,                    218,                111037,               -339479,              2612597,              1669004,                943593,,                 -9898,                              0,                              0,                              0,                              0,                 -9898,,,                 99432,                 10063,                     47,                109542,,                 11954,                              0,                 11954,,                    468,                 18183,                174562,                193213,                314709,,                638782,               -140681,                498101,,                638782,               -140681,                498101,,,                 26167,               -883116,                 -4448,               -861397,               -861397,,               -218167,               -145129,               -363296,,                498101,,               -363296,,                              0.42,                              0.42,,                              0.42,                              0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2015年第2季,,,,                941231,                132397,                              0,                  3223,                534717,                     25,                  3207,              1614800,,                302677,                 21587,                 32645,                              0,                     24,                356933,              1257867,,,,                    140,                    990,                 16326,                  1692,                196002,                 18859,                              0,                     58,                 24834,                              0,                130970,                    675,                 17721,                408267,,                    196,                  2950,                    757,                              0,                     68,                  5691,                  9662,                398605,,,                  2700,                303293,                209015,                              0,                 45474,                560482,,                    686,                -21012,                 52584,                              0,                 32258,                528224,,,                211404,                  3566,                214970,,                209728,                209728,                  5242,,,                 34596,                 34596,,                 35672,                 35672,                 -1076,,,                              0,,                              0,,                 27430,                              0,                 27430,                -27430,,,                     41,                              0,                     41,,                    186,                              0,                    186,,                              0,                              0,,,,,,                  3588,,                  3588,,                    175,                              0,                    175,,                              0,                              0,,                 11262,                    317,                 10945,                 15252,                    317,                 14935,                918500,              2848367,                672000,              2176367,,                107483,                              0,                 22217,                              0,                              0,                129700,,,                252446,                 10189,                    720,                263355,,                 11137,                              0,                 11137,,                  1012,                 17615,                154626,                173253,                447745,,              1598922,               -356755,              1242167,,              1598922,               -356755,              1242167,,,                -25700,                 13623,                  4369,                 -7708,                 -7708,,              1586845,               -352386,              1234459,,              1242167,,              1234459,,                              1.03,                              1.03,,                              1.03,                              1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2015年01月01日至2015年09月30日,,,,              2848852,                422590,                    834,                 10599,              1635329,                      1,                 14251,              4932456,,                899858,                 80612,                 98625,                              0,                     24,              1079119,              3853337,,,,                    706,                  1200,                 48392,                  5277,                692391,                 48790,                              0,                    195,                 57801,                              0,                345655,                  2026,                 46151,              1248584,,                    585,                  8940,                  2185,                              0,                    199,                 14904,                 26813,              1221771,,,                162645,                562531,                              0,                              0,                484858,              1210034,,                301775,                527697,                887044,                              0,              1716516,               -506482,,,                268241,                200694,                468935,,                402148,                402148,                 66787,,,                120814,                120814,,                 19718,                 19718,                101096,,,                 76001,                              0,                 76001,,                 27430,                              0,                 27430,                 48571,,,                 22547,                              0,                 22547,,                  3030,                              0,                  3030,,                              0,                              0,,                              0,                              0,                              0,,                 10901,                              0,                 10901,,                 78051,                              0,                 78051,,                     14,                    -14,,                 16319,                    683,                 15636,                130848,                    697,                130151,              1061894,              8187672,              3272441,              4915231,,                 86945,                              0,                 22217,                              0,                              0,                109162,,,                623199,                 30103,                    784,                654086,,                 33166,                              0,                 33166,,                  2810,                 54545,                498179,                555534,              1242786,,              3563283,               -676725,              2886558,,              3563283,               -676725,              2886558,,,                -29481,               -203307,                  5012,               -227776,               -227776,,              3330495,               -671713,              2658782,,              2886558,,              2658782,,                              2.41,                              2.41,,                              2.41,                              2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2015年01月01日至2015年06月30日,,,,              1879796,                315523,                              0,                  5443,              1080404,                    -13,                  8690,              3289843,,                599047,                 50118,                 70389,                              0,                     24,                719578,              2570265,,,,                    465,                  1190,                 33656,                  3507,                473728,                 32575,                              0,                    128,                 46235,                              0,                231095,                  1351,                 30204,                854134,,                    388,                  5871,                  1650,                              0,                    127,                 10219,                 18255,                835879,,,                  2700,                492233,                209015,                              0,                335238,              1039186,,                 22808,                              0,                344994,                              0,                367802,                671384,,,                211404,                 18116,                229520,,                350148,                350148,               -120628,,,                 89215,                 89215,,                119743,                119743,                -30528,,,                 53582,,                 53582,,                 27430,                              0,                 27430,                 26152,,,                     41,                              0,                     41,,                    335,                              0,                    335,,                              0,                              0,,,,,,                  7237,,                  7237,,                    175,                              0,                    175,,                              0,                              0,,                 11805,                    479,                 11326,                 19593,                    479,                 19114,              1401373,              5575073,              1603435,              3971638,,                 96843,                              0,                 22217,                              0,                              0,                119060,,,                523768,                 20040,                    736,                544544,,                 21212,                              0,                 21212,,                  2342,                 36363,                323616,                362321,                928077,,              2924501,               -536044,              2388457,,              2924501,               -536044,              2388457,,,                -55648,                679809,                  9460,                633621,                633621,,              3548662,               -526584,              3022078,,              2388457,,              3022078,,                              1.99,                              1.99,,                              1.99,                              1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2015年01月01日至2015年03月31日,,,,                938565,                183126,                              0,                  2220,                545687,                    -38,                  5483,              1675043,,                296370,                 28531,                 37744,                              0,,                362645,              1312398,,,,                    325,                    200,                 17330,                  1815,                277726,                 13716,                              0,                     70,                 21401,,                100125,                    676,                 12483,                445867,,                    192,                  2921,                    893,,                     59,                  4528,                  8593,                437274,,,,                188940,                              0,                              0,                289764,                478704,,                 22122,                 21012,                292410,                              0,                335544,                143160,,,,                 14550,                 14550,,                140420,                140420,               -125870,,,                 54619,                 54619,,                 84071,                 84071,                -29452,,,                 53582,,                 53582,,,,,                 53582,,,,,,,                    149,,                    149,,                              0,                              0,,,,,,                  3649,,                  3649,,                              0,,                              0,,                              0,                              0,,                    543,                    162,                    381,                  4341,                    162,                  4179,                482873,              2726706,                931435,              1795271,,,,,                              0,,                -10640,,,                271322,                  9851,                     16,                281189,,                 10075,                              0,                 10075,,                  1330,                 18748,                168990,                189068,                480332,,              1325579,               -179289,              1146290,,              1325579,               -179289,              1146290,,,                -29948,                666186,                  5091,                641329,                641329,,              1961817,               -174198,              1787619,,              1146290,,              1787619,,                              0.95,                              0.95,,                              0.95,                              0.95,                              0,                -10640,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,
2809,2014年第3季,,,,                890876,                204810,                     94,                    262,                525414,                     -3,                  3882,              1625335,,                284191,                 27271,                 39649,                              0,                              0,                351111,              1274224,,,,                    305,                     16,                 16364,                  1638,                126808,                  7409,                              0,                     21,                 24735,                              0,                 76397,                    661,                 15059,                269413,,                    199,                  2610,                    742,                              0,                     26,                  4634,                  8211,                261202,,,                 77295,                282854,               -193093,                              0,                              0,                167056,,                              0,                115753,                 76526,                143938,                336217,               -169161,,,                 27234,                    197,                 27431,,                              0,                              0,                 27431,,,                 78411,                 78411,,               -113325,               -113325,                191736,,,                              0,                  4730,                  4730,,                              0,                              0,                              0,                  4730,,,                 22130,                              0,                 22130,,                    182,                              0,                    182,,                              0,                              0,,                  5285,                              0,                  5285,,                  3349,                              0,                  3349,,                    426,                              0,                    426,,                              0,                              0,,                  2111,                    173,                  1938,                 33483,                    173,                 33310,                349248,              2205859,                582387,              1623472,,                -25315,                              0,                              0,                              0,                              0,                -25315,,,                134132,                 10118,                              0,                144250,,                  9231,                              0,                  9231,,                  1244,                 17610,                156193,                175047,                328528,,              1320259,               -167955,              1152304,,              1320259,               -167955,              1152304,,,                 42237,               -397753,                 -7180,               -362696,               -362696,,                964743,               -175135,                789608,,              1152304,,                789608,,                              0.96,                              0.96,,                              0.96,                              0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2014年第2季,,,,                857413,                196037,                      7,                    317,                516503,                     16,                  4729,              1575022,,                270708,                 34546,                 35785,                              0,                              0,                341039,              1233983,,,,                    228,                     45,                 15322,                  1652,                349270,                 23100,                              0,                     40,                 26032,                              0,                103823,                    705,                 23315,                543532,,                    170,                  2603,                    698,                     -1,                     23,                  5651,                  9144,                534388,,,                              0,                163836,                 17031,                              0,                              0,                180867,,                  1195,                              0,                 29355,                -36847,                 -6297,                187164,,,                 15590,                118544,                134134,,                    570,                    570,                133564,,,                -98118,                -98118,,                -11214,                -11214,                -86904,,,                              0,,                              0,,                              0,                 14500,                 14500,                -14500,,,                     57,                     43,                     14,,                    257,                              0,                    257,,                379815,                379815,,,,,,                  3347,,                  3347,,                 78535,                 26306,                 52229,,                              0,                              0,,                 28246,                  2260,                 25986,                490257,                 28609,                461648,              1215360,              2825694,                376351,              2449343,,                113947,                              0,                    111,                              0,                              0,                114058,,,                213027,                 10036,                    405,                223468,,                  8568,                              0,                  8568,,                    656,                 17208,                123097,                140961,                372997,,              1962288,               -341119,              1621169,,              1962288,               -341119,              1621169,,,                -43371,                769238,                  7378,                733245,                733245,,              2688155,               -333741,              2354414,,              1621169,,              2354414,,                              1.35,                              1.35,,                              1.35,                              1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2014年度,,,,              3470696,                741258,                              0,                  1660,              2081395,                    117,                 36731,              6331857,,              1109490,                118285,                150483,                              0,                              0,              1378258,              4953599,,,,                    898,                    216,                 62446,                  6718,                889787,                 58415,                              0,                    102,                 92217,                              0,                358276,                  2761,                 81633,              1553469,,                    752,                 10601,                  3243,                     -2,                    110,                 24490,                 39194,              1514275,,,                 77296,                795929,                              0,                              0,,                873225,,                 31269,                175824,                635757,                500857,              1343707,               -470482,,,                 42824,                872179,                915003,,                  1425,                  1425,                913578,,,                191385,                191385,,                106823,                106823,                 84562,,,                 10784,                  6138,                 16922,,                              0,,                 14500,                  2422,,,                 22187,                     43,                 22144,,,,,,                554318,                554318,,                  5285,,                  5285,,                 13779,,                 13779,,                 98155,                 35207,                 62948,,                  1685,                 -1685,,                 45622,                  4250,                 41372,                808100,                 41247,                766853,              2811208,             10689961,              2925154,              7764807,,,,                   -248,                 37000,                              0,                114470,,,                872506,                 40907,                  1466,                914879,,                 37069,                              0,                 37069,,                  4427,                 69601,                590973,                665001,              1616949,,              6033388,               -837034,              5196354,,              6033388,               -837034,              5196354,,,,,,,,,              5487809,               -847079,,,              5196354,,              4640730,,                              4.33,                              4.33,,                              4.33,                              4.33,,                 77718,,,,,,,,,,                 14500,                 68754,                     62,                 68692,                              0,                 82291,               -604680,                -23190,                -10045,               -555624,              4640730,,,,,
2809,2014年01月01日至2014年09月30日,,,,              2548492,                589448,                    139,                    840,              1535909,                     64,                 30564,              4705456,,                817421,                 93808,                109253,                              0,                              0,              1020482,              3684974,,,,                    691,                     78,                 47124,                  5024,                726493,                 45298,                              0,                     67,                 72900,                              0,                285375,                  2067,                 50375,              1235492,,                    552,                  7827,                  2512,                     -1,                     73,                 16672,                 27635,              1207857,,,                 77295,                539601,                -99520,                              0,                              0,                517376,,                  7463,                115753,                408035,                 55105,                586356,                -68980,,,                 42825,                162378,                205203,,                    570,                    570,                204633,,,                202166,                202166,,                 98145,                 98145,                104021,,,                              0,                  4730,                  4730,,                              0,                 14500,                 14500,                 -9770,,,                 22187,                     43,                 22144,,                 35518,                              0,                 35518,,                554318,                554318,,                  5285,                              0,                  5285,,                 10249,                              0,                 10249,,                 79387,                 26306,                 53081,,                              0,                              0,,                 30686,                  2773,                 27913,                737630,                 29122,                708508,              2146269,              7608053,              1776810,              5831243,,                 47197,                              0,                    111,                              0,                              0,                 47308,,,                539188,                 30151,                    665,                570004,,                 26617,                              0,                 26617,,                  2481,                 52455,                399654,                454590,              1051211,,              4732724,               -694314,              4038410,,              4732724,               -694314,              4038410,,,                 22835,                791102,                 -3900,                810037,                810037,,              5546661,               -698214,              4848447,,              4038410,,              4848447,,                              3.36,                              3.36,,                              3.36,                              3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,2014年01月01日至2014年06月30日,,,,              1657616,                384638,                     44,                    578,              1010495,                     68,                 26682,              3080121,,                533230,                 66537,                 69604,                              0,                              0,                669371,              2410750,,,,                    386,                     62,                 30760,                  3386,                599684,                 37890,                              0,                     47,                 48165,                              0,                208978,                  1406,                 35315,                966079,,                    353,                  5217,                  1770,                     -1,                     47,                 12038,                 19424,                946655,,,                              0,                256747,                 93573,                              0,                              0,                350320,,                  7463,                              0,                331509,                -88833,                250139,                100181,,,                 15590,                162182,                177772,,                    570,                    570,                177202,,,                123754,                123754,,                211469,                211469,                -87715,,,                              0,,                              0,,                              0,                 14500,                 14500,                -14500,,,                     57,                     43,                     14,,                 35336,                              0,                 35336,,                554318,                554318,,,,,,                  6901,,                  6901,,                 78961,                 26306,                 52655,,                              0,                              0,,                 28575,                  2601,                 25974,                704148,                 28950,                675198,              1797021,              5402194,              1194423,              4207771,,                 72512,                              0,                    111,                              0,                              0,                 72623,,,                405056,                 20033,                    665,                425754,,                 17386,                              0,                 17386,,                  1237,                 34845,                243461,                279543,                722683,,              3412465,               -526359,              2886106,,              3412465,               -526359,              2886106,,,                -19402,              1188855,                  3280,              1172733,              1172733,,              4581918,               -523079,              4058839,,              2886106,,              4058839,,                              2.40,                              2.40,,                              2.40,                              2.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
