證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 應收承購帳款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 附賣回票債券投資利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 經紀手續費收入,　　　　　 信託業務收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 跨行手續費,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產股利收入,　　　　　 透過損益按公允價值衡量之金融資產利息收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現利益,　　　　　 持有至到期日金融資產之已實現利益合計,　　　　 持有至到期日金融資產之已實現損失,　　　　　 持有至到期日金融資產之已實現損失合計,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損迴轉利益,　　　　　 持有至到期日金融資產減損迴轉利益,　　　　　 其他金融資產減損迴轉利益,　　　　　 承受擔保品減損迴轉利益,　　　　　 資產減損迴轉利益合計,　　　　 資產減損損失,　　　　　 其他金融資產減損損失,　　　　　 資產減損損失合計,　　　　 資產減損（損失）迴轉利益淨額,　　　 採用權益法認列之關聯企業及合資損益之份額,　　　　 採用權益法認列之關聯企業及合資利益之份額,　　　　　 採用權益法認列之關聯企業及合資利益之份額,　　　　　 採用權益法認列之關聯企業及合資利益之份額合計,　　　　 採用權益法認列之關聯企業及合資損失之份額,　　　　　 採用權益法認列之關聯企業及合資損失之份額,　　　　　 採用權益法認列之關聯企業及合資損失之份額合計,　　　　 採用權益法認列之關聯企業及合資損益之份額,　　　 其他利息以外淨損益,　　　　 避險工具之淨損益－公允價值避險,　　　　　 避險工具之淨損益－公允價值避險,　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　　 歸因於所規避風險之被避險項目之淨損益－公允價值避險,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產損失,　　　　　 以成本衡量之金融資產淨損益,　　　　 以成本衡量之金融負債淨損益,　　　　　 以成本衡量之金融負債淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 投資性不動產損益,　　　　　 投資性不動產損益,　　　　 信託投資淨損益,　　　　　 信託投資淨損益,　　　　 出售不良債權淨損益,　　　　　 出售不良債權收入,　　　　　 出售不良債權淨損益,　　　　 出售承受擔保品淨損益,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨損益,　　　　 證券經紀收入淨額,　　　　　 證券經紀收入淨額,　　　　 證券承銷收入淨額,　　　　　 證券承銷收入淨額,　　　　 證券自營費用,　　　　　 證券自營費用合計,　　　　 保費收入淨額,　　　　　 保費收入淨額,　　　　 儲運業務淨損益,　　　　　 儲運業務淨損益,　　　　 銷貨淨損益,　　　　　 銷貨收入,　　　　　 銷貨淨損益,　　　　 顧問服務收入,　　　　　 顧問服務收入合計,　　　　 存款管理費收入,　　　　　 存款管理費收入合計,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租淨損益,　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 賠償收入,　　　　　 賠償收入,　　　　　 賠償收入合計,　　　　 財產交易淨損益－資產證券化,　　　　　 財產交易淨損益－資產證券化,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 災害損失,　　　　　 災害損失,　　　　　 災害損失合計,　　　　 （提存）收回保費準備淨額,　　　　　 （提存）收回保費準備淨額,　　　　 （提存）收回未決賠款準備淨額,　　　　　 （提存）收回未決賠款準備淨額,　　　　 （提存）收回輸出保險準備淨額,　　　　　 （提存）收回輸出保險準備淨額,　　　　 （提存）收回特別準備淨額,　　　　　 （提存）收回特別準備淨額,　　　　 提存意外損失準備,　　　　　 提存意外損失準備,　　　　　 提存意外損失準備合計,　　　　 其他營業準備提存,　　　　　 其他營業準備提存,　　　　　 其他營業準備提存合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 收益,　　 費損 ,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 保證責任準備提存,　　 其他應收款呆帳費用,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 租金,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　　　　 無活絡市場之債務商品淨投資損益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　　　　 其他待出售資產減損迴轉利益,　　　　　 備供出售金融資產減損損失,　　　　　 持有至到期日金融資產減損損失,　　 應收承兌票款呆帳費用,　　 應收信用卡帳款呆帳費用,　　　　　 採用權益法之投資處分利益,　　　　　 匯費支出,　　　　　 其他資產減損損失,　　　 員工訓練費用,　　　 現金運送費
2812,2014年01月01日至2014年06月30日,,,,              4698993,                  3830,                331546,                 11497,                183710,                 18821,                147928,              5396325,,              1701675,                 16944,                 70504,                    690,                177509,                     17,              1967339,              3428986,,,,                132826,                 34453,                617022,                298028,                152681,              1235010,,                 13035,                200701,                213736,              1021274,,,                              0,                 51165,                358102,                 82227,                 17830,                 32644,                541968,,                 69613,                 92848,                199351,                 29829,                391641,                150327,,,                              0,                              0,,                              0,                              0,                              0,,,                              0,,                              0,                              0,,,                272068,                272068,,                182859,                182859,                 89209,,,                454956,                              0,                  2243,                457199,,                              0,                              0,                457199,,,                  1552,                  1552,,                              0,                              0,                  1552,,,                              0,,                              0,,                    357,                     43,                    314,,                              0,,                              0,,                              0,,                              0,,                 68712,                 68712,,                  1435,                 -1435,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,,                              0,,                  1332,                  1332,,                              0,,                    105,                    105,,                              0,,                              0,                    256,                   -256,,                      7,                     -7,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                    800,                   -800,,                  1179,                 -1179,,                  2143,                  1868,                    275,                 72649,                  5588,                 67061,              1786622,              7976771,              5646767,              5215608,,                671204,                 20741,                 72207,                764152,,,              1186893,                 42903,              1229796,,                 76582,                 16829,                 93411,,                 73723,                724522,                798245,              2121452,,              2330004,               -273443,              2056561,,              2330004,               -273443,              2056561,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                -20094,                 97855,                  1089,                 78850,                 78850,,              2407765,               -272354,              2135411,,              2056561,,              2135411,,                              0.69,                              0.00,                              0.69,,                              0.68,                              0.00,                              0.68,,,,,,,,,,,,,,,,,,,,
2812,2014年01月01日至2014年03月31日,,,,              2321891,                  2081,                158342,                  6700,                 94940,                  9240,                 70033,              2663227,,                842232,                  8576,                 32785,                    359,                 90634,                      8,                974594,              1688633,,,,                 57131,,                284710,                139180,                143137,                624158,,,                105660,                105660,                518498,,,,                 19846,                113010,                 80428,                  7340,                 35942,                256566,,                 45297,                 54215,                148005,                 33356,                280873,                -24307,,,                              0,                              0,,                              0,                              0,                              0,,,,,,,,,                201624,                201624,,                 71271,                 71271,                130353,,,                464080,,                              0,                464080,,                              0,                              0,                464080,,,                    515,                    515,,,                              0,                    515,,,,,,,,                     43,                    -43,,,,,,,,,,                 68712,                 68712,,                              0,                              0,,,,,,,,,,,,,,,,,,,                    666,                    666,,,,                    105,                    105,,,,                              0,                    250,                   -250,,,,,,,,,,,,,,,,                  1300,                 -1300,,,,,                   -193,                    180,                   -373,                 69290,                  1773,                 67517,              1156656,              4279460,              3147703,              2845289,,                568680,                 18112,                 21717,                608509,,,                602999,                 27833,                630832,,                 38861,                  7947,                 46808,,                 34618,                392765,                427383,              1105023,,              1131757,                -94918,              1036839,,              1131757,                -94918,              1036839,,,,,,,,,,,,,,,,,,              1169472,                -94155,,,              1036839,,              1075317,,                              0.40,,                              0.40,,                              0.39,,                              0.39,,                              0,,                    598,                 37117,,,                    763,                 38478,              1075317,,,,,,,,,,
2812,2013年第3季,,,,              2256993,                  2526,                130667,                  5885,                 87417,                 11020,                 42981,              2537489,,                797724,                  6850,                 28551,                    335,                 79781,                     19,                913260,              1624229,,,,                 55701,                 13293,                137343,                 94512,                149585,                450434,,,                 68958,                 68958,                381476,,,                 27167,                 25797,                124892,                -34903,                 10401,                  1254,                154608,,                 27318,                -12159,                 83172,                 -4408,                 93923,                 60685,,,                              0,                              0,,                              0,                              0,                              0,,,                              0,,                              0,                              0,,,                136930,                136930,,                104827,                104827,                 32103,,,                 27147,                              0,                  2388,                 29535,,                              0,                              0,                 29535,,,                  1013,                  1013,,,                              0,                  1013,,,                              0,,                              0,,                 18092,                              0,                 18092,,                              0,,,,                              0,,                              0,,                              0,                              0,,                  1910,                 -1910,,                              0,,                              0,,                              0,,                              0,,                              0,,                  4497,                  4497,,                              0,,                              0,,                    666,                    666,,                              0,,                  2355,                  2355,,                              0,,                    -46,                    -13,                    -33,,                     13,                    -13,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                  1176,                  1100,                     76,                 26740,                  3010,                 23730,                528542,              3336749,              2366678,              2152771,,                217727,                  1010,                 12802,                231539,,,                531118,                 39333,                570451,,                 39245,                  7176,                 46421,,                 31515,                302774,                334289,                951161,,                970071,               -183014,                787057,,                970071,               -183014,                787057,,,,,,,,,,,,,,,,,,                822524,               -183014,,,                787057,,                639510,,                              0.30,                              0.00,                              0.30,,                              0.28,                              0.00,                              0.28,,,                              0,                -16962,               -130585,,,                              0,               -147547,                639510,,,,,,,,,,
2812,2013年第2季,,,,              2150676,                  2915,                125448,                  7243,                116775,                 10367,                 31774,              2445198,,                784387,                  3385,                 23802,                    528,                 79722,                     10,                891834,              1553364,,,,                 91290,                 13289,                152291,                138140,                153508,                548518,,,                 70021,                 70021,                478497,,,,                 16279,                129408,                 30035,                  5731,                 11301,                192754,,                 76085,                 15042,                132460,                  8803,                232390,                -39636,,,                    363,                    363,,                              0,                              0,                    363,,,                              0,,                              0,                              0,,,                175590,                175590,,                131071,                131071,                 44519,,,                480941,,                              0,                480941,,                  7228,                  7228,                473713,,,                   -761,                   -761,,,                              0,                   -761,,,                              0,,                              0,,                  1375,                              0,                  1375,,                              0,,,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,                  1670,                  1670,,                              0,,                              0,,                    666,                    666,,                              0,,                              0,                              0,,                              0,,                    267,                     13,                    254,,                              0,                              0,,                    560,                   -560,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                  1082,                  8510,                 -7428,                  5060,                  9083,                 -4023,                952672,              3847663,              2842336,              2506036,,                496425,                    840,                  7864,                505129,,,                595796,                 27201,                622997,,                 43286,                  4472,                 47758,,                 30121,                294704,                324825,                995580,,              1005327,                -88497,                916830,,              1005327,                -88497,                916830,,,,,,,,,,,,,,,,,,              1028280,                -88497,,,                916830,,                939783,,                              0.35,                              0.00,                              0.35,,                              0.32,                              0.00,                              0.32,,,                              0,                 12867,                 10086,,,                              0,                 22953,                939783,,,,,,,,,,
2812,2013年度,,,,              8764863,                 11021,                521392,                 27929,                385033,                 41269,                165638,              9917145,,              3162427,                 27000,                 94915,                  1622,                320475,                    439,              3606878,              6310267,,,,                248175,                 56206,                918207,                479787,                316376,              2018751,,,                243848,                243848,              1774903,,,                 27167,                 72036,                487319,                131034,                 30507,                 42360,                790423,,                130644,                 16318,                483424,                  9311,                639697,                150726,,,                  1046,                  1046,,                  5892,                  5892,                 -4846,,,                              0,,                              0,                              0,,,                707682,                707682,,                511885,                511885,                195797,,,                744460,                              0,                182941,                927401,,                 34666,                 34666,                892735,,,                  9708,                  9708,,,                              0,                  9708,,,                              0,,                              0,,                 19467,                              0,                 19467,,                              0,,,,                              0,,                              0,,                              0,                              0,,                 80660,                -80660,,                              0,,                              0,,                              0,,                              0,,                              0,,,                              0,,                              0,,                              0,,                  2664,                  2664,,                              0,,                  2423,                  2423,,                              0,,                    521,                              0,                    521,,                  1433,                 -1433,,,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                  1900,                 -1900,,                  4491,                 10611,                 -6120,                 29566,                 94604,                -65038,              2953985,             14401722,             10864743,              9264252,,              1742709,                 55652,                 65812,              1864173,,,              2241118,                109425,              2350543,,                160602,                 24726,                185328,,                123829,              1203400,              1327229,              3863100,,              3536979,               -476708,              3060271,,              3536979,               -476708,              3060271,,,,,,,,,,,,,,,,,,              3359485,               -475045,,,              3060271,,              2884440,,                              1.16,                              0.00,                              1.16,,                              1.08,                              0.00,                              1.08,,                              0,                              0,                 24265,               -142309,                -59627,                    177,                  1663,               -175831,              2884440,,,,,,,,,,
2812,2013年07月01日至2013年09月30日,,,,              2256993,                  2526,                130667,                  5885,                 87417,                 11020,                 42981,              2537489,,                797724,                  6850,                 28551,                    335,                 79781,                     19,                913260,              1624229,,,,                 54112,,                137343,                 92696,                166283,                450434,,,                 68958,                 68958,                381476,,,                 27167,                 25797,                124892,                -34903,                 10401,                  1254,                154608,,                 27318,                -12159,                 83172,                 -4408,                 93923,                 60685,,,                              0,                              0,,                              0,                              0,                              0,,,                              0,,                              0,                              0,,,                136930,                136930,,                104827,                104827,                 32103,,,                 27147,,                  2388,                 29535,,                              0,                              0,                 29535,,,                  1013,                  1013,,,                              0,                  1013,,,,,,,                 18092,                              0,                 18092,,                              0,,,,,,,,,,,                  1910,                 -1910,,,,,,,,,,,,                  4497,                  4497,,,,,,                    666,                    666,,,,                  2355,                  2355,,,,                    -46,                              0,                    -46,,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,                              0,                              0,,                  1176,                  1100,                     76,                 26740,                  3010,                 23730,                528542,              3336749,              2366678,              2152771,,                217727,                  1010,                 12802,                231539,,,                531118,                 39333,                570451,,                 39245,                  7176,                 46421,,                 31515,                302774,                334289,                951161,,                970071,               -183014,                787057,,                970071,               -183014,                787057,,,,,,,,,,,,,,,,,,                822524,               -183014,,,                787057,,                639510,,                              0.32,,                              0.32,,                              0.29,,                              0.29,,                              0,,                -16962,               -130585,,,,               -147547,                639510,                              0,                              0,                              0,                              0,                              0,,,,,
2812,2013年04月01日至2013年06月30日,,,,              2150676,                  2915,                125448,                  7243,                116775,                 10367,                 31774,              2445198,,                784387,                  3385,                 23802,                    528,                 79722,                     10,                891834,              1553364,,,,                 89333,,                152291,                138140,                168754,                548518,,,                 70021,                 70021,                478497,,,,                 16279,                129408,                 30035,                  5731,                 11301,                192754,,                 76085,                 15042,                132460,                  8803,                232390,                -39636,,,                    363,                    363,,                              0,                              0,                    363,,,                              0,,                              0,                              0,,,                175590,                175590,,                131071,                131071,                 44519,,,                480941,,                              0,                480941,,                  7228,                  7228,                473713,,,,                   -761,,,                              0,                   -761,,,,,,,                  1375,                              0,                  1375,,                              0,,,,,,,,,,,                              0,                              0,,,,,,,,,,,,                  1670,                  1670,,,,,,                    666,                    666,,,,,,,,,                    267,                     13,                    254,,,,,                    560,                   -560,,,,,,,,,,,,,                              0,                              0,,                  1082,                  8510,                 -7428,                  5060,                  9083,                 -4023,                952672,              3847663,              2842336,              2506036,,                496425,                    840,                  7761,                505129,,,                595796,                 27201,                622997,,                 43286,                  4472,                 47758,,                 30121,                294704,                324825,                995580,,              1005327,                -88497,                916830,,,                -88497,                916830,,,,,,,,,,,,,,,,,,              1028280,                -88497,,,                916830,,                939783,,                              0.37,,                              0.37,,                              0.34,,                              0.34,,                              0,,                 12867,                 10086,,,,                 22953,                939783,,,                              0,                    103,                              0,                   -761,,,,
2812,2013年01月01日至2013年12月31日,,,,              8764863,                 11021,                521392,                 27929,                385033,                 41269,                165638,              9917145,,              3162427,                 27000,                 94915,                  1622,                320475,                    439,              3606878,              6310267,,,,                248175,,                586802,                468775,                714999,              2018751,,,                243848,                243848,              1774903,,,                 27167,                 72036,                487319,                131034,                 30507,                 42360,                790423,,                130644,                 16318,                483424,                  9311,                639697,                150726,,,                  1046,                  1046,,                  5892,                  5892,                 -4846,,,,,,,,,                707682,                707682,,                511885,                511885,                195797,,,                744460,,                182941,                927401,,                 34666,                 34666,                892735,,,                  9708,                  9708,,                              0,                              0,                  9708,,,,,,,                 19467,,                 19467,,,,,,,,,,,,,                 80660,                -80660,,,,,,,,,,,,,,,,,,,                  2664,                  2664,,,,                  2423,                  2423,,,,                    521,                              0,                    521,,                  1433,                 -1433,,,,,,,,,,,,,,,,                  1900,                 -1900,,                  4491,                 10611,                 -6120,                 29566,                 94604,                -65038,              2953985,             14401722,             10864743,              9264252,,              1742709,                 55652,                 65812,              1864173,,,              2241118,                109425,              2350543,,                160602,                 24726,                185328,,                123829,              1203400,              1327229,              3863100,,              3536979,               -476708,              3060271,,              3536979,               -476708,              3060271,,,,,,,,,,,,,,,,,,              3359485,               -475045,,,              3060271,,              2884440,,                              1.23,,                              1.23,,                              1.14,,                              1.14,,,,                 24265,               -142309,                -59627,                    177,                  1663,               -175831,              2884440,                              0,                              0,                              0,,,,,,,
2812,2013年01月01日至2013年09月30日,,,,              6474553,                  8473,                377657,                 19195,                293880,                 30686,                 95503,              7299947,,              2339365,                 20350,                 64600,                  1265,                239153,                     43,              2664776,              4635171,,,,                192328,                 39485,                440235,                343172,                462591,              1477811,,,                209053,                209053,              1268758,,,                 27167,                 52061,                364727,                 56031,                 17088,                 29076,                546150,,                110425,                  6806,                373172,                  4555,                494958,                 51192,,,                  1046,                  1046,,                  5892,                  5892,                 -4846,,,                              0,,                              0,                              0,,,                555551,                555551,,                406017,                406017,                149534,,,                703508,                              0,                 37007,                740515,,                 11610,                 11610,                728905,,,                    476,                    476,,,                              0,                    476,,,                              0,,                              0,,                 19467,                              0,                 19467,,                              0,,,,                              0,,                              0,,                              0,                              0,,                 17014,                -17014,,                              0,,                              0,,                              0,,                              0,,                              0,,                  6167,                  6167,,                              0,,                              0,,                  1998,                  1998,,                              0,,                  2355,                  2355,,                              0,,                    521,                              0,                    521,,                     13,                    -13,,                    560,                   -560,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                  2437,                  9610,                 -7173,                 32945,                 27197,                  5748,              2199767,             10654441,              7774852,              6834938,,                945701,                 14442,                 58600,              1018743,,,              1711111,                 93575,              1804686,,                121615,                 17550,                139165,,                 87967,                904788,                992755,              2936606,,              2879589,               -381730,              2497859,,              2879589,               -381730,              2497859,,,,,,,,,,,,,,,,,,              2749282,               -381730,,,              2497859,,              2367552,,                              0.95,                              0.00,                              0.95,,                              0.88,                              0.00,                              0.88,,,                              0,                 11016,               -141323,,,                              0,               -130307,              2367552,,,,,,,,,,
2812,2013年01月01日至2013年06月30日,,,,              4217560,                  5947,                246990,                 13310,                206463,                 19666,                 52522,              4762458,,              1541641,                 13500,                 36049,                    930,                159372,                     24,              1751516,              3010942,,,,                136626,                 26192,                302892,                247927,                313740,              1027377,,,                140095,                140095,                887282,,,,                 26264,                239835,                 90934,                  6687,                 27822,                391542,,                 83107,                 18965,                290000,                  8963,                401035,                 -9493,,,                  1046,                  1046,,                  5892,                  5892,                 -4846,,,                              0,,                              0,                              0,,,                418621,                418621,,                301190,                301190,                117431,,,                676361,,                 34619,                710980,,                 11610,                 11610,                699370,,,                   -537,                   -537,,,                              0,                   -537,,,                              0,,                              0,,                  1375,                              0,                  1375,,                              0,,,,                              0,,                              0,,                              0,                              0,,                 15104,                -15104,,                              0,,                              0,,                              0,,                              0,,                              0,,                  1670,                  1670,,                              0,,                              0,,                  1332,                  1332,,                              0,,                              0,                              0,,                              0,,                    567,                     13,                    554,,                              0,                              0,,                    560,                   -560,,                              0,,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                              0,,                  1261,                  8510,                 -7249,                  6205,                 24187,                -17982,              1671225,              7317692,              5408174,              4682167,,                727974,                 13432,                 45798,                787204,,,              1179993,                 54242,              1234235,,                 82370,                 10374,                 92744,,                 56452,                602014,                658466,              1985445,,              1909518,               -198716,              1710802,,              1909518,               -198716,              1710802,,,,,,,,,,,,,,,,,,              1926758,               -198716,,,              1710802,,              1728042,,                              0.65,                              0.00,                              0.65,,                              0.61,                              0.00,                              0.61,,,                              0,                 27978,                -10738,,,                              0,                 17240,              1728042,,,,,,,,,,
2812,2013年01月01日至2013年03月31日,,,,              2066884,                  3032,                121542,                  6067,                 89688,                  9299,                 20748,              2317260,,                757254,                 10115,                 12247,                    402,                 79650,                     14,                859682,              1457578,,,,                 43813,,                150601,                109787,                174658,                478859,,,                 70074,                 70074,                408785,,,,                  9985,                110427,                 60899,                    956,                 16521,                198788,,                  7022,                  3923,                157540,                    160,                168645,                 30143,,,                    683,                    683,,                  5892,                  5892,                 -5209,,,,,,,,,                243031,                243031,,                170119,                170119,                 72912,,,                195420,,                 34619,                230039,,                  4382,                  4382,                225657,,,                    224,                    224,,,                              0,                    224,,,,,,,,                              0,                              0,,,,,,,,,,                              0,                              0,,                 15104,                -15104,,,,,,,,,,,,,,,,,,,                    666,                    666,,,,                              0,                              0,,,,                    300,                              0,                    300,,,,,,,,,,,,,,,,                              0,                              0,,,,,                    179,                              0,                    179,                  1145,                 15104,                -13959,                718553,              3470029,              2565838,              2176131,,                231549,                 12592,                 37934,                282075,,,                584197,                 27041,                611238,,                 39084,                  5902,                 44986,,                 26331,                307310,                333641,                989865,,                904191,               -110219,                793972,,                904191,               -110219,                793972,,,,,,,,,,,,,,,,,,                898478,               -110219,,,                793972,,                788259,,                              0.32,,                              0.32,,                              0.30,,                              0.30,,                              0,,                 15111,                -20824,,,                              0,                 -5713,                788259,,,,,,,,,,
2812,2012年07月01日至2012年09月30日,,,,              1984550,                  3174,                145429,                  1069,                 50158,                 10868,                  5908,              2201156,,                722024,                  6757,                 12324,                    559,                 65484,                     17,                807165,              1393991,,,,                 49653,,                120916,                 86731,                179454,                436754,,,                 67730,                 67730,                369024,,,                 44032,                    587,                128525,                 -2951,                      1,                 11040,                181234,,                              0,                -41997,                126382,                -26791,                 57594,                123640,,,                  4517,                  4517,,                              0,                              0,                  4517,,,                              0,,                              0,                              0,,,                156591,                156591,,                173900,                173900,                -17309,,,                              0,,                  6329,                 53083,,                  5975,                 18988,                 34095,,,                  2031,                  2031,,,                              0,                  2031,,,,,,,                 18858,                              0,                 18858,,                              0,,,,,,,,,,,                  4318,                 -4318,,,,,,,,,,,,                              0,                              0,,,,,,                    711,                    711,,,,                              0,                              0,,,,                              0,                 38380,                -38380,,                              0,                              0,,                              0,                              0,,,,,,,,,,,,,                  3600,                 -3600,,                    471,                     47,                    424,                 20040,                 46345,                -26305,                489693,              3055406,              2109479,              1883684,,                 38689,                              0,                    496,                 39185,,,                525172,                 26403,                551575,,                 38789,                  4882,                 43671,,                 23389,                279937,                303326,                898572,,                945927,               -138280,                807647,,                945927,               -138280,                807647,,,,,,,,,,,,,,,,,,                969060,               -138280,,,                807647,,                830780,,                              0.32,,                              0.32,,                              0.30,,                              0.30,,                              0,,                              0,                 23133,,,,                 23133,                830780,                 46754,                 14398,                 -1385,                              0,                              0,,,,,
