證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 壞帳轉回利益,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 減損迴轉利益,　　　　 金融資產減損迴轉利益,　　　　 減損迴轉利益合計,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　　 不動產、廠房及設備減損迴轉利益,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）
1321,2015年第3季,,,,              1201930,              1201930,                    524,                  4164,              1197242,              1197242,,,              1093508,              1093508,              1093508,                103734,                103734,,,                 52528,,                 36956,,                  2207,                 91691,                 12043,,,,                    261,                    261,                    166,                  7655,                              0,                  3644,                 11726,,                              0,                              0,                 13520,                     45,                    846,                              0,                 -7461,                    329,,                              0,                              0,                 19851,,                  4236,                  4236,,                  4360,                 31701,                 43744,,                              0,                              0,                 43744,                 43744,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                 20924,                 -7573,                              0,                 13351,                 13351,                 57095,,                 43744,,                 57095,,                              0.20,,,,,,,,,,,
1321,2015年第2季,,,,              1180957,              1180957,                    849,                  4497,              1175611,              1175611,,,              1064842,              1064842,              1064842,                110769,                110769,,,                 52661,,                 36877,,                  2259,                 91797,                 18972,,,,                    386,                    386,                    243,,                              0,                  3984,                  4613,,                     -1,                              0,                              0,                              0,                 -1040,                              0,                    386,                    542,,,,                    111,,                  4237,                  4237,,                  3923,                  4410,                 23382,,,                              0,                 23382,                 23382,,,,,,,,,,,,                -10266,                 -3609,                              0,                -13875,                -13875,                  9507,,                 23382,,                  9507,,                              0.11,,                              0,                              0,,,,,,,,
1321,2015年01月01日至2015年09月30日,,,,              3667892,              3667892,                  2110,                 14073,              3651709,              3651709,,,              3353602,              3353602,              3353602,                298107,                298107,,,                162397,,                109277,,                  6841,                278515,                 19592,,,,                    916,                    916,                    578,                  7655,                              0,                 10303,                 19452,,                      5,                 27554,                 13520,                    112,                 10322,                    258,                 -4295,                  1373,,                              0,                              0,                 33533,,                 12416,                 12416,,                 11189,                 51758,                 71350,,                     -1,                     -1,                 71351,                 71351,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                  5132,                 -5284,                              0,                   -152,                   -152,                 71199,,                 71351,,                 71199,,                              0.32,,,,,,,,,,,
1321,2015年01月01日至2015年06月30日,,,,              2465962,              2465962,                  1586,                  9909,              2454467,              2454467,,,              2260094,              2260094,              2260094,                194373,                194373,,,                109869,,                 72321,,                  4634,                186824,                  7549,,,,                    655,                    655,                    412,,                              0,                  6659,                  7726,,                      5,                 27554,                              0,                     67,                  9476,                    258,                  3166,                  1044,,,,                 13682,,                  8180,                  8180,,                  6829,                 20057,                 27606,,,                     -1,                 27607,                 27607,,,,,,,,,,,,                -15792,                  2289,                              0,                -13503,                -13503,                 14104,,                 27607,,                 14104,,                              0.13,,                              0,                              0,,,,,,,,
1321,2015年01月01日至2015年03月31日,,,,              1285005,              1285005,                    737,                  5412,              1278856,              1278856,,,              1195252,              1195252,              1195252,                 83604,                 83604,,,                 57208,,                 35444,,                  2375,                 95027,                -11423,,,,                    269,                    269,                    169,,,                  2675,                  3113,,                      6,                 27554,                              0,                     67,                 10516,                    258,                  2780,                    502,,,,                 13571,,                  3943,                  3943,,                  2906,                 15647,                  4224,,,                     -1,                  4225,                  4225,,,,,,,,,,,,                 -5526,                  5898,                              0,                    372,                    372,                  4597,,                  4225,,                  4597,,                              0.02,,,,,,,,,,,
1321,2014年第3季,,,,              1394245,              1394245,                  1741,                  5475,              1387029,              1387029,,,              1336532,              1336532,              1336532,                 50497,                 50497,,,                 64504,,                 34327,,                  2404,                101235,                -50738,,,,                    244,                    244,                    195,                  7189,                              0,                  4649,                 12277,,                              0,                              0,                 16594,                     91,                    369,                              0,                 11433,                    207,,                 26946,                 26946,                -22270,,                  4318,                  4318,,                    269,                -14042,                -64780,,                              0,                              0,                -64780,                -64780,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                 14242,                 -2167,                              0,                 12075,                 12075,                -52705,,                -64780,,                -52705,,                             -0.29,,,,,,,,,,,
1321,2014年第2季,,,,              1543257,              1543257,                  1884,                  5846,              1535527,              1535527,,,              1471860,              1471860,              1471860,                 63667,                 63667,,,                 63753,,                 36878,,                  2514,                103145,                -39478,,,,                    332,                    332,                    333,,                              0,                  6229,                  6894,,                              0,                              0,                              0,                              0,                              0,                  2322,                  1071,                     91,,,,                 -3484,,                  3116,                  3116,,                 11436,                 11730,                -27748,,,                              0,                -27748,                -27748,,,,,,,,,,,,                -10817,                  2322,                              0,                 -8495,                 -8495,                -36243,,                -27748,,                -36243,,                             -0.13,,                              0,                              0,,,,,,,,
1321,2014年度,,,,              5393620,              5393620,                  6464,                 21223,              5365933,              5365933,,,              5159262,              5159262,              5159262,                206671,                206671,,,                227445,,                143859,,                  9936,                381240,               -174569,,,,,,,,,,                  9273,,,,,,,,,,,,,                  7878,,                 17981,                 17981,,                 30617,                 29787,               -144782,,,                    243,               -145025,               -145025,,,,,,,,,,,,,,,,                 11284,               -133741,,               -145025,,               -133741,,                             -0.66,,,,                    243,                 19019,                  4879,                 -9381,                  3233,,,
1321,2014年01月01日至2014年09月30日,,,,              4233268,              4233268,                  4218,                 15457,              4213593,              4213593,,,              4024831,              4024831,              4024831,                188762,                188762,,,                181334,,                109266,,                  7355,                297955,               -109193,,,,                    846,                    846,                    714,                  7189,                              0,                 14675,                 23424,,                              0,                     11,                 22276,                    593,                    958,                  2322,                 11435,                    207,,                 26946,                 26946,                -18988,,                 13426,                 13426,,                 27101,                 18111,                -91082,,                              0,                              0,                -91082,                -91082,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                  1294,                   -560,                              0,                    734,                    734,                -90348,,                -91082,,                -90348,,                             -0.41,,,,,,,,,,,
1321,2014年01月01日至2014年06月30日,,,,              2839023,              2839023,                  2477,                  9982,              2826564,              2826564,,,              2688299,              2688299,              2688299,                138265,                138265,,,                116830,,                 74939,,                  4951,                196720,                -58455,,,,                    602,                    602,                    519,,                              0,                 10026,                 11147,,                              0,                     11,                  5682,                    502,                    589,                  2322,                      2,                              0,,,,                  3282,,                  9108,                  9108,,                 26832,                 32153,                -26302,,,                              0,                -26302,                -26302,,,,,,,,,,,,                -12948,                  1607,                              0,                -11341,                -11341,                -37643,,                -26302,,                -37643,,                             -0.12,,                              0,                              0,,,,,,,,
1321,2014年01月01日至2014年03月31日,,,,              1295766,              1295766,                    593,                  4136,              1291037,              1291037,,,              1216439,              1216439,              1216439,                 74598,                 74598,,,                 53077,,                 38061,,                  2437,                 93575,                -18977,,,,                    270,                    270,                    186,,,                  3480,                  3936,,                              0,                     11,                 10006,                    593,                    272,                              0,                  3255,                              0,,,,                  7083,,                  5992,                  5992,,                 15396,                 20423,                  1446,,,                              0,                  1446,                  1446,,,,,,,,,,,,                 -2131,                   -715,                              0,                 -2846,                 -2846,                 -1400,,                  1446,,                 -1400,,                              0.01,,,,,,,,,,,
1321,2013年第3季,,,,              1529072,              1529072,                    853,                  5215,              1523004,              1523004,,,              1402108,              1402108,              1402108,                120896,                120896,,,                 62224,,                 35832,,                  2111,                100167,                 20729,,,,                    266,                    266,                    183,                  3951,                   -159,                  5236,                  9477,,,                     19,                  3241,                  3007,                    108,                              0,                  5062,                  2211,,                              0,                              0,                 -1114,,                  4390,                  4390,,                  7253,                 11226,                 31955,,,                              0,                 31955,                 31955,,,,,,,,,,,,,,,,                -18089,                 13866,,                 31955,,                 13866,,                              0.14,,,,,                 -6352,                 -7948,,                  3789,,,
1321,2013年第2季,,,,              1626298,              1626298,                    570,                  3861,              1621867,              1621867,,,              1540700,              1540700,              1540700,                 81167,                 81167,,,                 68497,,                 35911,,                  2206,                106614,                -25447,,,,                    331,                    331,                    147,,                  1756,                 13309,                 15543,,,                    392,                  9771,                              0,,                  2726,                              0,                  3449,,,,                  3988,,                  4497,                  4497,,                 17866,                 32900,                  7453,,,                     23,                  7430,                  7430,,,,,,,,,,,,,,,,                 35418,                 42848,,                  7430,,                 42848,,                              0.03,,                              0,                              0,,                 10294,                 25124,,                              0,,,
1321,2013年度,,,,              5910632,              5910632,                  1905,                 18970,              5889757,              5889757,,,              5517526,              5517526,              5517526,                372231,                372231,,,                245197,,                137089,,                  9206,                391492,                -19261,,,,,,,,,,                  5829,,,,,,,,,,,,,                 31738,,                 17142,                 17142,,                 38847,                 59272,                 40011,,,                 26802,                 13209,                 13209,,,,,,,,,,,,,,,,                 55684,                 68893,,                 13209,,                 68893,,                              0.06,,,,                 26802,                 32694,                 19993,                  8555,                  5558,,,
1321,2013年07月01日至2013年09月30日,,,,              1529072,              1529072,                    853,                  5215,              1523004,              1523004,,,              1402108,              1402108,              1402108,                120896,                120896,,,                 62224,,                 35832,,                  2111,                100167,                 20729,,,,                    266,                    266,                    183,                  3951,                   -159,                  5236,                  9477,,,                     19,                  3241,                  3007,                    108,                              0,                  5062,                  2211,,                              0,                              0,                 -1114,,                  4390,                  4390,,                  7253,                 11226,                 31955,,,                              0,                 31955,                 31955,,,,,,,,,,,,,,,,                -18089,                 13866,,                 31955,,                 13866,,                              0.14,,,,,                 -6352,                 -7948,,                  3789,,,
1321,2013年04月01日至2013年06月30日,,,,              1626298,              1626298,                    570,                  3861,              1621867,              1621867,,,              1540700,              1540700,              1540700,                 81167,                 81167,,,                 68497,,                 35911,,                  2206,                106614,                -25447,,,,,                    331,                    147,                              0,                  1756,                 14418,                 16652,,,                    392,                  9771,                 -3449,                  1109,                  2726,,,,                              0,                              0,                  2879,,                  4497,                  4497,,                 17866,                 32900,                  7453,,,                     23,                  7430,                  7430,,,,,,,,,,,,,,,,                 35418,                 42848,,                  7430,,                 42848,,                              0.03,,,,,                 10294,                 25124,,                              0,,,
1321,2013年01月01日至2013年12月31日,,,,              5910632,              5910632,                  1905,                 18970,              5889757,              5889757,,,              5517526,              5517526,              5517526,                372231,                372231,,,                245197,,                137089,,                  9206,                391492,                -19261,,,,                  1227,                  1227,                    651,                  3951,                  5747,                 35187,                 46763,,,                    411,                 28137,                  7296,                  3093,                  9461,                 13923,                 10560,,                  8003,                  8003,                 -9196,,                 17142,                 17142,,                 38847,                 59272,                 40011,,,                 26802,                 13209,                 13209,,,,,,,,,,,,,,,,                 55684,                 68893,,                 13209,,                 68893,,                              0.06,,,                              0,,                 32694,                 19993,                  8555,                  5558,                              0,,
1321,2013年01月01日至2013年09月30日,,,,              4387727,              4387727,                  1423,                 12831,              4373473,              4373473,,,              4090331,              4090331,              4090331,                283142,                283142,,,                179607,,                109230,,                  6764,                295601,                -12459,,,,                    862,                    862,                    513,                  3951,                  1642,                 22913,                 29881,,,                    411,                 22684,                  4545,                  2378,                  2727,                 13195,                  9038,,                              0,                              0,                    302,,                 13235,                 13235,,                 36303,                 53251,                 40792,,,                     23,                 40769,                 40769,,,,,,,,,,,,,,,,                 36771,                 77540,,                 40769,,                 77540,,                              0.18,,,,,                 22290,                 18270,,                  3789,,,
1321,2013年01月01日至2013年06月30日,,,,              2858655,              2858655,                    570,                  7616,              2850469,              2850469,,,              2688223,              2688223,              2688223,                162246,                162246,,,                117383,,                 73398,,                  4653,                195434,                -33188,,,,                    596,                    596,                    330,,                  1801,                 15406,                 18133,,,                    392,                 11310,                              0,,                  2726,                              0,                  5289,,,,                  3687,,                  8845,                  8845,,                 29050,                 42025,                  8837,,,                     23,                  8814,                  8814,,,,,,,,,,,,,,,,                 54860,                 63674,,                  8814,,                 63674,,                              0.04,,                              0,                              0,,                 28642,                 26218,,                              0,,,
1321,2013年01月01日至2013年03月31日,,,,              1232357,              1232357,                              0,                  3755,              1228602,              1228602,,,              1147523,              1147523,              1147523,                 81079,                 81079,,,                 48886,,                 37487,,                  2447,                 88820,                 -7741,,,,                    265,                    265,                    183,,                     45,                  3260,                  3753,,,                              0,                  8444,                    615,                  1164,,                  6904,                  2455,,,,                 -1464,,                  4348,                  4348,,                 11184,                  9125,                  1384,,,                              0,                  1384,                  1384,,,,,,,,,,,,,,,,                 19442,                 20826,,                  1384,,                 20826,,                              0.01,,,,,                 18348,                  1094,,                              0,,,
1321,2012年07月01日至2012年09月30日,,,,              1428159,              1428159,                    551,                  5981,              1421627,              1421627,,,              1358799,              1358799,              1358799,                 62828,                 62828,,,                 60707,,                 36350,,                  3105,                100162,                -37334,,,,                   -305,                   -305,                     87,                  1844,                  1881,                  5694,                  9201,,,                              0,                   -618,                  1248,                    710,                              0,                 -2774,                    146,,                              0,                              0,                  2548,,                  2500,                  2500,,                 15913,                 25162,                -12172,,,                  3916,                -16088,                -16088,,,,,,,,,,,,,,,,                  4584,                -11504,,                -16088,,                -11504,,                             -0.07,,,,,                 -5947,                  9520,,                 -1011,,,
1321,2012年04月01日至2012年06月30日,,,,              1338378,              1338378,                    272,                  4105,              1334001,              1334001,,,              1320693,              1320693,              1320693,                 13308,                 13308,,,                 54410,,                 36912,,                  2808,                 94130,                -80822,,,,,                  1310,                    105,                  1852,                  1346,                    565,                  5178,,,                              0,                  2487,                   -585,                    885,                              0,,,,                    705,                    705,                    312,,                  3477,                  3477,,                 11999,                 14012,                -66810,,,                  1944,                -68754,                -68754,,,,,,,,,,,,,,,,                 -8074,                -76828,,                -68754,,                -76828,,                             -0.31,,,,,                 -3447,                 -5213,,                   -586,,,
