證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益(後續可能),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 金融資產（負債）出售淨利益,　　　 投資收入,　　　　 投資收入合計,　　　 債息收入,　　　 利息收入,　　　 酬勞收入,　　　 地產出售收入（開發投資公司適用）,　　　 投資收入（投資公司適用）合計,　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 旅遊服務收入合計,　　 營建工程收入,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 國外營運機構財務報表換算之兌換差額,　　 權益工具投資之利益（損失）,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　 銷貨成本,　　 當期所得稅費用（利益）
1466,2015年第3季,,              1029012,,,                968467,                968467,                 60545,                              0,                              0,                 60545,,,                 30123,,                 15737,,                 20797,                 66657,                 -6112,,,                    723,,                 35375,,                  3875,                 32223,                 26111,,                  4216,                 21895,,                              0,                 21895,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 21895,,                 21895,                              0,                              0,,                 21895,                              0,                              0,,                              0.20,,                              0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2015年第2季,,              1040995,,,                965695,                965695,                 75300,                              0,                              0,                 75300,,,                 33175,,                 17757,,                 18732,                 69664,                  5636,,,                  2974,,                -15905,,                  4084,                -17015,                -11379,,                 -1322,                -10057,,                              0,                -10057,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                -10057,,                -10057,                              0,                              0,,                -10057,                              0,                              0,,                             -0.09,,                             -0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2015年01月01日至2015年09月30日,,              3117779,,,              2904131,              2904131,                213648,                              0,                              0,                213648,,,                102841,,                 47873,,                 60072,                210786,                  2862,,,                  8218,,                 14903,,                 11400,                 11721,                 14583,,                  2493,                 12090,,                              0,                 12090,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 12090,,                 12090,                              0,                              0,,                 12090,                              0,                              0,,                              0.11,,                              0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2015年01月01日至2015年06月30日,,              2088767,,,              1935664,              1935664,                153103,                              0,                              0,                153103,,,                 72718,,                 32136,,                 39275,                144129,                  8974,,,                  7495,,                -20472,,                  7525,                -20502,                -11528,,                 -1723,                 -9805,,                              0,                 -9805,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 -9805,,                 -9805,                              0,                              0,,                 -9805,                              0,                              0,,                             -0.09,,                             -0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2015年01月01日至2015年03月31日,,              1047772,,,                969969,                969969,                 77803,                              0,                              0,                 77803,,,                 39543,,                 14379,,                 20543,                 74465,                  3338,,,                  4521,,                 -4567,,                  3441,                 -3487,                   -149,,                   -401,                    252,,                              0,                    252,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                    252,,                    252,                              0,                              0,,                    252,                              0,                              0,,                              0.00,,                              0.00,,              1047772,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,
1466,2014年第3季,,              1287468,,,              1201817,              1201817,                 85651,                              0,                              0,                 85651,,,                 48008,,                 19456,,                 23098,                 90562,                 -4911,,,                  8999,,                    182,,                  2952,                  6229,                  1318,,                  2292,                   -974,,                              0,                   -974,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                   -974,,                   -974,                              0,                              0,,                   -974,                              0,                              0,,                             -0.01,,                             -0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2014年第2季,,              1257621,,,              1175574,              1175574,                 82047,                              0,                              0,                 82047,,,                 43930,,                 15209,,                 22917,                 82056,                     -9,,,                 16172,,                   -553,,                  2351,                 13268,                 13259,,                  3216,                 10043,,                              0,                 10043,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 10043,,                 10043,                              0,                              0,,                 10043,                              0,                              0,,                              0.10,,                              0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2014年度,,              5011570,,,              4649550,              4649550,                362020,                              0,                              0,                362020,,,                182723,,                 74825,,                 89058,                346606,                 15414,,,                 33080,,                 27633,,                 11442,                 49271,                 64685,,                 10680,                 54005,,                              0,                 54005,,,,,,,,,,,,,,,,,,,,,,,,                  3247,                 57252,,                 54005,                              0,                              0,,                 57252,                              0,                              0,,                              0.52,,                              0.50,,,,,,,,,,,,,,,,,,,,,,                  3912,                    665,,,,,,,,,,,,,,,,,,,,
1466,2014年01月01日至2014年09月30日,,              3722102,,,              3457984,              3457984,                264118,                              0,                              0,                264118,,,                132249,,                 53969,,                 66163,                252381,                 11737,,,                 27620,,                  5119,,                  8776,                 23963,                 35700,,                  5578,                 30122,,                              0,                 30122,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 30122,,                 30122,                              0,                              0,,                 30122,                              0,                              0,,                              0.30,,                              0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,2014年01月01日至2014年06月30日,,              2434634,,,              2256167,              2256167,                178467,                              0,                              0,                178467,,,                 84241,,                 34513,,                 43065,                161819,                 16648,,,                 18621,,                  4937,,                  5824,                 17734,                 34382,,                  3286,                 31096,,                              0,                 31096,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 31096,,                 31096,                              0,                              0,,                 31096,                              0,                              0,,                              0.31,,                              0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
