證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益(後續可能),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 投資收入（投資公司適用）,　　　 金融資產（負債）出售淨利益,　　　 投資收入,　　　　 投資收入合計,　　　 債息收入,　　　 利息收入,　　　 酬勞收入,　　　 地產出售收入（開發投資公司適用）,　　　 投資收入（投資公司適用）合計,　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 旅遊服務收入合計,　　 營建工程收入,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 國外營運機構財務報表換算之兌換差額,　　 權益工具投資之利益（損失）,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　 銷貨成本,　　 當期所得稅費用（利益）
1466,2014年01月01日至2014年03月31日,,              1177013,,,              1080593,              1080593,                 96420,                              0,                              0,                 96420,,,                 40311,,                 19304,,                 20148,                 79763,                 16657,,,                  2449,,                  5490,,                  3473,                  4466,                 21123,,                     70,                 21053,,                              0,                 21053,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                 21053,,                 21053,                              0,                              0,,                 21053,                              0,                              0,,                              0.21,,                              0.20,,              1177013,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,,                              0,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,
1466,2013年第3季,,              1301092,,,              1170878,              1170878,                130214,                              0,                              0,                130214,,,                 47874,,                 20406,,                 21077,                 89357,                 40857,,,                  3977,,                  1415,,                  3376,                  2016,                 42873,,                  7871,                 35002,,                              0,                 35002,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 35002,,                 35002,                              0,                              0,,                 35002,                              0,                              0,,                              0.37,,                              0.35,,              1301092,,,,,,,,,,,,,,,,,,,,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,,,,
1466,2013年第2季,,              1286348,,,              1162221,              1162221,                124127,                              0,                              0,                124127,,,                 47153,,                 23962,,                 18066,                 89181,                 34946,,,                  7795,,                 -6851,,                  8242,                 -7298,                 27648,,                  9411,                 18237,,                              0,                 18237,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 18237,,                 18237,                              0,                              0,,                 18237,                              0,                              0,,                              0.19,,                              0.17,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,,,,
1466,2013年度,,              5230464,,,              4780263,              4780263,                450201,                              0,                              0,                450201,,,                182782,,                 91210,,                 76657,                350649,                 99552,,,                 31108,,                  2620,,                 21432,                 12296,                111848,,                 13569,                 98279,,                              0,                 98279,,,,,,,,,,,,,,,,,,,,,,,,                    -70,                 98209,,                 98279,                              0,                              0,,                 98209,                              0,                              0,,                              1.02,,                              0.93,,,,,,,,,,,,,,,,,,,,,,                    -84,                    -14,,,,,,,,,,,,,,,,,,,,
1466,2013年07月01日至2013年09月30日,,              1301092,,,              1170878,              1170878,                130214,                              0,                              0,                130214,,,                 47874,,                 20406,,                 21077,                 89357,                 40857,,,                  3977,,                  1415,,                  3376,                  2016,                 42873,,                  7871,                 35002,,                              0,                 35002,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 35002,,                 35002,                              0,                              0,,                 35002,,,,                              0.37,,                              0.35,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,,,,,,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,,,,
1466,2013年04月01日至2013年06月30日,,              1286348,,,              1162221,              1162221,                124127,                              0,                              0,                124127,,,                 47153,,                 23962,,                 18066,                 89181,                 34946,,,                  7795,,                 -6851,,                  8242,                 -7298,                 27648,,                  9411,                 18237,,                              0,                 18237,,,,,,,,,,,,,,,,,,,,,,,,,                 18237,,                 18237,,,,                 18237,,,,                              0.19,,                              0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,
1466,2013年01月01日至2013年12月31日,,              5230464,,,              4780263,              4780263,                450201,                              0,                              0,                450201,,,                182782,,                 91210,,                 76657,                350649,                 99552,,,                 31108,,                  2620,,                 21432,                 12296,                111848,,                 13569,                 98279,,                              0,                 98279,,,,,,,,,,,,,,,,,,,,,,,,                    -70,                 98209,,                 98279,                              0,                              0,,                 98209,,,,                              1.02,,                              0.93,,,,,,,,,,,,,,,,,,,,,,                    -84,                    -14,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,,                              0,,
1466,2013年01月01日至2013年09月30日,,              3876675,,,              3518381,              3518381,                358294,                              0,                              0,                358294,,,                139747,,                 67294,,                 55554,                262595,                 95699,,,                 16001,,                  1517,,                 18258,                   -740,                 94959,,                 21531,                 73428,,                              0,                 73428,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 73428,,                 73428,                              0,                              0,,                 73428,                              0,                              0,,                              0.77,,                              0.72,,              3876675,,,,,,,,,,,,,,,,,,,,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,,,,
1466,2013年01月01日至2013年06月30日,,              2575583,,,              2347503,              2347503,                228080,                              0,                              0,                228080,,,                 91873,,                 46888,,                 34477,                173238,                 54842,,,                 12024,,                    102,,                 14882,                 -2756,                 52086,,                 13660,                 38426,,                              0,                 38426,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 38426,,                 38426,                              0,                              0,,                 38426,                              0,                              0,,                              0.40,,                              0.37,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,,,,
1466,2013年01月01日至2013年03月31日,,              1289235,,,              1185282,              1185282,                103953,                              0,                              0,                103953,,,                 44720,,                 22926,,                 16411,                 84057,                 19896,,,                  4229,,                  6953,,                  6640,                  4542,                 24438,,                  4249,                 20189,,                              0,                 20189,,,,,,,,,,,,,,,,,,,,,,,,,                 20189,,                 20189,                              0,                              0,,                 20189,                              0,                              0,,                              0.21,,                              0.20,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,                              0,,                              0,,,,,,,,,,,,,,
1466,2012年07月01日至2012年09月30日,,              1278067,,,              1168245,              1168245,                109822,                              0,                              0,                109822,,,                 52309,,                 14686,,                 16282,                 83277,                 26545,,,                  6942,,                   -974,,                  5354,                    614,                 27159,,                  4398,                 22761,,                              0,                 22761,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 22761,,                 22761,                              0,                              0,,                 22761,,,,                              0.24,,                              0.19,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,,,,,,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,,,,
1466,2012年04月01日至2012年06月30日,,              1274154,,,              1160339,              1160339,                113815,                              0,                              0,                113815,,,                 50822,,                 21132,,                 17842,                 89796,                 24019,,,                  9436,,                  1985,,                  5003,                  6418,                 30437,,                  4004,                 26433,,                              0,                 26433,,,,,,,,,,,,,,,,,,,,,,,,,                 26433,,                 26433,,,,                 26433,,,,                              0.28,,                              0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,
1466,2012年01月01日至2012年12月31日,,              5233837,,,              4782855,              4782855,                450982,                              0,                              0,                450982,,,                189559,,                 61699,,                 63480,                314738,                136244,,,                 22618,,                 -5257,,                 21563,                 -4202,                132042,,                 32674,                 99368,,                              0,                 99368,,,,,,,,,,,,,,,,,,,,,,,,                 -9034,                 90334,,                 99368,                              0,                              0,,                 90334,,,,                              1.04,,                              1.04,,,,,,,,,,,,,,,,,,,,,,                -10884,                 -1850,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,,                              0,,
1466,2012年01月01日至2012年09月30日,,              4046740,,,              3702510,              3702510,                344230,                              0,                              0,                344230,,,                148191,,                 50826,,                 49085,                248102,                 96128,,,                 19590,,                 -3204,,                 15489,                    897,                 97025,,                 26640,                 70385,,                              0,                 70385,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 70385,,                 70385,                              0,                              0,,                 70385,,,,                              0.74,,                              0.69,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,,,,,,                              0,                              0,                              0,                              0,                              0,                              0,,,                              0,                              0,,,,
1466,2012年01月01日至2012年06月30日,,              2768673,,,              2534265,              2534265,                234408,                              0,                              0,                234408,,,                 95882,,                 36140,,                 32803,                164825,                 69583,,,                 12648,,                 -2230,,                 10135,                    283,                 69866,,                 22242,                 47624,,                              0,                 47624,,,,,,,,,,,,,,,,,,,,,,,,,                 47624,,                 47624,,,,                 47624,,,,                              0.50,,                              0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,
1466,2012年01月01日至2012年03月31日,,              1494519,,,              1373926,              1373926,                120593,,,                120593,,,                 45060,,                 15008,,                 14961,                 75029,                 45564,,,                  3212,,                 -4215,,                  5132,                 -6135,                 39429,,                 18238,                 21191,,,                 21191,,,,,,,,,,,,,,,,,,,,,,,,,                 21191,,                 21191,,,,                 21191,,,,                              0.22,,                              0.22,,              1494519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,              1373926,                 18238
