證券代號,年季,　 營業收入,　　 營建工程收入,　　　 營建收入（營建業適用）,　　　　 營建收入,　　　　 營建收入（營建業適用）淨額,　　　 工程收入,　　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 勞務收入,　　　 勞務收入,　　　　 勞務收入,　　　　 勞務收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 營建工程成本,　　　 營建成本,　　　 工程成本,　　　 營建工程成本合計,　　 勞務成本,　　　 勞務成本,　　　　 勞務成本,　　　　 勞務成本合計,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 文具用品,　　　 旅費,　　　 郵電費,　　　 廣告費,　　　 保險費,　　　 交際費,　　　 佣金支出,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出,　　　 租金支出,　　　 文具用品[duplicate]43,　　　 旅費[duplicate]44,　　　 運費,　　　 郵電費[duplicate]46,　　　 修繕費,　　　 廣告費[duplicate]48,　　　 水電瓦斯費,　　　 保險費[duplicate]50,　　　 交際費[duplicate]51,　　　 捐贈,　　　 稅捐,　　　 折舊,　　　 各項攤提,　　　 伙食費,　　　 職工福利,　　　 訓練費,　　　 保全費,　　　 其他費用[duplicate]60,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 文具用品[duplicate]42,　　　 旅費[duplicate]43,　　　 郵電費[duplicate]45,　　　 廣告費[duplicate]47,　　　 保險費[duplicate]49,　　　 交際費[duplicate]50,　　　 其他費用[duplicate]59,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 旅費[duplicate]35,　　　 交際費[duplicate]42,　　　 其他費用[duplicate]51,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益[duplicate]104,　　　 可能重分類至損益之其他項目,　　　 薪資支出[duplicate]39,　　　 文具用品[duplicate]41,　　　 旅費[duplicate]42,　　　 郵電費[duplicate]44,　　　 交際費[duplicate]49,　　　 其他費用[duplicate]58,　　　 減損迴轉利益,　　　　 金融資產減損迴轉利益,　　　　 減損迴轉利益合計,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－其他,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 保險費[duplicate]48,　　　 水電瓦斯費[duplicate]48,　　　 租金支出[duplicate]38,　　　 旅費[duplicate]40,　　　 交際費[duplicate]47,　　　 其他費用[duplicate]56,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 其他營業成本,　　　 薪資支出[duplicate]38,　　　 租金支出[duplicate]39,　　　 文具用品[duplicate]40,　　　 旅費[duplicate]41,　　　 郵電費[duplicate]43,　　　 水電瓦斯費[duplicate]46,　　　 保險費[duplicate]47,　　　 交際費[duplicate]48,　　　 伙食費[duplicate]53,　　　 其他費用[duplicate]57,　　　 減損損失,　　　　 其他減損損失,　　　　 減損損失合計,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 進出口費用,　　　 漁業作業費用,　　　 漁貨銷售費用,　　　 薪資支出[duplicate]50,　　　 租金支出[duplicate]51,　　　 文具用品[duplicate]52,　　　 旅費[duplicate]53,　　　 運費[duplicate]54,　　　 郵電費[duplicate]55,　　　 修繕費[duplicate]56,　　　 廣告費[duplicate]57,　　　 水電瓦斯費[duplicate]58,　　　 保險費[duplicate]59,　　　 交際費[duplicate]60,　　　 捐贈[duplicate]61,　　　 稅捐[duplicate]62,　　　 折舊[duplicate]63,　　　 各項攤提[duplicate]64,　　　 伙食費[duplicate]65,　　　 職工福利[duplicate]66,　　　 訓練費[duplicate]67,　　　 其他費用[duplicate]69,　　 研究發展費用,　　　 研究發展費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　 呆帳損失,　　　 折舊[duplicate]64,　　　 各項攤提[duplicate]65,　　　 伙食費[duplicate]66,　　　 職工福利[duplicate]67,　　　 研究發展費用,　　　 訓練費[duplicate]69,　　　 網路服務費,　　　 其他費用[duplicate]72,　　　　 其他減損迴轉利益,　　　　 金融資產減損損失,　　　 薪資支出[duplicate]56,　　　 租金支出[duplicate]57,　　　 文具用品[duplicate]58,　　　 旅費[duplicate]59,　　　 運費[duplicate]60,　　　 郵電費[duplicate]61,　　　 修繕費[duplicate]62,　　　 廣告費[duplicate]63,　　　 水電瓦斯費[duplicate]64,　　　 保險費[duplicate]65,　　　 交際費[duplicate]66,　　　 捐贈[duplicate]67,　　　 稅捐[duplicate]68,　　　 折舊[duplicate]70,　　　 各項攤提[duplicate]71,　　　 伙食費[duplicate]72,　　　 職工福利[duplicate]73,　　　 訓練費[duplicate]75,　　　 其他費用[duplicate]78,　 停業單位損益,　　 停業單位損益合計
2535,2014年01月01日至2014年03月31日,,,,,,,              3035654,              3035654,              3035654,,,                 28126,                 28126,                 28126,              3063780,,,,              2835830,              2835830,,,                 29298,                 29298,                 29298,              2865128,                198652,                198652,,,                    309,                      1,                    683,                     45,                  5227,                      8,,                     29,                     38,,                 56268,                  5951,,,                     50,,                    445,,                    597,,,                  2106,                    106,                  1562,                    428,                  1050,                  1945,                     67,                    129,,                 98368,                 98406,                100246,,,,                  2415,                  9622,                 12037,                    600,,                 17603,                 30240,,                              0,                  3726,                  4912,                     64,,                              0,                              0,                  1930,,                 10139,                 10139,,                    977,                   -977,                 21054,                121300,,                 17637,                  5453,                 23090,                 98210,                 98210,,,                 25229,                 -4278,,                    287,                     49,                 21189,                 21189,                119399,,                 98742,                   -532,,                114531,                  4868,,                              0.48,                              0.48,,                              0.43,                              0.43,,,,,,,,                  3180,                  2571,                  2951,                 15878,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年第3季,,,,                545422,                545422,,              3420738,              3420738,              3966160,,,                 13079,                 13079,                 13079,              3979239,,,                468951,              3130985,              3599936,,,               -177993,               -177993,               -177993,              3421943,                557296,                557296,,,                      2,                      6,                              0,                      6,                              0,                    101,,                     44,                    153,,                 78894,                 41023,,,                     43,,                    761,,                    679,,,                  1400,                 -3267,                  1482,                    314,                    937,                    549,                     44,                    276,,                150205,                150358,                406938,,,,                    894,                  1180,                  2074,                    520,                  7470,                    740,                 10804,,                              0,                              0,                    242,                     83,,                  2346,,                 -2671,,                  7032,                  7032,,                  3279,                 -3279,                 -2178,                404760,,,                 -1465,                 44161,                360599,                360599,,,,,,,,,                -12681,                347918,,                361443,                   -844,,                351845,                 -3927,,                              1.75,                              1.75,,                              1.75,                              1.75,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,                    231,                  2366,                  1194,                  3752,                 15999,,,,                 45626,                -15786,                  3451,,,                   -281,                   -281,                     65,                  3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年第2季,,,,                170327,                170327,,              2777616,              2777616,              2947943,,,                  6488,                  6488,                  6488,              2954431,,,                              0,              2657596,              2657596,,,                162944,                162944,                162944,              2820540,                133891,                133891,,,                              0,                     16,                      3,                    105,                              0,                    151,,                 -6416,                 -6246,,                 38247,                 18279,,,                     89,,                    797,,                              0,,,                     32,                  4725,                  1487,                    308,                    910,                    472,                    127,                    100,,                113167,                106921,                 26970,,,,                  1416,                    118,                  1534,                    509,,                 15428,                 17471,,                 12470,,,                     99,,                  3193,,                  9178,,                  7274,                  7274,,                    922,                   -922,                 18453,                 45423,,,                 14768,                 17812,                 27611,                 27611,,,,,,,,,                  2318,                 29929,,                 27688,                    -77,,                 28692,                  1237,,                              0.13,                              0.13,,                              0.13,                              0.13,                    424,                  3600,                    749,,                  3381,                  3221,                 35589,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  3044,                  6352,                 -4702,,,                    668,                    668,                              0,,                    525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年度,,,,              2518082,              2518082,,             12536756,             12536756,             15054838,,,                 93273,                 93273,                 93273,             15148111,,,              1629696,             11817839,             13447535,,,                 84820,                 84820,                 84820,             13532355,              1615756,              1615756,,,                      3,                     36,                      3,                    187,                 16230,                    390,,                151417,                195924,,                 44075,                 71203,,,                    250,,                  3270,,                  2962,,,                  3074,                -16600,                  5946,                  1243,                  4046,                  3218,                    700,                    598,,                411118,                607042,              1008714,,,,                  7198,                  3047,                 10245,                  2128,                  7470,                 46270,                 66113,,                 12470,                              0,                 37635,                    625,,                  3325,                              0,                -14075,,                 35659,                 35659,,                  8379,                 -8379,                  8000,              1016714,,,                 82731,                163538,                853176,                853176,,,,,,,,,                 21828,                875004,,                836194,                 16982,,                852203,                 22801,,                              4.06,                              4.06,,                              4.05,                              4.05,,,,,,,,                     40,,,,,,,,,,,,,,,,,,,                225819,                  1318,                 13476,                  4840,                 14458,                 54880,,                 15000,                 15000,                 80807,                 28058,                  9015,                -14594,,                 -3774,                 -3774,                 -3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年07月01日至2013年09月30日,,,,                545422,                545422,,              3420738,              3420738,              3966160,,,,,,              3979239,,,                              0,              3130985,              3130985,,,,,,              3421943,                557296,                557296,,,                      2,                      6,                              0,                              0,                              0,                    101,                              0,                     44,                    153,,                              0,                              0,,,                              0,,                              0,,                              0,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                    276,,                150205,                150358,                406938,,,,                    894,                  1180,                  2074,                    520,                  7470,                    498,                 10562,,                              0,                 -2346,,                     83,,,,                 -2429,,                  7032,                  7032,,                  3279,                 -3279,                 -2178,                404760,,,                 -1465,                 44161,                360599,                360599,,,,,,,,,                -12681,                347918,,                361443,                   -844,,                351845,                 -3927,,                              1.75,                              1.75,,                              1.75,                              1.75,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                 45626,                -15786,                  3451,,,                   -281,                   -281,                     65,,,,,,,,                 13079,                 13079,                290958,,,,,,,,,,,,                              0,                              0,                              0,                              0,                              0,                              0,                 78894,                 41023,                    231,                  2366,                     43,                  1194,                    761,                      6,                    679,                  3522,                  3752,                  1400,                 -3267,                  1482,                    314,                    937,                    549,                     44,                 15999,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年04月01日至2013年06月30日,,,,                170327,                170327,,              2777616,              2777616,              2947943,,,,,,              2954431,,,                              0,              2657598,              2657598,,,,,,              2820540,                133891,                133891,,,                              0,                     16,                      3,                              0,                              0,                    152,                              0,                 -6417,                 -6246,,                              0,                              0,,,                              0,,                              0,,                              0,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                    100,,                113167,                106921,                 26970,,,,                  1416,                    118,                  1534,                    509,,                 15428,                 17471,,                 12470,                              0,,                     99,                              0,                  3193,,                  9178,,                  7274,                  7274,,                    922,                   -922,                 18453,                 45423,,,                 14768,                 17812,                 27611,                 27611,,,,,,,,,                  2318,                 29929,,                 27688,                    -77,,                 28692,                  1237,,                              0.13,                              0.13,,                              0.13,                              0.13,,,,,,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                  3044,                  6352,                 -4702,,,                    668,                    668,                              0,,,,,,,,                  6488,                  6488,                162942,,,,,,,,,,,,,                              0,                              0,                              0,                              0,                              0,                 38247,                 18279,                    424,                  3600,                     89,                    750,                    797,                    105,                    526,                  3382,                  3221,                     32,                  4724,,,,,,,,,,,                              0,                  1487,                    307,                    910,                    472,                              0,                    127,                              0,                 35588,                              0,                              0,,,,,,,,,,,,,,,,,,,,,
2535,2013年01月01日至2013年12月31日,,,,              2518082,              2518082,,             12599569,             12599569,             15117651,,,,,,             15148111,,,              1629696,             11817367,             13447063,,,,,,             13532355,              1615756,              1615756,,,                      3,                     36,                      3,                    187,                              0,                    390,                              0,                151417,                195924,,                 44075,                              0,,,                    250,,                  3270,,                              0,,,                  3074,                -16600,                  5946,                  1243,                              0,                  3218,                    700,                    598,,                411118,                607042,              1008714,,,,                  7198,                  3047,                 10245,                  2128,                  7470,                  8635,                 28478,,                 12470,                              0,,                    625,,                  3325,,                 23560,,                 35659,                 35659,,                  8379,                 -8379,                  8000,              1016714,,,                 82731,                163538,                853176,                853176,,,,,,,,,                 21828,                875004,,                836194,                 16982,,                852203,                 22801,,                              4.06,                              4.06,,                              4.05,                              4.05,,,,,,,,                     40,,,,,,,,,,,,,,,,,,,,,,,,,,                 15000,                 15000,                 80807,                 28058,                  9015,                -14594,,                 -3774,                 -3774,                 -3123,,,,,,,,                 30460,                 30460,                 85292,                225819,                 71203,                  1318,                 13476,                  4840,                  2962,                 16230,                 14458,                  4046,                 54880,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年01月01日至2013年09月30日,,,,              2320434,              2320434,,              9306304,              9306304,             11626738,,,                 33726,                 33726,                 33726,             11660464,,,              1564515,              8722804,             10287319,,,                 39255,                 39255,                 39255,             10326574,              1333890,              1333890,,,                      3,                     30,                      3,                    112,                              0,                    351,,                103832,                104219,,                174441,                 65216,,,                    187,,                  2763,,                  2015,,,                  1528,                  1469,                  4445,                    903,                  2704,                  1470,                    309,                    476,,                355560,                459779,                874111,,,,                  2630,                  1302,                  3932,                  1610,                  7470,                 21306,                 34318,,                 12470,                              0,                    906,                    448,,                  3241,,                  7915,,                 22699,                 22699,,                  6077,                 -6077,                 13457,                887568,,,                 86377,                137805,                749763,                749763,,,,,,,,,                 24554,                774317,,                732043,                 17720,,                752435,                 21882,,                              3.55,                              3.55,,                              3.55,                              3.55,,,,,,,,                     40,,,,,,,,,,,,,,,,,,,,                    850,                  8679,                  2726,                 10618,                 63965,,,,                 51428,                 19405,                  3999,,,                  1385,                  1385,                    235,                 10684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年01月01日至2013年06月30日,,,,              1775012,              1775012,,              5885566,              5885566,              7660578,,,                 20647,                 20647,                 20647,              7681225,,,              1095564,              5591819,              6687383,,,                217248,                217248,                217248,              6904631,                776594,                776594,,,                      1,                     24,                      3,                    105,                              0,                    249,,                103788,                104066,,                 95547,                 24193,,,                    145,,                  2002,,                      1,,,                    128,                  4736,                  2963,                    589,                  1766,                    921,                    266,                    200,,                205355,                309421,                467173,,,,                  1736,                    122,                  1858,                  1090,,                 19902,                 22850,,                 12470,,,                    365,,                    895,,                 11250,,                 15667,                 15667,,                  2798,                 -2798,                 15635,                482808,,,                 87842,                 93644,                389164,                389164,,,,,,,,,                 37235,                426399,,                370600,                 18564,,                400590,                 25809,,                              1.80,                              1.80,,                              1.79,                              1.79,                    619,                  6313,                  1532,,                  7162,                  6865,                 47967,                     40,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  5802,                 35191,                    548,,,                  1666,                  1666,                    170,,                  1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2013年01月01日至2013年03月31日,,,,              1604685,              1604685,,              3107950,              3107950,              4712635,,,                 14159,                 14159,                 14159,              4726794,,,              1095564,              2934223,              4029787,,,                 54304,                 54304,                 54304,              4084091,                642703,                642703,,,                    195,                      8,                    783,                              0,                  3781,                     98,,                110205,                110312,,                 57300,                      1,,,                     56,,                  1206,,                    811,,,                     96,                     11,                  1476,                    281,                    856,                    449,                    139,                    100,,                 92188,                202500,                440203,,,,                    320,                      4,                    324,                    581,,                  4474,                  5379,,,                  2298,,                    266,,,,                  2072,,                  8393,                  8393,,                  1876,                 -1876,                 -2818,                437385,,,                 73074,                 75832,                361553,                361553,,,,,,,,,                 34917,                396470,,                342912,                 18641,,                371898,                 24572,,                              1.66,                              1.66,,                              1.66,                              1.66,,,,,,,,                     40,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2758,                 28839,                  5250,,,                    998,                    998,                    170,,,                  5914,                  2713,                  3644,                 12377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2012年07月01日至2012年09月30日,,,,                              0,                              0,,              3376330,              3376330,              3376330,,,,,,              3376330,,,                              0,              3132015,              3132015,,,,,,              3132015,                244315,                244315,,,                     -1,                      4,                              0,                              0,                     52,                     18,                              0,                    225,                    932,,                    594,                     28,,,                              0,,                              0,,                              0,,,                              0,                              0,                              0,                              0,                     12,                              0,                              0,                    100,,                 97349,                 98281,                146034,,,,                    271,                      8,                    279,                    491,                  7416,                 22450,                 30636,,                    403,                  1584,,                    250,,,,                 34721,,                  7110,                  7110,,                              0,                  6492,                 64739,                210773,,,                 13184,                 41011,                169762,                169762,,,,,,,,,                -14545,                155217,,                163535,                  6227,,                152079,                  3138,,                              0.79,                              0.79,,                              0.79,                              0.79,,,,,,,,                     95,,,,,,,,,,,,,,,,,,,,,,,,,,                 32889,                 32889,                 27827,                -20606,                  6499,,,                   -528,                   -528,                    -90,,,,,,,,                              0,                              0,                              0,,,,,,,,,,,,                              0,                              0,                  6492,                              0,                              0,                              0,                 47419,                  5682,                    190,                  2924,                     64,                  1021,                    513,                              0,                    598,                  3028,                  3729,                  1300,                     66,                  1505,                    225,                    829,                    532,                    148,                 27476,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2012年04月01日至2012年06月30日,,,,                              0,                              0,,              3486258,              3486258,              3486258,,,,,,              3486258,,,                              0,              3202229,              3202229,,,,,,              3202229,                284029,                284029,,,                              0,                      4,                      2,                              0,                     77,                              0,                  3937,                 -3705,                  1199,,                    711,                     43,,,                              0,,                              0,,                              0,,,                              0,                    116,                              0,                              0,                     14,                              0,                              0,                    100,,                 79632,                 80831,                203198,,,,                    781,                      6,                    787,                    490,,                  4888,                  6165,,                              0,                    292,,                 29592,                  1363,                              0,,                -30360,,                  4917,                  4917,,                              0,                  4885,                -24227,                178971,,,                 14699,                 47371,                131600,                131600,,,,,,,,,                  5932,                137532,,                125231,                  6369,,                133199,                  4333,,                              0.61,                              0.61,,                              0.61,                              0.61,,,,,,,,                    303,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                 32672,                  9515,                    813,,,                 -5295,                 -5295,                   -899,,,,,,,,                              0,                              0,                              0,,,,,,,,,,,,,                              0,                  4885,                              0,                              0,                              0,                 40339,                  7140,                    258,                  3583,                     42,                  1063,                    678,                     43,                    581,                  3074,                  5106,                  3497,                  1089,,,,,,,,,,,                              0,                  1643,                    245,                    809,                    635,                              0,                     91,                              0,                  9616,                              0,                              0,,,,,,,,,,,,,,,,,,,,,
2535,2012年01月01日至2012年12月31日,,,,              1630497,              1630497,,             12380302,             12380302,             14010799,,,,,,             14010799,,,              1186252,             11659233,             12845485,,,,,,             12867705,              1143094,              1143094,,,                              0,                     33,                      4,                     88,                    205,                    459,                 64078,                 88461,                156600,,                  2755,                    182,,,                    250,,                  2228,,                    372,,,                  6289,                  2285,                  6180,                    941,                     51,                  3070,                    437,                    400,,                354318,                510918,                632176,,,,                  2142,                     76,                  2218,                  2053,                  9598,                 31186,                 45055,,                  6708,                  1498,,                 30360,,                              0,,                167335,,                 27400,                 27400,,                              0,                 20331,                205321,                837497,,,                 86385,                164406,                673091,                673091,,,,,,,,,                -29530,                643561,,                658319,                 14772,,                635240,                  8321,,                              3.20,                              3.20,,                              3.19,                              3.19,,,,,,,,                  3491,,,,,,,,,,,,,,,,,,,,,,,,,,                187459,                187459,                 78021,                -24457,                  6807,                 -7437,,                 -6876,                 -6876,                 -2433,,,,,,,,                              0,                              0,                 22220,                195500,                 25739,                    965,                 12381,                  4267,                  2554,                 12330,                 17031,                  3280,                 58103,,                  1461,                  1461,                 20331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2012年01月01日至2012年09月30日,,,,                              0,                              0,,              9428891,              9428891,              9428891,,,,,,              9428891,,,                              0,              8784634,              8784634,,,,,,              8784634,                644257,                644257,,,                              0,                      9,                      2,                              0,                    159,                    103,                              0,                    513,                  3063,,                  2014,                    112,,,                              0,,                              0,,                              0,,,                              0,                    112,                              0,                              0,                     39,                              0,                              0,                    300,,                259780,                262843,                381414,,,,                  1487,                     48,                  1535,                  1544,                  9598,                 27645,                 40322,,                  6527,                  2353,,                 30274,,,,                 91447,,                 18961,                 18961,,                              0,                 11032,                123840,                505254,,,                 40210,                106261,                398993,                398993,,,,,,,,,                -10080,                388913,,                388239,                 10754,,                383284,                  5629,,                              1.88,                              1.88,,                              1.88,                              1.88,,,,,,,,                  3413,,,,,,,,,,,,,,,,,,,,,,,,,,                110889,                110889,                 66051,                -15667,                 11271,,,                 -6848,                 -6848,                 -1164,,,,,,,,                              0,                              0,                              0,,,,,,,,,,,,                  1461,                  1461,                 11032,                              0,                              0,                              0,                134982,                 19679,                    647,                  8556,                    158,                  3137,                  1716,                     65,                  1765,                  9239,                 13144,                  5993,                  1180,                  4700,                    664,                  2449,                  1670,                    353,                 49383,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535,2012年01月01日至2012年06月30日,,,,                              0,                              0,,              6052561,              6052561,              6052561,,,,,,              6052561,,,                              0,              5652619,              5652619,,,,,,              5652619,                399942,                399942,,,                      1,                      5,                      2,                              0,                    107,                     85,                              0,                    288,                  2131,,                  1420,                     84,,,                              0,,                              0,,                              0,,,                              0,                    112,                              0,                              0,                     27,                              0,                              0,                    200,,                162431,                164562,                235380,,,,                  1216,                     40,                  1256,                  1053,,                  7377,                  9686,,                  6124,                    769,,                 30024,                              0,                              0,,                 56726,,                 11851,                 11851,,                              0,                  4540,                 59101,                294481,,,                 27026,                 65250,                229231,                229231,,,,,,,,,                  4465,                233696,,                224704,                  4527,,                231205,                  2491,,                              1.09,                              1.09,,                              1.09,                              1.09,,,,,,,,                  3318,,,,,,,,,,,,,,,,,,,,,,,,,,,                 78000,                 38224,                  4939,                  4772,,,                 -6320,                 -6320,                 -1074,,,,,,,,                              0,                              0,                              0,,,,,,,,,,,,,                  1461,                  4540,                              0,                              0,                              0,                 87563,                 13997,                    457,                  5632,                     94,                  2116,                  1203,                     65,                  1167,                  6211,                  9415,                  4693,                  1114,,,,,,,,,,,                              0,                  3195,                    439,                  1620,                  1138,                              0,                    205,                              0,                 21907,                 78000,                  1461,,,,,,,,,,,,,,,,,,,,,
2535,2012年01月01日至2012年03月31日,,,,                              0,                              0,,              2566303,              2566303,              2566303,,,                              0,                              0,                              0,              2566303,,,                              0,              2450390,              2450390,,,                              0,                              0,                              0,              2450390,                115913,                115913,,,                      1,                      1,                              0,                              0,                     30,                     85,                 -3937,                  3993,                    932,,                    709,                     41,,,                              0,,                              0,,                              0,,,                              0,                     -4,                              0,                              0,                     13,                              0,                              0,                    100,,                 82799,                 83731,                 32182,,,,                    435,                     34,                    469,                    563,,                  2489,                  3521,,                  6026,                    477,,                    432,,,,                 87086,,                  6934,                  6934,,                    345,                   -345,                 83328,                115510,,,                 12327,                 17879,                 97631,                 97631,,,,,,,,,                 -1467,                 96164,,                 99473,                 -1842,,                 98006,                 -1842,,                              0.48,                              0.48,,                              0.48,                              0.48,,,,,,,,                  3015,,,,,,,,,,,,,,,,,,,,,,,,,,,                 78000,                  5552,                 -4576,                  3959,,,                 -1025,                 -1025,                   -175,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,                              0,,,,,                              0,,                              0,,                 78000,,                 47224,                  6857,                    199,                  2049,                     52,                  1053,                    525,                     22,                    586,                  3137,                  4309,                  1196,                     25,                  1552,                    194,                    811,                    503,                    114,                 12291,,                              0
