證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 出售不良債權淨利益（損失）,　　　　　 出售不良債權淨利益（損失）,　　　　 其他什項淨利益（損失）,　　　　　 其他什項淨利益（損失）,　　　　 其他利息以外淨收益,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額－不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]66,　　 非控制股權,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 手續費及佣金收入,　　　　　 手續費及佣金收入合計,　　 共同控制下前手權益,　　 母公司業主[duplicate]68,　　 共同控制下前手權益[duplicate]69,　　 繼續營業單位稅後淨利（淨損）,　　 繼續營業單位稅後淨利（淨損）[duplicate]75,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額 ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]54,　　 繼續營業單位稅後淨利（淨損）[duplicate]60,　　 母公司業主[duplicate]53,　　　　 資產減損損失,　　　　　 出售不良債權收入,　　　　　 其他什項收入,　　 母公司業主[duplicate]57,　　 共同控制下前手權益[duplicate]58,　　　　 資產減損損失（迴轉利益）,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　 繼續營業單位稅後淨利（淨損）[duplicate]63,　　 母公司業主[duplicate]55,　　 母公司業主[duplicate]48,　　 繼續營業單位稅後淨利（淨損）[duplicate]54
2886,2014年01月01日至2014年06月30日,,,             27542199,              9620927,             17921272,,,              5068032,,                814310,,              2855127,,                 24380,,              1012712,,              1387571,,                -85344,,                 47480,,,              1196267,,                790153,              1986420,              1986420,             13110688,             31031960,,                662304,,                -64846,,              7474764,                358129,              3246848,             11079741,             19354761,             -3218769,             16135992,             16135992,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                154685,              2126518,                 46931,              2328134,              2328134,             18464126,,             16145402,                 -9410,,             18463122,                  1004,,                              1.30,,                              1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2014年01月01日至2014年03月31日,,,             13425175,              4718190,              8706985,,,              2518433,,                437448,,              1023960,,,,                382738,,                879344,,                -13362,,                 26614,,,                825159,,                351395,              1176554,              1176554,              6431729,             15138714,,                141186,,                  3814,,              3834789,                179845,              1558143,              5572777,,             -1378476,              8042461,              8042461,,,,,,,,,,,,,,,,,              9281276,,              8042579,                   -118,,,                  8321,,                              0.65,,,,,                              0,,,                              0.65,,              9420937,                700665,                528860,,                  9290,,              1238815,,,,                 13362,                825159,                351395,              9272955,                              0,,,,,,,
2886,2013年第3季,,,             11824090,              4238996,              7585094,,,              2911558,,                417326,,              1519036,,,,                517056,,                439198,,                -67945,,                 26126,,,                577771,,                 99786,                677557,                677557,              6439912,             14025006,,              1316543,,                 38189,,              3578222,                181221,              1661764,              5421207,,               -951035,              6298032,              6298032,,,,,,,,,,,,,,,,,              6454253,,              6290183,                  7849,,,                  1934,,                              0.55,,                              0.55,,,,,,,,              7249067,               -331517,                516181,,                -28443,,                156221,,,              6452319,,,,,,,,,,,,
2886,2013年第2季,,,             11276818,              3587858,              7688960,,,              2295735,,                388768,,                316502,,,,                461402,,                886757,,               -194664,,                 33992,,,                719185,,                561468,              1280653,              1280653,              5469145,             13158105,,                618512,,                -62979,,              3309106,                184080,              1543932,              5037118,,             -1838803,              5726651,              5726651,,,,,,,,,,,,,,,,,              3676229,,              5725771,                    880,,,                 -8897,,                              0.50,,                              0.50,,,,,,,,              7565454,               -516162,             -1487077,,                -47183,,             -2050422,,,              3685126,,,,,,,,,,,,
2886,2013年度,,,             46533690,             15257563,             31276127,,,             10367465,,              1480026,,              3622163,,,,              2123657,,              2947572,,               -333187,,                203681,,,              1704188,,              1616776,,              3320964,             23732341,             55008468,,              5276424,,               -183695,,             15689350,                739528,              6486779,             22915657,,             -4505513,             22494569,             22494569,,,,,,,,,,,,,,,,,             21959308,,             22489232,                  5337,,,                  5013,,                              1.96,,                              1.96,,,,,,                              1.96,,             27000082,                 40248,                -94537,               -550157,                -24342,                 93527,               -535261,             21954295,                              1.96,,,,,,,,,,,,,
2886,2013年07月01日至2013年09月30日,,,             11824090,              4238996,              7585094,,,              2494938,,                417326,,              1519036,,,,                517056,,                439198,,,,                 26126,,,                577771,,                516406,              1094177,              1094177,              6439912,             14025006,,              1316543,,                 38189,,              3578222,                181221,              1661764,              5421207,,               -951035,              6298032,              6298032,,,,,,,,,,,,,,,,,              6454253,,              6290183,                  7849,,,                  1934,,                              0.55,,                              0.55,,,,,,                              0.55,,              7249067,               -331517,                516181,,                -28443,,                156221,,,,,                577771,                516406,              6452319,,                -67945,,                 26126,                              0.55,,,
2886,2013年04月01日至2013年06月30日,,,             11276818,              3587858,              7688960,,,              2295735,,                388768,,                316502,,,,                461402,,                886757,,,,                 33992,,,                719184,,                561469,              1280653,              1280653,              5469145,             13158105,,                618512,,                -62979,,              3309106,                184080,              1543932,              5037118,,             -1838803,              5726651,              5726651,,,,,,,,,,,,,,,,,              3676229,,              5725771,                    880,,,                 -8897,,                              0.50,,                              0.50,,,,,,,,              7565454,               -516162,             -1487077,,                -47183,,             -2050422,,,,,                719184,                561469,,,               -194664,,,,              3685126,,
2886,2013年01月01日至2013年12月31日,,,             46533690,             15257564,             31276126,,,              9789911,,              1480026,,              3622163,,,,              2123657,,              2947572,,,,                203681,,,              1704188,,              2194331,,              3898519,             23732342,             55008468,,              5276424,,               -183695,,             15689350,                739528,              6486779,             22915657,,             -4505513,             22494569,             22494569,,,,,,,,,,,,,,,,,             21959308,,             22489232,                  5337,,,                  5013,,                              1.96,,                              1.96,,,,,,                              1.96,,             27000082,                 40248,                -94537,               -550157,                -24342,                 93527,               -535261,             21954295,                              1.96,,,,,,,               -333187,,,,,,
2886,2013年01月01日至2013年09月30日,,,             33995616,             11132757,             22862859,,,              7655140,,              1114631,,              2238327,,,,              2037856,,              2340318,,               -285923,,                 86542,,,              1442662,,                966404,              2409066,              2409066,             17595957,             40458816,,              2796231,,               -122733,,             10512823,                558530,              4697288,             15768641,,             -3804407,             18212270,             18212270,,,,,,,,,,,,,,,,,             17741570,,             18202374,                  9896,,,                 16885,,                              1.59,,                              1.59,,,,,,,,             22016677,                150577,               -549314,,                -71963,,               -470700,,,             17724685,,,,,,,,,,,,
2886,2013年01月01日至2013年06月30日,,,             22171526,              6893761,             15277765,,,              4743582,,                697305,,                719291,,,,              1520800,,              1901120,,               -217978,,                 60416,,,                864891,,                866618,              1731509,              1731509,             11156045,             26433810,,              1479688,,               -160922,,              6934601,                377309,              3035524,             10347434,,             -2853372,             11914238,             11914238,,,,,,,,,,,,,,,,,             11287317,,             11912191,                  2047,,,                 14951,,                              1.04,,                              1.04,,,,,,,,             14767610,                482094,             -1065495,,                -43520,,               -626921,,,             11272366,,,,,,,,,,,,
2886,2013年01月01日至2013年03月31日,,,             10894708,              3305903,              7588805,,,              2447847,,                308537,,                402789,,,,              1059398,,              1014363,,                -23314,,                 26424,,,                145706,,                305150,                450856,                450856,              5686900,             13275705,,                861176,,                -97943,,              3625495,                193229,              1491592,              5310316,,             -1014569,              6187587,              6187587,,,,,,,,,,,,,,,,,              7611088,,              6186420,                  1167,,,                 23848,,                              0.54,,,,,                              0,,,                              0.54,,              7202156,                998256,                421582,,                  3663,,              1423501,,,,                 23314,                145706,                305150,              7587240,                              0,,,,,,,
2886,2012年07月01日至2012年09月30日,,,             10810595,              3253994,              7556601,,,              2406666,,                304345,,              1234927,,,,                359655,,                470990,,,,                 -3255,,,                 53168,,                880463,                933631,                933631,              5706393,             13262994,,              1779175,,                 43593,,              3669627,                191059,              1557543,              5418229,,               -932216,              5089781,              5089781,,,,,,,,,,,,,,,,,              6415912,,              5085210,                  4571,,,                  9487,,                              0.44,,                              0.44,,,,,,                              0.44,,              6021997,               -131419,              1456988,,                    562,,              1326131,,,,,                 53168,                880463,              6406425,,                   -566,,                 -3255,                              0.44,,,
2886,2012年04月01日至2012年06月30日,,,             11035538,              3329262,              7706276,,,              2238931,,                254304,,                450960,,,,                465164,,                397346,,,,                 28439,,,                408569,,                388428,                796997,                796997,              4573614,             12279890,,               -301110,,                -47768,,              3333654,                191573,              1512130,              5037357,,             -1697377,              5894034,              5894034,,,,,,,,,,,,,,,,,              3907471,,              5888917,                  5117,,,                 -2772,,                              0.51,,                              0.51,,,,,,,,              7591411,                -74541,             -1906693,,                 -5329,,             -1986563,,,,,                408569,                388428,,,                -58527,,,,              3910243,,
2886,2012年01月01日至2012年12月31日,,,             43400003,             13827930,             29572073,,,              9146669,,              1264879,,              4246210,,,,              1816338,,              2376717,,,,                175310,,,              1988673,,              1733775,,              3722448,             22242644,             51814717,,              4341908,,                 48919,,             15179079,                768122,              6202493,             22149694,,             -4479088,             20795108,             20795108,,,,,,,,,,,,,,,,,             18710333,,             20784648,                 10460,,,                 -2676,,                              1.82,,                              1.82,,,,,,                              1.82,,             25274196,               -933796,                167575,             -1558981,                -24600,                265027,             -2084775,             18713009,                              1.82,,,,,,,               -505927,,,,,,
2886,2012年01月01日至2012年09月30日,,,             32706619,              9841587,             22865032,,,              6928074,,                924442,,              3178736,,,,              1624914,,              1594908,,,,                 32185,,,                518475,,              1455355,              1973830,              1973830,             16170726,             39035758,,              1890341,,                 74023,,             10478398,                578720,              4567356,             15624474,,             -3740251,             17706669,             17706669,,,,,,,,,,,,,,,,,             17899690,,             17695309,                 11360,,,                 12747,,                              1.55,,                              1.55,,,,,,                              1.55,,             21446920,               -615122,                812703,,                 -4560,,                193021,,,,,                518475,              1455355,             17886943,,                -86363,,                 32185,                              1.55,,,
2886,2012年01月01日至2012年06月30日,,,             21896024,              6587593,             15308431,,,              4521408,,                620097,,              1943809,,,,              1265259,,              1123918,,,,                 35440,,,                465307,,                574892,              1040199,              1040199,             10464333,             25772764,,                111166,,                 30430,,              6808771,                387661,              3009813,             10206245,,             -2808035,             12616888,             12616888,,,,,,,,,,,,,,,,,             11483778,,             12610099,                  6789,,,                  3260,,                              1.10,,                              1.10,,,,,,,,             15424923,               -483703,               -644285,,                 -5122,,             -1133110,,,,,                465307,                574892,,,                -85797,,,,             11480518,,
2886,2012年01月01日至2012年03月31日,,,             10860486,              3258331,              7602155,,,              2282477,,                365793,,              1492849,,,,                800095,,                726572,,,,                  7001,,,,,,,                243202,              5890719,             13492874,,                412276,,                 78198,,              3475117,                196088,              1497684,              5168889,,             -1110657,              6722854,              6722854,,,,,,,,,,,,,,,,,              7576307,,              6721182,                  1672,,,                  6032,,                              0.59,,                              0.59,,,,,,                              0.59,,              7833511,               -409162,              1262408,,                    207,,                853453,,,,,,,,,                -27270,,,,,              7570275,                              0.59
