證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 出售不良債權淨利益（損失）,　　　　　 出售不良債權淨利益（損失）,　　　　 其他什項淨利益（損失）,　　　　　 其他什項淨利益（損失）,　　　　 其他利息以外淨收益,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額－不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]66,　　 非控制股權,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 手續費及佣金收入,　　　　　 手續費及佣金收入合計,　　 共同控制下前手權益,　　 母公司業主[duplicate]68,　　 共同控制下前手權益[duplicate]69,　　 繼續營業單位稅後淨利（淨損）,　　 繼續營業單位稅後淨利（淨損）[duplicate]75,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額 ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]54,　　 繼續營業單位稅後淨利（淨損）[duplicate]60,　　 母公司業主[duplicate]53,　　　　 資產減損損失,　　　　　 出售不良債權收入,　　　　　 其他什項收入,　　 母公司業主[duplicate]57,　　 共同控制下前手權益[duplicate]58,　　　　 資產減損損失（迴轉利益）,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　 繼續營業單位稅後淨利（淨損）[duplicate]63,　　 母公司業主[duplicate]55,　　 母公司業主[duplicate]48,　　 繼續營業單位稅後淨利（淨損）[duplicate]54
2886,2015年第3季,,,             14464263,              4805544,              9658719,,,              2723976,,                521700,,             -1860189,,                  5747,,                300920,,              1486207,,               -151009,,                 50363,,,                 23281,,                920053,                943334,                943334,              4021049,             13679768,,                660141,,                105136,,              3719164,                173553,              2004556,              5897273,              7017218,               -842594,              6174624,              6174624,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,              1821594,             -2270695,                 28753,               -420348,               -420348,              5754276,,              6231304,                -56680,,              5771253,                -16977,,                              0.50,,                              0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2015年第2季,,,             14089876,              4846052,              9243824,,,              2747691,,                347790,,                593635,,                  5529,,                350977,,                528218,,               -264221,,                 99317,,,                 88429,,                510095,                598524,                598524,              5007460,             14251284,,             -1853999,,                -71121,,              3867416,                159013,              2036790,              6063219,             10113185,             -2864850,              7248335,              7248335,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,               -620515,               -865360,                -72485,             -1558360,             -1558360,              5689975,,              7313179,                -64844,,              5695649,                 -5674,,                              0.59,,                              0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2015年第1季,,,             14212828,              5061275,              9151553,,,              2639577,,                415089,,                887606,,                532060,,                741601,,                457842,,                   -814,,                 54434,,,                 73524,,                194152,,                267676,              5995071,             15146624,,                -62659,,                -42052,,              3794409,                185229,              1904715,              5884353,              9366982,             -1162072,              8204910,              8204910,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,             -1361455,                -21750,                  5420,             -1377785,             -1377785,              6827125,,              8205876,                   -966,,,                  1562,,                              0.66,,                              0.66,,              2639577,                              0,              6825563,                              0,                              0.66,                              0.66,,,,,,,,,,,,,,,,,,,,,,
2886,2015年01月01日至2015年09月30日,,,             42766967,             14712871,             28054096,,,              8111244,,              1284579,,               -378948,,                515725,,              1393498,,              2472267,,               -416044,,                204114,,,                185234,,              1651911,              1837145,              1837145,             15023580,             43077676,,             -1256517,,                 -8037,,             11380989,                517795,              5946061,             17844845,             26497385,             -4869516,             21627869,             21627869,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,               -160376,             -3157805,                -38312,             -3356493,             -3356493,             18271376,,             21750359,               -122490,,             18292465,                -21089,,                              1.75,,                              1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2015年01月01日至2015年06月30日,,,             28302704,              9907327,             18395377,,,              5387268,,                762879,,              1481241,,                509978,,              1092578,,                986060,,               -265035,,                153751,,,                161953,,                731858,                893811,                893811,             11002531,             29397908,,             -1916658,,               -113173,,              7661825,                344242,              3941505,             11947572,             19480167,             -4026922,             15453245,             15453245,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,             -1981970,               -887110,                -67065,             -2936145,             -2936145,             12517100,,             15519055,                -65810,,             12521212,                 -4112,,                              1.25,,                              1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2014年第3季,,,             14291348,              4903704,              9387644,,,              2602983,,                346754,,                606255,,                 95989,,                695694,,                684404,,               -208367,,                 40078,,,                 57381,,                650178,                707559,                707559,              5571349,             14958993,,                502192,,                 -8748,,              3542785,                162631,              2026012,              5731428,              8734121,             -1047787,              7686334,              7686334,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,               -147478,             -1013852,                325472,               -835858,               -835858,              6850476,,              7695805,                 -9471,,              6876705,                -26229,,                              0.62,,                              0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2014年第2季,,,             14117024,              4902737,              9214287,,,              2430328,,                376862,,              1831167,,                 19567,,                629974,,                508227,,                -71982,,                 20866,,,                371108,,                562842,                933950,                933950,              6678959,             15893246,,                521118,,                -68660,,              3645977,                178284,              1688705,              5512966,              9927822,             -1839272,              8088550,              8088550,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,               -545980,              1597658,                 37641,              1089319,              1089319,              9177869,,              8097842,                 -9292,,              9185186,                 -7317,,                              0.65,,                              0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,2014年第1季,,,             13425175,              4718190,              8706985,,,              2637704,,                437448,,              1023960,,                  4813,,                382738,,                879344,,                -13362,,                 26614,,,                825159,,                227311,,              1052470,              6431729,             15138714,,                141186,,                  3814,,              3828787,                179845,              1558143,              5566775,              9426939,             -1379497,              8047442,              8047442,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                700665,                528860,                  9290,              1238815,              1238815,              9286257,,              8047560,                   -118,,,                  8321,,                              0.65,,                              0.65,,              2637704,                              0,              9277936,                              0,                              0.65,                              0.65,,,,,,,,,,,,,,,,,,,,,,
2886,2014年度,,,             56213248,             19539068,             36674180,,,             11121423,,              1529154,,              3825892,,,,              1812054,,              3283164,,               -374423,,                152363,,,              1297812,,              1183348,,              2481160,             23830787,             60504967,,              1588465,,               -207527,,             15751179,                703700,              7340324,             23795203,,             -5089109,             30239717,             30239717,,,,,,,,,,,,,,,,,             33416233,,             30258664,                -18947,,,                -19828,,                              2.43,,                              2.43,,,,,,                              2.43,,             35328826,              1496054,              1686320,               -101231,                 78164,                 17209,              3176516,             33436061,                              2.43,,,,,,,,,,,,,
2886,2014年01月01日至2014年09月30日,,,             41833547,             14524631,             27308916,,,              7671015,,              1161064,,              3461382,,                120369,,              1708406,,              2071975,,               -293711,,                 87558,,,              1253648,,              1440331,              2693979,              2693979,             18682037,             45990953,,              1164496,,                -73595,,             11017549,                520760,              5272861,             16811170,             28088882,             -4266556,             23822326,             23822326,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                  7207,              1112666,                372403,              1492276,              1492276,             25314602,,             23841207,                -18881,,             25339827,                -25225,,                              1.91,,                              1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
