證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
4306,2015年第3季,,              4409764,,              3859836,                549928,                549928,,,                269473,,                167289,,                 10754,                447516,                102412,,,                 30745,,                 80200,,                 69339,,                 12245,                 53851,                156263,,                 54817,                101446,                101446,,,                251713,                -31979,,                 15601,                235335,                235335,                336781,,                 44347,                 57099,,                157449,                179332,,                              0.09,                              0.09,,                              0.08,                              0.08,,,,,
4306,2015年第2季,,              4617324,,              4017531,                599793,                599793,,,                253234,,                150206,,                 11262,                414702,                185091,,,                 37724,,                301089,,                 72877,,                 15135,                281071,                466162,,                 81410,                384752,                384752,,,               -105090,                 -1536,,                 -7956,               -114582,               -114582,                270170,,                353069,                 31683,,                286031,                -15861,,                              0.69,                              0.69,,                              0.63,                              0.63,,,,,
4306,2015年01月01日至2015年09月30日,,             13086181,,             11525332,              1560849,              1560849,,,                762336,,                469908,,                 32792,              1265036,                295813,,,                 92994,,                341755,,                210273,,                 37964,                262440,                558253,,                162491,                395762,                395762,,,                 72764,                -35380,,                  8549,                 45933,                 45933,                441695,,                268555,                127207,,                268832,                172863,,                              0.53,                              0.53,,                              0.48,                              0.48,,,,,
4306,2015年01月01日至2015年06月30日,,              8676417,,              7665496,              1010921,              1010921,,,                492863,,                302619,,                 22038,                817520,                193401,,,                 62249,,                261555,,                140934,,                 25719,                208589,                401990,,                107674,                294316,                294316,,,               -178949,                 -3401,,                 -7052,               -189402,               -189402,                104914,,                224208,                 70108,,                111383,                 -6469,,                              0.44,                              0.44,,                              0.38,                              0.38,,,,,
4306,2015年01月01日至2015年03月31日,,              4059093,,              3647965,                411128,                411128,,,                239629,,                152413,,                 10776,                402818,                  8310,,,                 24525,,                -39534,,                 68057,,                 10584,                -72482,                -64172,,                 26264,                -90436,                -90436,,,                -73859,                 -1865,,                    904,                -74820,                -74820,               -165256,,               -128861,                 38425,,               -174648,                  9392,,                             -0.25,                             -0.25,,                             -0.27,                             -0.27,,,,,
4306,2014年第3季,,              5104971,,              4606419,                498552,                498552,,,                230868,,                215397,,                 10778,                457043,                 41509,,,                156545,,                220227,,                 77716,,                 23023,                322079,                363588,,                 69456,                294132,                294132,,,                171796,                 -1970,,                 14542,                184368,                184368,                478500,,                116774,                177358,,                230336,                248164,,                              0.23,                              0.23,,                              0.19,                              0.19,,,,,
4306,2014年第2季,,              5210559,,              4670911,                539648,                539648,,,                224026,,                170232,,                 10668,                404926,                134722,,,                 39134,,                -15651,,                 70349,,                 20932,                -25934,                108788,,                 33461,                 75327,                 75327,,,               -125132,                   -609,,                 -9945,               -135686,               -135686,                -60359,,                 10219,                 65108,,                -76052,                 15693,,                              0.02,                              0.02,,                              0.02,                              0.02,,,,,
4306,2014年度,,             19994110,,             17918341,              2075769,              2075769,,,                976215,,                714782,,                 45386,              1736383,                339386,,,                233353,,                297676,,                273793,,                 62495,                319731,                659117,,                165579,                493538,                493538,,,,,,,,                271311,                764849,,                144855,                348683,,                312426,                452423,,                              0.28,                              0.28,,                              0.25,                              0.25,                258463,                -14710,                  8601,,                 18957
4306,2014年01月01日至2014年09月30日,,             15121864,,             13538144,              1583720,              1583720,,,                664896,,                542453,,                 31465,              1238814,                344906,,,                226756,,                212141,,                209401,,                 53035,                282531,                627437,,                141256,                486181,                486181,,,                 29966,                 -9122,,                  2823,                 23667,                 23667,                509848,,                180648,                305533,,                194251,                315597,,                              0.35,                              0.35,,                              0.33,                              0.33,,,,,
4306,2014年01月01日至2014年06月30日,,             10016893,,              8931725,              1085168,              1085168,,,                434028,,                327056,,                 20687,                781771,                303397,,,                 70211,,                 -8086,,                131685,,                 30012,                -39548,                263849,,                 71800,                192049,                192049,,,               -141830,                 -7152,,                -11719,               -160701,               -160701,                 31348,,                 63874,                128175,,                -36085,                 67433,,                              0.13,                              0.13,,                              0.13,                              0.13,,,,,
4306,2014年01月01日至2014年03月31日,,              4806334,,              4260814,                545520,                545520,,,                210002,,                156824,,                 10019,                376845,                168675,,,                 31077,,                  7565,,                 61336,,                  9080,                -13614,                155061,,                 38339,                116722,                116722,,,                -16698,                 -6543,,                 -1774,                -25015,                -25015,                 91707,,                 53655,                 63067,,                 39967,                 51740,,                              0.11,                              0.11,,                              0.07,                              0.07,,,,,
4306,2013年第3季,,              4912203,,              4284587,                627616,                627616,,,                236900,,                163581,,                  7169,                407650,                219966,,,                 60093,,                 -6243,,                 67856,,                 16576,                  2570,                222536,,                 40837,                181699,                181699,,,,,,,,               -154662,                 27037,,                128593,                 53106,,                 70151,                -43114,,                              0.27,                              0.27,,                              0.20,                              0.20,               -148538,                 -3116,,,                 -3008
4306,2013年第2季,,              5061959,,              4285758,                776201,                776201,,,                245553,,                175686,,                  5460,                426699,                349502,,,                 74263,,                 28717,,                 67783,,                 18362,                 53559,                403061,,                 34479,                368582,                368582,,,,,,,,                216117,                584699,,                288662,                 79920,,                360810,                223889,,                              0.66,                              0.66,,                              0.59,                              0.59,                214636,                 -3028,,,                  4509
4306,2013年度,,             19618480,,             16900091,              2718389,              2718389,,,                977719,,                625484,,                 36312,              1639515,              1078874,,,                220662,,                 72927,,                257442,,                 55821,                 91968,              1170842,,                184672,                986170,                986170,,,,,,,,                357923,              1344093,,                740914,                245256,,                993028,                351065,,                              1.53,                              1.53,,                              1.25,                              1.25,                343875,                 -5592,                 22320,,                 -2680
4306,2013年07月01日至2013年09月30日,,              4926696,,              4284587,                642109,                642109,,,                236900,,                163581,,                  7169,                407650,                234459,,,                 59912,,                -26029,,                 67856,,                 22050,                -11923,                222536,,                 40837,                181699,                181699,,,,,,,,               -154662,                 27037,,                128593,                 53106,,                 70151,                -43114,,                              0.29,                              0.29,,                              0.25,                              0.25,               -148538,                 -3116,,,                 -3008
4306,2013年01月01日至2013年12月31日,,             19618480,,             16900091,              2718389,              2718389,,,                977719,,                625484,,                 36312,              1639515,              1078874,,,                220662,,                 72927,,                257442,,                 55821,                 91968,              1170842,,                184672,                986170,                986170,,,,,,,,                357923,              1344093,,                740914,                245256,,                993028,                351065,,                              1.68,                              1.68,,                              1.49,                              1.49,                343875,                 -5592,                 22320,,                 -2680
4306,2013年01月01日至2013年09月30日,,             14550297,,             12417343,              2132954,              2132954,,,                693353,,                485208,,                 19717,              1198278,                934676,,,                159394,,                 75598,,                197520,,                 42730,                 80202,              1014878,,                101635,                913243,                913243,,,,,,,,                222460,              1135703,,                711964,                201279,,                873024,                262679,,                              1.48,                              1.48,,                              1.24,                              1.24,                219923,                 -8434,,,                 10971
4306,2013年01月01日至2013年06月30日,,              9638094,,              8132756,              1505338,              1505338,,,                456453,,                321627,,                 12548,                790628,                714710,,,                 99302,,                 81841,,                129664,,                 26153,                 77632,                792342,,                 60798,                731544,                731544,,,,,,,,                377122,              1108666,,                583371,                148173,,                802873,                305793,,                              1.34,                              1.34,,                              1.18,                              1.18,                368461,                 -5318,,,                 13979
4306,2013年01月01日至2013年03月31日,,              4576135,,              3846998,                729137,                729137,,,                210900,,                145941,,                  7088,                363929,                365208,,,                 25039,,                 53124,,                 61881,,                  7791,                 24073,                389281,,                 26319,                362962,                362962,,,,,,,,                161005,                523967,,                294709,                 68253,,                442063,                 81904,,                              0.68,                              0.68,,                              0.60,                              0.60,                153825,                 -2290,,,                  9470
4306,2012年07月01日至2012年09月30日,,              4445962,,              3914695,                531267,                531267,,,                261555,,                148942,,                 17446,                427943,                103324,,,                 35552,,                  2325,,                 63679,,                 18036,                 -7766,                 95558,,                 33301,                 62257,                 62257,,,,,,,,                -35804,                 26453,,                 26139,                 36118,,                -16103,                 42556,,                              0.07,                              0.07,,                              0.07,                              0.07,                -30454,                 -1822,,,                 -3528
4306,2012年01月01日至2012年12月31日,,             18193194,,             15922251,              2270943,              2270943,,,                927903,,                600641,,                 56267,              1584811,                686132,,,                136048,,                -33500,,                290605,,                 54701,               -133356,                552776,,                180570,                372206,                372206,,,,,,,,               -193134,                179072,,                189301,                182905,,                 69139,                109933,,                              0.48,                              0.48,,                              0.48,                              0.48,               -170731,                    783,                -13216,,                 -9970
4306,2012年01月01日至2012年09月30日,,             13721348,,             11990899,              1730449,              1730449,,,                690982,,                436618,,                 44906,              1172506,                557943,,,                 88570,,                -11106,,                210945,,                 43436,                -90045,                467898,,                134957,                332941,                332941,,,,,,,,               -172894,                160047,,                190054,                142887,,                 81612,                 78435,,                              0.48,                              0.48,,                              0.44,                              0.44,               -165885,                  3125,,,                -10134
