證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）
1234,2014年01月01日至2014年03月31日,,,,              1308446,                  3100,                 35598,              1269748,              1269748,,                929557,                340191,                340191,,,                251405,,                134416,,                  9362,                395183,                -54992,,,                156593,,                -35750,,                  3132,,                 21735,                 21735,                139446,                 84454,,                 20168,                 64286,,                              0,                 64286,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -5926,                  1305,                 -1007,                 -3614,                 -3614,                 60672,,                 64286,,                 60672,,                              0.16,,                              0.16,,,,,,,,
1234,2013年第3季,,,,              2197555,                  4053,                 65271,              2128231,              2128231,,              1456193,                672038,                672038,,,                337166,,                167894,,                  8995,                514055,                157983,,,                135280,,                -26675,,                  3323,,                 28334,                 28334,                133616,                291599,,                 52619,                238980,,                              0,                238980,,,,,,,,,,,,,,,,,,                   -898,                238082,,                238980,,                238082,,                              0.49,,                              0.49,                   -791,                   -242,,,,                   -135,                              0.49,                              0.49
1234,2013年第2季,,,,              1654175,                  4161,                 31300,              1618714,              1618714,,              1185458,                433256,                433256,,,                340986,,                120444,,                  8383,                469813,                -36557,,,                135022,,                 -9451,,                  2905,,                  8851,                  8851,                131517,                 94960,,                613764,               -518804,,                              0,               -518804,,,,,,,,,,,,,,,,,,                  1187,               -517617,,               -518804,,               -517617,,                             -0.97,,                             -0.97,                  1816,                   -320,,,,                    309,,
1234,2013年度,,,,              6659503,                 16492,                105293,              6537718,              6537718,,              4698597,              1839121,              1839121,,,              1130880,,                561357,,                 41430,              1733667,                105454,,,                553633,,                237846,,                 13084,,,                 91562,                869957,                975411,,                663292,                312119,,,                312119,,,,,,,,,,,,,,,,,,                -93083,                219036,,                312119,,                219036,,                              0.64,,                              0.64,                  5349,                -98666,                  1573,,                              0,                  1339,                              0.64,                              0.64
1234,2013年07月01日至2013年09月30日,,,,              2197555,                  4053,                 65271,              2128231,              2128231,,              1456193,                672038,                672038,,,                337166,,                167894,,                  8995,                514055,                157983,,,                135280,,                -26675,,                  3323,,                 28334,                 28334,                133616,                291599,,                 52619,                238980,,                              0,                238980,,,,,,,,,,,,,,,,,,                   -898,                238082,,                238980,,                238082,,                              0.49,,                              0.49,                   -791,                   -242,,,,                   -135,,
1234,2013年04月01日至2013年06月30日,,,,              1654175,                  4161,                 31300,              1618714,              1618714,,              1185458,                433256,                433256,,,                340986,,                120444,,                  8383,                469813,                -36557,,,                135022,,                 -9451,,                  2905,,                  8851,                  8851,                131517,                 94960,,                613764,               -518804,,                              0,               -518804,,,,,,,,,,,,,,,,,,                  1187,               -517617,,               -518804,,               -517617,,                             -0.97,,                             -0.97,                  1816,                   -320,,,,                    309,,
1234,2013年01月01日至2013年12月31日,,,,              6659503,                 16492,                105293,              6537718,              6537718,,              4698597,              1839121,              1839121,,,              1130880,,                561357,,                 41430,              1733667,                105454,,,                553633,,                237846,,                 13084,,                 91562,                 91562,                869957,                975411,,                663292,                312119,,                              0,                312119,,,,,,,,,,,,,,,,,,                -93083,                219036,,                312119,,                219036,,                              0.64,,                              0.64,                  5349,                -98666,                  1573,,,                  1339,,
1234,2013年01月01日至2013年09月30日,,,,              5458222,                 11967,                124455,              5321800,              5321800,,              3832335,              1489465,              1489465,,,                913595,,                419866,,                 29796,              1363257,                126208,,,                418653,,                -63231,,                  9919,,                 42671,                 42671,                388174,                514382,,                691542,               -177160,,                              0,               -177160,,,,,,,,,,,,,,,,,,                  4918,               -172242,,               -177160,,               -172242,,                             -0.34,,                             -0.34,                  6155,                   -191,,,,                  1046,                             -0.34,                             -0.34
1234,2013年01月01日至2013年06月30日,,,,              3260667,                  7914,                 59184,              3193569,              3193569,,              2376142,                817427,                817427,,,                576429,,                251972,,                 20801,                849202,                -31775,,,                283373,,                -36556,,                  6596,,                 14337,                 14337,                254558,                222783,,                638923,               -416140,,                              0,               -416140,,,,,,,,,,,,,,,,,,                  5816,               -410324,,               -416140,,               -410324,,                             -0.78,,                             -0.78,                  6946,                     51,,,,                  1181,,
1234,2013年01月01日至2013年03月31日,,,,              1606492,                  3753,                 27884,              1574855,              1574855,,              1190684,                384171,                384171,,,                235443,,                131528,,                 12418,                379389,                  4782,,,                148351,,                -27105,,                  3691,,                  5486,                  5486,                123041,                127823,,                 25159,                102664,,                              0,                102664,,,,,,,,,,,,,,,,,,                  4629,                107293,,                102664,,                107293,,                              0.19,,                              0.19,                  5130,                    371,,,,                    872,,
1234,2012年07月01日至2012年09月30日,,,,              2111042,                  2085,                 46443,              2062514,              2062514,,              1374004,                688510,                688510,,,                332696,,                175832,,                  6569,                515097,                173413,,,                120369,,                -35612,,                  3656,,                 16088,                 16088,                 97189,                270602,,                 55698,                214904,,                              0,                214904,,,,,,,,,,,,,,,,,,                 -3613,                211291,,                214904,,                211291,,                              0.40,,                              0.40,                 -4334,                    -16,,,,                   -737,,
1234,2012年04月01日至2012年06月30日,,,,              1538952,                  3683,                 36167,              1499102,              1499102,,              1067292,                431810,                431810,,,                274680,,                118713,,                  6892,                400285,                 31525,,,                120096,,                -33412,,                  3410,,                  8692,                  8692,                 91966,                123491,,                 29621,                 93870,,                              0,                 93870,,,,,,,,,,,,,,,,,,                    267,                 94137,,                 93870,,                 94137,,                              0.17,,                              0.17,                    562,                   -199,,,,                     96,,
1234,2012年01月01日至2012年12月31日,,,,              7015568,                 12942,                144152,              6858474,              6858474,,              5125618,              1732856,              1732856,,,              1076499,,                524726,,                 31051,              1632276,                100580,,,                501095,,              7122835,,                 13415,,                 87029,                 87029,              7697544,              7798124,,                158047,              7640077,,                              0,              7640077,,,,,,,,,,,,,,,,,,                108126,              7748203,,              7640077,,              7748203,,                             14.25,,                             14.25,                 -6650,                134482,                -25187,,,                 -5481,,
1234,2012年01月01日至2012年09月30日,,,,              5361292,                  9390,                112017,              5239885,              5239885,,              3761814,              1478071,              1478071,,,                848651,,                417400,,                 22491,              1288542,                189529,,,                378837,,                -96573,,                  9663,,                 34843,                 34843,                307444,                496973,,                119667,                377306,,                              0,                377306,,,,,,,,,,,,,,,,,,                 -6000,                371306,,                377306,,                371306,,                              0.70,,                              0.70,                 -7283,                     45,,,,                 -1238,,
1234,2012年01月01日至2012年06月30日,,,,              3250250,                  7305,                 65574,              3177371,              3177371,,              2387810,                789561,                789561,,,                515955,,                241568,,                 15922,                773445,                 16116,,,                258468,,                -60961,,                  6007,,                 18755,                 18755,                210255,                226371,,                 63969,                162402,,                              0,                162402,,,,,,,,,,,,,,,,,,                 -2387,                160015,,                162402,,                160015,,                              0.30,,                              0.30,                 -2949,                     61,,,,                   -501,,
1234,2012年01月01日至2012年03月31日,,,,              1711298,                  3622,                 29407,              1678269,              1678269,,              1320518,                357751,                357751,,,                241275,,                122855,,                  9030,                373160,                -15409,,,                138372,,                -27549,,                  2597,,                 10063,                 10063,                118289,                102880,,                 34348,                 68532,,                              0,                 68532,,,,,,,,,,,,,,,,,,                 -2654,                 65878,,                 68532,,                 65878,,                              0.13,,                              0.13,                 -3511,                    260,,,,                   -597,,
