證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）
1234,2015年第3季,,,,              2033840,                  2588,                 63054,              1968198,              1968198,,              1200461,                767737,                767737,,,                372551,,                181772,,                 11419,                565742,                201995,,,                133040,,                -12409,,                  2141,,                 28622,                 28622,                147112,                349107,,                 58062,                291045,,                              0,                291045,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 12837,                -39062,                  2182,                -28407,                -28407,                262638,,                291045,,                262638,,                              0.72,,                              0.72,,,,,,,,
1234,2015年第2季,,,,              1581195,                  5757,                 44697,              1530741,              1530741,,                972808,                557933,                557933,,,                360471,,                147383,,                 10821,                518675,                 39258,,,                135559,,                -17588,,                  2950,,                 26947,                 26947,                141968,                181226,,                 28131,                153095,,                              0,                153095,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                -10749,                  4530,                 -1827,                 -4392,                 -4392,                148703,,                153095,,                148703,,                              0.38,,                              0.38,,,,,,,,
1234,2015年01月01日至2015年09月30日,,,,              4985596,                 13086,                142382,              4830128,              4830128,,              3122240,              1707888,              1707888,,,                996993,,                475893,,                 32997,              1505883,                202005,,,                425261,,                -31515,,                  7265,,                 89676,                 89676,                476157,                678162,,                110994,                567168,,                              0,                567168,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                  7909,                -19506,                  1344,                -12941,                -12941,                554227,,                567168,,                554227,,                              1.41,,                              1.41,,,,,,,,
1234,2015年01月01日至2015年06月30日,,,,              2951756,                 10498,                 79328,              2861930,              2861930,,              1921779,                940151,                940151,,,                624442,,                294121,,                 21578,                940141,                     10,,,                292221,,                -19106,,                  5124,,                 61054,                 61054,                329045,                329055,,                 52932,                276123,,                              0,                276123,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -4928,                 19556,                   -838,                 15466,                 15466,                291589,,                276123,,                291589,,                              0.69,,                              0.69,,,,,,,,
1234,2015年01月01日至2015年03月31日,,,,              1370561,                  4741,                 34631,              1331189,              1331189,,                948971,                382218,                382218,,,                263971,,                146738,,                 10757,                421466,                -39248,,,                156662,,                 -1518,,                  2174,,                 34107,                 34107,                187077,                147829,,                 24801,                123028,,                              0,                123028,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                  5821,                 15026,                    989,                 19858,                 19858,                142886,,                123028,,                142886,,                              0.31,,                              0.31,,,,,,,,
1234,2014年第3季,,,,              2062540,                  5765,                 72363,              1984412,              1984412,,              1282315,                702097,                702097,,,                378925,,                170182,,                 10759,                559866,                142231,,,                137352,,                -64376,,                  2399,,                 27257,                 27257,                 97834,                240065,,                 44638,                195427,,                              0,                195427,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                  5779,                 -7166,                    983,                 -2370,                 -2370,                193057,,                195427,,                193057,,                              0.49,,                              0.49,,,,,,,,
1234,2014年第2季,,,,              1470076,                  3930,                 31396,              1434750,              1434750,,              1003839,                430911,                430911,,,                333691,,                139784,,                 11546,                485021,                -54110,,,                139442,,                -27626,,                  2975,,                 15101,                 15101,                123942,                 69832,,                 15712,                 54120,,                              0,                 54120,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -1591,                  3728,                   -271,                  2408,                  2408,                 56528,,                 54120,,                 56528,,                              0.13,,                              0.13,,,,,,,,
1234,2014年度,,,,              6197999,                 17429,                165176,              6015394,              6015394,,              4214857,              1800537,              1800537,,,              1198133,,                569990,,                 45385,              1813508,                -12971,,,                567034,,               -144588,,                 10870,,,                 80617,                492193,                479222,,                 84264,                394958,,,                394958,,,,,,,,,,,,,,,,,,                  3252,                398210,,                394958,,                398210,,                              0.98,,                              0.98,                 -5253,                 22715,                -12523,,                 -4465,                 -2778,                              0.98,                              0.98
1234,2014年01月01日至2014年09月30日,,,,              4841062,                 12795,                139357,              4688910,              4688910,,              3215711,              1473199,              1473199,,,                964021,,                444382,,                 31667,              1440070,                 33129,,,                433387,,               -127752,,                  8506,,                 64093,                 64093,                361222,                394351,,                 80518,                313833,,                              0,                313833,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -1738,                 -2133,                   -295,                 -3576,                 -3576,                310257,,                313833,,                310257,,                              0.78,,                              0.78,,,,,,,,
1234,2014年01月01日至2014年06月30日,,,,              2778522,                  7030,                 66994,              2704498,              2704498,,              1933396,                771102,                771102,,,                585096,,                274200,,                 20908,                880204,               -109102,,,                296035,,                -63376,,                  6107,,                 36836,                 36836,                263388,                154286,,                 35880,                118406,,                              0,                118406,,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,                 -7517,                  5033,                 -1278,                 -1206,                 -1206,                117200,,                118406,,                117200,,                              0.29,,                              0.29,,,,,,,,
