證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
2362,2015年第3季,,              4851913,,              3166278,              1685635,              1685635,,,                322886,,                623019,,                102630,              1048535,                637100,,,                117409,,               -309238,,                250667,,                 12503,               -429993,                207107,,                164541,                 42566,                 42566,,,              1490972,               -142354,,                103551,                 43993,              1408176,              1408176,              1450742,,                 41523,                  1043,,              1448610,                  2132,,                              0.06,                              0.06,,                              0.06,                              0.06,,,,,,
2362,2015年第2季,,              4083269,,              2559964,              1523305,              1523305,,,                297433,,                564940,,                123521,                985894,                537411,,,                121545,,                -21099,,                235461,,                 86488,                -48527,                488884,,                215245,                273639,                273639,,,               -355237,                -84369,,                -93103,                -23255,               -509454,               -509454,               -235815,,                273446,                    193,,               -235638,                   -177,,                              0.42,                              0.42,,                              0.41,                              0.41,,,,,,
2362,2015年01月01日至2015年09月30日,,             13829494,,              8947023,              4882471,              4882471,,,                931165,,              1737264,,                341184,              3009613,              1872858,,,                293433,,               -178316,,                750283,,                201542,               -433624,              1439234,,                599134,                840100,                840100,,,                250182,               -239082,,                -23831,                 10340,                -23071,                -23071,                817029,,                838690,                  1410,,                815129,                  1900,,                              1.28,                              1.28,,                              1.27,                              1.27,,,,,,
2362,2015年01月01日至2015年06月30日,,              8977581,,              5780745,              3196836,              3196836,,,                608279,,              1114245,,                238554,              1961078,              1235758,,,                176024,,                130922,,                499616,,                189039,                 -3631,              1232127,,                434593,                797534,                797534,,,             -1240790,                -96728,,               -127382,                -33653,             -1431247,             -1431247,               -633713,,                797167,                    367,,               -633481,                   -232,,                              1.21,                              1.21,,                              1.20,                              1.20,,,,,,
2362,2015年01月01日至2015年03月31日,,              4894312,,              3220781,              1673531,              1673531,,,                310846,,                549305,,                115033,                975184,                698347,,,                 54479,,                152021,,                264155,,                102551,                 44896,                743243,,                219348,                523895,                523895,,,               -885553,                -12359,,                -34279,                -10398,               -921793,               -921793,               -397898,,                523721,                    174,,               -397843,                    -55,,                              0.80,                              0.80,,                              0.79,                              0.79,,,,,,
2362,2014年第3季,,              4009843,,              2460469,              1549374,              1549374,,,                366130,,                570101,,                147512,              1083743,                465631,,,                100952,,                315309,,                202124,,                 78376,                292513,                758144,,                258518,                499626,                499626,,,              1069789,                 28544,,                 40117,                  6820,              1131630,              1131630,              1631256,,                499626,                              0,,              1631256,                              0,,                              0.76,                              0.76,,                              0.76,                              0.76,,,,,,
2362,2014年第2季,,              5023718,,              3309973,              1713745,              1713745,,,                280718,,                509663,,                 79264,                869645,                844100,,,                143771,,                140671,,                172578,,                 66876,                178740,              1022840,,                308843,                713997,                713997,,,               -985376,               -115076,,                -40327,                 -6856,             -1133923,             -1133923,               -419926,,                713997,                              0,,               -419926,                              0,,                              1.09,                              1.09,,                              1.08,                              1.08,,,,,,
2362,2014年第1季,,              5023411,,              3333452,              1689959,              1689959,,,                308431,,                530249,,                118663,                957343,                732616,,,                 62018,,               -135128,,                189253,,                 59231,               -203132,                529484,,                191855,                337629,                337629,,,,,,,,,                564009,                901638,,                337629,,,                901638,,,                              0.51,                              0.51,,                              0.51,                              0.51,                476168,                 91543,,,,                  3702
2362,2014年度,,             19054116,,             12276304,              6777812,              6777812,,,              1332497,,              2341028,,                502353,              4175878,              2601934,,,                386456,,                946232,,                840666,,                292187,                784209,              3386143,,              1053830,              2332313,              2332313,,,,,,,,,              2922017,              5254330,,              2332389,                    -76,,              5254679,                   -349,,                              3.55,                              3.55,,                              3.53,                              3.53,              2956543,               -130915,                 -6830,,                116365,                 13146
2362,2014年01月01日至2014年09月30日,,             14056972,,              9103894,              4953078,              4953078,,,                955279,,              1610013,,                345439,              2910731,              2042347,,,                306741,,                320852,,                563955,,                204483,                268121,              2310468,,                759216,              1551252,              1551252,,,                538806,                  5011,,                 21565,                  3666,                561716,                561716,              2112968,,              1551252,                              0,,              2112968,                              0,,                              2.36,                              2.36,,                              2.35,                              2.35,,,,,,
2362,2014年01月01日至2014年06月30日,,             10047129,,              6643425,              3403704,              3403704,,,                589149,,              1039912,,                197927,              1826988,              1576716,,,                205789,,                  5543,,                361831,,                126107,                -24392,              1552324,,                500698,              1051626,              1051626,,,               -530983,                -23533,,                -18552,                 -3154,               -569914,               -569914,                481712,,              1051626,                              0,,                481712,                              0,,                              1.60,                              1.60,,                              1.59,                              1.59,,,,,,
2362,2014年01月01日至2014年03月31日,,              5023411,,              3333452,              1689959,              1689959,,,                308431,,                530249,,                118663,                957343,                732616,,,                 62018,,               -135128,,                189253,,                 59231,               -203132,                529484,,                191855,                337629,                337629,,,                454393,                 91543,,                 21775,                  3702,                564009,                564009,                901638,,                337629,                              0,,                901638,                              0,,                              0.51,                              0.51,,                              0.51,                              0.51,,,,,,
2362,2013年第3季,,              4398106,,              2661116,              1736990,              1736990,,,                306276,,                581457,,                116987,              1004720,                732270,,,                 91514,,                 99605,,                186057,,                 69860,                 74922,                807192,,                276850,                530342,                530342,,,,,,,,,               -596200,                -65858,,                530342,,,                -65858,,,                              0.81,                              0.81,,                              0.81,                              0.81,               -454156,               -144714,,,,                 -2670
2362,2013年第2季,,              4144970,,              2527081,              1617889,              1617889,,,                329319,,                431478,,                 96929,                857726,                760163,,,                180574,,                164779,,                176715,,                 45634,                214272,                974435,,                269227,                705208,                705208,,,,,,,,,                822860,              1528068,,                705208,,,              1528068,,,                              1.07,                              1.07,,                              1.07,                              1.07,                903558,                -75656,,,,                  5042
2362,2013年第1季,,              4565344,,              2894932,              1670412,              1670412,,,                326775,,                580272,,                129456,              1036503,                633909,,,                 44196,,                -39239,,                193418,,                 56775,               -131686,                502223,,                228869,                273354,                273354,,,,,,,,,              1524108,              1797462,,                273354,,,              1797462,,,                              0.42,                              0.42,,                              0.41,                              0.41,              1237775,                293787,,,,                  7454
2362,2013年度,,             17987748,,             11207518,              6780230,              6780230,,,              1413946,,              2040427,,                488607,              3942980,              2837250,,,                492896,,              2086269,,                724707,,                252997,              2107455,              4944705,,              1493431,              3451274,              3451274,,,,,,,,,              2596063,              6047337,,              3451274,                              0,,              6047337,                              0,,                              5.26,                              5.26,,                              5.23,                              5.23,              2408626,                 85181,                 34128,,                 89071,                 20943
2362,2013年07月01日至2013年09月30日,,              4398106,,              2892364,              1505742,              1505742,,,                306276,,                581457,,                116987,              1004720,                501022,,,                 91514,,                 98210,,                186057,,                 69860,                 73527,                574549,,                220808,                353741,                353741,,,,,,,,,               -307409,                 46332,,                353741,,,                 46332,,,                              0.54,                              0.54,,                              0.54,                              0.54,               -165365,               -144714,,,,                 -2670
2362,2013年04月01日至2013年06月30日,,              4144970,,              2760292,              1384678,              1384678,,,                329319,,                431478,,                 96929,                857726,                526952,,,                180574,,                161030,,                176715,,                 45634,                210523,                737475,,                220038,                517437,                517437,,,,,,,,,                207533,                724970,,                517437,,,                724970,,,                              0.79,                              0.79,,                              0.78,                              0.78,                288231,                -75656,,,,                  5042
2362,2013年01月01日至2013年12月31日,,             17987748,,             12120182,              5867566,              5867566,,,              1413946,,              2040427,,                488607,              3942980,              1924586,,,                492896,,              1865911,,                724707,,                252997,              1887097,              3811683,,                840248,              2971435,              2971435,,,,,,,,,                952615,              3924050,,              2971435,,,              3924050,,,                              4.53,                              4.53,,                              4.50,                              4.50,                765178,                 85181,                 34128,,                 89071,                 20943
2362,2013年01月01日至2013年09月30日,,             13108420,,              8083129,              5025291,              5025291,,,                962370,,              1593207,,                343372,              2898949,              2126342,,,                316284,,                225145,,                556190,,                172269,                157508,              2283850,,                774947,              1508903,              1508903,,,,,,,,,              1750768,              3259671,,              1508903,,,              3259671,,,                              2.30,                              2.30,,                              2.29,                              2.29,              1687177,                 73417,,,,                  9826
