證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失
1339,2015年第3季,,                549719,,                394050,                155669,                155669,,,                 37424,,                 31386,,                 13021,                 81831,                 73838,,,,                  1147,                  4494,                  5641,,                              0,                 55487,                  9413,                     28,                 64872,,                  4893,                  4893,                 65620,                139458,,                 24503,                114955,                114955,,,                 42270,                   -442,                 41828,                 41828,                156783,,                115503,                   -548,,                151509,                  5274,,                              1.55,,                              1.54,,
1339,2015年第2季,,                540043,,                382419,                157624,                157624,,,                 35359,,                 27247,,                  8883,                 71489,                 86135,,,,                  1041,                  2371,                  3412,,                 -1878,                              0,                  1687,                    156,                 -7645,,                  2211,                  2211,                 -6444,                 79691,,                 26457,                 53234,                 53234,,,                 -5529,                    384,                 -5145,                 -5145,                 48089,,                 50253,                  2981,,                 46487,                  1602,,                              0.68,,                              0.68,                  7298,                              0
1339,2015年01月01日至2015年09月30日,,              1467439,,              1010083,                457356,                457356,,,                100577,,                 78153,,                 27060,                205790,                251566,,,,                  2250,                  7969,                 10219,,                 -1878,                 48475,                  7015,                    184,                 53428,,                  7411,                  7411,                 56236,                307802,,                 66255,                241547,                241547,,,                 36741,                    -58,                 36683,                 36683,                278230,,                239114,                  2433,,                271354,                  6876,,                              3.20,,                              3.20,,
1339,2015年01月01日至2015年06月30日,,                917720,,                616033,                301687,                301687,,,                 63153,,                 46767,,                 14039,                123959,                177728,,,,                  1103,                  3475,                  4578,,                 -1878,                              0,                              0,                    156,                -11444,,                  2518,                  2518,                 -9384,                168344,,                 41752,                126592,                126592,,,                 -5529,                    384,                 -5145,                 -5145,                121447,,                123611,                  2981,,                119845,                  1602,,                              1.67,,                              1.67,                  7012,                  2398
1339,2014年第3季,,                308123,,                206876,                101247,                101247,,,                 24283,,                  6097,,                  8413,                 38793,                 62454,,,,                    272,                  1321,                  1593,,                              0,                  8030,                  3724,                              0,                 11754,,                    378,                    378,                 12969,                 75423,,                 12935,                 62488,                 62488,,,                              0,                    -71,                    -71,                    -71,                 62417,,                 62488,                              0,,                 62417,                              0,,                              0.95,,                              0.95,,
1339,2014年第2季,,                372719,,                233106,                139613,                139613,,,                 20835,,                 13127,,                  6486,                 40448,                 99165,,,,                    754,                  2985,                  3739,,                              0,                              0,                              0,                              0,                 -7563,,                    426,                    426,                 -4250,                 94915,,                 25998,                 68917,                 68917,,,                              0,                    220,                    220,                    220,                 69137,,                 68917,                              0,,                 69137,                              0,,                              1.05,,                              1.04,                  4777,                  2786
1339,2014年01月01日至2014年09月30日,,              1041561,,                660098,                381463,                381463,,,                 79679,,                 28914,,                 21949,                130542,                250921,,,,                  1358,                  5289,                  6647,,                              0,                 12455,                  1242,                              0,                 13697,,                  1368,                  1368,                 18976,                269897,,                 55859,                214038,                214038,,,                              0,                    -43,                    -43,                    -43,                213995,,                214038,                              0,,                213995,                              0,,                              3.25,,                              3.24,,
1339,2014年01月01日至2014年06月30日,,                733438,,                453222,                280216,                280216,,,                 55396,,                 22817,,                 13536,                 91749,                188467,,,,                  1086,                  3968,                  5054,,                              0,                  4425,                              0,                              0,                  1943,,                    990,                    990,                  6007,                194474,,                 42924,                151550,                151550,,,                              0,                     28,                     28,                     28,                151578,,                151550,                              0,,                151578,                              0,,                              2.30,,                              2.30,                              0,                  2482
