證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 備供出售金融資產未實現評價損益
3584,2015年第3季,,,              1128580,              1128580,,,              1298622,              1298622,               -170042,               -170042,,,                 35700,,                 81204,,                 41442,                158346,               -328388,,,                  3012,                  3012,,                -75552,,                 19859,                -92399,               -420787,,                  2644,               -423431,               -423431,,,                  7592,                  7592,                  7592,               -415839,,               -423431,,               -415839,,                             -3.01,                             -3.01,,,,,,,
3584,2015年第2季,,,              1419265,              1419265,,,              1574234,              1574234,               -154969,               -154969,,,                 31892,,                 85720,,                 55672,                173284,               -328253,,,                  2738,                  2738,,                 -2891,,                 20612,                -20765,               -349018,,                 18688,               -367706,               -367706,,,                 -2421,                 -2421,                 -2421,               -370127,,               -367706,,               -370127,,                             -2.61,                             -2.61,,,,,,,
3584,2015年01月01日至2015年09月30日,,,              3634589,              3634589,,,              4181302,              4181302,               -546713,               -546713,,,                 91780,,                230403,,                152625,                474808,             -1021521,,,                 10449,                 10449,,                -84759,,                 63368,               -137678,             -1159199,,                 22398,             -1181597,             -1181597,,,                  2935,                  2935,                  2935,             -1178662,,             -1181597,,             -1178662,,                             -8.41,                             -8.41,,,,,,,
3584,2015年01月01日至2015年06月30日,,,              2506009,              2506009,,,              2882680,              2882680,               -376671,               -376671,,,                 56080,,                149199,,                111183,                316462,               -693133,,,                  7437,                  7437,,                 -9207,,                 43509,                -45279,               -738412,,                 19754,               -758166,               -758166,,,                 -4657,                 -4657,                 -4657,               -762823,,               -758166,,               -762823,,                             -5.39,                             -5.39,,,,,,,
3584,2015年01月01日至2015年03月31日,,,              1086744,              1086744,,,              1308446,              1308446,               -221702,               -221702,,,                 24188,,                 63479,,                 55511,                143178,               -364880,,,,                  4699,,                 -6316,,                 22897,                -24514,               -389394,,                  1066,               -390460,               -390460,,,                 -2236,                 -2236,                 -2236,               -392696,,               -390460,,               -392696,,                             -2.78,                             -2.78,                              0,                              0,                              0,                              0,,,
3584,2014年第3季,,,              3153244,              3153244,,,              2951754,              2951754,                201490,                201490,,,                 55659,,                 66354,,                 82274,                204287,                 -2797,,,                  2671,                  2671,,                 67642,,                 27522,                 42791,                 39994,,                  7906,                 32088,                 32088,,,                  4865,                  4865,                  4865,                 36953,,                 32088,,                 36953,,                              0.23,                              0.23,,,,,,,
3584,2014年第2季,,,              2824578,              2824578,,,              2816578,              2816578,                  8000,                  8000,,,                 47261,,                 27628,,                 92840,                167729,               -159729,,,                  2863,                  2863,,                -17742,,                 22696,                -37575,               -197304,,                  7481,               -204785,               -204785,,,                 -5862,                 -5862,                 -5862,               -210647,,               -204785,,               -210647,,                             -1.49,                             -1.49,,,,,,,
3584,2014年度,,,              9875885,              9875885,,,              9655097,              9655097,                220788,                220788,,,                173682,,                245579,,                330322,                749583,               -528795,,,                 11729,                 11729,,                170900,,                 99527,                 83102,               -445693,,                 22311,               -468004,               -468004,,,,,                 12737,               -455267,,               -468004,,               -455267,,,                             -3.40,,,,,                 18074,                 -5337,
3584,2014年01月01日至2014年09月30日,,,              7161294,              7161294,,,              7068759,              7068759,                 92535,                 92535,,,                132086,,                172897,,                264246,                569229,               -476694,,,                  8138,                  8138,,                 68300,,                 72511,                  3927,               -472767,,                 21693,               -494460,               -494460,,,                  6393,                  6393,                  6393,               -488067,,               -494460,,               -488067,,                             -3.59,                             -3.59,,,,,,,
3584,2014年01月01日至2014年06月30日,,,              4008050,              4008050,,,              4117005,              4117005,               -108955,               -108955,,,                 76427,,                106543,,                181972,                364942,               -473897,,,                  5467,                  5467,,                    658,,                 44989,                -38864,               -512761,,                 13787,               -526548,               -526548,,,                  1528,                  1528,                  1528,               -525020,,               -526548,,               -525020,,                             -3.82,                             -3.82,,,,,,,
3584,2014年01月01日至2014年03月31日,,,              1183472,              1183472,,,              1300427,              1300427,               -116955,               -116955,,,                 29166,,                 78915,,                 89132,                197213,               -314168,,,,                  2604,,                 18400,,                 22293,                 -1289,               -315457,,                  6306,               -321763,               -321763,,,                  7390,                  7390,                  7390,               -314373,,               -321763,,               -314373,,                             -2.34,                             -2.34,                              0,                              0,                              0,                              0,,,
3584,2013年第3季,,,              1809372,              1809372,,,              1687083,              1687083,                122289,                122289,,,                 59668,,                 96663,,                 78968,                235299,               -113010,,,                  2301,                  2301,,                  1831,,                 19988,                -15856,               -128866,,                  3499,               -132365,               -132365,,,,,                 -6080,               -138445,,               -132365,,               -138445,,                             -0.96,                             -0.96,,,,,                 -6080,,
3584,2013年第2季,,,              3294706,              3294706,,,              3117098,              3117098,                177608,                177608,,,                 44497,,                 62993,,                 76652,                184142,                 -6534,,,                  2874,                  2874,,                 64305,,                 16793,                 50386,                 43852,,                  8675,                 35177,                 35177,,,,,                 10083,                 45260,,                 35177,,                 45260,,                              0.26,                              0.26,,,,,                 10083,,
3584,2013年度,,,              8440496,              8440496,,,              8085191,              8085191,                355305,                355305,,,                192872,,                354025,,                307462,                854359,               -499054,,,                 10217,                 10217,,                194173,,                 72902,                131488,               -367566,,                 20850,               -388416,               -388416,,,,,                 29712,               -358704,,               -388416,,               -358704,,,                             -2.96,,,,,                 29492,                    220,
3584,2013年07月01日至2013年09月30日,,,              1809372,              1809372,,,              1687083,              1687083,                122289,                122289,,,                 59668,,                 96663,,                 78968,                235299,               -113010,,,                  2301,                  2301,,                  1831,,                 19988,                -15856,               -128866,,                  3499,               -132365,               -132365,,,,,                 -6080,               -138445,,               -132365,,               -138445,,                             -0.96,                             -0.96,,,,,                 -6080,,                              0
3584,2013年04月01日至2013年06月30日,,,              3294706,              3294706,,,              3117098,              3117098,                177608,                177608,,,                 44497,,                 62993,,                 76652,                184142,                 -6534,,,                  2874,                  2874,,                 64305,,                 16793,                 50386,                 43852,,                  8675,                 35177,                 35177,,,,,                 10083,                 45260,,                 35177,,                 45260,,                              0.26,                              0.26,,,,,                 10083,,                              0
3584,2013年01月01日至2013年12月31日,,,              8440496,              8440496,,,              8085191,              8085191,                355305,                355305,,,                192872,,                354025,,                307462,                854359,               -499054,,,                 10217,                 10217,,                194173,,                 72902,                131488,               -367566,,                 20850,               -388416,               -388416,,,,,                 29712,               -358704,,               -388416,,               -358704,,                             -2.96,                             -2.96,,,,,                 29492,                    220,                              0
3584,2013年01月01日至2013年09月30日,,,              7200953,              7200953,,,              6827615,              6827615,                373338,                373338,,,                156427,,                232293,,                228608,                617328,               -243990,,,                  6728,                  6728,,                 88307,,                 53933,                 41102,               -202888,,                  4251,               -207139,               -207139,,,,,                 22247,               -184892,,               -207139,,               -184892,,                             -1.61,                             -1.61,,,,,                 22247,,
3584,2013年01月01日至2013年06月30日,,,              5391581,              5391581,,,              5140532,              5140532,                251049,                251049,,,                 96759,,                135630,,                149640,                382029,               -130980,,,                  4427,                  4427,,                 86476,,                 33945,                 56958,                -74022,,                    752,                -74774,                -74774,,,,,                 28327,                -46447,,                -74774,,                -46447,,                             -0.60,                             -0.60,,,,,                 28327,,
3584,2013年01月01日至2013年03月31日,,,              2096875,              2096875,,,              2023434,              2023434,                 73441,                 73441,,,                 52262,,                 72637,,                 72988,                197887,               -124446,,,,                  1553,,                 22171,,                 17152,                  6572,               -117874,,                 -7923,               -109951,               -109951,,,,,                 18244,                -91707,,               -109951,,                -91707,,                             -0.99,                             -0.99,,,,,                 18244,,
3584,2012年07月01日至2012年09月30日,,,              1336427,              1336427,,,              1328486,              1328486,                  7941,                  7941,,,                 31102,,                 51254,,                 81361,                163717,               -155776,,,                  3929,                  3929,,                -30497,,                 16721,                -43289,               -199065,,                    800,               -199865,               -199865,,,,,                -16375,               -216240,,               -199865,,               -216240,,                             -1.86,                             -1.86,,,,,                -16401,,                     26
3584,2012年04月01日至2012年06月30日,,,              1003683,              1003683,,,              1082599,              1082599,                -78916,                -78916,,,                 22315,,                 54697,,                 89486,                166498,               -245414,,,                  6648,                  6648,,                -10319,,                 16289,                -19960,               -265374,,                -35761,               -229613,               -229613,,,,,                  6026,               -223587,,               -229613,,               -223587,,                             -2.13,                             -2.13,,,,,                  6045,,                    -19
3584,2012年01月01日至2012年12月31日,,,              4548056,              4548056,,,              4799554,              4799554,               -251498,               -251498,,,                127161,,                226931,,                327624,                681716,               -933214,,,                 19540,                 19540,,                -49277,,                 71587,               -101324,             -1034538,,                -51706,               -982832,               -982832,,,,,                -35390,             -1018222,,               -982832,,             -1018222,,                             -9.13,                             -9.13,,,,,                -35914,                    889,                   -365
3584,2012年01月01日至2012年09月30日,,,              3200907,              3200907,,,              3438756,              3438756,               -237849,               -237849,,,                 84912,,                164854,,                249829,                499595,               -737444,,,                 14864,                 14864,,                -52323,,                 52324,                -89783,               -827227,,                -82293,               -744934,               -744934,,,,,                -35036,               -779970,,               -744934,,               -779970,,                             -6.92,                             -6.92,,,,,                -34671,,                   -365
3584,2012年01月01日至2012年06月30日,,,              1864480,              1864480,,,              2110270,              2110270,               -245790,               -245790,,,                 53810,,                113600,,                168468,                335878,               -581668,,,                 10935,                 10935,,                -21826,,                 35603,                -46494,               -628162,,                -83093,               -545069,               -545069,,,,,                -18661,               -563730,,               -545069,,               -563730,,                             -5.06,                             -5.06,,,,,                -18270,,                   -391
3584,2012年01月01日至2012年03月31日,,,                860797,                860797,,,              1027671,              1027671,               -166874,               -166874,,,                 31495,,                 59564,,                 78982,                170041,               -336915,,,,                  4948,,                -11507,,                 19314,                -25873,               -362788,,                -47332,               -315456,               -315456,,,,,                -24687,               -340143,,               -315456,,               -340143,,                             -2.93,                             -2.93,,                              0,,                              0,                -24315,,                   -372
