證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
2317,2015年第3季,,          1065601878,,            989079754,             76522124,             76522124,,,              5937320,,             19080969,,             13338192,             38356481,             38165643,,,              8724009,,              5429230,,              4811440,,                326372,              9668171,             47833814,,              8975747,             38858067,             38858067,,,             35287757,            -16761210,,               -840969,             17685578,             17685578,             56543645,,             37858448,                999619,,             54276748,              2266897,,                              2.42,                              2.42,,                              2.41,                              2.41,,,,,,
2317,2015年第2季,,            972708221,,            902666331,             70041890,             70041890,,,              5839085,,             18806826,,             12285062,             36930973,             33110917,,,              7733649,,              2689448,,              3834969,,                838681,              7426809,             40537726,,             14144048,             26393678,             26393678,,,            -14355096,              3973873,,               -431021,            -10812244,            -10812244,             15581434,,             25689564,                704114,,             17591023,             -2009589,,                              1.65,                              1.65,,                              1.63,                              1.63,,,,,,
2317,2015年01月01日至2015年09月30日,,          3052432520,,          2833445148,            218987372,            218987372,,,             17623041,,             55494156,,             35991012,            109108209,            109879163,,,             22845510,,              6774752,,             12895488,,              2015137,             18739911,            128619074,,             32107772,             96511302,             96511302,,,              7471300,            -16607422,,               -634827,             -9770949,             -9770949,             86740353,,             93933279,              2578023,,             86539212,                201141,,                              6.03,                              6.03,,                              5.98,                              5.98,,,,,,
2317,2015年01月01日至2015年06月30日,,          1986830642,,          1844365394,            142465248,            142465248,,,             11685721,,             36413187,,             22652820,             70751728,             71713520,,,             14121501,,              1345522,,              8084048,,              1688765,              9071740,             80785260,,             23132025,             57653235,             57653235,,,            -27816457,                153788,,                206142,            -27456527,            -27456527,             30196708,,             56074831,              1578404,,             32262464,             -2065756,,                              3.61,                              3.61,,                              3.57,                              3.57,,,,,,
2317,2015年01月01日至2015年03月31日,,          1014122421,,            941699063,             72423358,             72423358,,,              5846636,,             17606361,,             10367758,             33820755,             38602603,,,              6387852,,             -1343926,,              4249079,,                850084,              1644931,             40247534,,              8987977,             31259557,             31259557,,,            -13461361,             -3820085,,                637163,            -16644283,            -16644283,             14615274,,             30385267,                874290,,             14671441,                -56167,,                              2.05,                              2.05,,                              2.03,                              2.03,,,,,,
2317,2014年第3季,,            950494021,,            882996725,             67497296,             67497296,,,              6555242,,             17653087,,             11916410,             36124739,             31372557,,,              9193571,,              3978760,,              4170354,,              1434589,             10436566,             41809123,,              7184493,             34624630,             34624630,,,             15363619,             21724097,,                157633,             37245349,             37245349,             71869979,,             34089122,                535508,,             69788735,              2081244,,                              2.19,                              2.19,,                              2.19,                              2.19,,,,,,
2317,2014年第2季,,            879094312,,            817104273,             61990039,             61990039,,,              5374205,,             17328496,,             11355568,             34058269,             27931770,,,              9035285,,             -1982382,,              3593026,,              1025537,              4485414,             32417184,,             11791683,             20625501,             20625501,,,            -10771160,             10537627,,               -343920,               -577453,               -577453,             20048048,,             20186135,                439366,,             19478006,                570042,,                              1.30,                              1.30,,                              1.29,                              1.29,,,,,,
2317,2014年度,,          4213172321,,          3921228465,            291943856,            291943856,,,             26146194,,             73752491,,             48853760,            148752445,            143191411,,,             31872566,,             11083457,,             15007075,,              2980013,             30928961,            174120372,,             41638550,            132481822,            132481822,,,,,,,,             55569496,            188051318,,            130534729,              1947093,,            182370027,              5681291,,                              8.85,                              8.85,,                              8.75,                              8.75,             36576979,             18419522,                -39784,,                606016,                 -6763
2317,2014年01月01日至2014年09月30日,,          2713067658,,          2530204418,            182863240,            182863240,,,             16962270,,             52644239,,             33046685,            102653194,             80210046,,,             24706817,,              3140718,,             10954844,,              2664439,             19557130,             99767176,,             24687255,             75079921,             75079921,,,              7380812,             32998502,,                428826,             40808140,             40808140,            115888061,,             73818020,              1261901,,            113239939,              2648122,,                              4.75,                              4.75,,                              4.72,                              4.72,,,,,,
2317,2014年01月01日至2014年06月30日,,          1762573637,,          1647207693,            115365944,            115365944,,,             10407028,,             34991152,,             21130275,             66528455,             48837489,,,             15513246,,               -838042,,              6784490,,              1229850,              9120564,             57958053,,             17502762,             40455291,             40455291,,,             -7982807,             11274405,,                271193,              3562791,              3562791,             44018082,,             39728898,                726393,,             43451204,                566878,,                              2.56,                              2.56,,                              2.54,                              2.54,,,,,,
