證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
1536,2013年04月01日至2013年06月30日,,                849586,,                648798,                200788,                200788,,,                 62635,,                 26580,,                 25726,                114941,                 85847,,,                  7928,,                  8410,,                 17951,,                  6704,                  5091,                 90938,,                 16631,                 74307,                 74307,,,,,,,,,                  4097,                 78404,,                 72511,                  1796,,                 76607,                  1797,,                              0.45,                              0.45,,                              0.35,                              0.35,                 -4858,                  3341,,,                  5041,                   -573
1536,2013年01月01日至2013年12月31日,,              3723553,,              2763003,                960550,                960550,,,                260867,,                116961,,                120173,                498001,                462549,,,                 23698,,                 59744,,                 53872,,                 21851,                 51421,                513970,,                 78563,                435407,                435407,,,,,,,,,                103232,                538639,,                430542,                  4865,,                534645,                  3994,,                              2.30,                              2.30,,                              2.24,                              2.24,                  7241,                    923,                 20011,,                 82363,                  7306
1536,2013年01月01日至2013年09月30日,,              2691618,,              2006077,                685541,                685541,,,                195788,,                 83629,,                 92497,                371914,                313627,,,                 12584,,                 48561,,                 43245,,                 16046,                 33946,                347573,,                 48065,                299508,                299508,,,,,,,,,                 62971,                362479,,                295503,                  4005,,                358441,                  4038,,                              1.75,                              1.75,,                              1.69,                              1.69,                 16819,                 21491,                              0,,                 27307,                  2646
1536,2013年01月01日至2013年06月30日,,              1725876,,              1294152,                431724,                431724,,,                138261,,                 47433,,                 48237,                233931,                197793,,,                  9660,,                 33937,,                 35816,,                  8110,                 15891,                213684,,                 29929,                183755,                183755,,,,,,,,,                 20503,                204258,,                180808,                  2947,,                201304,                  2954,,                              1.13,                              1.13,,                              0.86,                              0.86,                 10464,                  5997,                              0,,                  5649,                  1607
1536,2013年01月01日至2013年03月31日,,                876290,,                645354,                230936,                230936,,,                 75626,,                 20853,,                 22511,                118990,                111946,,,                  1732,,                 25527,,                 17865,,                  1406,                 10800,                122746,,                 13298,                109448,                109448,,,,,,,,,                 16406,                125854,,                108297,                  1151,,                124697,                  1157,,                              0.63,                              0.63,,                              0.47,                              0.47,                 15322,                  2656,,,                    608,                  2180
1536,2012年07月01日至2012年09月30日,,                920918,,                692891,                228027,                228027,,,                 69036,,                 33558,,                 28200,                130794,                 97233,,,                 16898,,                -16093,,                 17722,,                    322,                -16595,                 80638,,                 14428,                 66210,                 66210,,,,,,,,,                  6363,                 72573,,                 64440,                  1770,,                 70801,                  1772,,                              0.40,                              0.40,,                              0.31,                              0.31,                 -2470,                  5794,,,                  2644,                   -395
1536,2012年04月01日至2012年06月30日,,                922174,,                705985,                216189,                216189,,,                 58384,,                 28309,,                 29053,                115746,                100443,,,                 11128,,                  1705,,                 18596,,                  3655,                 -2108,                 98335,,                 18497,                 79838,                 79838,,,,,,,,,                 -4476,                 75362,,                 78496,                  1342,,                 74009,                  1353,,                              0.49,                              0.49,,                              0.38,                              0.38,                  1492,                 -3173,,,                 -2620,                    175
1536,2012年01月01日至2012年12月31日,,              3622720,,              2767302,                855418,                855418,,,                260026,,                 91435,,                104761,                456222,                399196,,,                 49598,,                -34668,,                 71134,,                  6041,                -50163,                349033,,                 60563,                288470,                288470,,,,,,,,,                -23942,                264528,,                286087,                  2383,,                262139,                  2389,,                              1.67,                              1.67,,                              1.27,                              1.27,                 -4721,                   -198,                -33955,,                  8249,                 -6683
1536,2012年01月01日至2012年09月30日,,              2758909,,              2081237,                677672,                677672,,,                200975,,                 72281,,                 79750,                353006,                324666,,,                 37159,,                -33747,,                 55484,,                  5216,                -46856,                277810,,                 46634,                231176,                231176,,,,,,,,,                 12050,                243226,,                226148,                  5028,,                238191,                  5035,,                              1.41,                              1.41,,                              1.06,                              1.06,                 -4179,                  9901,,,                  5564,                   -764
1536,2012年01月01日至2012年06月30日,,              1837991,,              1388346,                449645,                449645,,,                131939,,                 38723,,                 51550,                222212,                227433,,,                 20261,,                -17654,,                 37762,,                  4894,                -30261,                197172,,                 32206,                164966,                164966,,,,,,,,,                  5687,                170653,,                161708,                  3258,,                167390,                  3263,,                              1.01,                              1.01,,                              0.75,                              0.75,                 -1709,                  4107,,,                  2920,                   -369
1536,2012年01月01日至2012年03月31日,,                915817,,                682361,                233456,                233456,,,                 73555,,                 10414,,                 22497,                106466,                126990,,,                  9133,,                -19359,,                 19166,,                  1239,                -28153,                 98837,,                 13709,                 85128,                 85128,,,,,,,,,                 10163,                 95291,,                 83212,                  1916,,                 93381,                  1910,,                              0.50,                              0.50,,                              0.39,                              0.39,                 -3201,                  7280,,,                  5540,                   -544
