證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
1536,2015年第3季,,              1328433,,                853382,                475051,                475051,,,                100263,,                 43320,,                 30095,                173678,                301373,,,                 14745,,                107226,,                 15934,,                  9786,                115823,                417196,,                 68724,                348472,                348472,,,                 19587,                -10191,,                  4392,                  2343,                 11445,                 11445,                359917,,                348413,                     59,,                359808,                    109,,                              1.49,                              1.49,,                              1.48,                              1.48,,,,,,
1536,2015年第2季,,              1326838,,                852795,                474043,                474043,,,                 77115,,                 39285,,                 28068,                144468,                329575,,,                  6704,,                -22273,,                 14625,,                  5581,                -24613,                304962,,                 65470,                239492,                239492,,,                 -5532,                -24454,,                 31673,                   -542,                  2229,                  2229,                241721,,                238161,                  1331,,                240399,                  1322,,                              1.01,                              1.01,,                              1.01,                              1.01,,,,,,
1536,2015年01月01日至2015年09月30日,,              3860173,,              2494397,              1365776,              1365776,,,                255928,,                121223,,                 86730,                463881,                901895,,,                 25985,,                 51298,,                 43794,,                 27485,                 60974,                962869,,                170636,                792233,                792233,,,                  9871,                -34631,,                 41477,                  1409,                 15308,                 15308,                807541,,                790756,                  1477,,                806016,                  1525,,                              3.37,                              3.37,,                              3.36,                              3.36,,,,,,
1536,2015年01月01日至2015年06月30日,,              2531740,,              1641015,                890725,                890725,,,                155665,,                 77903,,                 56635,                290203,                600522,,,                 11240,,                -55928,,                 27860,,                 17699,                -54849,                545673,,                101912,                443761,                443761,,,                 -9716,                -24440,,                 37085,                   -934,                  3863,                  3863,                447624,,                442343,                  1418,,                446208,                  1416,,                              1.88,                              1.88,,                              1.88,                              1.88,,,,,,
1536,2015年01月01日至2015年03月31日,,              1204902,,                788220,                416682,                416682,,,                 78550,,                 38618,,                 28567,                145735,                270947,,,                  4536,,                -33655,,                 13235,,                 12118,                -30236,                240711,,                 36442,                204269,                204269,,,                 -4184,                     14,,                  5412,                   -392,                  1634,                  1634,                205903,,                204182,                     87,,                205809,                     94,,                              0.87,                              0.87,,                              0.87,                              0.87,,,,,,
1536,2014年第3季,,              1092154,,                748399,                343755,                343755,,,                 75587,,                 29331,,                 30525,                135443,                208312,,,                 12745,,                 13250,,                 13517,,                  5676,                 18154,                226466,,                 43362,                183104,                183104,,,                  7544,                 -5964,,                  7874,                    728,                  8726,                  8726,                191830,,                181665,                  1439,,                190388,                  1442,,                              0.78,                              0.78,,                              0.78,                              0.78,,,,,,
1536,2014年第2季,,              1009415,,                716228,                293187,                293187,,,                 72681,,                 28739,,                 27804,                129224,                163963,,,                 40798,,                 -4779,,                 11510,,                  4560,                 29069,                193032,,                 39926,                153106,                153106,,,                 -3928,                -14336,,                  2704,                     90,                -15650,                -15650,                137456,,                153261,                   -155,,                137608,                   -152,,                              0.66,                              0.66,,                              0.65,                              0.65,,,,,,
1536,2014年度,,              4236498,,              2942651,              1293847,              1293847,,,                294543,,                123983,,                114108,                532634,                761213,,,                 25242,,                100198,,                 48879,,                 27852,                104413,                865626,,                153880,                711746,                711746,,,,,,,,,                -17363,                694383,,                711673,                     73,,                693023,                  1360,,                              3.06,                              3.06,,                              3.02,                              3.02,                 14018,                -34110,                 -8587,,                 11140,                   -176
1536,2014年01月01日至2014年09月30日,,              3099246,,              2154785,                944461,                944461,,,                223139,,                 90440,,                 84835,                398414,                546047,,,                 40579,,                 32248,,                 37350,,                 18702,                 54179,                600226,,                109571,                490655,                490655,,,                  2452,                    999,,                  9452,                    382,                 12521,                 12521,                503176,,                488901,                  1754,,                501411,                  1765,,                              2.11,                              2.11,,                              2.08,                              2.08,,,,,,
1536,2014年01月01日至2014年06月30日,,              1989520,,              1406386,                583134,                583134,,,                147552,,                 61109,,                 54310,                262971,                320163,,,                 45406,,                 18998,,                 23833,,                 13026,                 53597,                373760,,                 66209,                307551,                307551,,,                 -5092,                  6963,,                  1578,                   -346,                  3795,                  3795,                311346,,                307236,                    315,,                311023,                    323,,                              1.37,                              1.37,,                              1.35,                              1.35,,,,,,
1536,2014年01月01日至2014年03月31日,,                980105,,                690158,                289947,                289947,,,                 74871,,                 32370,,                 26506,                133747,                156200,,,                  4608,,                 23777,,                 12323,,                  8466,                 24528,                180728,,                 26283,                154445,                154445,,,                 -1164,                 21299,,                 -1126,                   -436,                 19445,                 19445,                173890,,                153975,                    470,,                173415,                    475,,                              0.68,                              0.68,,                              0.67,                              0.67,,,,,,
1536,2013年第3季,,                965742,,                711925,                253817,                253817,,,                 57527,,                 36196,,                 44260,                137983,                115834,,,                  2924,,                 14624,,                  7429,,                  7936,                 18055,                133889,,                 18136,                115753,                115753,,,,,,,,,                 42468,                158221,,                114695,                  1058,,                157137,                  1084,,                              0.68,                              0.68,,                              0.66,                              0.66,                  6355,                 15494,                              0,,                 21658,                  1039
1536,2013年第2季,,                849586,,                648798,                200788,                200788,,,                 62635,,                 26580,,                 25726,                114941,                 85847,,,                  7928,,                  8410,,                 17951,,                  6704,                  5091,                 90938,,                 16631,                 74307,                 74307,,,,,,,,,                  4097,                 78404,,                 72511,                  1796,,                 76607,                  1797,,                              0.45,                              0.45,,                              0.35,                              0.35,                 -4858,                  3341,                              0,,                  5041,                   -573
1536,2013年度,,              3723553,,              2763003,                960550,                960550,,,                260867,,                116961,,                120173,                498001,                462549,,,                 23698,,                 59744,,                 53872,,                 21851,                 51421,                513970,,                 78563,                435407,                435407,,,,,,,,,                103232,                538639,,                430542,                  4865,,                534645,                  3994,,                              2.23,                              2.23,,                              2.18,                              2.18,                  7241,                    923,                 20011,,                 82363,                  7306
1536,2013年07月01日至2013年09月30日,,                965742,,                711925,                253817,                253817,,,                 57527,,                 36196,,                 44260,                137983,                115834,,,                  2924,,                 14624,,                  7429,,                  7936,                 18055,                133889,,                 18136,                115753,                115753,,,,,,,,,                 42468,                158221,,                114695,                  1058,,                157137,                  1084,,                              0.70,                              0.70,,                              0.68,                              0.68,                  6355,                 15494,,,                 21658,                  1039
