證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 國外營運機構財務報表換算之兌換差額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計
1592,2014年第3季,,,              1132767,              1132767,,,                806425,                806425,                326342,                326342,,,                151771,,                 90791,,                 34067,                276629,,                   -485,                 49228,,,                  5965,,                 -5197,,                 21793,                -21025,                 28203,,                  9891,                 18312,                 18312,,                 44534,                 44534,                 62846,,                 18312,,                 62846,,                              0.21,                              0.21,,                              0.21,                              0.21
1592,2014年上半年度,,,              2571795,              2571795,,,              1815980,              1815980,                755815,                755815,,,                311074,,                183428,,                 68721,                563223,,                 -3897,                188695,,,                  6010,,                  7002,,                 46219,                -33207,                155488,,                 52815,                102673,                102673,,                -15966,                -15966,                 86707,,                102673,,                 86707,,                              1.15,                              1.15,,                              1.15,                              1.15
1592,2014年01月01日至2014年09月30日,,,              3704562,              3704562,,,              2622405,              2622405,              1082157,              1082157,,,                462845,,                274219,,                102788,                839852,,                 -4382,                237923,,,                 11975,,                  1805,,                 68012,                -54232,                183691,,                 62706,                120985,                120985,,                 28568,                 28568,                149553,,                120985,,                149553,,                              1.36,                              1.36,,                              1.35,                              1.35
1592,2013年第3季,,,              1125632,              1125632,,,                791449,                791449,                334183,                334183,,,                135486,,                 93050,,                 30607,                259143,,                      6,                 75046,,,                  3594,,                 -6854,,                 21625,                -24885,                 50161,,                    727,                 49434,                 49434,,                -18287,                -18287,                 31147,,                 49434,,                 31147,,                              0.60,                              0.60,,                              0.60,                              0.60
1592,2013年上半年度,,,              2118702,              2118702,,,              1476117,              1476117,                642585,                642585,,,                287930,,                151191,,                 57737,                496858,,                  2459,                148186,,,                  8456,,                -18888,,                 45300,                -55732,                 92454,,                 36543,                 55911,                 55911,,                 99941,                 99941,                155852,,                 55911,,                155852,,                              0.69,                              0.69,,                              0.69,                              0.69
1592,2013年01月01日至2013年12月31日,,,              4308557,              4308557,,,              2987792,              2987792,              1320765,              1320765,,,                578011,,                329683,,                118558,              1026252,,                278451,                572964,,,                 11817,,                -31115,,                 86751,               -106049,                466915,,                 69323,                397592,                397592,,                121476,                121476,                519068,,                397592,,                519068,,                              4.76,                              4.76,,                              4.75,                              4.75
1592,2013年01月01日至2013年09月30日,,,              3244334,              3244334,,,              2267566,              2267566,                976768,                976768,,,                423416,,                244241,,                 88344,                756001,,                  2465,                223232,,,                 12050,,                -25742,,                 66925,                -80617,                142615,,                 37270,                105345,                105345,,                 81654,                 81654,                186999,,                105345,,                186999,,                              1.29,                              1.29,,                              1.29,                              1.29
1592,2012年01月01日至2012年12月31日,,,              3760674,              3760674,,,              2467069,              2467069,              1293605,              1293605,,,                595327,,                297093,,                106566,                998986,,                355723,                650342,,,                 15338,,                -18570,,                 59311,                -62543,                587799,,                102494,                485305,                485305,,                -42758,                -42758,                442547,,                485305,,                442547,,                              4.92,                              4.92,,                              4.91,                              4.91
